location,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202113,202114,202115,202116,202117,202118,202119,202120,202121,202122,202123,202124,202125,202126,202127,202128,202129,202130,202131,202132,202133,202134,202135,202136,202137,202138,202139,202140,202141,202142,202143,202144,202145,202146,202147,202148,202149,202150,202151,202152,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202213,202214,202215,202216,202217,202218,202219,202220,202221
Costa Rica,0.0,0.195,4.28,12.259999999999998,28.41,23.544,23.933999999999997,14.011,6.227,6.228,7.785,12.259,11.286999999999999,20.236,35.22,67.911,77.05699999999999,137.963,259.192,432.76500000000004,532.783,606.727,626.5739999999998,757.7270000000001,803.4559999999999,855.605,1050.9719999999998,1163.8329999999999,1371.654,1346.552,1382.356,1124.7209999999998,1337.017,1344.411,1228.241,1124.3310000000001,1059.729,1120.829,1205.4740000000002,1493.467,1282.725,1413.101,1269.689,1073.739,1231.939,1613.721,1279.029,996.487,772.127,615.289,534.924,484.71900000000005,518.1890000000001,447.358,477.32500000000005,546.7940000000001,637.277,308.617,1124.72,1173.952,1625.397,2380.0099999999998,2820.558,3357.623,3206.4280000000003,2896.0579999999995,2700.302,2319.6890000000003,2087.934,2018.8550000000005,1984.9969999999998,1805.003,1812.786,1714.3229999999999,1596.792,1919.225,2260.727,2403.5559999999996,2945.4840000000004,3216.741,3399.264,2992.574,3117.111,2469.521,1974.683,1386.0520000000001,939.0840000000001,725.426,509.43299999999994,358.62600000000003,270.284,196.923,160.147,119.08800000000001,105.661,62.657,330.022,2722.486,4929.897,6540.895,7585.832,7684.49,6834.3330000000005,5126.237,3703.99,2356.66,1625.203,1258.014,1036.3790000000001,903.279,384.312,690.594,562.75,834.784,1014.973,1726.777,2212.275,2627.916
Cuba,0.0,0.0,0.353,1.06,5.214,13.254000000000001,24.387999999999998,26.772,26.421,17.671,11.486,7.599,4.772,6.539000000000001,9.542,5.301,5.921,1.413,2.7399999999999998,3.886999999999999,2.12,2.12,11.485999999999999,17.319,30.131,25.625,22.002,30.131,26.064999999999998,31.013,26.064999999999998,27.037,14.402000000000001,15.021,27.304,23.592,30.129999999999995,24.21,17.231,27.568,38.613,48.861000000000004,47.626000000000005,77.40299999999999,89.949,141.196,256.947,226.10899999999998,365.539,487.387,405.036,447.44900000000007,437.995,435.08000000000004,449.21500000000003,405.65500000000003,412.813,509.741,543.407,519.195,595.0070000000001,564.524,552.595,611.972,646.961,624.4300000000001,583.963,621.604,765.009,961.784,1554.849,2128.561,3355.6890000000003,3602.83,4559.842,4886.504,4543.7609999999995,4857.876,4732.496,3396.333,4301.304,4174.774,4157.103,3091.0540000000005,2119.461,1417.54,907.4449999999999,546.234,320.123,229.64499999999998,158.603,124.76200000000001,72.89699999999999,43.384,34.636,39.495999999999995,123.437,533.686,1540.8000000000002,1729.357,1606.275,971.7700000000001,594.3009999999999,379.41200000000003,299.625,283.36600000000004,277.62300000000005,320.211,416.878,415.463,333.378,248.111,156.926,111.68599999999999,71.747,45.681000000000004,34.902,9.896
Dominica,0.0,0.0,0.0,0.0,152.414,13.856,27.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.856,0.0,27.712,0.0,0.0,96.991,13.856,13.856,55.423,55.423,96.991,69.279,0.0,110.846,0.0,27.712,13.856,0.0,0.0,249.404,41.567,41.567,55.423,55.423,0.0,180.125,110.847,27.712,166.26999999999998,0.0,69.279,55.423,0.0,0.0,110.847,13.856,0.0,41.567,83.135,55.423,0.0,13.856,27.712,13.856,27.712,41.567,27.712,41.567,13.856,110.846,2688.0239999999994,5223.633,5348.335,2688.023,6207.394,6623.065999999999,6082.691,4960.371999999999,4794.104,2840.437,4918.804999999999,3810.3410000000003,2466.331,3796.487,4904.95,3186.832,4170.593,2036.801,734.357,3242.255,4073.602,5251.343,7246.578,8299.618,5777.864,8161.06,8161.059,5362.191,2978.995,3214.544,3519.371,2383.1949999999997,872.915,1441.002,859.059,484.953,318.683,304.827,4891.094,4142.88,5971.845,8812.282
Dominican Republic,0.0,0.182,0.274,5.569,42.816,70.204,103.343,124.798,129.087,124.341,164.144,169.531,171.54,192.538,164.328,256.807,227.868,363.89599999999996,413.46799999999996,523.202,638.962,689.995,799.09,574.599,521.284,394.569,258.269,264.476,315.50800000000004,332.308,264.477,218.465,322.356,222.39,177.84,211.25300000000001,208.33100000000002,265.571,324.912,365.813,367.637,437.933,396.578,545.112,573.139,508.776,760.018,895.222,721.673,718.752,512.703,429.352,338.05899999999997,281.002,254.89,263.471,213.90099999999998,200.755,221.56900000000002,269.041,259.547,238.91400000000002,282.735,436.20000000000005,489.149,602.8100000000001,720.121,640.605,564.558,480.02099999999996,501.19899999999996,365.904,332.30699999999996,196.737,168.07199999999997,175.649,135.662,128.723,147.529,144.244,119.50299999999999,150.177,153.464,243.11399999999998,364.718,343.90200000000004,458.4750000000001,426.33900000000006,484.85799999999995,558.167,569.4879999999999,374.94200000000006,128.449,147.62,107.634,159.034,446.515,2287.625,3509.8610000000003,3323.348,1347.5790000000002,657.859,569.4879999999999,198.654,203.036,138.856,44.186,79.79,32.501,26.383000000000003,26.108999999999998,22.55,20.175,26.84,45.19,54.137,57.697,45.099000000000004
Ecuador,0.0,0.7270000000000001,0.224,18.951,60.876000000000005,86.368,206.613,66.692,765.689,202.197,246.919,136.735,171.34,129.301,167.92899999999997,170.502,188.668,230.59599999999998,340.051,194.707,292.646,316.796,297.341,320.71,326.298,323.841,282.41600000000005,238.644,259.385,429.21500000000003,383.20799999999997,310.424,307.293,270.063,326.91499999999996,421.11000000000007,241.273,290.019,235.515,260.391,311.54100000000005,188.612,194.484,162.563,229.421,259.105,364.313,354.977,472.65099999999995,314.896,357.884,321.381,531.1800000000001,375.829,350.674,501.831,591.61,522.068,531.235,619.7850000000001,735.0540000000001,509.154,687.538,451.74300000000005,396.96000000000004,297.678,335.30100000000004,318.193,351.45599999999996,371.636,435.755,275.652,317.019,307.74,325.573,213.15500000000003,140.704,171.954,102.301,137.797,73.12,71.385,61.381,118.289,43.268,63.057,83.014,90.561,99.113,128.574,120.134,107.668,110.40599999999999,182.018,164.296,256.703,410.097,540.292,2163.6279999999997,2830.426,2354.701,1978.0890000000002,842.5540000000001,1534.787,1052.913,472.707,421.724,332.00100000000003,424.855,144.84199999999998,196.10399999999998,122.257,88.605,59.871,46.398,97.381,74.964,63.784
El Salvador,0.0,0.0,0.0,0.153,1.5350000000000001,4.142,9.358,9.051,12.887,23.010999999999996,45.409,65.352,70.56899999999999,70.414,69.648,83.915,111.375,159.85299999999998,236.251,250.825,278.591,350.38800000000003,369.87,382.604,358.365,242.53999999999996,152.64300000000003,86.215,86.983,75.938,184.39800000000002,98.02700000000002,90.97200000000001,183.325,148.04,160.46599999999998,174.88600000000002,161.081,136.84199999999998,153.563,173.65900000000002,189.154,233.18299999999996,260.336,248.984,222.751,290.40500000000003,289.636,236.09699999999998,199.74099999999999,182.71,167.215,147.733,142.82500000000002,129.784,142.825,130.552,132.238,47.71,269.694,140.216,111.989,162.15499999999997,101.25,136.534,157.398,137.302,185.62599999999998,206.489,120.733,196.671,175.19299999999998,294.546,282.12,295.928,268.621,269.694,392.269,210.785,307.893,315.257,242.234,356.37,356.524,508.70599999999996,387.20599999999996,322.467,173.66,0.0,197.284,48.937,0.0,135.614,0.0,250.67100000000002,39.42699999999999,31.296,44.335,206.029,526.962,0.0,283.348,0.0,1944.773,0.0,1315.947,0.0,702.309,0.0,0.0,79.466,22.091,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,0.0,0.0,0.0,0.0,61.938,44.242000000000004,17.697,0.0,8.848,17.696,0.0,8.848,0.0,8.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.848,0.0,0.0,17.696,17.697,79.63499999999999,0.0,0.0,17.697,451.267,159.27100000000002,132.726,0.0,106.181,0.0,8.848,0.0,0.0,0.0,0.0,0.0,0.0,53.09,8.848,0.0,0.0,0.0,35.394,8.848,0.0,8.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.545,0.0,0.0,141.57399999999998,141.574,929.0799999999999,4424.191,7512.278,10131.399,11290.536000000002,4158.741,2300.58,902.5360000000001,663.629,212.362,150.423,17.697,26.545,159.27200000000002,106.18,53.089000000000006,53.090999999999994,256.603,1990.887,9538.557,14068.928,12608.947,9343.893,4096.802000000001,2990.7529999999997,2203.247,1203.38,97.332,0.0,2176.702,274.29999999999995,265.451,106.181,1247.622,1477.6799999999998,1778.525,5963.81,7618.458,7096.403000000001,2159.006
Guatemala,0.0,0.0,0.0,0.6020000000000001,0.603,0.8770000000000001,3.5620000000000003,4.218999999999999,10.684000000000001,9.369,11.616,37.042,53.699000000000005,85.096,95.672,120.0,165.36999999999998,168.385,268.276,280.44100000000003,285.537,287.18,290.249,235.125,287.071,253.592,277.537,184.166,193.317,147.18,204.165,185.644,174.63199999999998,158.192,157.481,148.329,140.43900000000002,168.385,166.46699999999998,148.768,164.76800000000003,174.74099999999999,162.357,136.16500000000002,167.946,205.37099999999998,242.90499999999997,238.79600000000002,243.618,174.084,183.344,175.563,157.973,185.26299999999998,199.289,222.523,245.15200000000002,108.82300000000001,331.837,439.83900000000006,409.975,348.716,285.975,289.701,276.111,319.07099999999997,335.18,433.757,398.797,495.347,441.20899999999995,718.5260000000001,730.964,787.402,806.143,933.048,989.2669999999999,1184.009,1210.857,1123.844,1031.296,849.7049999999999,942.9110000000001,802.91,616.553,411.455,316.27599999999995,315.291,174.467,203.892,180.002,182.138,84.658,126.137,70.192,74.90599999999999,177.098,384.879,618.3059999999999,780.443,905.759,947.294,1099.5700000000002,1058.693,930.1429999999999,717.375,591.784,515.183,403.784,313.536,204.715,118.57600000000001,210.90500000000003,191.727,123.893,134.79500000000002,184.658,44.986999999999995
Guyana,0.0,0.0,1.265,7.592,16.448999999999998,18.979,17.714,22.775,12.652999999999999,11.387,15.183000000000002,27.836,12.653,29.102,1.265,6.327,30.368,40.489000000000004,32.897999999999996,22.775,36.693,31.632,67.062,136.65300000000002,120.202,261.916,322.651,274.57,384.651,366.935,684.5240000000001,307.466,493.46600000000007,337.833,316.32399999999996,188.529,373.262,303.671,266.978,274.569,332.773,255.588,249.264,232.814,74.652,149.30399999999997,334.038,369.466,387.181,387.182,306.202,189.794,144.242,226.488,375.79200000000003,461.834,533.955,473.22,528.894,756.6469999999999,867.9920000000001,864.196,846.483,993.2570000000001,727.5440000000001,898.36,805.9929999999999,732.607,675.669,886.9720000000001,578.239,669.342,540.282,479.547,465.62899999999996,404.895,521.303,749.056,940.114,1448.7649999999999,1272.8890000000001,1632.2299999999998,1709.415,1452.5590000000002,1110.9289999999999,852.808,651.628,590.894,563.056,725.0150000000001,560.526,606.076,456.771,423.87300000000005,377.05899999999997,284.69100000000003,616.1990000000001,4365.2699999999995,6087.339,6967.984,2554.632,2097.8599999999997,951.502,542.811,275.835,168.284,84.774,60.735,50.611,32.897,54.406,61.99999999999999,49.347,55.672999999999995,75.91799999999999,255.58999999999997,468.15899999999993,144.243
Haiti,0.0,0.0,0.0,0.173,0.52,0.693,1.04,0.954,1.647,0.346,2.34,9.097,33.79,50.772,100.59299999999999,100.158,64.723,44.446,43.061,33.357,27.726,18.973999999999997,15.682,11.436,17.241999999999997,16.202,11.697,8.404,8.924,8.578,7.797,7.105,5.3709999999999996,4.678,4.678999999999999,4.765,4.766,3.726,3.466,3.898,4.244,7.538,14.037,17.155,14.642,16.289,28.419,28.419,31.798000000000002,20.102,22.354,16.462,8.491,9.184,8.317,4.852,3.119,4.506,2.426,3.1189999999999998,5.112,9.704,9.357,9.011,23.481,35.783,80.578,82.83,67.582,95.653,60.217,48.693999999999996,13.343,33.617000000000004,27.291999999999998,21.573,15.682,15.768,12.476,12.477,16.028,14.555999999999997,13.515,37.257,37.949,38.557,40.982,36.129999999999995,9.79,40.722,19.494,22.439999999999998,37.776,20.273999999999997,14.123000000000003,2.5999999999999996,3.032,27.64,67.408,101.199,45.314,62.209,29.978,19.32,15.076,3.639,4.592,2.7729999999999997,2.859,3.1189999999999998,2.513,0.7799999999999999,3.985,4.332,1.126,0.867,2.8600000000000003,3.032
