location,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-26,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-06,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26
Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48,0.0,0.0,0.0,26.01,0.0,0.0,0.0,0.0,0.0,26.76,0.0,0.0,0.0,0.0,0.0,27.18,0.0,0.0,27.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.95,0.0,28.78,29.01,0.0,0.0,0.0,0.0,30.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.49,0.0,0.0,0.0,31.66,0.0,0.0,0.0,0.0,0.0,32.27,0.0,0.0,0.0,32.89,0.0,0.0,0.0,33.18,33.3,33.45,0.0,33.64,0.0,33.89,0.0,0.0,34.07,0.0,0.0,34.52,34.81,0.0,35.09,0.0,0.0,35.33,0.0,0.0,35.71,0.0,36.07,0.0,0.0,36.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,0.0,37.05,0.0,0.0,37.16,0.0,37.22,0.0,37.3,37.38,0.0,0.0,0.0,37.52,0.0,37.57,0.0,0.0,37.8,0.0,37.93,37.98,38.04,0.0,0.0,38.33,0.0,0.0,38.56,38.64,0.0,0.0,0.0,38.86,0.0,38.96,0.0,0.0,39.1,0.0,0.0,39.1,0.0,0.0,0.0,39.54,0.0,39.69,0.0,0.0,39.74,0.0,0.0,39.97,0.0,40.32,0.0,0.0,0.0,40.83,0.0,41.32,41.59,0.0,0.0,0.0,0.0,0.0,0.0,43.49,0.0,0.0,44.24,0.0,0.0,44.52,0.0,0.0,0.0,45.68,0.0,0.0,0.0,0.0,0.0,0.0,49.21,0.0,0.0,0.0,51.81,0.0,0.0,0.0,53.86,0.0,54.43,0.0,54.65,0.0,0.0,55.14,0.0,0.0,0.0,55.46,0.0,0.0,55.81,0.0,0.0,56.25,0.0,0.0,0.0,56.42,0.0,0.0,56.66,0.0,0.0,0.0,56.99,0.0,0.0,0.0,0.0,0.0,57.79,0.0,0.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57,0.0,0.0,0.0,0.0,61.88,0.0,62.06,0.0,0.0,62.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.21,0.0,0.0,0.0,0.0,62.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.95,0.0,0.0,0.0,0.0,0.0,63.09,0.0,0.0,0.0,63.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.16,0.0,0.0,0.0,0.0,0.0,0.0,63.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,64.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.1,0.1,0.1,0.1,0.13,0.15,0.17,0.21,0.27,0.3,0.3,0.34,0.38,0.42,0.46,0.5,0.51,0.51,0.53,0.55,0.56,0.57,0.58,0.59,0.59,0.6,0.61,0.62,0.63,0.63,0.63,0.63,0.63,0.65,0.67,0.69,0.72,0.73,0.73,0.77,0.8,0.82,0.83,0.84,0.84,0.84,0.85,0.85,0.89,1.01,1.14,1.21,1.25,1.39,1.58,1.77,1.92,2.07,2.11,2.12,2.27,2.42,2.56,2.77,2.99,3.1,3.13,3.35,3.6,3.94,4.28,4.54,4.58,4.6,4.84,5.08,5.35,5.56,5.75,5.84,5.88,6.03,6.24,6.32,6.51,6.69,6.81,6.85,7.1,7.45,7.82,8.08,8.22,8.39,8.49,8.83,9.24,9.75,10.26,10.76,10.95,11.05,11.43,11.79,12.13,12.41,12.67,12.76,12.8,12.97,13.2,13.55,13.91,14.31,14.51,14.62,14.98,15.31,15.6,15.87,16.05,16.09,16.15,16.36,16.66,17.02,17.32,17.56,17.64,17.67,17.84,18.01,18.12,18.2,18.29,18.39,18.44,18.64,18.98,19.27,19.57,19.78,19.9,19.95,20.1,20.18,20.37,20.57,20.84,21.21,21.45,21.97,22.55,23.11,23.8,24.6,25.27,25.72,26.39,27.12,27.89,28.58,29.29,29.52,29.6,29.94,30.32,30.79,31.33,32.11,32.58,32.78,33.1,33.65,34.16,34.76,35.43,35.95,36.29,36.99,37.71,38.45,39.14,39.87,40.42,40.81,41.32,41.92,42.56,43.37,43.93,44.59,44.93,45.72,46.52,47.32,48.07,48.85,49.36,49.64,50.37,50.9,51.61,52.31,53.01,53.41,53.69,54.23,54.67,55.23,55.74,56.22,56.48,56.65,57.03,57.49,57.88,58.22,58.51,58.67,58.74,58.98,59.21,59.41,59.58,59.74,59.82,59.88,59.99,60.25,60.49,60.74,61.0,61.12,61.17,61.44,61.64,61.81,61.97,62.14,62.23,62.28,62.48,62.69,62.87,63.05,63.19,63.28,63.31,63.43,63.55,63.68,63.78,63.89,63.95,63.95,64.07,64.17,64.25,64.33,64.44,64.51,64.56,64.66,64.77,64.9,65.27,65.42,65.49,65.52,65.64,65.77,65.88,66.03,66.17,66.23,66.28,66.42,66.66,66.8,67.0,67.06,67.09,67.12,67.16,67.64,68.22,68.81,69.39,69.69,69.8,70.46,71.14,71.84,72.47,73.24,73.59,73.85,74.41,74.99,75.5,76.0,76.45,76.61,76.87,77.27,77.54,77.85,78.23,78.54,78.67,78.8,79.05,79.4,79.6,79.81,80.0,80.08,80.09,80.2,80.34,80.47,80.61,80.74,80.82,80.86,80.91,81.07,81.23,81.36,81.49,81.57,81.6,81.75,81.91,82.09,82.26,82.41,82.48,82.53,82.67,82.82,82.88,83.0,83.12,83.18,83.21,83.33,83.46,83.58,83.7,83.82,83.87,83.9,84.01,84.14,84.27,84.36,84.36,84.36,84.39,84.55,84.72,84.88,85.02,85.03,85.03,85.06,85.23,85.41,85.6,85.81,86.01,86.1,86.14,86.32,86.48,86.63,86.77,86.88,86.92,86.95,87.07,87.18,87.28,87.38,87.47,87.51,87.53,87.63,87.72,87.81,87.9,87.99,88.03,88.04,88.13,88.21,88.29,88.35,88.43,88.45,88.47,88.54,88.61,88.68,88.75,88.8,88.83,88.84,88.9,88.95,89.01,89.06,89.12,89.13,89.14,89.19,89.25,89.3,89.34,89.39,89.4,89.41,89.42,89.43,89.46,89.48,89.51,89.52,89.52,89.54,89.56,89.58,89.6,89.62,89.63,89.63,89.65,89.67,89.69,89.7,89.72,89.72,89.73,89.74,89.75,89.77,89.77,89.78,89.79,89.79,89.8,89.81,89.82,89.83,89.84,89.85,89.85,89.86,89.87,89.88,89.88,89.89,89.89,89.9,89.9,89.91,89.92,89.92,89.92,89.92,89.92,89.93,89.94,89.94,89.95,89.96,89.96,89.96,89.97,89.97,89.98,89.99,89.99,89.99,89.99,90.0,90.0,90.01,90.02,90.02,90.03,90.03,90.03,90.04,90.04,90.05,90.06,90.06,90.06,90.07,90.07,90.07,90.08,90.08,90.09,90.09,90.09,90.1,90.1,0.0
Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66,0.0,0.0,0.0,0.0,0.0,0.0,14.64,0.0,0.0,0.0,0.0,0.0,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.19,0.0,0.0,0.0,0.0,0.0,0.0,15.21,0.0,0.0,0.0,0.0,0.0,0.0,15.26,0.0,0.0,0.0,0.0,0.0,15.26,15.57,0.0,0.0,0.0,0.0,0.0,15.57,0.0,0.0,15.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.21,0.0,18.57,0.0,0.0,0.0,0.0,0.0,23.17,0.0,0.0,0.0,0.0,0.0,0.0,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.81,0.0,0.0,0.0,0.0,0.0,0.0,31.29,0.0,0.0,0.0,0.0,0.0,0.0,32.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.32,0.0,0.0,0.0,0.0,0.0,0.0,36.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.23,39.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.84,0.0,0.0,0.0,0.0,0.0,0.0,40.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.73,0.0,0.0,0.0,0.0,0.0,0.0,40.97,0.0,0.0,0.0,0.0,0.0,0.0,41.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.34,0.0,0.0,0.0,0.0,0.0,0.0,41.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.56,0.0,0.0,0.0,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.88,0.0,0.0,0.0,0.0,0.0,0.0,41.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.32,3.17,4.0,5.01,5.5,5.75,6.63,7.66,8.89,10.18,11.69,12.77,13.42,14.29,15.03,15.59,16.14,16.85,16.99,17.14,17.17,17.29,17.47,17.62,17.72,17.93,18.17,18.47,18.99,19.47,20.23,20.93,21.24,21.46,21.47,21.82,0.0,21.83,22.14,0.0,0.0,22.14,22.15,22.15,22.15,22.15,0.0,0.0,0.0,0.0,22.16,22.47,22.89,22.9,0.0,0.0,0.0,22.96,23.25,23.8,24.15,24.59,24.64,24.72,24.8,24.9,24.98,25.28,25.58,25.61,25.65,25.7,25.73,25.8,25.93,26.03,26.07,26.12,26.17,26.19,26.23,26.23,26.24,26.25,26.29,26.32,26.34,26.39,26.39,26.4,26.42,26.43,26.46,26.51,26.53,26.54,26.56,26.56,26.6,26.79,26.93,27.05,27.09,27.2,27.33,27.63,27.94,0.0,28.61,28.66,28.81,28.98,29.3,29.6,30.03,30.28,30.37,30.6,30.72,31.0,31.25,31.54,31.8,31.9,32.0,32.08,32.28,32.43,32.65,32.85,32.89,33.03,33.06,33.11,33.15,0.0,33.2,0.0,0.0,0.0,33.26,33.31,33.36,33.43,33.43,33.44,33.47,33.6,33.71,33.8,33.96,34.02,34.13,34.16,34.22,34.27,0.0,34.38,34.38,34.42,34.46,34.51,34.51,34.6,34.65,34.65,34.73,34.73,34.76,34.79,34.85,34.89,34.9,34.94,34.96,35.0,35.02,35.08,35.11,35.12,35.14,35.16,35.18,35.23,35.36,35.45,35.68,35.87,36.09,36.38,36.73,36.9,37.23,37.48,37.78,38.2,0.0,39.01,39.42,39.79,39.99,40.18,40.51,40.76,0.0,41.3,41.61,41.8,42.01,42.28,42.58,42.84,43.08,0.0,43.77,44.01,44.3,44.55,44.83,45.2,45.55,45.97,46.12,46.38,46.62,46.94,47.28,47.67,47.99,48.2,48.36,48.54,48.72,48.87,49.11,49.29,49.42,49.57,49.76,49.93,0.0,50.25,50.39,50.52,50.62,50.71,50.78,0.0,0.0,51.05,51.13,51.25,51.34,51.43,51.52,51.6,51.7,51.8,51.85,51.91,51.97,52.07,52.14,52.23,52.29,52.36,52.45,52.51,52.6,52.67,52.7,52.76,52.79,52.86,52.9,52.96,53.04,53.09,53.15,53.18,0.0,53.27,53.31,53.34,53.38,53.38,53.38,53.38,53.41,53.46,53.49,53.52,53.54,53.55,53.59,53.61,53.64,53.68,53.69,53.71,53.72,53.77,53.83,53.87,53.92,53.94,53.96,53.98,54.01,54.03,54.04,54.05,54.05,54.05,54.05,54.09,54.13,54.19,54.2,0.0,54.22,54.23,54.24,54.26,54.27,54.44,54.46,54.49,54.52,0.0,54.58,54.66,54.72,54.74,54.79,54.82,54.84,54.85,54.85,54.87,54.91,54.94,54.96,55.0,55.04,55.08,0.0,0.0,0.0,0.0,0.0,0.0,55.24,55.26,55.27,55.29,55.31,55.33,55.36,55.38,55.41,55.43,55.44,55.46,55.48,55.5,55.52,55.54,55.55,55.56,55.57,55.58,55.6,55.61,55.62,55.63,55.64,55.65,55.68,55.71,55.73,55.77,0.0,55.78,55.79,55.79,55.8,55.81,55.81,55.83,0.0,55.85,55.86,55.87,55.88,55.88,55.89,55.89,55.89,55.9,55.91,55.92,55.93,55.98,55.98,55.99,55.99,56.0,0.0,0.0,56.03,56.03,56.04,56.04,56.05,0.0,0.0,56.08,56.09,56.09,56.11,56.12,0.0,0.0,56.14,56.14,56.14,56.15,56.16,56.17,56.18,56.18,56.19,56.19,56.2,56.2,56.21,56.21,56.22,56.22,56.22,56.23,56.25,0.0,56.26,56.27,0.0,56.27,56.28,56.3,56.31,56.32,56.32,56.33,56.33,56.35,56.37,56.38,0.0,56.39,0.0,56.4,56.41,56.42,0.0
