date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-10,-8.89763779527559,-4.675925925925926,-12.092592592592593,-3.7875,17.29100529100529,-1.0714285714285714
2020-03-11,-8.17557251908397,-3.853211009174312,-10.549815498154981,-3.576923076923077,14.762886597938145,-1.2734375
2020-03-12,-8.378787878787879,-3.7757009345794392,-10.83754512635379,-5.5625,13.96875,-0.9291338582677166
2020-03-13,-9.935714285714285,-3.232142857142857,-14.542087542087542,-7.7682926829268295,19.666666666666668,-1.024390243902439
2020-03-14,-8.271523178807946,2.2016806722689077,-14.047923322683706,-14.714285714285714,9.065868263473053,0.9814814814814815
2020-03-15,-14.211267605633802,5.138888888888889,-16.47151898734177,-20.75,0.7575757575757576,3.5357142857142856
2020-03-16,-14.88,8.785046728971963,-17.442379182156134,-14.531645569620252,-0.21649484536082475,4.436974789915967
2020-03-17,-22.488188976377952,6.5754716981132075,-20.658273381294965,-20.012048192771083,-7.569306930693069,7.521367521367521
2020-03-18,-27.401574803149607,0.7757009345794392,-22.581227436823106,-24.34567901234568,-14.25615763546798,10.157894736842104
2020-03-19,-29.480916030534353,-3.2115384615384617,-24.258064516129032,-26.6125,-18.009615384615383,11.247787610619469
2020-03-20,-47.765151515151516,-17.84070796460177,-38.92255892255892,-47.833333333333336,-28.253658536585366,17.75
2020-03-21,-76.16030534351145,-54.0,-65.839590443686,-66.3108108108108,-55.801980198019805,27.575342465753426
2020-03-22,-82.53488372093024,-64.50877192982456,-71.68904593639576,-72.02857142857142,-52.603658536585364,24.16393442622951
2020-03-23,-82.58928571428571,-66.34513274336283,-68.56078431372549,-72.38028169014085,-71.9253112033195,34.64705882352941
2020-03-24,-65.02479338842976,-41.11818181818182,-53.38831615120275,-58.888888888888886,-51.043668122270745,24.583333333333332
2020-03-25,-81.25438596491227,-66.3963963963964,-69.39636363636363,-77.72307692307692,-65.92561983471074,32.901234567901234
2020-03-26,-80.1304347826087,-63.27272727272727,-68.15901060070671,-76.49253731343283,-66.0860655737705,33.358024691358025
