sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Antioquia,2020-02-15,-5.523809523809524,0.2857142857142857,-13.703703703703704,2.0,5.56,-0.06666666666666667
Antioquia,2020-02-16,-1.45,8.076923076923077,-14.927272727272728,-6.571428571428571,-1.1,1.7272727272727273
Antioquia,2020-02-17,-2.6666666666666665,3.1666666666666665,-1.0851063829787233,9.285714285714286,11.793103448275861,-1.5789473684210527
Antioquia,2020-02-18,-4.277777777777778,-1.1818181818181819,-1.3043478260869565,8.714285714285714,12.241379310344827,-2.4210526315789473
Antioquia,2020-02-19,-3.7777777777777777,-4.818181818181818,-4.760869565217392,10.571428571428571,8.827586206896552,-2.0
Antioquia,2020-02-20,-3.5555555555555554,-3.272727272727273,-3.9583333333333335,5.571428571428571,4.466666666666667,-0.5789473684210527
Antioquia,2020-02-21,-8.263157894736842,-7.666666666666667,-10.2,5.857142857142857,11.448275862068966,0.1111111111111111
Antioquia,2020-02-22,-9.142857142857142,-5.2,-10.666666666666666,0.2857142857142857,6.384615384615385,0.25
Antioquia,2020-02-23,-4.45,-0.8461538461538461,-6.851851851851852,-3.0,0.8947368421052632,1.3636363636363635
Antioquia,2020-02-24,-7.722222222222222,-6.583333333333333,-7.75,2.4285714285714284,12.206896551724139,-1.0
Antioquia,2020-02-25,-7.611111111111111,-6.2727272727272725,-7.319148936170213,3.142857142857143,13.8,-1.5263157894736843
Antioquia,2020-02-26,-5.444444444444445,-4.818181818181818,-1.0434782608695652,1.1428571428571428,11.241379310344827,-1.736842105263158
Antioquia,2020-02-27,-6.555555555555555,-2.6363636363636362,-8.244897959183673,3.4285714285714284,10.966666666666667,-1.2105263157894737
Antioquia,2020-02-28,-4.526315789473684,6.416666666666667,-6.784313725490196,14.857142857142858,20.074074074074073,-1.894736842105263
Antioquia,2020-02-29,-2.380952380952381,8.928571428571429,-3.056603773584906,5.5,8.541666666666666,-1.25
Antioquia,2020-03-01,-0.6,15.384615384615385,-5.872727272727273,8.0,4.0,0.6363636363636364
Antioquia,2020-03-02,-1.1176470588235294,9.833333333333334,-2.5319148936170213,21.428571428571427,13.827586206896552,-1.5263157894736843
Antioquia,2020-03-03,-3.2941176470588234,5.545454545454546,-2.617021276595745,12.285714285714286,14.633333333333333,-1.894736842105263
Antioquia,2020-03-04,-5.166666666666667,1.0,-2.891304347826087,3.5,11.275862068965518,-1.263157894736842
Antioquia,2020-03-05,-4.0,2.272727272727273,-3.2244897959183674,14.0,12.0,-1.4210526315789473
Antioquia,2020-03-06,-6.894736842105263,-1.5833333333333333,-8.431372549019608,14.428571428571429,20.655172413793103,-1.3157894736842106
Antioquia,2020-03-07,-4.619047619047619,1.2,-8.462962962962964,8.285714285714286,11.304347826086957,-0.11764705882352941
Antioquia,2020-03-08,4.75,6.846153846153846,-4.203703703703703,2.0,5.578947368421052,1.2
Antioquia,2020-03-09,-8.882352941176471,-4.666666666666667,-9.851063829787234,14.428571428571429,12.466666666666667,-0.3684210526315789
Antioquia,2020-03-10,-10.833333333333334,-4.454545454545454,-9.361702127659575,8.714285714285714,13.310344827586206,-0.9473684210526315
Antioquia,2020-03-11,-11.444444444444445,-7.454545454545454,-8.91304347826087,8.571428571428571,9.448275862068966,-0.21052631578947367
Antioquia,2020-03-12,-11.444444444444445,-5.818181818181818,-10.489795918367347,6.714285714285714,9.333333333333334,-0.05263157894736842
Antioquia,2020-03-13,-13.052631578947368,-5.0,-13.568627450980392,3.7142857142857144,17.379310344827587,0.2631578947368421
Antioquia,2020-03-14,-9.428571428571429,7.714285714285714,-9.963636363636363,-9.875,9.956521739130435,0.75
Antioquia,2020-03-15,-12.5,10.615384615384615,-11.37037037037037,-14.0,2.4210526315789473,3.1818181818181817
Antioquia,2020-03-16,-13.166666666666666,13.333333333333334,-8.787234042553191,-17.857142857142858,-3.466666666666667,4.555555555555555
Antioquia,2020-03-17,-23.555555555555557,8.5,-14.25531914893617,-33.0,-10.612903225806452,8.444444444444445
Antioquia,2020-03-18,-28.58823529411765,-1.8181818181818181,-19.217391304347824,-37.714285714285715,-17.551724137931036,11.555555555555555
Antioquia,2020-03-19,-32.611111111111114,-9.090909090909092,-22.16,-44.25,-20.75,13.222222222222221
Antioquia,2020-03-20,-35.1578947368421,8.0,-24.46,-41.42857142857143,-20.533333333333335,14.6875
Antioquia,2020-03-21,-85.16666666666667,-65.875,-75.43137254901961,-79.85714285714286,-65.36363636363636,32.857142857142854
Antioquia,2020-03-22,-86.38888888888889,-68.13333333333334,-77.48979591836735,-81.0,-59.80769230769231,26.333333333333332
Antioquia,2020-03-23,-87.0,-70.33333333333333,-72.2,-85.85714285714286,-77.29729729729729,39.666666666666664
Antioquia,2020-03-24,-67.94444444444444,-44.54545454545455,-53.638297872340424,-67.375,-55.81578947368421,29.333333333333332
Antioquia,2020-03-25,-79.6470588235294,-66.92307692307692,-69.41666666666667,-82.71428571428571,-68.1891891891892,37.55555555555556
Antioquia,2020-03-26,-79.23529411764706,-63.0,-69.16326530612245,-84.14285714285714,-67.89189189189189,38.22222222222222
Antioquia,2020-03-27,-79.88888888888889,-61.61538461538461,-69.56,-82.57142857142857,-64.10810810810811,40.44444444444444
Antioquia,2020-03-28,-80.89473684210526,-62.6875,-73.47169811320755,-84.0,-60.96969696969697,31.571428571428573
Antioquia,2020-03-29,-85.66666666666667,-70.93333333333334,-78.53061224489795,-86.85714285714286,-58.92,25.8
Antioquia,2020-03-30,-75.11764705882354,-56.666666666666664,-65.14,-82.71428571428571,-64.6842105263158,35.44444444444444
Antioquia,2020-03-31,-73.72222222222223,-52.25,-62.93877551020408,-82.57142857142857,-63.89473684210526,35.1
Antioquia,2020-04-01,-73.41176470588235,-53.23076923076923,-62.62,-81.57142857142857,-65.0,35.0
Antioquia,2020-04-02,-74.17647058823529,-54.083333333333336,-62.78846153846154,-81.71428571428571,-64.44736842105263,36.45454545454545
Antioquia,2020-04-03,-75.3157894736842,-56.0,-65.69811320754717,-81.28571428571429,-60.83783783783784,38.63636363636363
Antioquia,2020-04-04,-80.3157894736842,-62.266666666666666,-71.52830188679245,-82.57142857142857,-59.625,32.25
Antioquia,2020-04-05,-85.23529411764706,-70.2,-77.65306122448979,-86.42857142857143,-57.28,25.6
Antioquia,2020-04-06,-73.70588235294117,-55.25,-64.4,-81.0,-63.89473684210526,35.27272727272727
Antioquia,2020-04-07,-72.44444444444444,-51.5,-61.395833333333336,-81.28571428571429,-62.973684210526315,34.45454545454545
Antioquia,2020-04-08,-71.6470588235294,-50.083333333333336,-59.84313725490196,-80.42857142857143,-63.19444444444444,34.36363636363637
Antioquia,2020-04-09,-83.05882352941177,-63.75,-71.72916666666667,-88.57142857142857,-76.1842105263158,40.666666666666664
Antioquia,2020-04-10,-87.76470588235294,-77.53846153846153,-78.42857142857143,-92.16666666666667,-79.55555555555556,45.833333333333336
Antioquia,2020-04-11,-83.76470588235294,-68.25,-75.24489795918367,-83.42857142857143,-64.15625,34.0
Antioquia,2020-04-12,-87.5625,-75.73333333333333,-79.0,-85.71428571428571,-59.56,25.6
Antioquia,2020-04-13,-71.70588235294117,-55.583333333333336,-63.46,-80.42857142857143,-59.5,33.666666666666664
Antioquia,2020-04-14,-71.83333333333333,-55.166666666666664,-62.89795918367347,-80.28571428571429,-58.71052631578947,33.833333333333336
Antioquia,2020-04-15,-70.11764705882354,-52.23076923076923,-61.26,-76.85714285714286,-58.714285714285715,33.666666666666664
Antioquia,2020-04-16,-70.41176470588235,-49.333333333333336,-60.11764705882353,-77.42857142857143,-58.6578947368421,33.833333333333336
Antioquia,2020-04-17,-72.05555555555556,-51.76923076923077,-63.907407407407405,-79.0,-54.0,35.916666666666664
Antioquia,2020-04-18,-79.26315789473684,-63.125,-71.35185185185185,-81.0,-54.16129032258065,31.22222222222222
Antioquia,2020-04-19,-84.94117647058823,-70.86666666666666,-76.22,-85.28571428571429,-54.625,25.0
Antioquia,2020-04-20,-69.76470588235294,-52.5,-61.92,-79.0,-55.28947368421053,32.583333333333336
Antioquia,2020-04-21,-70.76470588235294,-53.5,-62.42553191489362,-79.28571428571429,-55.891891891891895,32.75
Antioquia,2020-04-22,-70.17647058823529,-53.75,-62.36,-78.14285714285714,-55.4,32.75
Antioquia,2020-04-23,-70.3529411764706,-53.416666666666664,-61.666666666666664,-79.0,-56.4054054054054,33.166666666666664
Antioquia,2020-04-24,-71.0,-53.84615384615385,-63.9622641509434,-77.71428571428571,-51.27272727272727,35.083333333333336
Antioquia,2020-04-25,-76.3,-61.5,-70.41509433962264,-79.57142857142857,-49.45161290322581,29.8
Antioquia,2020-04-26,-83.4375,-67.33333333333333,-74.26,-82.85714285714286,-50.625,23.6
Antioquia,2020-04-27,-65.0,-49.666666666666664,-59.05882352941177,-75.14285714285714,-47.7027027027027,29.692307692307693
Antioquia,2020-04-28,-63.8235294117647,-48.083333333333336,-57.795918367346935,-75.0,-47.72222222222222,29.076923076923077
Antioquia,2020-04-29,-62.76470588235294,-47.166666666666664,-57.666666666666664,-73.57142857142857,-47.94285714285714,29.153846153846153
Antioquia,2020-04-30,-60.470588235294116,-41.25,-53.679245283018865,-73.14285714285714,-47.388888888888886,28.23076923076923
Antioquia,2020-05-01,-72.83333333333333,-51.15384615384615,-62.094339622641506,-82.14285714285714,-60.588235294117645,38.888888888888886
Antioquia,2020-05-02,-70.7,-53.53333333333333,-63.18518518518518,-75.28571428571429,-44.2,27.09090909090909
Antioquia,2020-05-03,-76.94117647058823,-56.6,-69.68,-79.71428571428571,-43.75,22.5
Antioquia,2020-05-04,-59.705882352941174,-43.75,-53.77358490566038,-72.28571428571429,-44.25714285714286,26.785714285714285
Antioquia,2020-05-05,-58.588235294117645,-40.09090909090909,-52.333333333333336,-70.71428571428571,-43.31428571428572,26.466666666666665
Antioquia,2020-05-06,-56.88235294117647,-39.09090909090909,-49.64705882352941,-68.14285714285714,-42.628571428571426,26.8
Antioquia,2020-05-07,-56.411764705882355,-37.833333333333336,-47.57692307692308,-66.71428571428571,-42.05555555555556,26.866666666666667
Antioquia,2020-05-08,-57.44444444444444,-35.92307692307692,-49.55555555555556,-65.28571428571429,-36.0625,28.0
Antioquia,2020-05-09,-65.05,-44.4,-56.092592592592595,-69.14285714285714,-34.275862068965516,25.0
Antioquia,2020-05-10,-71.42105263157895,-50.714285714285715,-60.96296296296296,-76.42857142857143,-34.285714285714285,21.0
Antioquia,2020-05-11,-54.94117647058823,-41.333333333333336,-48.07692307692308,-65.71428571428571,-37.21212121212121,24.8
Antioquia,2020-05-12,-53.88235294117647,-37.18181818181818,-46.479166666666664,-65.42857142857143,-35.6,24.6
Antioquia,2020-05-13,-53.411764705882355,-38.0,-47.17307692307692,-65.28571428571429,-36.82857142857143,25.066666666666666
Antioquia,2020-05-14,-54.0,-36.0,-47.20754716981132,-64.57142857142857,-37.94117647058823,25.2
Antioquia,2020-05-15,-55.63157894736842,-32.07692307692308,-47.851851851851855,-64.14285714285714,-34.096774193548384,26.0
Antioquia,2020-05-16,-62.666666666666664,-38.06666666666667,-53.25925925925926,-65.42857142857143,-29.357142857142858,22.666666666666668
Antioquia,2020-05-17,-72.10526315789474,-49.42857142857143,-62.48148148148148,-73.71428571428571,-35.130434782608695,20.428571428571427
Antioquia,2020-05-18,-49.76470588235294,-33.25,-44.5,-63.857142857142854,-32.78125,23.0
Antioquia,2020-05-19,-52.23529411764706,-35.45454545454545,-46.04081632653061,-63.42857142857143,-33.94117647058823,24.0
Antioquia,2020-05-20,-49.9375,-32.72727272727273,-42.44897959183673,-61.285714285714285,-33.88235294117647,23.3125
Antioquia,2020-05-21,-50.0,-31.0,-41.26923076923077,-60.714285714285715,-34.484848484848484,23.733333333333334
Antioquia,2020-05-22,-52.21052631578947,-33.38461538461539,-44.907407407407405,-61.714285714285715,-27.322580645161292,25.133333333333333
Antioquia,2020-05-23,-60.857142857142854,-39.13333333333333,-50.888888888888886,-63.714285714285715,-23.0,21.333333333333332
Antioquia,2020-05-24,-70.77777777777777,-49.714285714285715,-61.68518518518518,-71.57142857142857,-33.69565217391305,19.428571428571427
Antioquia,2020-05-25,-70.5625,-55.083333333333336,-56.74,-79.57142857142857,-62.67567567567568,33.18181818181818
Antioquia,2020-05-26,-48.529411764705884,-30.09090909090909,-39.708333333333336,-59.857142857142854,-28.21212121212121,20.41176470588235
Antioquia,2020-05-27,-49.76470588235294,-33.18181818181818,-42.285714285714285,-61.857142857142854,-31.0,22.8125
Antioquia,2020-05-28,-49.705882352941174,-30.083333333333332,-41.57692307692308,-61.714285714285715,-30.484848484848484,22.58823529411765
Antioquia,2020-05-29,-50.26315789473684,-29.923076923076923,-42.9811320754717,-60.857142857142854,-24.233333333333334,24.266666666666666
Antioquia,2020-05-30,-57.35,-35.2,-48.94444444444444,-61.857142857142854,-16.51851851851852,20.76923076923077
Antioquia,2020-05-31,-66.6842105263158,-42.214285714285715,-55.18181818181818,-70.57142857142857,-18.36842105263158,18.857142857142858
Antioquia,2020-06-01,-42.05882352941177,-20.25,-34.745098039215684,-56.285714285714285,-25.0,19.27777777777778
Antioquia,2020-06-02,-41.35294117647059,-17.09090909090909,-33.06122448979592,-55.285714285714285,-25.696969696969695,19.470588235294116
Antioquia,2020-06-03,-45.88235294117647,-27.454545454545453,-40.56,-56.0,-28.8125,20.61111111111111
Antioquia,2020-06-04,-41.94117647058823,-20.916666666666668,-32.90384615384615,-53.714285714285715,-26.727272727272727,19.72222222222222
Antioquia,2020-06-05,-43.63157894736842,-22.583333333333332,-39.88461538461539,-55.125,-20.133333333333333,21.3125
Antioquia,2020-06-06,-52.095238095238095,-29.933333333333334,-44.94444444444444,-56.57142857142857,-14.678571428571429,18.23076923076923
Antioquia,2020-06-07,-61.526315789473685,-42.0,-54.81481481481482,-66.57142857142857,-17.35,16.714285714285715
Antioquia,2020-06-08,-41.05882352941177,-24.5,-37.03921568627451,-54.857142857142854,-20.333333333333332,18.555555555555557
Antioquia,2020-06-09,-43.35294117647059,-26.09090909090909,-37.520833333333336,-54.714285714285715,-21.347826086956523,19.176470588235293
Antioquia,2020-06-10,-40.94117647058823,-26.727272727272727,-38.48,-55.285714285714285,-22.40909090909091,19.529411764705884
Antioquia,2020-06-11,-41.8235294117647,-27.333333333333332,-37.03846153846154,-54.857142857142854,-22.065217391304348,19.166666666666668
Antioquia,2020-06-12,-43.0,-24.583333333333332,-39.84905660377358,-53.857142857142854,-15.444444444444445,21.0
Antioquia,2020-06-13,-45.35,-21.4,-41.333333333333336,-54.375,-6.121951219512195,16.0
Antioquia,2020-06-14,-55.94736842105263,-32.142857142857146,-50.872727272727275,-64.85714285714286,-10.461538461538462,14.375
Antioquia,2020-06-15,-62.25,-46.083333333333336,-51.42307692307692,-75.14285714285714,-51.4468085106383,30.09090909090909
Antioquia,2020-06-16,-34.11764705882353,-13.363636363636363,-32.270833333333336,-50.714285714285715,-17.065217391304348,16.352941176470587
Antioquia,2020-06-17,-35.529411764705884,-17.181818181818183,-36.104166666666664,-52.857142857142854,-21.681818181818183,17.61111111111111
Antioquia,2020-06-18,-39.23529411764706,-20.90909090909091,-33.666666666666664,-53.57142857142857,-22.022222222222222,17.833333333333332
Antioquia,2020-06-19,-32.05555555555556,-7.583333333333333,-34.76923076923077,-48.625,-12.255813953488373,16.88235294117647
Antioquia,2020-06-20,-45.285714285714285,-18.333333333333332,-38.611111111111114,-50.714285714285715,-3.075,14.933333333333334
Antioquia,2020-06-21,-56.21052631578947,-30.714285714285715,-48.21818181818182,-64.0,-2.230769230769231,12.5
Antioquia,2020-06-22,-62.375,-50.083333333333336,-51.80769230769231,-75.0,-52.75,29.09090909090909
Antioquia,2020-06-23,-36.705882352941174,-17.545454545454547,-34.875,-50.142857142857146,-18.23913043478261,16.235294117647058
Antioquia,2020-06-24,-36.588235294117645,-21.0,-34.916666666666664,-51.0,-20.15909090909091,17.166666666666668
Antioquia,2020-06-25,-37.411764705882355,-19.181818181818183,-32.666666666666664,-48.142857142857146,-21.555555555555557,17.555555555555557
Antioquia,2020-06-26,-39.578947368421055,-20.5,-36.88235294117647,-50.375,-14.13953488372093,19.0
Antioquia,2020-06-27,-42.65,-19.933333333333334,-39.611111111111114,-50.5,-5.384615384615385,14.714285714285714
Antioquia,2020-06-28,-56.05263157894737,-32.357142857142854,-49.836363636363636,-62.57142857142857,-11.175,14.25
Antioquia,2020-06-29,-58.588235294117645,-44.083333333333336,-47.55769230769231,-72.85714285714286,-52.520833333333336,28.454545454545453
Antioquia,2020-06-30,-32.529411764705884,-12.818181818181818,-28.065217391304348,-50.42857142857143,-18.043478260869566,15.588235294117647
Antioquia,2020-07-01,-31.41176470588235,-9.727272727272727,-28.391304347826086,-49.875,-19.40909090909091,15.777777777777779
Antioquia,2020-07-02,-31.647058823529413,-7.909090909090909,-28.8,-49.0,-21.108695652173914,16.38888888888889
Antioquia,2020-07-03,-36.5,-13.583333333333334,-33.0,-51.285714285714285,-13.386363636363637,18.625
Antioquia,2020-07-04,-43.666666666666664,-19.0,-38.44444444444444,-50.375,-5.225,14.5
Antioquia,2020-07-05,-54.10526315789474,-30.357142857142858,-48.345454545454544,-60.714285714285715,-10.256410256410257,15.0
Antioquia,2020-07-06,-34.8235294117647,-18.916666666666668,-35.5,-52.42857142857143,-19.866666666666667,17.11764705882353
Antioquia,2020-07-07,-35.88235294117647,-20.09090909090909,-37.744680851063826,-53.0,-22.065217391304348,17.647058823529413
Antioquia,2020-07-08,-37.64705882352941,-23.0,-37.59574468085106,-55.285714285714285,-22.272727272727273,18.0
Antioquia,2020-07-09,-36.23529411764706,-20.363636363636363,-32.84313725490196,-54.42857142857143,-22.97826086956522,17.764705882352942
Antioquia,2020-07-10,-40.421052631578945,-22.583333333333332,-37.943396226415096,-53.0,-16.59090909090909,19.1875
Antioquia,2020-07-11,-47.714285714285715,-26.4,-44.870370370370374,-54.857142857142854,-10.372093023255815,16.076923076923077
Antioquia,2020-07-12,-56.73684210526316,-35.285714285714285,-52.527272727272724,-64.57142857142857,-13.2,15.5
Antioquia,2020-07-13,-41.35294117647059,-27.666666666666668,-38.12,-58.285714285714285,-24.0,18.875
Antioquia,2020-07-14,-39.588235294117645,-23.272727272727273,-38.8125,-58.57142857142857,-24.74468085106383,18.5625
Antioquia,2020-07-15,-40.529411764705884,-22.818181818181817,-40.16,-57.142857142857146,-25.622222222222224,19.3125
Antioquia,2020-07-16,-32.5,-4.3,-33.65384615384615,-52.42857142857143,-27.29787234042553,16.875
Antioquia,2020-07-17,-65.61111111111111,-57.23076923076923,-51.490566037735846,-77.14285714285714,-31.91111111111111,32.266666666666666
Antioquia,2020-07-18,-72.1,-62.5625,-60.056603773584904,-79.14285714285714,-28.047619047619047,29.25
Antioquia,2020-07-19,-78.82352941176471,-67.93333333333334,-65.79245283018868,-84.28571428571429,-31.45,24.833333333333332
Antioquia,2020-07-20,-78.125,-72.23076923076923,-62.183673469387756,-87.14285714285714,-59.875,36.714285714285715
Antioquia,2020-07-21,-36.0,-12.363636363636363,-38.916666666666664,-55.0,-24.95744680851064,16.5625
Antioquia,2020-07-22,-36.88235294117647,-16.636363636363637,-40.89795918367347,-56.142857142857146,-26.70212765957447,18.5
Antioquia,2020-07-23,-37.64705882352941,-15.583333333333334,-39.627450980392155,-53.57142857142857,-26.914893617021278,18.3125
Antioquia,2020-07-24,-62.888888888888886,-56.15384615384615,-51.148148148148145,-73.28571428571429,-29.543478260869566,30.375
Antioquia,2020-07-25,-67.8,-58.3125,-57.22222222222222,-75.71428571428571,-24.428571428571427,27.307692307692307
Antioquia,2020-07-26,-74.22222222222223,-63.86666666666667,-63.056603773584904,-81.28571428571429,-27.435897435897434,22.571428571428573
Antioquia,2020-07-27,-35.294117647058826,-17.75,-37.76923076923077,-54.57142857142857,-25.46808510638298,17.8125
Antioquia,2020-07-28,-36.1764705882353,-16.454545454545453,-39.659574468085104,-55.714285714285715,-24.5,18.0
Antioquia,2020-07-29,-35.529411764705884,-17.09090909090909,-39.95918367346939,-55.142857142857146,-27.043478260869566,18.1875
Antioquia,2020-07-30,-34.35294117647059,-10.916666666666666,-35.71153846153846,-49.857142857142854,-26.617021276595743,17.4375
Antioquia,2020-07-31,-58.388888888888886,-49.07692307692308,-47.05769230769231,-73.14285714285714,-27.869565217391305,29.2
Antioquia,2020-08-01,-64.65,-52.5,-51.51851851851852,-75.28571428571429,-22.5,26.076923076923077
Antioquia,2020-08-02,-75.55555555555556,-63.0,-62.89090909090909,-81.14285714285714,-28.333333333333332,22.333333333333332
Antioquia,2020-08-03,-31.9375,-10.5,-34.23529411764706,-54.42857142857143,-24.23404255319149,17.0
Antioquia,2020-08-04,-33.529411764705884,-12.454545454545455,-34.1063829787234,-54.285714285714285,-24.0,17.8125
Antioquia,2020-08-05,-31.941176470588236,-9.727272727272727,-32.708333333333336,-53.285714285714285,-24.57777777777778,17.176470588235293
Antioquia,2020-08-06,-28.235294117647058,1.0,-26.647058823529413,-50.5,-24.170212765957448,14.705882352941176
Antioquia,2020-08-07,-71.0,-65.38461538461539,-52.62264150943396,-81.14285714285714,-46.234042553191486,36.916666666666664
Antioquia,2020-08-08,-67.57142857142857,-59.0,-52.886792452830186,-75.0,-26.3953488372093,26.333333333333332
Antioquia,2020-08-09,-75.84210526315789,-69.53333333333333,-61.35849056603774,-80.0,-28.1,21.333333333333332
Antioquia,2020-08-10,-34.5625,-16.25,-33.31372549019608,-53.714285714285715,-23.404255319148938,16.375
Antioquia,2020-08-11,-36.23529411764706,-17.90909090909091,-35.51063829787234,-55.857142857142854,-24.574468085106382,17.4375
Antioquia,2020-08-12,-36.0,-19.727272727272727,-34.4375,-56.42857142857143,-23.477272727272727,17.352941176470587
Antioquia,2020-08-13,-38.705882352941174,-19.666666666666668,-34.333333333333336,-56.0,-24.659574468085108,18.1875
Antioquia,2020-08-14,-39.05263157894737,-15.666666666666666,-35.72549019607843,-53.857142857142854,-18.630434782608695,18.1875
Antioquia,2020-08-15,-65.85714285714286,-55.1875,-47.31481481481482,-70.0,-20.357142857142858,24.833333333333332
Antioquia,2020-08-16,-76.27777777777777,-66.66666666666667,-59.679245283018865,-78.0,-27.325,21.166666666666668
Antioquia,2020-08-17,-84.57142857142857,-73.0,-80.0,-86.16666666666667,-75.4,35.714285714285715
Antioquia,2020-08-18,-37.714285714285715,-9.666666666666666,-29.0,-55.5,-29.5,14.058823529411764
Antioquia,2020-08-19,-41.714285714285715,-16.0,-32.285714285714285,-59.0,-32.75,17.0
Antioquia,2020-08-20,-40.142857142857146,-15.833333333333334,-31.714285714285715,-59.0,-33.083333333333336,16.166666666666668
Antioquia,2020-08-21,-44.0,-18.571428571428573,-35.75,-57.166666666666664,-27.25,18.375
Antioquia,2020-08-22,-49.285714285714285,-23.0,-40.9,-55.833333333333336,-14.0,15.153846153846153
Antioquia,2020-08-23,-62.57142857142857,-41.0,-57.38461538461539,-69.2,-13.333333333333334,14.857142857142858
Antioquia,2020-08-24,-45.142857142857146,-26.833333333333332,-37.0,-57.333333333333336,-30.666666666666668,17.25
Antioquia,2020-08-25,-43.42857142857143,-23.166666666666668,-36.57142857142857,-57.0,-31.333333333333332,16.41176470588235
Antioquia,2020-08-26,-43.0,-23.571428571428573,-32.857142857142854,-56.833333333333336,-30.833333333333332,16.166666666666668
Antioquia,2020-08-27,-41.285714285714285,-21.166666666666668,-32.57142857142857,-56.666666666666664,-31.166666666666668,16.0
Antioquia,2020-08-28,-42.0,-18.714285714285715,-30.875,-55.833333333333336,-24.916666666666668,17.25
Antioquia,2020-08-29,-48.142857142857146,-23.571428571428573,-39.3,-53.666666666666664,-12.777777777777779,13.5
Antioquia,2020-08-30,-55.714285714285715,-30.833333333333332,-46.63636363636363,-65.2,-9.833333333333334,12.125
Antioquia,2020-08-31,-34.857142857142854,-14.666666666666666,-29.0,-53.333333333333336,-29.0,15.375
Antioquia,2020-09-01,-29.0,-5.166666666666667,-26.285714285714285,-48.833333333333336,-28.666666666666668,13.764705882352942
Antioquia,2020-09-02,-32.285714285714285,-9.833333333333334,-29.0,-49.0,-30.5,14.11111111111111
Antioquia,2020-09-03,-33.0,-12.666666666666666,-32.0,-52.333333333333336,-31.083333333333332,14.588235294117647
Antioquia,2020-09-04,-32.57142857142857,-9.0,-29.125,-50.333333333333336,-24.666666666666668,15.0
Antioquia,2020-09-05,-30.285714285714285,-7.333333333333333,-27.8,-47.2,-11.555555555555555,9.5
Antioquia,2020-09-06,-35.142857142857146,-15.833333333333334,-30.3,-53.8,-7.166666666666667,7.5
Antioquia,2020-09-07,-31.0,-14.0,-30.285714285714285,-50.166666666666664,-28.916666666666668,13.117647058823529
Antioquia,2020-09-08,-31.428571428571427,-13.166666666666666,-31.571428571428573,-46.666666666666664,-29.5,13.588235294117647
Antioquia,2020-09-09,-31.714285714285715,-13.833333333333334,-27.857142857142858,-48.5,-28.916666666666668,13.294117647058824
Antioquia,2020-09-10,-30.285714285714285,-12.666666666666666,-29.0,-48.666666666666664,-29.75,13.294117647058824
Antioquia,2020-09-11,-27.263157894736842,-16.416666666666668,-21.980392156862745,-44.0,-15.644444444444444,14.25
Antioquia,2020-09-12,-27.904761904761905,-11.333333333333334,-19.235294117647058,-34.0,-4.975,8.866666666666667
Antioquia,2020-09-13,-28.95,-20.615384615384617,-20.77358490566038,-26.857142857142858,-4.315789473684211,7.125
Antioquia,2020-09-14,-22.470588235294116,-13.666666666666666,-21.355555555555554,-40.57142857142857,-16.217391304347824,12.294117647058824
Antioquia,2020-09-15,-19.88888888888889,-8.909090909090908,-18.022727272727273,-36.42857142857143,-17.0,12.764705882352942
Antioquia,2020-09-16,-19.333333333333332,-10.181818181818182,-17.232558139534884,-33.714285714285715,-18.477272727272727,12.722222222222221
Antioquia,2020-09-17,-21.166666666666668,-8.727272727272727,-17.914893617021278,-36.0,-19.52173913043478,13.176470588235293
Antioquia,2020-09-18,-26.157894736842106,-12.0,-21.431372549019606,-39.285714285714285,-13.022727272727273,13.625
Antioquia,2020-09-19,-21.904761904761905,-4.214285714285714,-11.666666666666666,-26.142857142857142,-1.425,7.6
Antioquia,2020-09-20,-30.85,-19.76923076923077,-22.153846153846153,-26.0,-4.842105263157895,6.875
Antioquia,2020-09-21,-25.764705882352942,-13.666666666666666,-21.32608695652174,-40.42857142857143,-19.108695652173914,13.3125
Antioquia,2020-09-22,-25.055555555555557,-9.0,-18.822222222222223,-37.857142857142854,-18.73913043478261,12.352941176470589
Antioquia,2020-09-23,-28.705882352941178,-14.363636363636363,-19.608695652173914,-40.75,-19.886363636363637,12.947368421052632
Antioquia,2020-09-24,-29.22222222222222,-14.0,-20.02,-41.75,-21.08695652173913,12.9
Antioquia,2020-09-25,-30.42105263157895,-12.916666666666666,-21.372549019607842,-39.75,-12.840909090909092,12.947368421052632
Antioquia,2020-09-26,-30.095238095238095,-9.071428571428571,-18.627450980392158,-29.285714285714285,-2.5641025641025643,8.368421052631579
Antioquia,2020-09-27,-31.25,-16.53846153846154,-20.75,-19.285714285714285,-4.315789473684211,6.666666666666667
Antioquia,2020-09-28,-27.470588235294116,-10.583333333333334,-20.23913043478261,-38.0,-17.666666666666668,12.105263157894736
Antioquia,2020-09-29,-29.0,-12.090909090909092,-20.78723404255319,-40.125,-18.608695652173914,12.368421052631579
Antioquia,2020-09-30,-22.666666666666668,-2.909090909090909,-19.177777777777777,-37.57142857142857,-20.181818181818183,10.8
Antioquia,2020-10-01,-23.333333333333332,3.272727272727273,-16.73469387755102,-33.0,-17.73913043478261,9.95
Antioquia,2020-10-02,-25.555555555555557,-2.9166666666666665,-24.686274509803923,-34.875,-11.181818181818182,10.842105263157896
