date,retail_and_recreation_percent_change_from_baseline_Argentina,grocery_and_pharmacy_percent_change_from_baseline_Argentina,parks_percent_change_from_baseline_Argentina,transit_stations_percent_change_from_baseline_Argentina,workplaces_percent_change_from_baseline_Argentina,residential_percent_change_from_baseline_Argentina
2021-10-28,4.425170068027211,27.08361204013378,-18.06648936170213,-7.920560747663552,41.16267942583732,-2.0444444444444443
2021-10-29,8.061688311688311,31.61,-15.99476439790576,-5.553488372093023,40.36190476190476,-2.5682539682539685
2021-10-30,9.720125786163521,32.88235294117647,-16.066496163682864,-4.55023923444976,8.33495145631068,0.3357142857142857
2021-10-31,-3.612040133779264,19.38095238095238,-24.936548223350254,-13.669950738916256,-4.831632653061225,4.204918032786885
2021-11-01,0.887719298245614,28.367346938775512,-31.119241192411923,-10.133333333333333,37.71291866028708,-0.2549019607843137
2021-11-02,3.9305555555555554,30.540816326530614,-27.17914438502674,-8.766990291262136,25.58450704225352,-0.09740259740259741
2021-11-03,10.10763888888889,35.0406779661017,-17.661246612466126,-3.3333333333333335,43.04306220095694,-2.9012738853503186
2021-11-04,6.815699658703072,32.72390572390572,-23.97612732095491,-6.365384615384615,40.85476190476191,-1.8753993610223643
2021-11-05,8.799342105263158,36.50666666666667,-26.566233766233765,-3.8254716981132075,36.59101654846336,-1.3858520900321543
2021-11-06,16.07278481012658,39.18339100346021,-11.93041237113402,1.5215311004784688,8.615571776155718,-0.14285714285714285
2021-11-07,9.706484641638225,25.507177033492823,-0.49104859335038364,-3.045,-1.549222797927461,1.412
2021-11-08,9.900709219858156,35.736301369863014,-17.638356164383563,-1.3173076923076923,39.19951923076923,-2.3311897106109325
2021-11-09,10.36749116607774,37.51027397260274,-19.865591397849464,-1.0728155339805825,43.44819277108434,-2.6444444444444444
2021-11-10,14.090909090909092,39.4695945945946,-12.19836956521739,2.1019417475728157,43.57692307692308,-3.466666666666667
2021-11-11,12.948805460750853,36.085034013605444,-13.584450402144773,-1.5476190476190477,43.12887828162291,-3.382911392405063
2021-11-12,13.26774193548387,35.68227424749164,-15.757180156657963,-0.7605633802816901,40.55502392344498,-3.526984126984127
2021-11-13,3.5172413793103448,29.228373702422147,-24.33248081841432,-5.805687203791469,6.608695652173913,1.6512455516014235
2021-11-14,11.506896551724138,43.422330097087375,8.236842105263158,0.8308457711442786,5.285714285714286,1.6370967741935485
2021-11-15,9.118881118881118,31.102389078498295,-19.40495867768595,-3.5260663507109005,32.03562945368171,-0.8311688311688312
2021-11-16,3.6468531468531467,30.587628865979383,-31.276139410187668,-4.419047619047619,38.088095238095235,-0.8044871794871795
2021-11-17,11.167247386759582,33.7979797979798,-15.0,1.5073170731707317,42.59715639810427,-2.8253968253968256
2021-11-18,10.928082191780822,33.62162162162162,-15.131367292225201,1.7788461538461537,40.8968824940048,-2.829652996845426
2021-11-19,16.19607843137255,37.936454849498325,-9.057894736842105,6.723809523809524,40.681603773584904,-4.1455696202531644
2021-11-20,14.917460317460318,33.958333333333336,-4.573643410852713,8.004739336492891,-0.19854721549636803,-0.9787234042553191
2021-11-21,15.845890410958905,27.574162679425836,4.688144329896907,-3.777227722772277,-4.360103626943006,-0.216
2021-11-22,-13.537671232876713,-2.8397212543554007,-9.5939226519337,-18.51904761904762,-42.40689655172414,5.882154882154882
2021-11-23,9.5,36.34931506849315,-18.803763440860216,7.356435643564357,41.45933014354067,-2.9394904458598727
2021-11-24,7.3367697594501715,30.39799331103679,-17.043835616438358,0.47804878048780486,42.93540669856459,-2.7643312101910826
2021-11-25,5.037671232876712,27.60810810810811,-21.541333333333334,-5.289099526066351,37.69761904761905,-0.9552715654952076
2021-11-26,11.068181818181818,32.04013377926422,-13.096103896103896,-3.6121495327102804,41.14014251781472,-3.092063492063492
2021-11-27,6.329153605015674,27.556701030927837,-20.751918158567776,-4.033492822966507,7.860975609756098,0.8362989323843416
2021-11-28,-11.073089700996677,7.903381642512077,-33.08771929824562,-20.764705882352942,-7.079081632653061,6.639004149377594
2021-11-29,7.675,29.962585034013607,-18.082644628099175,-2.8086124401913874,38.45323741007194,-1.478827361563518
2021-11-30,10.208480565371024,33.06484641638225,-14.967479674796747,0.5,39.69471153846154,-2.5463258785942493
2021-12-01,13.15034965034965,36.205387205387204,-12.242424242424242,2.0728155339805827,38.55980861244019,-3.168253968253968
2021-12-02,12.01388888888889,35.616949152542375,-15.069333333333333,-0.24154589371980675,36.58472553699284,-2.4745222929936306
2021-12-03,14.172638436482085,37.92642140468227,-15.06282722513089,0.3632075471698113,35.21749408983452,-2.562300319488818
2021-12-04,14.04416403785489,36.95172413793104,-15.836787564766839,1.8221153846153846,8.309756097560976,-0.03202846975088968
2021-12-05,5.72,23.672985781990523,-10.976744186046512,-6.4950495049504955,-1.5064599483204135,2.4919354838709675
2021-12-06,17.85409252669039,40.56655290102389,-10.661111111111111,3.8550724637681157,34.77349397590361,-2.5399361022364215
2021-12-07,29.640287769784173,49.62068965517241,-3.251366120218579,10.794117647058824,35.655502392344495,-5.3765822784810124
2021-12-08,-2.9121621621621623,11.291525423728814,-3.3764044943820224,-15.79611650485437,-32.16284403669725,5.62214983713355
2021-12-09,18.972602739726028,44.18771331058021,-15.734417344173442,2.600985221674877,36.4964200477327,-2.3470031545741326
2021-12-10,20.476973684210527,40.95333333333333,-12.676315789473684,3.349056603773585,36.522458628841605,-2.8121019108280256
2021-12-11,17.664536741214057,34.94117647058823,-10.072164948453608,4.728155339805825,13.464547677261614,-1.2659574468085106
2021-12-12,4.976430976430977,20.645933014354068,-15.987244897959183,-8.102941176470589,1.3619791666666667,3.4098360655737703
2021-12-13,15.56183745583039,35.53220338983051,-16.402173913043477,0.9086538461538461,31.085106382978722,-0.9678456591639871
2021-12-14,16.31316725978648,38.381443298969074,-18.28494623655914,4.519417475728155,35.21822541966427,-1.9145569620253164
2021-12-15,22.814035087719297,40.38383838383838,-8.410468319559229,6.9405940594059405,35.073634204275535,-3.493710691823899
2021-12-16,22.366782006920417,38.80952380952381,-10.07859078590786,5.091787439613527,32.96904761904762,-3.5772870662460567
2021-12-17,24.07843137254902,41.02325581395349,-8.328083989501312,5.731481481481482,31.950588235294116,-4.170886075949367
2021-12-18,23.19047619047619,40.726643598615915,-5.772020725388601,13.844660194174757,14.292383292383292,-3.070671378091873
2021-12-19,17.324232081911262,30.22488038277512,-0.36923076923076925,6.703517587939698,5.536649214659686,-0.3944223107569721
2021-12-20,26.698924731182796,46.10958904109589,-9.263157894736842,8.826086956521738,24.140515222482435,-2.8115015974440896
2021-12-21,34.03971119133574,57.529411764705884,-6.435261707988981,12.109452736318408,24.072599531615925,-3.723809523809524
2021-12-22,39.47163120567376,66.17182130584193,1.168091168091168,19.887179487179488,23.289044289044288,-4.993690851735016
2021-12-23,46.77972027972028,87.15194346289752,2.2849162011173183,20.11,18.009280742459396,-5.166666666666667
2021-12-24,10.79672131147541,65.78571428571429,-25.475195822454307,-16.595348837209304,-19.321100917431192,2.335483870967742
2021-12-25,-36.22118380062305,-44.68014705882353,-12.628571428571428,-40.014218009478675,-39.056603773584904,1.0889679715302492
2021-12-26,-1.6812080536912752,17.466666666666665,-9.350515463917526,-7.606965174129353,-5.020618556701031,3.910569105691057
2021-12-27,14.908127208480565,38.285714285714285,-11.662011173184357,0.19617224880382775,11.25925925925926,0.8229508196721311
2021-12-28,17.04642857142857,43.054982817869416,-9.858725761772853,1.9609756097560975,10.960648148148149,0.10576923076923077
2021-12-29,19.653846153846153,49.19932432432432,-5.114525139664805,6.773869346733668,10.277777777777779,-0.8274760383386581
2021-12-30,27.569444444444443,72.78275862068965,-5.0633608815427,8.891625615763546,6.020689655172414,-1.2452229299363058
2021-12-31,-1.1934426229508197,59.39057239057239,-26.394805194805194,-22.210045662100455,-26.11520737327189,5.032679738562091
2022-01-01,-38.769470404984425,-46.817843866171,-19.42077922077922,-41.259433962264154,-43.94352941176471,4.32258064516129
2022-01-02,-5.4711864406779664,17.76525821596244,-12.841025641025642,-5.792079207920792,-10.589873417721519,5.941908713692946
2022-01-03,6.940140845070423,36.641638225255974,-11.249307479224377,-3.8773584905660377,-2.456221198156682,3.6312292358803986
2022-01-04,10.442105263157895,43.965870307167236,-11.337874659400544,-4.650485436893204,-2.363218390804598,4.00983606557377
2022-01-05,17.357894736842105,47.736486486486484,-0.12921348314606743,-0.27860696517412936,-1.4976958525345623,3.049342105263158
2022-01-06,9.143344709897612,40.013422818791945,-5.7534246575342465,-8.019047619047619,-3.349425287356322,4.516339869281046
2022-01-07,3.9642857142857144,37.07,-10.757894736842106,-8.935483870967742,-3.9193548387096775,6.006622516556291
2022-01-08,-0.940809968847352,30.745704467353953,-14.225641025641025,-5.173708920187793,-3.9760191846522783,6.163043478260869
2022-01-09,-6.181208053691275,20.117924528301888,-11.10230179028133,-11.762135922330097,-10.063131313131313,6.7782426778242675
2022-01-10,5.176678445229682,36.6271186440678,-11.09192200557103,-7.225352112676056,-5.990783410138249,4.67
2022-01-11,3.2439024390243905,35.515358361774744,-12.980874316939891,-8.217391304347826,-6.13103448275862,4.917218543046357
2022-01-12,3.5813148788927336,34.37919463087248,-8.259154929577464,-8.413793103448276,-5.179310344827586,4.811881188118812
2022-01-13,0.04406779661016949,29.581939799331103,-12.761517615176151,-11.841346153846153,-6.07816091954023,5.652317880794702
2022-01-14,-1.4077669902912622,27.960264900662253,-14.826771653543307,-11.0,-4.483870967741935,6.75
2022-01-15,-5.275,23.906574394463668,-20.43701799485861,-5.713615023474178,-3.014423076923077,6.366300366300366
2022-01-16,-8.16891891891892,17.589622641509433,-21.058673469387756,-12.445544554455445,-8.635443037974683,7.811715481171548
2022-01-17,2.336842105263158,34.50841750841751,-21.49041095890411,-8.270142180094787,-4.993103448275862,5.9966329966329965
2022-01-18,0.8737201365187713,31.435374149659864,-28.298666666666666,-10.774038461538462,-5.763218390804598,7.456081081081081
2022-01-19,7.280276816608996,34.76845637583892,-14.3601108033241,-7.817733990147783,-2.6267281105990783,5.953488372093023
2022-01-20,3.95221843003413,29.531986531986533,-17.09090909090909,-11.348837209302326,-3.089655172413793,6.8
2022-01-21,-0.19741100323624594,26.046204620462046,-20.582901554404145,-13.700460829493087,-2.191685912240185,8.124579124579125
2022-01-22,-2.80564263322884,22.32404181184669,-26.105398457583547,-11.05188679245283,-1.3542168674698796,8.022058823529411
2022-01-23,1.4648829431438126,20.195238095238096,-13.826086956521738,-12.786069651741293,-3.318877551020408,7.0875
2022-01-24,10.151408450704226,33.36026936026936,-8.781767955801104,-5.385714285714286,1.3701149425287356,4.4
2022-01-25,5.801369863013699,30.170068027210885,-17.237057220708447,-7.822115384615385,0.8574712643678161,5.134426229508197
2022-01-26,5.982698961937716,30.5,-15.923287671232877,-6.694581280788177,1.7655172413793103,4.963815789473684
2022-01-27,7.294915254237288,31.691275167785236,-13.024128686327078,-9.444976076555024,2.6735632183908047,4.598039215686274
2022-01-28,9.782894736842104,32.61258278145695,-8.442408376963352,-6.450704225352113,5.847222222222222,4.138613861386139
2022-01-29,8.526645768025078,29.944827586206898,-7.93573264781491,-0.7914691943127962,6.872289156626506,2.9820143884892087
2022-01-30,7.158249158249158,22.2688679245283,-3.9254498714652954,-0.8009950248756219,2.5751295336787563,2.967611336032389
2022-01-31,13.333333333333334,36.48135593220339,-9.292134831460674,-1.0193236714975846,8.51039260969977,2.6348684210526314
2022-02-01,13.428571428571429,38.25342465753425,-10.629427792915532,1.1144278606965174,10.89838337182448,2.2931596091205213
2022-02-02,14.339160839160838,36.852348993288594,-6.20891364902507,0.6089108910891089,12.141203703703704,2.158576051779935
2022-02-03,10.726962457337883,35.20338983050848,-16.308943089430894,-7.422535211267606,10.245977011494253,3.8436482084690553
2022-02-04,14.019543973941367,40.373333333333335,-14.866492146596858,-2.2930232558139534,12.890697674418604,3.4440789473684212
2022-02-05,13.317610062893081,40.41034482758621,-16.52577319587629,0.08133971291866028,9.218978102189782,3.7517985611510793
2022-02-06,13.633898305084745,31.495238095238093,-3.7974358974358973,1.145,4.960835509138382,2.9715447154471546
2022-02-07,23.039285714285715,45.897260273972606,-2.6871508379888267,5.5,15.667441860465116,0.9934426229508196
2022-02-08,22.386524822695037,45.68041237113402,-2.6895604395604398,6.741293532338308,16.48951048951049,0.6763754045307443
