date,retail_and_recreation_percent_change_from_baseline_Bolivia,grocery_and_pharmacy_percent_change_from_baseline_Bolivia,parks_percent_change_from_baseline_Bolivia,transit_stations_percent_change_from_baseline_Bolivia,workplaces_percent_change_from_baseline_Bolivia,residential_percent_change_from_baseline_Bolivia
2020-03-25,-76.24137931034483,-66.5,-66.6304347826087,-79.38709677419355,-63.82051282051282,35.26315789473684
2020-03-26,-82.0,-75.125,-70.0,-84.0,-69.23076923076923,39.93333333333333
2020-03-27,-80.06666666666666,-70.66666666666667,-70.0,-83.03225806451613,-67.21052631578948,40.9375
2020-03-28,-91.88888888888889,-94.125,-81.48780487804878,-87.92307692307692,-75.38461538461539,43.77777777777778
2020-03-29,-90.88461538461539,-92.61538461538461,-82.41463414634147,-91.6086956521739,-67.32352941176471,34.857142857142854
2020-03-30,-78.78571428571429,-68.52,-70.5813953488372,-82.83870967741936,-67.43589743589743,39.2
2020-03-31,-78.4074074074074,-68.48,-71.0909090909091,-82.63333333333334,-67.56410256410257,36.1764705882353
2020-04-01,-76.53571428571429,-66.36,-67.47727272727273,-81.12903225806451,-65.02564102564102,36.44444444444444
2020-04-02,-79.28571428571429,-70.56,-67.5,-81.34482758620689,-66.48717948717949,37.44444444444444
2020-04-03,-74.73333333333333,-60.84,-64.36170212765957,-79.78125,-62.973684210526315,37.05263157894737
2020-04-04,-90.89285714285714,-93.52,-81.35714285714286,-90.04166666666667,-74.36842105263158,43.77777777777778
2020-04-05,-90.73076923076923,-92.0,-82.37209302325581,-91.17391304347827,-65.6470588235294,35.0
2020-04-06,-75.25,-64.12,-66.44444444444444,-78.96875,-63.473684210526315,36.73684210526316
2020-04-07,-76.14285714285714,-64.5,-68.77272727272727,-79.93548387096774,-65.12820512820512,34.94444444444444
2020-04-08,-70.93103448275862,-58.0,-62.84444444444444,-77.3125,-60.69230769230769,33.55
2020-04-09,-72.13333333333334,-61.15384615384615,-60.77272727272727,-77.51612903225806,-63.05128205128205,34.10526315789474
2020-04-10,-90.03846153846153,-88.52,-77.225,-87.28571428571429,-76.3076923076923,45.72727272727273
2020-04-11,-79.20689655172414,-68.76923076923077,-69.15555555555555,-83.06666666666666,-61.73684210526316,35.4
2020-04-12,-90.21428571428571,-91.23076923076923,-81.53488372093024,-90.56521739130434,-64.08823529411765,35.0
2020-04-13,-75.42857142857143,-65.96,-66.27272727272727,-79.51612903225806,-62.60526315789474,37.10526315789474
2020-04-14,-76.32142857142857,-69.28,-67.70454545454545,-79.93548387096774,-63.92307692307692,35.68421052631579
2020-04-15,-75.48275862068965,-68.24,-65.13636363636364,-78.5,-62.526315789473685,36.421052631578945
