date,retail_and_recreation_percent_change_from_baseline_Barbados,grocery_and_pharmacy_percent_change_from_baseline_Barbados,parks_percent_change_from_baseline_Barbados,transit_stations_percent_change_from_baseline_Barbados,workplaces_percent_change_from_baseline_Barbados,residential_percent_change_from_baseline_Barbados
2020-11-24,-12.666666666666666,-10.0,35.666666666666664,-32.333333333333336,-14.5,6.0
2020-11-25,-5.666666666666667,-2.0,11.5,-33.333333333333336,-15.625,4.25
2020-11-26,-3.0,-0.3333333333333333,36.333333333333336,-34.0,-17.125,5.25
2020-11-27,-8.333333333333334,-6.333333333333333,13.0,-36.0,-15.25,4.666666666666667
2020-11-28,-0.6666666666666666,-1.6666666666666667,37.0,-34.333333333333336,-9.0,2.0
2020-11-29,7.0,2.6666666666666665,52.333333333333336,-45.0,-12.75,1.0
2020-11-30,-53.666666666666664,-69.0,57.0,-72.0,-75.5,21.666666666666668
2020-12-01,-7.666666666666667,-1.3333333333333333,32.0,-32.333333333333336,-13.625,4.5
2020-12-02,-8.0,-4.333333333333333,39.666666666666664,-31.666666666666668,-15.5,4.25
2020-12-03,-14.0,-11.0,24.666666666666668,-36.333333333333336,-17.375,7.5
2020-12-04,-11.0,-10.333333333333334,37.333333333333336,-33.666666666666664,-13.0,6.0
2020-12-05,-7.333333333333333,-10.0,37.333333333333336,-32.666666666666664,-7.0,3.6666666666666665
2020-12-06,13.0,-6.0,43.666666666666664,-37.333333333333336,-7.75,2.0
2020-12-07,-13.666666666666666,-14.333333333333334,35.0,-36.666666666666664,-17.875,6.0
2020-12-08,-7.0,-8.0,44.0,-31.333333333333332,-13.0,5.0
2020-12-09,-7.0,-8.0,42.333333333333336,-32.0,-16.875,3.25
2020-12-10,-7.0,-8.0,3.0,-30.0,-17.625,3.5
2020-12-11,-10.0,-11.333333333333334,37.333333333333336,-33.666666666666664,-16.875,5.333333333333333
2020-12-12,-5.333333333333333,-10.666666666666666,45.333333333333336,-29.666666666666668,-9.6,0.3333333333333333
2020-12-13,23.0,-1.3333333333333333,62.0,-32.0,-5.75,0.0
2020-12-14,-8.666666666666666,-11.666666666666666,39.0,-32.0,-24.125,5.666666666666667
2020-12-15,0.0,-2.3333333333333335,10.0,-30.0,-22.0,4.0
2020-12-16,8.666666666666666,6.333333333333333,23.5,-22.666666666666668,-23.625,2.25
2020-12-17,10.0,7.333333333333333,19.0,-29.0,-24.0,2.5
2020-12-18,0.6666666666666666,1.6666666666666667,50.333333333333336,-26.333333333333332,-20.625,2.25
2020-12-19,7.333333333333333,1.6666666666666667,65.33333333333333,-20.333333333333332,-7.6,-1.6666666666666667
2020-12-20,62.0,30.666666666666668,85.66666666666667,-19.333333333333332,1.5,-2.5
2020-12-21,13.666666666666666,12.666666666666666,57.0,-28.333333333333332,-27.25,1.75
2020-12-22,24.333333333333332,27.333333333333332,36.5,-24.0,-26.375,1.0
2020-12-23,34.0,44.333333333333336,46.0,-18.666666666666668,-28.5,-1.0
2020-12-24,16.333333333333332,33.666666666666664,33.5,-24.0,-41.0,5.25
2020-12-25,-75.5,-81.66666666666667,0.0,-78.33333333333333,-79.5,22.333333333333332
2020-12-26,-61.75,-77.33333333333333,33.0,-62.0,-51.833333333333336,12.333333333333334
2020-12-27,-19.333333333333332,-24.0,61.0,-40.666666666666664,-19.25,3.0
2020-12-28,-6.666666666666667,-11.0,43.333333333333336,-38.0,-32.888888888888886,10.0
2020-12-29,-2.3333333333333335,-7.333333333333333,15.5,-37.666666666666664,-31.375,8.666666666666666
2020-12-30,4.0,5.666666666666667,22.5,-31.0,-31.0,6.25
2020-12-31,0.0,15.0,25.0,-32.333333333333336,-32.333333333333336,5.75
2021-01-01,-71.0,-80.33333333333333,1.6666666666666667,-77.33333333333333,-79.0,29.666666666666668
2021-01-02,-41.75,-22.666666666666668,-3.0,-44.666666666666664,-25.166666666666668,14.0
2021-01-03,-49.0,-28.0,-9.666666666666666,-54.0,-31.25,12.0
2021-01-04,-74.66666666666667,-56.666666666666664,-15.666666666666666,-72.0,-73.5,30.333333333333332
2021-01-05,-69.0,-55.0,-5.666666666666667,-74.33333333333333,-74.1,28.0
2021-01-06,-42.333333333333336,-31.333333333333332,-18.666666666666668,-49.0,-44.0,19.0
2021-01-07,-33.666666666666664,-22.333333333333332,-6.666666666666667,-49.666666666666664,-44.6,18.333333333333332
2021-01-08,-38.5,-21.333333333333332,2.6666666666666665,-49.666666666666664,-39.666666666666664,17.666666666666668
2021-01-09,-34.5,-19.333333333333332,0.3333333333333333,-42.666666666666664,-22.833333333333332,10.0
2021-01-10,-40.666666666666664,-32.666666666666664,-3.0,-54.333333333333336,-29.25,9.0
2021-01-11,-34.666666666666664,-30.333333333333332,9.333333333333334,-48.0,-38.22222222222222,14.666666666666666
2021-01-12,-33.666666666666664,-28.666666666666668,12.333333333333334,-45.666666666666664,-38.111111111111114,12.666666666666666
2021-01-13,-33.666666666666664,-27.0,15.333333333333334,-50.333333333333336,-39.55555555555556,11.0
2021-01-14,-35.666666666666664,-29.0,5.0,-49.0,-39.888888888888886,11.666666666666666
2021-01-15,-40.25,-31.333333333333332,-4.333333333333333,-51.666666666666664,-38.875,12.666666666666666
2021-01-16,-33.5,-27.0,3.6666666666666665,-48.0,-26.833333333333332,6.666666666666667
2021-01-17,-40.666666666666664,-28.333333333333332,-6.0,-59.0,-32.25,7.0
2021-01-18,-40.666666666666664,-32.666666666666664,-1.3333333333333333,-52.333333333333336,-38.666666666666664,12.666666666666666
2021-01-19,-36.0,-26.0,9.333333333333334,-48.0,-37.0,11.0
2021-01-20,-33.0,-16.0,8.333333333333334,-50.333333333333336,-38.77777777777778,10.666666666666666
2021-01-21,-64.33333333333333,-74.66666666666667,11.333333333333334,-72.66666666666667,-76.7,24.0
2021-01-22,-36.75,-23.0,-0.6666666666666666,-48.666666666666664,-35.375,12.666666666666666
2021-01-23,-30.25,-19.666666666666668,3.6666666666666665,-47.666666666666664,-22.0,6.666666666666667
2021-01-24,-40.666666666666664,-21.333333333333332,-1.6666666666666667,-59.0,-30.5,7.0
2021-01-25,-37.333333333333336,-26.333333333333332,6.333333333333333,-52.333333333333336,-38.111111111111114,12.333333333333334
2021-01-26,-32.333333333333336,-17.0,7.666666666666667,-50.0,-36.44444444444444,11.333333333333334
2021-01-27,-28.666666666666668,-12.0,12.666666666666666,-49.666666666666664,-37.888888888888886,9.666666666666666
2021-01-28,-29.333333333333332,-14.666666666666666,11.666666666666666,-48.666666666666664,-37.333333333333336,10.0
2021-01-29,-31.75,-20.666666666666668,12.333333333333334,-49.333333333333336,-35.111111111111114,8.666666666666666
2021-01-30,-26.75,-17.666666666666668,24.333333333333332,-48.0,-22.4,2.0
2021-01-31,-33.666666666666664,-15.333333333333334,12.333333333333334,-57.333333333333336,-29.75,3.0
2021-02-01,-27.333333333333332,-17.333333333333332,23.0,-49.333333333333336,-38.0,6.333333333333333
2021-02-02,-13.0,-2.0,32.666666666666664,-46.0,-37.22222222222222,4.666666666666667
2021-02-03,-86.66666666666667,-65.33333333333333,-41.333333333333336,-80.0,-72.0,27.666666666666668
2021-02-04,-83.33333333333333,-57.666666666666664,-38.0,-76.0,-72.4,29.333333333333332
2021-02-05,-82.75,-49.666666666666664,-39.5,-78.33333333333333,-68.9,30.333333333333332
2021-02-06,-87.75,-89.66666666666667,-47.666666666666664,-81.66666666666667,-67.0,24.5
2021-02-07,-79.66666666666667,-87.0,-40.333333333333336,-75.66666666666667,-59.0,15.0
2021-02-08,-79.66666666666667,-47.666666666666664,-29.666666666666668,-78.66666666666667,-69.6,26.333333333333332
2021-02-09,-79.0,-45.666666666666664,-26.666666666666668,-73.66666666666667,-69.2,26.0
2021-02-10,-80.0,-44.0,-21.333333333333332,-77.66666666666667,-70.1,24.666666666666668
2021-02-11,-77.66666666666667,-44.666666666666664,-26.0,-77.33333333333333,-68.7,23.333333333333332
2021-02-12,-76.5,-46.0,-28.666666666666668,-77.66666666666667,-66.8,21.333333333333332
2021-02-13,-84.75,-87.33333333333333,-33.666666666666664,-80.66666666666667,-67.0,18.0
2021-02-14,-74.0,-83.66666666666667,-32.0,-78.33333333333333,-59.0,10.0
2021-02-15,-77.33333333333333,-44.333333333333336,-32.666666666666664,-78.33333333333333,-67.1,19.0
2021-02-16,-76.0,-44.0,-27.666666666666668,-73.66666666666667,-67.6,18.666666666666668
2021-02-17,-76.0,-40.0,-25.333333333333332,-74.66666666666667,-67.9,18.666666666666668
2021-02-18,-71.66666666666667,-34.666666666666664,-27.0,-73.66666666666667,-67.3,17.666666666666668
2021-02-19,-72.25,-38.333333333333336,-24.0,-75.0,-67.3,18.666666666666668
2021-02-20,-98.33333333333333,-99.0,-84.66666666666667,-89.33333333333333,-80.625,31.5
2021-02-21,-96.66666666666667,-97.0,-80.5,-81.0,-75.4,22.0
2021-02-22,-76.33333333333333,-41.333333333333336,-36.333333333333336,-76.33333333333333,-67.2,20.333333333333332
2021-02-23,-75.33333333333333,-38.666666666666664,-31.666666666666668,-75.33333333333333,-66.9,19.333333333333332
2021-02-24,-75.0,-36.666666666666664,-31.666666666666668,-75.66666666666667,-67.3,19.0
2021-02-25,-73.0,-36.0,-27.666666666666668,-72.33333333333333,-66.5,18.666666666666668
2021-02-26,-72.5,-36.333333333333336,-28.333333333333332,-73.0,-63.9,19.0
2021-02-27,-85.0,-88.66666666666667,-49.0,-81.0,-64.375,19.5
2021-02-28,-77.66666666666667,-86.66666666666667,-43.333333333333336,-77.33333333333333,-57.4,12.0
2021-03-01,-41.0,-27.333333333333332,-10.0,-62.666666666666664,-49.5,9.333333333333334
2021-03-02,-45.75,-27.666666666666668,-5.0,-60.0,-50.55555555555556,9.666666666666666
2021-03-03,-48.333333333333336,-26.0,-1.6666666666666667,-62.666666666666664,-50.9,9.333333333333334
2021-03-04,-50.25,-29.666666666666668,-8.0,-64.33333333333333,-51.2,11.0
2021-03-05,-53.5,-30.666666666666668,-5.666666666666667,-63.0,-48.111111111111114,11.0
2021-03-06,-54.75,-32.666666666666664,-2.0,-65.66666666666667,-41.666666666666664,5.333333333333333
2021-03-07,-76.33333333333333,-83.33333333333333,-19.666666666666668,-74.0,-51.8,10.0
2021-03-08,-50.333333333333336,-34.0,-2.3333333333333335,-63.333333333333336,-48.8,9.666666666666666
2021-03-09,-50.666666666666664,-32.333333333333336,-1.0,-60.666666666666664,-48.666666666666664,9.666666666666666
2021-03-10,-48.333333333333336,-31.0,1.3333333333333333,-61.333333333333336,-49.333333333333336,9.333333333333334
2021-03-11,-48.666666666666664,-30.333333333333332,1.3333333333333333,-63.333333333333336,-48.3,10.0
2021-03-12,-51.25,-34.0,-1.0,-61.666666666666664,-44.44444444444444,10.333333333333334
2021-03-13,-49.75,-29.666666666666668,1.0,-63.0,-36.0,4.666666666666667
2021-03-14,-71.33333333333333,-82.66666666666667,-19.0,-75.33333333333333,-46.5,8.5
2021-03-15,-28.333333333333332,-19.0,0.0,-54.333333333333336,-39.333333333333336,4.666666666666667
2021-03-16,-29.666666666666668,-20.0,12.0,-51.333333333333336,-38.888888888888886,4.333333333333333
2021-03-17,-29.666666666666668,-17.666666666666668,16.666666666666668,-53.0,-39.375,3.25
2021-03-18,-32.333333333333336,-21.0,5.0,-55.0,-39.888888888888886,4.25
2021-03-19,-37.75,-21.333333333333332,8.333333333333334,-55.666666666666664,-36.375,5.0
2021-03-20,-30.75,-16.0,18.666666666666668,-55.0,-24.333333333333332,-0.6666666666666666
2021-03-21,-60.333333333333336,-78.33333333333333,4.333333333333333,-67.0,-38.75,5.5
2021-03-22,-35.333333333333336,-22.666666666666668,7.0,-55.666666666666664,-37.666666666666664,5.0
2021-03-23,-32.0,-19.0,12.666666666666666,-51.333333333333336,-36.333333333333336,4.333333333333333
2021-03-24,-30.0,-17.333333333333332,18.333333333333332,-52.333333333333336,-38.125,2.75
2021-03-25,-26.0,-14.666666666666666,11.0,-53.0,-36.888888888888886,3.25
2021-03-26,-28.75,-13.0,17.0,-53.666666666666664,-35.375,3.6666666666666665
2021-03-27,-23.75,-8.333333333333334,23.666666666666668,-49.666666666666664,-22.0,-2.3333333333333335
2021-03-28,-72.33333333333333,-87.33333333333333,-35.0,-73.33333333333333,-48.5,9.5
2021-03-29,-26.333333333333332,-11.666666666666666,14.666666666666666,-52.333333333333336,-36.25,2.6666666666666665
2021-03-30,-23.0,-8.666666666666666,21.666666666666668,-48.666666666666664,-34.22222222222222,0.75
2021-03-31,-18.333333333333332,0.6666666666666666,27.333333333333332,-46.0,-33.75,-1.0
2021-04-01,-11.333333333333334,13.666666666666666,37.0,-43.0,-32.666666666666664,-2.5
2021-04-02,-87.5,-94.66666666666667,-49.5,-87.0,-82.9,33.666666666666664
2021-04-03,-22.25,-4.333333333333333,26.0,-49.666666666666664,-17.0,-1.3333333333333333
2021-04-04,-67.0,-84.0,-22.333333333333332,-73.66666666666667,-46.0,8.0
2021-04-05,-78.33333333333333,-89.0,-20.666666666666668,-86.0,-81.8,27.666666666666668
2021-04-06,-21.0,-6.0,19.666666666666668,-43.0,-32.375,-0.25
2021-04-07,-23.0,-12.0,28.666666666666668,-47.0,-35.875,0.0
2021-04-08,-24.666666666666668,-15.0,21.666666666666668,-49.0,-33.333333333333336,0.75
2021-04-09,-31.5,-17.0,20.333333333333332,-50.666666666666664,-31.625,2.6666666666666665
2021-04-10,-52.0,-31.333333333333332,-18.666666666666668,-66.0,-33.5,6.0
2021-04-11,-87.33333333333333,-92.66666666666667,-69.66666666666667,-90.33333333333333,-67.2,16.0
2021-04-12,-84.33333333333333,-90.33333333333333,-55.666666666666664,-90.33333333333333,-77.4,32.333333333333336
2021-04-13,-63.666666666666664,-28.333333333333332,-27.0,-80.66666666666667,-63.6,19.666666666666668
2021-04-14,-43.0,-19.0,-7.0,-67.0,-51.5,11.666666666666666
2021-04-15,-28.0,-16.666666666666668,-3.3333333333333335,-61.0,-44.4,9.333333333333334
2021-04-16,-32.0,-18.666666666666668,3.6666666666666665,-59.0,-41.5,8.666666666666666
2021-04-17,-29.0,-16.666666666666668,5.333333333333333,-49.666666666666664,-21.833333333333332,1.3333333333333333
2021-04-18,-47.0,-75.66666666666667,-8.666666666666666,-65.33333333333333,-34.25,5.5
2021-04-19,-23.0,-16.0,8.333333333333334,-53.0,-37.0,5.0
2021-04-20,-19.666666666666668,-13.333333333333334,17.0,-43.666666666666664,-34.125,3.0
2021-04-21,-19.0,-12.0,21.0,-50.0,-35.75,1.75
2021-04-22,-18.333333333333332,-12.666666666666666,14.333333333333334,-51.666666666666664,-34.666666666666664,2.25
2021-04-23,-21.5,-11.0,19.333333333333332,-50.666666666666664,-30.375,3.3333333333333335
2021-04-24,-14.0,-0.6666666666666666,25.0,-49.0,-14.6,-2.6666666666666665
2021-04-25,-34.0,-69.66666666666667,12.333333333333334,-62.0,-30.0,2.5
2021-04-26,-14.333333333333334,-2.0,12.333333333333334,-47.0,-31.375,0.5
2021-04-27,-0.3333333333333333,13.0,24.0,-41.0,-29.0,-2.25
2021-04-28,-68.33333333333333,-83.66666666666667,-21.333333333333332,-80.33333333333333,-80.1,23.0
2021-04-29,-8.0,5.333333333333333,8.0,-45.666666666666664,-30.666666666666668,0.25
2021-04-30,-9.0,12.666666666666666,25.666666666666668,-41.0,-27.375,-1.75
2021-05-01,-61.0,-79.66666666666667,1.6666666666666667,-73.0,-51.5,9.333333333333334
2021-05-02,-29.333333333333332,-69.33333333333333,10.0,-60.333333333333336,-27.5,3.0
2021-05-03,-8.333333333333334,4.333333333333333,13.0,-45.333333333333336,-31.625,-1.0
2021-05-04,-7.666666666666667,2.0,22.666666666666668,-36.666666666666664,-28.625,-2.75
2021-05-05,-7.666666666666667,-1.3333333333333333,27.0,-43.0,-31.0,-3.5
2021-05-06,-8.333333333333334,-3.3333333333333335,19.333333333333332,-45.333333333333336,-30.625,-1.75
2021-05-07,-15.0,-3.3333333333333335,26.666666666666668,-43.666666666666664,-25.875,-3.25
2021-05-08,-0.3333333333333333,5.333333333333333,28.666666666666668,-40.666666666666664,-14.4,-4.666666666666667
2021-05-09,-17.0,-64.66666666666667,22.333333333333332,-58.666666666666664,-25.5,-1.0
2021-05-10,-12.666666666666666,-7.0,14.666666666666666,-47.666666666666664,-28.5,-2.75
2021-05-11,-8.333333333333334,-3.3333333333333335,22.333333333333332,-42.333333333333336,-26.625,-3.25
2021-05-12,-1.6666666666666667,2.3333333333333335,29.333333333333332,-43.0,-28.0,-4.5
2021-05-13,-5.666666666666667,-2.3333333333333335,19.0,-42.0,-28.25,-3.5
2021-05-14,-6.333333333333333,-1.3333333333333333,17.666666666666668,-46.333333333333336,-24.25,-3.25
2021-05-15,-1.0,2.0,27.0,-46.333333333333336,-17.8,-3.6666666666666665
2021-05-16,-17.666666666666668,-67.0,19.333333333333332,-52.666666666666664,-27.0,1.0
2021-05-17,-8.666666666666666,-1.6666666666666667,22.333333333333332,-45.666666666666664,-24.625,-4.25
2021-05-18,-4.333333333333333,-0.6666666666666666,25.0,-41.666666666666664,-22.625,-5.0
2021-05-19,-4.666666666666667,3.3333333333333335,35.0,-44.0,-24.0,-4.75
2021-05-20,-4.333333333333333,4.333333333333333,23.666666666666668,-41.333333333333336,-23.0,-4.0
2021-05-21,-8.0,6.333333333333333,26.666666666666668,-43.333333333333336,-18.625,-4.75
2021-05-22,4.0,15.666666666666666,27.0,-43.333333333333336,-12.6,-5.666666666666667
2021-05-23,-15.666666666666666,-64.33333333333333,21.0,-53.333333333333336,-26.0,1.0
2021-05-24,-51.0,-77.33333333333333,21.333333333333332,-75.33333333333333,-79.1,19.333333333333332
2021-05-25,9.0,22.0,26.333333333333332,-35.333333333333336,-18.0,-5.5
2021-05-26,8.0,16.666666666666668,34.0,-41.666666666666664,-19.875,-6.75
2021-05-27,5.0,11.0,32.0,-40.0,-19.0,-6.0
2021-05-28,3.0,10.0,37.333333333333336,-40.666666666666664,-15.375,-7.25
2021-05-29,8.0,13.666666666666666,44.0,-38.333333333333336,-13.2,-7.333333333333333
2021-05-30,-4.333333333333333,-56.666666666666664,43.0,-47.333333333333336,-29.25,-1.5
2021-05-31,0.3333333333333333,8.0,39.333333333333336,-36.0,-20.125,-6.75
2021-06-01,1.6666666666666667,7.333333333333333,3.5,-32.0,-17.375,-7.75
2021-06-02,2.3333333333333335,7.0,10.5,-34.666666666666664,-19.25,-7.25
2021-06-03,2.6666666666666665,6.0,-1.0,-32.666666666666664,-18.25,-6.75
2021-06-04,0.6666666666666666,3.0,42.0,-35.666666666666664,-14.5,-6.25
2021-06-05,3.0,7.333333333333333,45.666666666666664,-38.0,-13.8,-5.333333333333333
2021-06-06,-4.333333333333333,-60.0,46.333333333333336,-46.333333333333336,-28.25,-2.0
2021-06-07,-3.6666666666666665,2.6666666666666665,37.666666666666664,-35.333333333333336,-19.375,-6.25
2021-06-08,0.6666666666666666,5.666666666666667,3.0,-32.333333333333336,-15.625,-6.75
2021-06-09,1.6666666666666667,6.0,6.0,-34.666666666666664,-17.75,-7.25
2021-06-10,1.3333333333333333,4.333333333333333,0.0,-32.666666666666664,-17.75,-6.5
2021-06-11,-2.3333333333333335,0.6666666666666666,38.666666666666664,-38.333333333333336,-13.625,-6.25
2021-06-12,-0.6666666666666666,3.6666666666666665,36.666666666666664,-37.333333333333336,-14.4,-6.666666666666667
2021-06-13,-9.666666666666666,-33.333333333333336,34.0,-47.333333333333336,-26.0,-2.5
2021-06-14,-8.666666666666666,-2.6666666666666665,39.0,-39.666666666666664,-19.75,-5.5
2021-06-15,-0.6666666666666666,2.6666666666666665,3.0,-32.333333333333336,-15.375,-7.25
2021-06-16,1.0,4.0,4.5,-34.666666666666664,-18.375,-8.5
2021-06-17,-4.666666666666667,-3.6666666666666665,25.666666666666668,-43.333333333333336,-29.666666666666668,-4.25
2021-06-18,-2.3333333333333335,2.0,32.333333333333336,-39.0,-18.0,-7.0
2021-06-19,1.6666666666666667,7.666666666666667,36.666666666666664,-35.666666666666664,-15.8,-6.666666666666667
2021-06-20,-1.3333333333333333,-23.333333333333332,41.666666666666664,-46.333333333333336,-26.0,-5.0
2021-06-21,-9.666666666666666,-7.0,35.0,-39.0,-20.0,-6.5
2021-06-22,-3.6666666666666665,0.6666666666666666,33.0,-33.333333333333336,-17.125,-7.0
2021-06-23,1.6666666666666667,3.3333333333333335,7.0,-33.666666666666664,-18.375,-8.0
2021-06-24,3.0,3.6666666666666665,-3.5,-36.333333333333336,-18.125,-7.25
2021-06-25,6.0,6.0,36.666666666666664,-35.666666666666664,-14.375,-7.25
2021-06-26,10.666666666666666,10.666666666666666,40.333333333333336,-32.333333333333336,-13.0,-8.0
2021-06-27,4.666666666666667,-16.0,53.0,-45.0,-23.0,-5.0
2021-06-28,-1.3333333333333333,3.0,35.666666666666664,-35.666666666666664,-19.0,-7.75
2021-06-29,2.6666666666666665,5.666666666666667,36.666666666666664,-33.666666666666664,-17.375,-9.0
2021-06-30,-25.333333333333332,-15.666666666666666,-9.666666666666666,-53.0,-34.125,4.0
2021-07-01,6.666666666666667,34.333333333333336,-3.5,-33.0,-18.0,-8.5
2021-07-02,-88.25,-84.33333333333333,-32.75,-92.0,-91.5,4.75
2021-07-03,-14.0,-4.666666666666667,30.333333333333332,-57.333333333333336,-28.833333333333332,-10.0
2021-07-04,11.666666666666666,-10.333333333333334,44.666666666666664,-34.666666666666664,-27.25,-8.0
2021-07-05,7.0,2.6666666666666665,34.666666666666664,-40.666666666666664,-30.22222222222222,-10.75
2021-07-06,8.333333333333334,6.666666666666667,-0.5,-34.0,-22.375,-10.25
2021-07-07,8.0,8.666666666666666,4.5,-37.666666666666664,-23.75,-9.75
2021-07-08,8.0,6.333333333333333,1.0,-33.333333333333336,-22.125,-8.25
2021-07-09,-1.6666666666666667,-0.3333333333333333,32.333333333333336,-40.0,-18.5,-6.25
2021-07-10,4.333333333333333,3.3333333333333335,38.666666666666664,-34.333333333333336,-16.2,-6.666666666666667
2021-07-11,-3.6666666666666665,-19.0,22.0,-48.0,-27.0,-2.0
2021-07-12,-5.0,-2.6666666666666665,37.666666666666664,-37.0,-24.75,-5.0
2021-07-13,-1.6666666666666667,0.0,1.5,-30.666666666666668,-22.5,-5.0
2021-07-14,2.3333333333333335,4.333333333333333,6.5,-37.0,-24.375,-5.5
2021-07-15,4.666666666666667,1.6666666666666667,40.666666666666664,-30.666666666666668,-23.555555555555557,-5.5
2021-07-16,-5.75,-0.3333333333333333,31.0,-37.0,-20.5,-4.0
2021-07-17,0.0,2.3333333333333335,30.0,-33.333333333333336,-14.0,-5.333333333333333
2021-07-18,2.3333333333333335,-16.0,43.333333333333336,-40.0,-23.5,-3.5
2021-07-19,-4.0,-2.0,31.666666666666668,-36.0,-24.625,-4.75
2021-07-20,1.3333333333333333,1.3333333333333333,37.0,-30.333333333333332,-22.5,-5.5
2021-07-21,4.666666666666667,6.666666666666667,7.5,-34.0,-24.375,-6.5
2021-07-22,5.333333333333333,4.666666666666667,38.666666666666664,-30.0,-23.333333333333332,-5.5
2021-07-23,2.3333333333333335,2.3333333333333335,38.666666666666664,-35.0,-19.375,-5.0
2021-07-24,6.666666666666667,9.333333333333334,37.666666666666664,-30.333333333333332,-13.0,-5.666666666666667
2021-07-25,7.666666666666667,-5.0,45.666666666666664,-40.333333333333336,-21.5,-4.5
2021-07-26,0.3333333333333333,2.3333333333333335,37.0,-34.0,-24.125,-4.5
2021-07-27,12.333333333333334,12.333333333333334,9.5,-29.333333333333332,-21.125,-6.5
2021-07-28,8.0,3.3333333333333335,-1.0,-32.333333333333336,-25.0,-6.0
2021-07-29,15.0,9.333333333333334,6.0,-27.333333333333332,-22.125,-6.25
2021-07-30,9.666666666666666,8.0,40.666666666666664,-29.666666666666668,-18.625,-6.75
2021-07-31,13.0,12.0,42.666666666666664,-29.0,-9.8,-8.0
2021-08-01,13.666666666666666,5.0,56.333333333333336,-35.333333333333336,-18.0,-6.0
2021-08-02,-40.666666666666664,-69.25,49.666666666666664,-63.666666666666664,-75.4,13.333333333333334
2021-08-03,-37.0,-62.5,12.0,-60.666666666666664,-74.7,12.333333333333334
2021-08-04,18.666666666666668,18.666666666666668,45.0,-28.666666666666668,-23.0,-7.5
2021-08-05,13.666666666666666,6.666666666666667,10.0,-27.666666666666668,-21.875,-5.5
2021-08-06,6.333333333333333,1.6666666666666667,40.0,-36.333333333333336,-19.5,-4.75
2021-08-07,5.666666666666667,-0.3333333333333333,46.666666666666664,-25.333333333333332,-8.8,-6.0
2021-08-08,6.666666666666667,-17.333333333333332,44.333333333333336,-39.666666666666664,-19.25,-4.0
2021-08-09,-3.3333333333333335,-6.666666666666667,35.0,-35.333333333333336,-22.875,-3.75
2021-08-10,6.333333333333333,-3.0,46.0,-28.666666666666668,-21.625,-4.75
2021-08-11,8.666666666666666,1.6666666666666667,9.5,-30.333333333333332,-23.0,-5.5
2021-08-12,5.333333333333333,-1.3333333333333333,7.0,-27.0,-22.625,-4.75
2021-08-13,5.333333333333333,0.6666666666666666,37.0,-34.0,-18.625,-4.75
2021-08-14,-1.0,-4.333333333333333,24.333333333333332,-30.0,-12.6,-4.0
2021-08-15,11.666666666666666,-13.666666666666666,47.333333333333336,-36.666666666666664,-16.5,-4.0
2021-08-16,0.6666666666666666,-5.0,39.0,-30.666666666666668,-23.875,-4.0
2021-08-17,7.333333333333333,-0.6666666666666666,46.666666666666664,-29.0,-22.875,-5.0
2021-08-18,8.0,0.6666666666666666,7.5,-29.0,-22.125,-5.0
2021-08-19,6.0,5.0,34.666666666666664,-25.333333333333332,-21.625,-4.0
2021-08-20,-21.5,-15.666666666666666,9.0,-39.0,-21.625,-0.75
2021-08-21,4.0,7.0,22.333333333333332,-30.333333333333332,-12.0,-4.0
2021-08-22,6.666666666666667,-7.0,34.333333333333336,-36.333333333333336,-20.25,-3.5
2021-08-23,-4.666666666666667,-2.6666666666666665,23.0,-37.333333333333336,-25.375,-1.5
2021-08-24,9.333333333333334,6.333333333333333,41.0,-30.666666666666668,-22.125,-5.25
2021-08-25,17.333333333333332,17.333333333333332,17.5,-30.0,-22.75,-6.25
2021-08-26,17.666666666666668,15.666666666666666,37.0,-24.0,-21.375,-6.5
2021-08-27,11.0,12.333333333333334,39.666666666666664,-31.333333333333332,-19.0,-5.75
2021-08-28,12.666666666666666,13.333333333333334,33.0,-24.0,-9.2,-6.666666666666667
2021-08-29,13.333333333333334,-3.3333333333333335,40.666666666666664,-34.0,-15.75,-4.0
2021-08-30,7.0,8.0,38.0,-30.333333333333332,-24.25,-4.5
2021-08-31,9.666666666666666,10.333333333333334,33.666666666666664,-26.0,-22.75,-4.75
2021-09-01,6.666666666666667,9.0,32.333333333333336,-26.333333333333332,-26.375,-4.0
2021-09-02,9.333333333333334,9.666666666666666,31.666666666666668,-27.0,-23.875,-3.5
2021-09-03,2.0,4.333333333333333,33.0,-33.666666666666664,-21.25,-2.5
2021-09-04,2.0,4.0,25.333333333333332,-29.0,-11.4,-3.3333333333333335
2021-09-05,6.0,-8.333333333333334,37.333333333333336,-36.666666666666664,-17.75,-2.0
2021-09-06,0.6666666666666666,0.6666666666666666,30.333333333333332,-35.666666666666664,-25.75,-2.25
2021-09-07,5.666666666666667,4.333333333333333,38.333333333333336,-31.333333333333332,-22.875,-3.5
2021-09-08,5.0,7.333333333333333,3.5,-30.0,-24.75,-4.25
2021-09-09,3.6666666666666665,6.0,-0.5,-28.666666666666668,-23.625,-3.0
2021-09-10,3.0,3.6666666666666665,32.0,-34.666666666666664,-20.375,-3.25
2021-09-11,-1.3333333333333333,3.6666666666666665,26.666666666666668,-30.666666666666668,-11.8,-2.3333333333333335
2021-09-12,-22.333333333333332,-15.333333333333334,6.0,-42.666666666666664,-24.0,1.0
2021-09-13,-7.0,-4.333333333333333,30.0,-35.0,-25.375,-0.75
