date,retail_and_recreation_percent_change_from_baseline_Barbados,grocery_and_pharmacy_percent_change_from_baseline_Barbados,parks_percent_change_from_baseline_Barbados,transit_stations_percent_change_from_baseline_Barbados,workplaces_percent_change_from_baseline_Barbados,residential_percent_change_from_baseline_Barbados
2021-09-14,-1.3333333333333333,3.3333333333333335,30.0,-34.666666666666664,-23.875,-2.0
2021-09-15,2.0,6.333333333333333,37.0,-29.333333333333332,-25.375,-2.25
2021-09-16,1.0,5.0,28.333333333333332,-32.0,-25.75,-2.0
2021-09-17,-2.0,2.6666666666666665,24.0,-34.0,-22.75,-1.25
2021-09-18,0.0,5.333333333333333,26.666666666666668,-28.0,-12.2,-3.3333333333333335
2021-09-19,-15.0,-10.666666666666666,25.0,-41.666666666666664,-26.0,1.0
2021-09-20,-8.333333333333334,-4.333333333333333,26.0,-33.666666666666664,-25.625,-0.25
2021-09-21,-3.0,-0.3333333333333333,29.333333333333332,-34.0,-23.625,-0.75
2021-09-22,-2.3333333333333335,2.3333333333333335,-4.0,-32.666666666666664,-23.25,-1.25
2021-09-23,-2.0,1.0,24.333333333333332,-33.0,-23.625,-0.75
2021-09-24,-7.0,3.6666666666666665,20.666666666666668,-35.666666666666664,-21.125,-0.5
2021-09-25,6.666666666666667,12.0,22.666666666666668,-30.666666666666668,-11.6,-3.6666666666666665
2021-09-26,-0.6666666666666666,-2.0,27.666666666666668,-41.666666666666664,-19.25,-0.5
2021-09-27,-3.3333333333333335,2.3333333333333335,17.333333333333332,-36.333333333333336,-26.125,0.0
2021-09-28,2.6666666666666665,8.0,23.333333333333332,-33.666666666666664,-23.625,-2.0
2021-09-29,3.6666666666666665,7.333333333333333,28.666666666666668,-33.333333333333336,-24.625,-2.0
2021-09-30,3.3333333333333335,6.0,21.333333333333332,-29.666666666666668,-24.444444444444443,-1.0
2021-10-01,-7.75,-1.3333333333333333,21.666666666666668,-37.333333333333336,-20.625,0.0
2021-10-02,2.6666666666666665,3.3333333333333335,19.666666666666668,-28.333333333333332,-8.2,-2.3333333333333335
2021-10-03,5.0,-6.333333333333333,31.666666666666668,-36.0,-15.75,-1.0
2021-10-04,-7.0,-6.333333333333333,14.0,-37.333333333333336,-25.0,0.25
2021-10-05,-2.0,-2.6666666666666665,21.666666666666668,-32.0,-23.25,-0.75
2021-10-06,-0.6666666666666666,1.3333333333333333,25.0,-31.666666666666668,-23.5,-1.0
2021-10-07,-6.0,-5.0,4.666666666666667,-35.666666666666664,-25.625,2.0
2021-10-08,-7.666666666666667,-3.3333333333333335,15.666666666666666,-39.666666666666664,-21.125,1.75
2021-10-09,-3.0,2.6666666666666665,10.666666666666666,-31.666666666666668,-11.2,-1.0
2021-10-10,-16.333333333333332,-18.333333333333332,-1.3333333333333333,-46.666666666666664,-17.75,3.0
2021-10-11,-8.333333333333334,-4.333333333333333,17.333333333333332,-35.333333333333336,-25.125,1.75
2021-10-12,-3.3333333333333335,0.0,20.0,-31.0,-23.25,0.25
2021-10-13,-0.6666666666666666,0.3333333333333333,30.333333333333332,-33.0,-25.125,-0.25
2021-10-14,-1.6666666666666667,-1.0,19.666666666666668,-32.0,-23.875,0.5
2021-10-15,-0.3333333333333333,-0.3333333333333333,21.333333333333332,-35.333333333333336,-20.125,0.5
2021-10-16,1.6666666666666667,1.6666666666666667,18.666666666666668,-29.333333333333332,-10.2,-1.6666666666666667
2021-10-17,7.666666666666667,-6.0,31.666666666666668,-36.333333333333336,-15.75,-0.5
2021-10-18,-9.666666666666666,-8.333333333333334,16.333333333333332,-36.666666666666664,-24.375,2.0
2021-10-19,-3.3333333333333335,-3.3333333333333335,22.666666666666668,-32.333333333333336,-23.625,1.25
2021-10-20,-1.6666666666666667,0.3333333333333333,27.0,-30.666666666666668,-25.5,0.25
2021-10-21,0.3333333333333333,-1.3333333333333333,19.333333333333332,-31.666666666666668,-24.25,1.0
2021-10-22,-1.3333333333333333,-2.0,18.0,-39.333333333333336,-21.5,1.25
2021-10-23,7.666666666666667,7.333333333333333,24.0,-26.666666666666668,-7.0,-3.0
2021-10-24,8.666666666666666,1.6666666666666667,26.0,-39.0,-16.5,-1.0
2021-10-25,-0.6666666666666666,0.6666666666666666,19.666666666666668,-34.666666666666664,-25.375,0.75
2021-10-26,6.333333333333333,6.333333333333333,23.333333333333332,-29.0,-22.75,0.0
2021-10-27,9.333333333333334,9.0,32.0,-31.333333333333332,-25.125,-0.75
2021-10-28,5.666666666666667,5.666666666666667,25.333333333333332,-29.666666666666668,-24.11111111111111,0.5
2021-10-29,4.333333333333333,3.0,22.666666666666668,-33.333333333333336,-20.0,0.0
2021-10-30,10.0,7.0,26.0,-26.333333333333332,-9.2,-3.3333333333333335
2021-10-31,12.333333333333334,1.0,35.333333333333336,-29.666666666666668,-10.5,-1.5
2021-11-01,-3.3333333333333335,-2.0,23.666666666666668,-34.0,-24.625,-0.25
2021-11-02,2.6666666666666665,1.0,31.333333333333332,-26.333333333333332,-22.75,-0.5
2021-11-03,5.666666666666667,4.0,33.666666666666664,-26.333333333333332,-23.125,-0.75
2021-11-04,8.333333333333334,3.3333333333333335,25.666666666666668,-24.0,-24.666666666666668,-0.75
2021-11-05,3.0,0.6666666666666666,24.333333333333332,-26.0,-20.875,-1.0
2021-11-06,9.666666666666666,3.3333333333333335,23.666666666666668,-15.333333333333334,-6.0,-3.3333333333333335
2021-11-07,14.666666666666666,2.6666666666666665,37.0,-26.666666666666668,-9.25,-2.0
2021-11-08,-3.0,-4.333333333333333,29.666666666666668,-26.333333333333332,-23.375,0.25
2021-11-09,4.666666666666667,3.0,35.333333333333336,-22.0,-20.75,-0.75
2021-11-10,6.0,2.0,37.333333333333336,-28.333333333333332,-23.5,-0.5
2021-11-11,2.6666666666666665,1.0,24.333333333333332,-25.666666666666668,-22.75,0.5
2021-11-12,1.3333333333333333,-0.3333333333333333,27.0,-25.333333333333332,-18.125,0.0
2021-11-13,9.333333333333334,5.333333333333333,34.0,-17.0,-4.4,-3.3333333333333335
2021-11-14,18.666666666666668,5.333333333333333,43.0,-12.0,-9.0,-2.0
2021-11-15,2.0,0.0,37.0,-28.333333333333332,-21.75,-1.0
2021-11-16,9.333333333333334,3.6666666666666665,38.666666666666664,-19.0,-20.5,-1.0
2021-11-17,10.666666666666666,5.333333333333333,11.0,-26.333333333333332,-21.875,-1.25
2021-11-18,11.333333333333334,6.0,34.666666666666664,-15.333333333333334,-21.5,-1.0
2021-11-19,9.333333333333334,5.666666666666667,41.0,-19.666666666666668,-18.125,-1.5
2021-11-20,15.666666666666666,7.666666666666667,34.333333333333336,-10.666666666666666,-2.2,-4.0
2021-11-21,29.0,8.333333333333334,56.0,-11.666666666666666,-3.75,-3.0
2021-11-22,6.0,1.6666666666666667,36.0,-20.666666666666668,-21.25,-0.75
2021-11-23,15.0,8.0,55.666666666666664,-18.333333333333332,-21.375,-1.5
2021-11-24,16.666666666666668,12.0,19.0,-22.0,-21.5,-2.75
2021-11-25,24.333333333333332,16.666666666666668,41.0,-16.333333333333332,-22.0,-1.5
2021-11-26,22.0,14.333333333333334,48.333333333333336,-17.333333333333332,-17.5,-3.0
2021-11-27,28.333333333333332,16.666666666666668,38.0,-10.333333333333334,-1.2,-6.333333333333333
2021-11-28,44.333333333333336,23.0,61.0,-1.6666666666666667,1.5,-4.0
2021-11-29,35.666666666666664,30.0,81.33333333333333,-17.333333333333332,-20.75,-4.25
2021-11-30,-29.0,-59.0,20.0,-45.0,-71.2,13.666666666666666
2021-12-01,23.666666666666668,23.0,43.333333333333336,-17.666666666666668,-18.875,-2.75
2021-12-02,21.666666666666668,16.666666666666668,37.333333333333336,-10.333333333333334,-17.875,-2.0
2021-12-03,14.333333333333334,11.0,35.0,-14.333333333333334,-13.875,-1.75
2021-12-04,22.333333333333332,11.666666666666666,36.0,-4.666666666666667,3.8,-4.666666666666667
2021-12-05,54.333333333333336,18.333333333333332,56.666666666666664,2.3333333333333335,5.75,-4.0
2021-12-06,14.333333333333334,7.0,38.0,-16.666666666666668,-19.125,-1.25
2021-12-07,20.0,12.333333333333334,44.666666666666664,-14.0,-15.75,-1.75
2021-12-08,25.333333333333332,13.0,13.5,-16.333333333333332,-16.125,-1.75
2021-12-09,26.0,15.0,42.0,-14.333333333333334,-16.375,-2.25
2021-12-10,19.333333333333332,13.0,40.0,-16.666666666666668,-11.875,-1.5
2021-12-11,23.666666666666668,10.666666666666666,35.333333333333336,-7.0,7.8,-5.333333333333333
2021-12-12,67.33333333333333,22.0,48.666666666666664,7.666666666666667,13.0,-4.0
2021-12-13,18.666666666666668,9.666666666666666,31.666666666666668,-19.0,-16.5,-1.5
2021-12-14,28.0,18.666666666666668,38.333333333333336,-12.666666666666666,-14.625,-3.0
2021-12-15,34.0,23.333333333333332,23.5,-12.0,-18.0,-5.75
2021-12-16,40.0,29.0,12.0,-3.3333333333333335,-15.75,-4.75
2021-12-17,32.666666666666664,26.0,52.333333333333336,-6.0,-12.625,-5.0
2021-12-18,44.0,28.0,54.666666666666664,4.333333333333333,8.4,-9.0
2021-12-19,119.66666666666667,63.0,78.33333333333333,22.666666666666668,24.0,-8.0
2021-12-20,60.666666666666664,47.666666666666664,58.666666666666664,-5.0,-19.125,-8.0
2021-12-21,57.666666666666664,53.0,33.5,-3.0,-18.375,-7.0
2021-12-22,66.33333333333333,61.333333333333336,34.0,-0.3333333333333333,-20.125,-8.0
2021-12-23,71.0,71.0,34.0,0.0,-22.0,-8.25
2021-12-24,34.0,51.333333333333336,69.0,-13.666666666666666,-32.375,-2.5
2021-12-25,-61.25,-75.0,50.0,-53.0,-53.666666666666664,6.666666666666667
2021-12-26,-0.3333333333333333,-45.666666666666664,60.666666666666664,-13.666666666666666,-15.75,0.0
2021-12-27,-38.333333333333336,-53.333333333333336,23.5,-47.333333333333336,-71.1,15.666666666666666
2021-12-28,31.666666666666668,25.0,26.0,-10.0,-23.25,-0.75
2021-12-29,35.0,24.666666666666668,38.5,-9.0,-24.5,-1.5
2021-12-30,34.666666666666664,29.666666666666668,22.0,-4.333333333333333,-23.625,-1.75
2021-12-31,21.666666666666668,27.333333333333332,68.33333333333333,-19.0,-25.375,-1.75
2022-01-01,-41.666666666666664,-65.25,33.333333333333336,-41.0,-41.833333333333336,6.333333333333333
2022-01-02,24.0,4.666666666666667,58.666666666666664,-0.6666666666666666,0.5,-2.0
2022-01-03,13.666666666666666,11.0,49.666666666666664,-14.666666666666666,-21.125,0.25
2022-01-04,15.666666666666666,12.666666666666666,44.0,-14.333333333333334,-18.25,0.25
2022-01-05,16.0,14.333333333333334,17.0,-15.0,-20.25,-0.5
2022-01-06,16.333333333333332,11.333333333333334,40.666666666666664,-12.333333333333334,-18.875,0.5
2022-01-07,7.666666666666667,8.333333333333334,36.0,-17.333333333333332,-15.375,1.0
2022-01-08,8.0,6.333333333333333,32.666666666666664,-11.0,0.2,-0.6666666666666666
2022-01-09,19.666666666666668,1.0,47.0,-5.333333333333333,-1.5,-1.0
2022-01-10,4.333333333333333,2.0,35.0,-19.333333333333332,-18.125,0.75
2022-01-11,6.666666666666667,5.666666666666667,41.0,-17.333333333333332,-16.875,1.25
2022-01-12,9.333333333333334,10.333333333333334,44.0,-17.0,-18.625,0.75
2022-01-13,6.666666666666667,6.666666666666667,34.666666666666664,-14.333333333333334,-18.125,1.25
2022-01-14,6.333333333333333,7.666666666666667,28.333333333333332,-16.333333333333332,-13.875,2.0
2022-01-15,8.666666666666666,8.0,24.333333333333332,-11.333333333333334,3.2,-1.3333333333333333
2022-01-16,21.666666666666668,4.666666666666667,38.0,-9.0,1.75,-1.5
2022-01-17,1.0,7.666666666666667,26.333333333333332,-21.0,-17.125,3.75
2022-01-18,11.666666666666666,15.333333333333334,47.333333333333336,-10.333333333333334,-13.75,1.0
2022-01-19,17.666666666666668,23.0,34.0,-11.666666666666666,-22.25,-0.75
2022-01-20,19.0,28.0,19.666666666666668,-11.0,-17.125,1.75
2022-01-21,-31.75,-58.0,22.0,-44.0,-66.9,18.666666666666668
2022-01-22,13.333333333333334,16.333333333333332,18.0,-8.666666666666666,2.2,-0.3333333333333333
2022-01-23,20.0,4.333333333333333,26.333333333333332,-5.333333333333333,-1.75,-0.5
2022-01-24,4.333333333333333,6.333333333333333,26.333333333333332,-20.666666666666668,-17.125,4.0
2022-01-25,15.666666666666666,15.666666666666666,27.666666666666668,-11.333333333333334,-14.875,2.75
2022-01-26,16.333333333333332,17.0,25.0,-17.333333333333332,-18.125,2.25
2022-01-27,14.0,17.666666666666668,21.666666666666668,-11.666666666666666,-18.0,3.75
2022-01-28,9.333333333333334,12.333333333333334,15.666666666666666,-15.333333333333334,-13.625,3.5
2022-01-29,16.333333333333332,14.666666666666666,23.0,-8.0,1.8,-0.6666666666666666
2022-01-30,26.333333333333332,11.0,30.666666666666668,1.0,1.5,-1.0
2022-01-31,5.666666666666667,8.333333333333334,17.666666666666668,-18.666666666666668,-18.375,4.0
2022-02-01,11.333333333333334,15.0,23.333333333333332,-11.0,-15.0,2.5
2022-02-02,11.0,12.0,21.0,-17.333333333333332,-17.625,3.25
2022-02-03,14.0,14.0,22.0,-14.666666666666666,-16.625,3.5
2022-02-04,7.333333333333333,9.333333333333334,16.666666666666668,-15.0,-13.25,4.5
2022-02-05,16.0,13.0,26.0,-6.333333333333333,3.2,-1.3333333333333333
2022-02-06,25.0,6.0,33.666666666666664,1.6666666666666667,3.25,-1.5
2022-02-07,4.666666666666667,4.0,22.333333333333332,-18.333333333333332,-15.25,3.75
2022-02-08,11.0,11.0,23.333333333333332,-11.666666666666666,-13.25,3.25
2022-02-09,10.666666666666666,12.666666666666666,30.0,-14.0,-15.75,2.25
2022-02-10,13.666666666666666,14.333333333333334,26.0,-9.333333333333334,-15.75,3.25
2022-02-11,11.666666666666666,14.333333333333334,22.333333333333332,-16.333333333333332,-11.75,3.0
2022-02-12,17.0,15.666666666666666,24.333333333333332,-4.0,6.6,-1.3333333333333333
2022-02-13,29.666666666666668,15.0,38.333333333333336,1.3333333333333333,5.25,-2.0
2022-02-14,20.333333333333332,13.0,30.333333333333332,-16.333333333333332,-12.625,1.0
2022-02-15,13.666666666666666,9.666666666666666,22.0,-8.333333333333334,-11.0,1.5
2022-02-16,18.0,13.0,33.0,-12.333333333333334,-13.625,1.25
2022-02-17,25.0,15.666666666666666,27.333333333333332,-8.666666666666666,-11.5,0.0
2022-02-18,20.0,14.0,31.666666666666668,-11.333333333333334,-8.25,0.25
2022-02-19,24.666666666666668,15.333333333333334,30.666666666666668,-2.6666666666666665,7.4,-2.6666666666666665
2022-02-20,35.333333333333336,16.333333333333332,39.333333333333336,7.333333333333333,11.25,-2.5
2022-02-21,11.333333333333334,11.0,33.666666666666664,-11.666666666666666,-11.375,-0.75
2022-02-22,16.666666666666668,14.333333333333334,40.666666666666664,-6.0,-8.75,-1.5
2022-02-23,20.333333333333332,17.0,47.333333333333336,-12.0,-9.625,-2.0
2022-02-24,21.333333333333332,19.0,44.333333333333336,-0.3333333333333333,-9.5,-1.75
2022-02-25,6.333333333333333,6.333333333333333,22.333333333333332,-13.666666666666666,-8.75,1.25
2022-02-26,11.333333333333334,11.666666666666666,11.333333333333334,-14.333333333333334,0.4,0.6666666666666666
2022-02-27,24.0,19.0,32.333333333333336,-9.0,4.5,-1.5
2022-02-28,21.333333333333332,20.666666666666668,54.666666666666664,-10.333333333333334,-9.5,-2.0
2022-03-01,23.666666666666668,25.666666666666668,29.5,1.0,-5.5,-2.75
2022-03-02,23.666666666666668,20.666666666666668,26.5,-6.666666666666667,-7.75,-2.25
2022-03-03,22.333333333333332,18.333333333333332,17.0,-6.666666666666667,-6.625,-1.0
2022-03-04,17.0,12.666666666666666,57.0,-6.666666666666667,-1.875,0.5
2022-03-05,23.666666666666668,16.0,50.666666666666664,-2.3333333333333335,8.8,-2.3333333333333335
2022-03-06,42.333333333333336,15.666666666666666,67.66666666666667,7.666666666666667,7.25,-2.0
2022-03-07,11.0,9.666666666666666,60.0,-8.666666666666666,-6.5,1.0
2022-03-08,14.333333333333334,11.0,27.5,-1.0,-2.0,2.25
2022-03-09,17.666666666666668,13.666666666666666,27.5,-7.0,-3.0,3.0
2022-03-10,16.333333333333332,13.0,21.5,-1.3333333333333333,-2.0,4.25
2022-03-11,15.666666666666666,13.666666666666666,67.0,-5.333333333333333,2.375,4.333333333333333
2022-03-12,20.666666666666668,14.666666666666666,66.33333333333333,-0.6666666666666666,8.6,1.6666666666666667
2022-03-13,39.333333333333336,18.666666666666668,68.66666666666667,15.0,6.5,1.0
2022-03-14,10.333333333333334,9.666666666666666,38.5,-9.666666666666666,-2.25,4.666666666666667
2022-03-15,21.666666666666668,15.0,39.5,7.666666666666667,2.125,4.25
2022-03-16,20.666666666666668,15.666666666666666,33.5,-6.0,-1.0,3.0
2022-03-17,20.666666666666668,15.333333333333334,21.0,-7.0,0.125,3.75
2022-03-18,15.333333333333334,17.0,60.0,-3.6666666666666665,3.75,3.5
2022-03-19,22.333333333333332,13.333333333333334,54.333333333333336,-4.0,9.2,1.6666666666666667
2022-03-20,39.666666666666664,14.666666666666666,68.0,15.666666666666666,9.0,1.0
2022-03-21,11.666666666666666,8.333333333333334,31.0,-6.333333333333333,0.625,4.666666666666667
2022-03-22,18.333333333333332,13.0,36.5,3.6666666666666665,3.0,4.0
2022-03-23,21.333333333333332,19.0,32.5,-1.3333333333333333,1.5,3.5
2022-03-24,22.666666666666668,16.666666666666668,27.5,6.0,0.5,3.75
2022-03-25,21.666666666666668,20.0,62.333333333333336,-4.666666666666667,2.375,4.0
2022-03-26,27.666666666666668,19.666666666666668,63.333333333333336,1.6666666666666667,9.0,-0.3333333333333333
2022-03-27,43.0,24.333333333333332,73.66666666666667,9.666666666666666,6.25,-0.5
2022-03-28,14.333333333333334,13.333333333333334,34.0,-11.0,0.375,4.5
2022-03-29,22.0,16.666666666666668,27.5,-3.0,4.5,4.0
2022-03-30,22.666666666666668,21.0,33.0,-2.0,0.25,2.75
2022-03-31,22.666666666666668,16.333333333333332,13.5,-8.0,0.375,4.0
2022-04-01,15.333333333333334,14.0,64.0,-15.0,5.25,2.75
2022-04-02,19.666666666666668,15.333333333333334,53.666666666666664,-8.0,8.4,0.6666666666666666
2022-04-03,35.0,17.333333333333332,75.66666666666667,0.0,6.0,0.0
2022-04-04,7.333333333333333,9.666666666666666,25.5,-12.333333333333334,-0.875,4.25
2022-04-05,12.0,13.333333333333334,26.5,-2.6666666666666665,2.25,4.0
2022-04-06,19.333333333333332,14.0,31.0,-4.0,-0.5,3.0
2022-04-07,21.0,14.333333333333334,25.5,-2.0,-0.625,3.0
2022-04-08,15.666666666666666,16.0,59.333333333333336,-15.333333333333334,-1.5,4.666666666666667
2022-04-09,17.666666666666668,13.666666666666666,52.333333333333336,-6.666666666666667,8.2,1.3333333333333333
2022-04-10,39.333333333333336,20.0,70.66666666666667,11.333333333333334,5.25,0.0
2022-04-11,13.333333333333334,14.0,26.5,-17.0,-8.375,5.333333333333333
2022-04-12,22.0,21.666666666666668,27.0,-2.6666666666666665,-5.625,5.0
2022-04-13,25.0,28.333333333333332,34.5,-8.666666666666666,-8.875,4.0
2022-04-14,40.666666666666664,49.666666666666664,31.5,-0.3333333333333333,-7.875,1.5
2022-04-15,-48.75,-62.75,28.666666666666668,-57.666666666666664,-69.3,25.333333333333332
2022-04-16,23.0,31.666666666666668,47.666666666666664,-12.0,5.2,0.3333333333333333
2022-04-17,24.333333333333332,-24.333333333333332,62.666666666666664,-7.333333333333333,-4.25,-0.5
2022-04-18,-32.0,-41.25,32.5,-49.333333333333336,-68.9,18.333333333333332
2022-04-19,16.333333333333332,20.333333333333332,20.5,-8.0,-7.125,4.75
2022-04-20,18.333333333333332,15.666666666666666,26.0,-12.333333333333334,-9.0,5.25
2022-04-21,20.0,12.666666666666666,16.0,-12.0,-7.125,6.0
2022-04-22,17.333333333333332,13.666666666666666,47.0,-19.666666666666668,-5.625,6.333333333333333
2022-04-23,20.333333333333332,15.333333333333334,45.666666666666664,-13.0,7.8,2.0
2022-04-24,36.0,22.0,62.0,1.6666666666666667,6.0,0.5
2022-04-25,0.0,0.0,27.333333333333332,-24.333333333333332,-9.75,9.333333333333334
2022-04-26,19.333333333333332,25.666666666666668,9.0,-5.666666666666667,-1.75,5.666666666666667
2022-04-27,32.666666666666664,40.333333333333336,19.5,-6.333333333333333,-1.875,1.75
2022-04-28,-28.0,-57.75,25.333333333333332,-46.0,-68.3,22.0
2022-04-29,20.666666666666668,25.666666666666668,49.0,-11.666666666666666,-0.125,5.0
2022-04-30,27.666666666666668,25.0,52.666666666666664,-12.333333333333334,10.4,0.6666666666666666
2022-05-01,43.0,23.666666666666668,71.0,-15.0,3.75,-0.5
2022-05-02,-29.0,-56.75,22.5,-53.666666666666664,-68.9,19.333333333333332
2022-05-03,23.333333333333332,29.0,22.5,-2.6666666666666665,1.875,3.75
2022-05-04,23.333333333333332,26.0,22.0,-5.333333333333333,-0.75,3.75
2022-05-05,23.333333333333332,20.666666666666668,14.5,-8.0,-0.875,4.0
2022-05-06,18.666666666666668,17.333333333333332,49.333333333333336,-12.0,2.375,3.5
2022-05-07,27.0,21.333333333333332,46.333333333333336,-10.333333333333334,8.8,1.0
2022-05-08,53.666666666666664,18.333333333333332,66.33333333333333,-11.333333333333334,3.0,-1.0
2022-05-09,8.333333333333334,9.333333333333334,53.333333333333336,-12.333333333333334,-3.375,5.0
2022-05-10,16.0,16.333333333333332,19.5,-2.0,0.25,4.25
2022-05-11,20.666666666666668,16.666666666666668,28.0,-7.0,-2.375,3.25
2022-05-12,19.333333333333332,14.666666666666666,15.5,-12.333333333333334,-1.5,4.0
2022-05-13,15.333333333333334,14.333333333333334,47.333333333333336,-13.333333333333334,2.0,3.6666666666666665
