date,retail_and_recreation_percent_change_from_baseline_Dominican Republic,grocery_and_pharmacy_percent_change_from_baseline_Dominican Republic,parks_percent_change_from_baseline_Dominican Republic,transit_stations_percent_change_from_baseline_Dominican Republic,workplaces_percent_change_from_baseline_Dominican Republic,residential_percent_change_from_baseline_Dominican Republic
2020-10-24,-32.125,-4.090909090909091,-26.53846153846154,-35.23076923076923,-23.833333333333332,8.4375
2020-10-25,-36.416666666666664,-4.7368421052631575,-21.423076923076923,-42.75,-22.892857142857142,6.714285714285714
2020-10-26,-23.045454545454547,2.0,-26.75,-29.5,-29.838709677419356,8.0
2020-10-27,-25.35,0.3684210526315789,-31.958333333333332,-29.083333333333332,-31.612903225806452,8.681818181818182
2020-10-28,-23.681818181818183,0.65,-32.30434782608695,-29.454545454545453,-31.516129032258064,8.454545454545455
2020-10-29,-25.523809523809526,-2.45,-37.125,-30.583333333333332,-32.25806451612903,8.857142857142858
2020-10-30,-26.636363636363637,-1.8,-35.8,-31.75,-32.0,8.136363636363637
2020-10-31,-32.875,-6.304347826086956,-37.53846153846154,-33.15384615384615,-25.0,8.5625
2020-11-01,-36.208333333333336,-5.2,-31.307692307692307,-36.0,-25.464285714285715,6.857142857142857
2020-11-02,-23.545454545454547,-0.5789473684210527,-35.96,-26.166666666666668,-32.096774193548384,7.523809523809524
2020-11-03,-29.333333333333332,-8.3,-42.0,-27.666666666666668,-34.774193548387096,9.761904761904763
2020-11-04,-25.681818181818183,-3.65,-35.416666666666664,-25.90909090909091,-31.129032258064516,8.714285714285714
2020-11-05,-27.095238095238095,-6.157894736842105,-34.2,-30.25,-31.580645161290324,8.523809523809524
2020-11-06,-28.227272727272727,-6.8,-35.16,-32.416666666666664,-30.4,8.238095238095237
2020-11-07,-32.541666666666664,-7.043478260869565,-35.42307692307692,-30.923076923076923,-26.566666666666666,7.875
2020-11-08,-39.625,-10.333333333333334,-34.0,-43.416666666666664,-30.142857142857142,8.461538461538462
2020-11-09,-37.5,-22.61904761904762,-32.72,-45.53846153846154,-59.354838709677416,16.63157894736842
2020-11-10,-26.9,-3.6842105263157894,-38.708333333333336,-25.666666666666668,-31.225806451612904,7.380952380952381
2020-11-11,-31.59090909090909,-10.6,-42.625,-30.46153846153846,-33.16129032258065,10.45
2020-11-12,-31.19047619047619,-9.80952380952381,-41.16,-33.583333333333336,-32.54838709677419,10.428571428571429
2020-11-13,-26.5,-0.85,-35.72,-31.416666666666668,-29.3,8.380952380952381
2020-11-14,-33.166666666666664,-5.2727272727272725,-38.07692307692308,-32.84615384615385,-24.133333333333333,8.4375
2020-11-15,-38.125,-5.157894736842105,-36.23076923076923,-35.23076923076923,-24.75,7.571428571428571
2020-11-16,-22.59090909090909,3.526315789473684,-33.04,-25.833333333333332,-29.29032258064516,6.9523809523809526
2020-11-17,-24.19047619047619,-0.2631578947368421,-32.36,-25.833333333333332,-30.322580645161292,7.666666666666667
2020-11-18,-27.181818181818183,-5.05,-37.75,-26.09090909090909,-31.29032258064516,9.142857142857142
2020-11-19,-29.727272727272727,-10.2,-41.04,-29.636363636363637,-31.580645161290324,10.047619047619047
2020-11-20,-26.181818181818183,-1.8,-34.48,-29.416666666666668,-28.966666666666665,8.571428571428571
2020-11-21,-32.916666666666664,-9.458333333333334,-39.26923076923077,-32.61538461538461,-25.0,8.0
2020-11-22,-38.875,-10.555555555555555,-37.0,-37.53846153846154,-26.464285714285715,7.357142857142857
2020-11-23,-25.59090909090909,-3.85,-37.08,-29.166666666666668,-29.612903225806452,7.809523809523809
2020-11-24,-25.761904761904763,-4.894736842105263,-35.48,-26.833333333333332,-30.161290322580644,8.047619047619047
2020-11-25,-25.863636363636363,-4.65,-34.708333333333336,-25.0,-29.93548387096774,8.523809523809524
2020-11-26,-24.19047619047619,-1.0,-34.608695652173914,-29.25,-30.387096774193548,8.142857142857142
2020-11-27,-22.181818181818183,0.15,-32.32,-28.75,-28.6,7.0
2020-11-28,-31.083333333333332,-7.318181818181818,-37.96153846153846,-33.53846153846154,-24.233333333333334,8.0625
2020-11-29,-34.958333333333336,-4.421052631578948,-32.38461538461539,-33.0,-24.321428571428573,7.0
2020-11-30,-20.863636363636363,5.2105263157894735,-32.041666666666664,-23.583333333333332,-27.93548387096774,6.904761904761905
2020-12-01,-21.25,7.7894736842105265,-32.458333333333336,-21.833333333333332,-27.870967741935484,7.181818181818182
2020-12-02,-21.045454545454547,6.95,-32.0,-22.583333333333332,-27.70967741935484,8.142857142857142
2020-12-03,-21.952380952380953,3.65,-33.608695652173914,-23.25,-28.161290322580644,8.571428571428571
2020-12-04,-21.636363636363637,4.6,-31.12,-22.923076923076923,-26.8,7.857142857142857
2020-12-05,-29.166666666666668,-3.227272727272727,-34.61538461538461,-28.23076923076923,-22.3,7.3125
2020-12-06,-33.833333333333336,-3.15,-29.384615384615383,-30.923076923076923,-22.928571428571427,6.071428571428571
2020-12-07,-20.9,5.315789473684211,-30.52,-20.09090909090909,-28.0,6.571428571428571
2020-12-08,-21.2,4.052631578947368,-29.708333333333332,-19.0,-26.483870967741936,6.954545454545454
2020-12-09,-24.272727272727273,0.10526315789473684,-28.782608695652176,-20.181818181818183,-27.903225806451612,8.904761904761905
2020-12-10,-27.61904761904762,-2.95,-32.916666666666664,-24.75,-30.06451612903226,10.65
2020-12-11,-24.727272727272727,2.3,-27.76,-22.0,-26.233333333333334,9.571428571428571
2020-12-12,-31.458333333333332,-1.3181818181818181,-30.03846153846154,-24.76923076923077,-21.733333333333334,8.5
2020-12-13,-35.291666666666664,-1.2,-26.03846153846154,-27.75,-21.892857142857142,7.357142857142857
2020-12-14,-19.238095238095237,9.052631578947368,-24.041666666666668,-16.583333333333332,-26.64516129032258,7.9523809523809526
2020-12-15,-18.85,12.31578947368421,-22.782608695652176,-11.181818181818182,-27.612903225806452,7.818181818181818
2020-12-16,-19.476190476190474,12.85,-23.0,-9.454545454545455,-28.0,9.047619047619047
2020-12-17,-18.714285714285715,15.263157894736842,-21.347826086956523,-10.636363636363637,-28.612903225806452,8.571428571428571
2020-12-18,-19.681818181818183,15.0,-20.68,-12.090909090909092,-27.366666666666667,8.285714285714286
2020-12-19,-26.875,9.0,-26.923076923076923,-14.461538461538462,-21.0,7.1875
2020-12-20,-29.458333333333332,11.68421052631579,-20.153846153846153,-17.363636363636363,-18.464285714285715,5.5
2020-12-21,-10.947368421052632,27.38888888888889,-15.695652173913043,-2.1818181818181817,-30.774193548387096,6.523809523809524
2020-12-22,-10.55,29.42105263157895,-12.608695652173912,4.3,-32.25806451612903,5.7727272727272725
2020-12-23,-5.5,42.611111111111114,-6.304347826086956,7.0,-32.45161290322581,6.333333333333333
2020-12-24,-10.25,43.22222222222222,-3.391304347826087,-11.1,-44.03225806451613,7.2727272727272725
2020-12-25,-38.04545454545455,-23.68421052631579,-2.6956521739130435,-46.0,-65.90322580645162,17.526315789473685
2020-12-26,-25.17391304347826,10.6,-11.36,-21.23076923076923,-30.533333333333335,8.8125
2020-12-27,-30.708333333333332,4.833333333333333,-10.884615384615385,-17.6,-21.5,6.357142857142857
2020-12-28,-13.105263157894736,21.944444444444443,-12.782608695652174,-10.181818181818182,-34.03225806451613,9.0
2020-12-29,-13.8,20.105263157894736,-14.0,-9.9,-34.483870967741936,9.0
2020-12-30,-8.526315789473685,33.166666666666664,-2.217391304347826,-3.4,-33.96774193548387,8.952380952380953
2020-12-31,-12.666666666666666,38.94444444444444,-1.7727272727272727,-15.7,-43.12903225806452,9.380952380952381
2021-01-01,-46.0,-30.95,-8.541666666666666,-51.38461538461539,-69.35483870967742,20.705882352941178
2021-01-02,-58.916666666666664,-27.041666666666668,-46.53846153846154,-51.69230769230769,-51.63333333333333,21.125
2021-01-03,-58.75,-20.65,-46.88461538461539,-49.23076923076923,-43.48275862068966,17.46153846153846
2021-01-04,-26.476190476190474,7.421052631578948,-12.73913043478261,-25.166666666666668,-55.12903225806452,15.789473684210526
2021-01-05,-22.285714285714285,8.631578947368421,-19.91304347826087,-15.363636363636363,-33.903225806451616,10.55
2021-01-06,-24.285714285714285,6.526315789473684,-21.956521739130434,-14.727272727272727,-34.12903225806452,12.3
2021-01-07,-24.857142857142858,2.55,-25.291666666666668,-17.727272727272727,-32.096774193548384,12.25
2021-01-08,-24.863636363636363,2.5789473684210527,-25.72,-16.818181818181817,-32.4,10.571428571428571
2021-01-09,-55.125,-27.958333333333332,-55.69230769230769,-49.07692307692308,-42.1,17.5
2021-01-10,-58.541666666666664,-26.94736842105263,-57.0,-51.92307692307692,-39.142857142857146,15.615384615384615
2021-01-11,-20.4,2.6842105263157894,-26.92,-12.727272727272727,-29.29032258064516,7.190476190476191
2021-01-12,-25.4,-4.473684210526316,-31.083333333333332,-19.454545454545453,-31.967741935483872,7.857142857142857
2021-01-13,-28.0,-10.0,-34.958333333333336,-25.454545454545453,-36.0,6.476190476190476
2021-01-14,-31.904761904761905,-14.5,-40.541666666666664,-30.363636363636363,-40.483870967741936,7.15
2021-01-15,-34.47826086956522,-13.7,-39.28,-32.416666666666664,-41.03225806451613,6.0
2021-01-16,-55.04,-34.130434782608695,-57.15384615384615,-51.23076923076923,-46.233333333333334,11.8125
2021-01-17,-57.26086956521739,-29.333333333333332,-56.7037037037037,-52.92307692307692,-45.13793103448276,10.307692307692308
2021-01-18,-29.59090909090909,-10.85,-39.16,-26.363636363636363,-40.29032258064516,6.3
2021-01-19,-31.954545454545453,-14.95,-41.833333333333336,-29.25,-41.25806451612903,7.05
2021-01-20,-31.181818181818183,-13.0,-40.25,-26.545454545454547,-40.96774193548387,7.5
2021-01-21,-38.95454545454545,-23.7,-30.75,-45.84615384615385,-62.74193548387097,13.95
2021-01-22,-30.40909090909091,-10.8,-35.04,-29.53846153846154,-40.25806451612903,7.45
2021-01-23,-50.875,-31.416666666666668,-51.15384615384615,-46.84615384615385,-42.9,11.9375
2021-01-24,-53.0,-26.105263157894736,-48.84615384615385,-51.0,-42.172413793103445,10.384615384615385
2021-01-25,-34.714285714285715,-19.363636363636363,-25.17391304347826,-39.5,-60.83870967741935,12.105263157894736
2021-01-26,-30.714285714285715,-13.7,-41.541666666666664,-25.0,-38.516129032258064,6.65
2021-01-27,-27.454545454545453,-7.4,-37.583333333333336,-25.09090909090909,-37.806451612903224,7.35
2021-01-28,-28.095238095238095,-5.25,-38.5,-28.0,-37.645161290322584,6.476190476190476
2021-01-29,-29.956521739130434,-2.8947368421052633,-38.53846153846154,-29.153846153846153,-36.96774193548387,4.55
2021-01-30,-39.666666666666664,-10.875,-42.38461538461539,-35.0,-34.56666666666667,4.1875
2021-01-31,-45.125,-11.105263157894736,-41.03846153846154,-42.92307692307692,-34.357142857142854,4.285714285714286
2021-02-01,-25.863636363636363,1.368421052631579,-33.8,-25.818181818181817,-37.45161290322581,2.0952380952380953
2021-02-02,-26.95,-0.15789473684210525,-34.666666666666664,-24.09090909090909,-37.41935483870968,3.1904761904761907
2021-02-03,-30.636363636363637,-10.6,-37.375,-26.166666666666668,-38.87096774193548,5.380952380952381
2021-02-04,-31.095238095238095,-11.25,-38.375,-31.09090909090909,-39.41935483870968,6.2
2021-02-05,-29.818181818181817,-9.05,-34.76,-29.846153846153847,-37.096774193548384,5.523809523809524
2021-02-06,-38.416666666666664,-17.708333333333332,-37.30769230769231,-35.61538461538461,-34.0,4.75
2021-02-07,-43.125,-17.61111111111111,-31.807692307692307,-40.69230769230769,-35.32142857142857,3.5714285714285716
2021-02-08,-27.272727272727273,-5.947368421052632,-34.96,-28.666666666666668,-37.193548387096776,4.333333333333333
2021-02-09,-26.761904761904763,-5.368421052631579,-35.708333333333336,-26.166666666666668,-37.645161290322584,4.619047619047619
2021-02-10,-28.40909090909091,-8.85,-35.208333333333336,-27.272727272727273,-37.74193548387097,5.571428571428571
2021-02-11,-29.714285714285715,-9.2,-40.375,-30.0,-39.193548387096776,4.619047619047619
2021-02-12,-30.391304347826086,-8.85,-41.0,-28.583333333333332,-38.0,1.3636363636363635
2021-02-13,-35.958333333333336,-11.25,-39.69230769230769,-33.69230769230769,-34.96666666666667,0.125
2021-02-14,-33.0,-2.6842105263157894,-28.153846153846153,-34.84615384615385,-33.535714285714285,-1.7142857142857142
2021-02-15,-27.227272727272727,-1.7,-40.16,-26.5,-38.41935483870968,0.3333333333333333
2021-02-16,-25.61904761904762,-0.6842105263157895,-36.8,-23.666666666666668,-38.83870967741935,0.6363636363636364
2021-02-17,-28.181818181818183,-3.75,-41.333333333333336,-22.818181818181817,-38.806451612903224,2.1904761904761907
2021-02-18,-28.095238095238095,-4.5,-38.92,-27.666666666666668,-38.70967741935484,2.5714285714285716
2021-02-19,-27.90909090909091,-4.15,-37.76,-26.76923076923077,-37.096774193548384,1.3636363636363635
2021-02-20,-35.208333333333336,-10.083333333333334,-37.19230769230769,-33.07692307692308,-33.7,0.6875
2021-02-21,-40.583333333333336,-10.894736842105264,-34.19230769230769,-36.53846153846154,-35.392857142857146,0.8571428571428571
2021-02-22,-26.90909090909091,-1.9473684210526316,-41.72,-26.09090909090909,-36.38709677419355,1.4285714285714286
2021-02-23,-26.428571428571427,0.3888888888888889,-39.208333333333336,-23.0,-36.935483870967744,0.8181818181818182
2021-02-24,-26.857142857142858,-0.95,-38.208333333333336,-24.09090909090909,-36.70967741935484,2.380952380952381
2021-02-25,-25.714285714285715,0.8,-38.166666666666664,-24.545454545454547,-36.58064516129032,1.8636363636363635
2021-02-26,-23.636363636363637,4.35,-32.72,-23.5,-34.63333333333333,-0.09090909090909091
2021-02-27,-35.583333333333336,-6.545454545454546,-27.92,-35.30769230769231,-44.06666666666667,2.75
2021-02-28,-36.541666666666664,-5.722222222222222,-28.615384615384617,-35.583333333333336,-34.285714285714285,-0.5
2021-03-01,-21.318181818181817,6.578947368421052,-36.24,-19.636363636363637,-34.58064516129032,-0.6190476190476191
2021-03-02,-23.1,4.631578947368421,-36.583333333333336,-19.363636363636363,-35.645161290322584,0.18181818181818182
2021-03-03,-22.681818181818183,3.1,-35.583333333333336,-18.90909090909091,-35.903225806451616,1.0
2021-03-04,-24.238095238095237,0.3,-35.791666666666664,-22.09090909090909,-36.483870967741936,1.1363636363636365
2021-03-05,-23.636363636363637,0.1,-33.8,-23.083333333333332,-33.96774193548387,0.2727272727272727
2021-03-06,-30.083333333333332,-4.739130434782608,-32.88461538461539,-27.76923076923077,-30.533333333333335,-0.625
2021-03-07,-34.125,-6.9,-23.423076923076923,-32.07692307692308,-31.428571428571427,-1.6428571428571428
2021-03-08,-24.40909090909091,0.0,-38.4,-22.90909090909091,-35.32258064516129,0.3333333333333333
2021-03-09,-31.61904761904762,-9.1,-45.92,-25.0,-37.96774193548387,3.3333333333333335
2021-03-10,-28.318181818181817,-4.85,-43.708333333333336,-21.916666666666668,-37.225806451612904,3.1904761904761907
2021-03-11,-26.523809523809526,-3.1,-40.4,-24.454545454545453,-36.12903225806452,2.6666666666666665
2021-03-12,-24.363636363636363,0.55,-36.52,-22.166666666666668,-33.36666666666667,0.8636363636363636
2021-03-13,-30.416666666666668,-4.875,-35.53846153846154,-28.53846153846154,-29.666666666666668,0.3125
2021-03-14,-33.75,-4.944444444444445,-25.692307692307693,-28.923076923076923,-29.857142857142858,-0.7142857142857143
2021-03-15,-20.454545454545453,7.526315789473684,-34.84,-18.727272727272727,-33.516129032258064,-0.38095238095238093
2021-03-16,-19.9,9.421052631578947,-34.666666666666664,-14.0,-33.38709677419355,0.09090909090909091
2021-03-17,-20.863636363636363,5.1,-34.541666666666664,-14.454545454545455,-33.32258064516129,1.4761904761904763
2021-03-18,-20.523809523809526,5.35,-32.333333333333336,-16.454545454545453,-33.32258064516129,0.9090909090909091
2021-03-19,-19.954545454545453,5.526315789473684,-31.0,-17.25,-31.612903225806452,0.13636363636363635
2021-03-20,-26.333333333333332,0.8571428571428571,-28.5,-21.23076923076923,-27.9,-0.9375
2021-03-21,-30.375,-1.368421052631579,-19.76923076923077,-21.916666666666668,-29.035714285714285,-1.5714285714285714
2021-03-22,-21.272727272727273,5.421052631578948,-37.52,-15.818181818181818,-32.645161290322584,0.2857142857142857
2021-03-23,-20.1,5.7368421052631575,-32.666666666666664,-11.0,-32.29032258064516,-0.18181818181818182
2021-03-24,-20.285714285714285,5.0,-31.083333333333332,-11.0,-32.61290322580645,0.8181818181818182
2021-03-25,-19.6,5.05,-31.416666666666668,-12.363636363636363,-32.87096774193548,0.7727272727272727
2021-03-26,-19.545454545454547,7.157894736842105,-30.6,-13.818181818181818,-31.266666666666666,-0.09090909090909091
2021-03-27,-24.666666666666668,3.5714285714285716,-28.923076923076923,-18.615384615384617,-27.266666666666666,-1.3125
2021-03-28,-29.08695652173913,0.6842105263157895,-19.03846153846154,-18.6,-27.964285714285715,-1.4285714285714286
2021-03-29,-15.15,12.947368421052632,-28.08,-8.818181818181818,-34.83870967741935,-0.7272727272727273
2021-03-30,-12.7,17.736842105263158,-24.458333333333332,-5.1,-34.645161290322584,-1.3636363636363635
2021-03-31,-8.31578947368421,28.555555555555557,-17.47826086956522,0.5,-36.516129032258064,-1.2727272727272727
2021-04-01,-6.555555555555555,36.94444444444444,-3.4285714285714284,-5.9,-47.74193548387097,0.4090909090909091
2021-04-02,-43.041666666666664,-29.77777777777778,-9.652173913043478,-44.53846153846154,-72.09677419354838,11.65
2021-04-03,-28.91304347826087,-3.55,-0.04,-32.38461538461539,-50.63333333333333,3.375
2021-04-04,-37.869565217391305,-10.222222222222221,-27.384615384615383,-22.545454545454547,-36.275862068965516,-0.21428571428571427
2021-04-05,-19.15,10.473684210526315,-35.2,-8.0,-34.58064516129032,0.7142857142857143
2021-04-06,-22.0,5.526315789473684,-36.68,-11.272727272727273,-33.935483870967744,1.45
2021-04-07,-19.772727272727273,7.947368421052632,-34.625,-11.181818181818182,-33.12903225806452,1.2272727272727273
2021-04-08,-21.047619047619047,4.25,-35.083333333333336,-14.454545454545455,-33.193548387096776,2.6666666666666665
2021-04-09,-18.636363636363637,7.473684210526316,-30.2,-20.666666666666668,-30.066666666666666,0.5909090909090909
2021-04-10,-24.833333333333332,2.409090909090909,-29.73076923076923,-24.923076923076923,-27.4,-0.375
2021-04-11,-29.08695652173913,-1.2105263157894737,-21.653846153846153,-28.5,-27.964285714285715,-0.5
2021-04-12,-17.105263157894736,9.894736842105264,-30.56,-16.818181818181817,-30.0,-0.5909090909090909
2021-04-13,-17.35,8.842105263157896,-29.869565217391305,-15.818181818181818,-33.38709677419355,0.18181818181818182
2021-04-14,-17.6,8.68421052631579,-29.91304347826087,-17.727272727272727,-32.41935483870968,0.36363636363636365
2021-04-15,-14.85,11.736842105263158,-29.391304347826086,-16.454545454545453,-31.258064516129032,0.36363636363636365
2021-04-16,-14.454545454545455,12.894736842105264,-27.8,-17.25,-29.266666666666666,-0.45454545454545453
2021-04-17,-20.47826086956522,6.9523809523809526,-26.03846153846154,-22.5,-26.633333333333333,-0.9375
2021-04-18,-24.217391304347824,4.842105263157895,-14.653846153846153,-25.90909090909091,-27.714285714285715,-2.142857142857143
2021-04-19,-14.052631578947368,15.210526315789474,-28.84,-15.454545454545455,-29.870967741935484,-1.2272727272727273
2021-04-20,-13.7,14.789473684210526,-29.217391304347824,-12.363636363636363,-30.161290322580644,-0.2727272727272727
2021-04-21,-15.1,10.842105263157896,-27.82608695652174,-15.818181818181818,-31.35483870967742,0.22727272727272727
2021-04-22,-16.7,9.473684210526315,-30.782608695652176,-18.0,-30.612903225806452,0.8181818181818182
2021-04-23,-14.272727272727273,10.789473684210526,-27.08,-15.25,-27.633333333333333,0.045454545454545456
2021-04-24,-17.652173913043477,9.80952380952381,-23.23076923076923,-21.75,-24.333333333333332,-1.3125
2021-04-25,-22.695652173913043,5.105263157894737,-14.461538461538462,-25.545454545454547,-26.714285714285715,-1.8571428571428572
2021-04-26,-14.210526315789474,14.157894736842104,-30.72,-13.363636363636363,-28.322580645161292,-0.8636363636363636
2021-04-27,-14.9,12.68421052631579,-32.541666666666664,-13.454545454545455,-29.225806451612904,-0.045454545454545456
2021-04-28,-15.85,10.894736842105264,-31.869565217391305,-13.272727272727273,-30.322580645161292,0.6818181818181818
2021-04-29,-14.0,12.578947368421053,-31.565217391304348,-14.181818181818182,-30.0,0.7727272727272727
2021-04-30,-8.523809523809524,22.526315789473685,-23.44,-5.090909090909091,-27.333333333333332,-1.3181818181818181
2021-05-01,-17.25,12.0,-9.08,-17.615384615384617,-40.36666666666667,-0.1875
2021-05-02,-17.545454545454547,15.705882352941176,-9.0,-16.9,-27.464285714285715,-2.857142857142857
2021-05-03,-8.368421052631579,26.36842105263158,-27.125,-6.0,-29.06451612903226,-1.9545454545454546
2021-05-04,-11.35,21.36842105263158,-28.695652173913043,-7.3,-28.806451612903224,-0.8636363636363636
2021-05-05,-12.9,14.95,-27.434782608695652,-8.454545454545455,-30.129032258064516,0.045454545454545456
2021-05-06,-14.05,14.157894736842104,-28.565217391304348,-11.909090909090908,-30.0,0.7272727272727273
2021-05-07,-13.5,13.473684210526315,-26.08,-12.0,-26.966666666666665,-0.09090909090909091
2021-05-08,-18.47826086956522,8.523809523809524,-24.36,-18.46153846153846,-24.9,-1.0625
2021-05-09,-24.458333333333332,4.315789473684211,-16.73076923076923,-21.90909090909091,-26.892857142857142,-1.2857142857142858
2021-05-10,-16.0,11.263157894736842,-34.96,-13.636363636363637,-29.70967741935484,0.47619047619047616
2021-05-11,-13.4,14.578947368421053,-29.666666666666668,-8.181818181818182,-28.29032258064516,0.36363636363636365
2021-05-12,-12.95,14.833333333333334,-28.304347826086957,-8.0,-29.161290322580644,0.8181818181818182
2021-05-13,-13.6,11.947368421052632,-27.82608695652174,-7.181818181818182,-29.483870967741936,0.6818181818181818
2021-05-14,-11.428571428571429,16.263157894736842,-26.0,-8.181818181818182,-27.466666666666665,-0.4090909090909091
2021-05-15,-13.0,16.047619047619047,-21.08,-12.23076923076923,-25.066666666666666,-1.75
2021-05-16,-17.80952380952381,14.555555555555555,-11.153846153846153,-15.1,-25.178571428571427,-2.2142857142857144
2021-05-17,-8.722222222222221,23.894736842105264,-26.5,-4.363636363636363,-27.419354838709676,-1.6363636363636365
2021-05-18,-10.3,19.105263157894736,-24.52173913043478,-3.2,-28.06451612903226,-1.0454545454545454
2021-05-19,-13.45,13.842105263157896,-27.608695652173914,-8.818181818181818,-28.70967741935484,0.8636363636363636
2021-05-20,-12.65,13.842105263157896,-26.083333333333332,-8.909090909090908,-28.419354838709676,0.5
2021-05-21,-10.590909090909092,17.31578947368421,-24.08,-5.454545454545454,-25.9,-0.3181818181818182
2021-05-22,-16.782608695652176,12.35,-23.92,-11.833333333333334,-23.233333333333334,0.0
2021-05-23,-18.454545454545453,12.38888888888889,-13.807692307692308,-12.2,-22.964285714285715,-1.4285714285714286
2021-05-24,-6.166666666666667,24.210526315789473,-21.708333333333332,-4.1,-25.677419354838708,-1.7727272727272727
2021-05-25,-6.842105263157895,20.157894736842106,-19.652173913043477,0.6,-26.258064516129032,-1.3181818181818181
2021-05-26,-4.7894736842105265,23.63157894736842,-16.565217391304348,-0.5454545454545454,-27.70967741935484,-1.1818181818181819
2021-05-27,-1.5263157894736843,30.38888888888889,-14.347826086956522,2.8181818181818183,-27.129032258064516,-2.0
2021-05-28,2.8,39.44444444444444,-8.16,5.0,-23.233333333333334,-4.136363636363637
2021-05-29,3.3636363636363638,42.68421052631579,-4.4,6.25,-21.666666666666668,-5.882352941176471
2021-05-30,5.8,52.375,6.461538461538462,0.5,-20.107142857142858,-8.0
2021-05-31,1.9444444444444444,40.388888888888886,-10.869565217391305,3.6,-26.612903225806452,-4.7272727272727275
2021-06-01,-0.2777777777777778,39.05555555555556,-11.91304347826087,5.6,-27.258064516129032,-3.6363636363636362
2021-06-02,-5.3,31.38888888888889,-16.956521739130434,3.0,-30.612903225806452,-1.4090909090909092
2021-06-03,-21.4,11.105263157894736,-13.454545454545455,-25.0,-59.645161290322584,8.047619047619047
2021-06-04,-6.190476190476191,31.0,-15.2,-0.5454545454545454,-29.1,-0.8181818181818182
2021-06-05,-23.625,11.772727272727273,-29.576923076923077,-14.583333333333334,-28.0,1.4375
2021-06-06,-30.25,10.166666666666666,-30.46153846153846,-24.454545454545453,-30.428571428571427,1.5714285714285714
2021-06-07,-5.277777777777778,29.157894736842106,-18.91304347826087,-0.6363636363636364,-28.93548387096774,-2.0454545454545454
2021-06-08,-7.368421052631579,26.157894736842106,-20.652173913043477,-1.0909090909090908,-29.225806451612904,-1.2272727272727273
2021-06-09,-9.6,21.736842105263158,-22.82608695652174,-3.3636363636363638,-31.06451612903226,0.09090909090909091
2021-06-10,-9.3,20.42105263157895,-21.47826086956522,-5.363636363636363,-30.451612903225808,0.0
2021-06-11,-8.904761904761905,22.105263157894736,-18.92,-3.909090909090909,-27.366666666666667,-1.2272727272727273
2021-06-12,-23.041666666666668,9.318181818181818,-28.346153846153847,-17.416666666666668,-28.166666666666668,0.0625
2021-06-13,-26.958333333333332,10.789473684210526,-25.5,-24.09090909090909,-29.928571428571427,-0.14285714285714285
2021-06-14,-7.777777777777778,23.105263157894736,-18.875,-0.18181818181818182,-30.548387096774192,-2.4545454545454546
2021-06-15,-3.8947368421052633,29.157894736842106,-16.666666666666668,3.0,-29.677419354838708,-2.6818181818181817
2021-06-16,-4.95,27.894736842105264,-15.521739130434783,1.5454545454545454,-31.967741935483872,-2.5454545454545454
2021-06-17,-7.0,23.31578947368421,-16.956521739130434,-1.5454545454545454,-32.83870967741935,-2.1818181818181817
2021-06-18,-9.909090909090908,21.263157894736842,-20.12,-3.6363636363636362,-31.903225806451612,-1.5
2021-06-19,-15.782608695652174,16.75,-19.96,-8.583333333333334,-28.233333333333334,-3.0
2021-06-20,-22.782608695652176,13.052631578947368,-17.96153846153846,-19.363636363636363,-32.17857142857143,-2.142857142857143
2021-06-21,-8.789473684210526,20.263157894736842,-22.4,-2.6363636363636362,-32.67741935483871,-2.772727272727273
2021-06-22,-8.263157894736842,22.210526315789473,-21.708333333333332,-0.5,-32.354838709677416,-2.3181818181818183
2021-06-23,-7.052631578947368,23.444444444444443,-18.043478260869566,-1.0909090909090908,-32.61290322580645,-2.0454545454545454
2021-06-24,-7.684210526315789,21.72222222222222,-18.869565217391305,-3.6363636363636362,-32.96774193548387,-1.2727272727272727
2021-06-25,-8.095238095238095,23.0,-19.28,-3.909090909090909,-30.29032258064516,-2.4545454545454546
2021-06-26,-13.652173913043478,21.157894736842106,-20.08,-10.0,-27.9,-2.875
2021-06-27,-18.91304347826087,17.352941176470587,-14.26923076923077,-13.0,-30.642857142857142,-2.5
2021-06-28,-4.666666666666667,26.210526315789473,-17.958333333333332,-1.5454545454545454,-31.806451612903224,-4.954545454545454
2021-06-29,-7.157894736842105,22.210526315789473,-18.73913043478261,-0.8181818181818182,-32.61290322580645,-3.6818181818181817
2021-06-30,-1.3888888888888888,31.842105263157894,-12.863636363636363,3.8181818181818183,-34.064516129032256,-2.590909090909091
2021-07-01,-3.1052631578947367,30.736842105263158,-18.17391304347826,1.0909090909090908,-32.54838709677419,-2.090909090909091
2021-07-02,-1.4,35.578947368421055,-13.04,2.8181818181818183,-28.866666666666667,-3.3181818181818183
2021-07-03,-20.565217391304348,17.19047619047619,-34.2,-12.416666666666666,-31.933333333333334,1.0625
2021-07-04,-17.82608695652174,20.11764705882353,-20.307692307692307,-16.818181818181817,-29.178571428571427,-1.4285714285714286
2021-07-05,1.2777777777777777,34.611111111111114,-13.91304347826087,5.818181818181818,-29.838709677419356,-3.9545454545454546
2021-07-06,0.47368421052631576,33.44444444444444,-12.08695652173913,6.5,-29.741935483870968,-3.6818181818181817
2021-07-07,-0.5555555555555556,32.388888888888886,-11.636363636363637,3.090909090909091,-31.322580645161292,-2.772727272727273
