date,retail_and_recreation_percent_change_from_baseline_Jamaica,grocery_and_pharmacy_percent_change_from_baseline_Jamaica,parks_percent_change_from_baseline_Jamaica,transit_stations_percent_change_from_baseline_Jamaica,workplaces_percent_change_from_baseline_Jamaica,residential_percent_change_from_baseline_Jamaica
2020-11-30,-24.444444444444443,-14.625,-23.0,-28.166666666666668,-27.133333333333333,8.444444444444445
2020-12-01,-26.875,-13.125,-25.88888888888889,-26.0,-29.2,8.444444444444445
2020-12-02,-28.0,-14.125,-32.9,-26.333333333333332,-26.8,9.25
2020-12-03,-28.11111111111111,-12.75,-32.666666666666664,-23.166666666666668,-28.8,9.875
2020-12-04,-29.0,-12.555555555555555,-28.4,-20.666666666666668,-24.4,9.125
2020-12-05,-23.2,-9.0,-21.9,-18.666666666666668,-11.5,3.857142857142857
2020-12-06,-26.875,-13.8,-31.0,-35.833333333333336,-11.538461538461538,3.6
2020-12-07,-24.88888888888889,-13.375,-23.333333333333332,-29.5,-27.0,8.0
2020-12-08,-27.88888888888889,-15.375,-26.0,-28.0,-27.533333333333335,7.777777777777778
2020-12-09,-28.375,-13.5,-30.3,-25.0,-28.133333333333333,8.625
2020-12-10,-27.666666666666668,-11.375,-19.625,-19.333333333333332,-28.6,8.125
2020-12-11,-28.1,-12.222222222222221,-21.75,-16.833333333333332,-25.533333333333335,8.625
2020-12-12,-22.8,-6.444444444444445,-13.2,-11.166666666666666,-12.571428571428571,2.5714285714285716
2020-12-13,-22.625,-7.8,-21.333333333333332,-29.333333333333332,-11.0,3.4
2020-12-14,-23.375,-10.875,-18.375,-20.0,-27.266666666666666,7.333333333333333
2020-12-15,-23.333333333333332,-7.625,-23.75,-17.5,-29.0,7.875
2020-12-16,-20.625,-3.4444444444444446,-21.1,-12.666666666666666,-26.933333333333334,7.375
2020-12-17,-16.125,1.4444444444444444,-9.875,-11.6,-28.066666666666666,6.444444444444445
2020-12-18,-20.4,-0.5555555555555556,-12.25,-9.2,-24.2,6.375
2020-12-19,-13.555555555555555,3.3333333333333335,-0.1111111111111111,-6.0,-10.285714285714286,0.42857142857142855
2020-12-20,-13.714285714285714,11.0,-8.88888888888889,-18.0,-6.6923076923076925,1.6
2020-12-21,-9.666666666666666,10.444444444444445,-9.833333333333334,-9.0,-26.8,4.555555555555555
2020-12-22,-7.222222222222222,20.11111111111111,-12.0,-5.5,-29.266666666666666,3.4444444444444446
2020-12-23,0.625,43.5,-12.571428571428571,8.0,-26.533333333333335,3.0
2020-12-24,12.777777777777779,59.285714285714285,16.166666666666668,9.8,-28.266666666666666,0.7777777777777778
2020-12-25,-73.72727272727273,-72.22222222222223,-44.666666666666664,-52.5,-75.73333333333333,21.875
2020-12-26,-61.18181818181818,-61.0,-39.9,-43.166666666666664,-49.92857142857143,11.285714285714286
2020-12-27,-20.75,-10.6,-12.333333333333334,-25.4,-16.53846153846154,1.4
2020-12-28,-12.444444444444445,1.3333333333333333,-18.428571428571427,-17.5,-34.06666666666667,8.625
2020-12-29,-17.125,-3.7777777777777777,-23.714285714285715,-18.166666666666668,-35.0,8.625
2020-12-30,-15.375,2.111111111111111,-22.25,-8.166666666666666,-31.866666666666667,8.125
2020-12-31,-6.222222222222222,21.5,-6.333333333333333,-9.2,-30.333333333333332,5.333333333333333
2021-01-01,-65.1,-71.75,-42.22222222222222,-54.0,-72.46666666666667,25.0
2021-01-02,-17.8,-6.444444444444445,-8.2,-20.2,-13.714285714285714,3.857142857142857
2021-01-03,-25.25,-16.4,-15.222222222222221,-24.2,-12.384615384615385,3.0
2021-01-04,-20.22222222222222,-8.444444444444445,-25.428571428571427,-18.666666666666668,-25.6,7.666666666666667
2021-01-05,-24.666666666666668,-13.0,-27.428571428571427,-21.166666666666668,-28.133333333333333,8.625
2021-01-06,-26.0,-13.25,-33.375,-19.5,-26.133333333333333,9.25
2021-01-07,-25.375,-12.222222222222221,-14.5,-18.8,-26.6,8.88888888888889
2021-01-08,-27.6,-13.444444444444445,-18.666666666666668,-14.5,-24.066666666666666,8.875
2021-01-09,-23.666666666666668,-10.11111111111111,-19.7,-20.0,-12.785714285714286,2.5714285714285716
2021-01-10,-29.625,-16.4,-34.6,-32.333333333333336,-16.153846153846153,3.2
2021-01-11,-25.333333333333332,-14.444444444444445,-21.444444444444443,-24.0,-26.266666666666666,7.5
2021-01-12,-29.77777777777778,-18.11111111111111,-23.77777777777778,-27.0,-29.4,6.444444444444445
2021-01-13,-32.0,-20.875,-32.6,-26.666666666666668,-29.933333333333334,4.625
2021-01-14,-33.5,-23.5,-33.3,-24.166666666666668,-32.93333333333333,5.375
2021-01-15,-34.63636363636363,-23.22222222222222,-29.0,-24.0,-31.666666666666668,5.5
2021-01-16,-31.333333333333332,-19.88888888888889,-27.7,-24.333333333333332,-23.357142857142858,1.1428571428571428
2021-01-17,-33.75,-22.2,-32.55555555555556,-39.666666666666664,-23.5,1.8
2021-01-18,-32.0,-23.22222222222222,-27.88888888888889,-30.166666666666668,-32.86666666666667,5.625
2021-01-19,-34.333333333333336,-25.75,-31.11111111111111,-34.5,-34.6,6.125
2021-01-20,-34.0,-23.625,-35.6,-30.333333333333332,-32.46666666666667,6.25
2021-01-21,-30.333333333333332,-20.22222222222222,-27.77777777777778,-23.666666666666668,-32.8,5.75
2021-01-22,-30.5,-18.4,-25.333333333333332,-20.333333333333332,-28.8,5.875
2021-01-23,-26.8,-14.666666666666666,-23.7,-21.166666666666668,-20.357142857142858,0.8571428571428571
2021-01-24,-29.0,-17.6,-28.555555555555557,-36.0,-21.0,1.6
2021-01-25,-30.0,-19.77777777777778,-26.77777777777778,-26.666666666666668,-30.133333333333333,5.625
2021-01-26,-32.25,-22.333333333333332,-26.444444444444443,-30.0,-32.266666666666666,5.0
2021-01-27,-32.5,-19.625,-36.888888888888886,-25.5,-30.733333333333334,5.0
2021-01-28,-31.333333333333332,-18.125,-26.5,-23.833333333333332,-30.533333333333335,4.625
2021-01-29,-31.9,-19.11111111111111,-19.444444444444443,-23.0,-28.733333333333334,4.0
2021-01-30,-27.444444444444443,-14.0,-17.0,-20.833333333333332,-19.928571428571427,-1.7142857142857142
2021-01-31,-32.75,-18.6,-27.333333333333332,-36.5,-23.214285714285715,-0.4
2021-02-01,-31.75,-21.7,-30.625,-32.0,-29.6,3.125
2021-02-02,-34.77777777777778,-25.75,-38.75,-32.5,-32.8,2.5555555555555554
2021-02-03,-34.875,-26.444444444444443,-33.0,-31.5,-31.266666666666666,4.0
2021-02-04,-35.75,-25.333333333333332,-28.25,-31.666666666666668,-32.266666666666666,5.625
2021-02-05,-34.90909090909091,-24.4,-24.77777777777778,-29.0,-29.466666666666665,6.0
2021-02-06,-31.0,-20.0,-21.3,-27.166666666666668,-22.571428571428573,1.0
2021-02-07,-35.875,-23.8,-28.0,-43.166666666666664,-22.0,1.2
2021-02-08,-33.375,-24.2,-32.625,-33.666666666666664,-30.666666666666668,5.25
2021-02-09,-33.5,-23.375,-32.625,-33.0,-32.2,5.5
2021-02-10,-36.55555555555556,-24.333333333333332,-38.77777777777778,-33.333333333333336,-31.133333333333333,6.125
2021-02-11,-35.77777777777778,-22.666666666666668,-27.75,-28.5,-32.6,4.5
2021-02-12,-36.54545454545455,-21.4,-21.11111111111111,-27.833333333333332,-31.266666666666666,3.0
2021-02-13,-30.555555555555557,-14.1,-20.9,-28.333333333333332,-25.642857142857142,-1.5714285714285714
2021-02-14,-28.75,-11.2,-23.88888888888889,-42.166666666666664,-27.642857142857142,-1.4
2021-02-15,-34.625,-24.4,-34.75,-33.166666666666664,-33.13333333333333,2.625
2021-02-16,-30.375,-13.75,-30.625,-29.833333333333332,-35.13333333333333,2.25
2021-02-17,-59.6,-64.625,-46.22222222222222,-57.0,-73.33333333333333,14.875
2021-02-18,-31.25,-16.666666666666668,-27.88888888888889,-25.166666666666668,-36.53333333333333,3.375
2021-02-19,-34.90909090909091,-19.6,-21.666666666666668,-25.5,-35.46666666666667,4.875
2021-02-20,-33.0,-17.625,-22.9,-27.666666666666668,-25.714285714285715,-0.42857142857142855
2021-02-21,-37.0,-19.6,-31.0,-42.666666666666664,-27.857142857142858,-0.2
2021-02-22,-33.75,-23.22222222222222,-36.0,-35.333333333333336,-32.733333333333334,3.75
2021-02-23,-33.5,-20.77777777777778,-37.0,-33.666666666666664,-34.266666666666666,3.375
2021-02-24,-33.75,-18.555555555555557,-40.666666666666664,-29.666666666666668,-33.06666666666667,3.625
2021-02-25,-29.625,-13.777777777777779,-34.0,-24.166666666666668,-33.93333333333333,3.375
2021-02-26,-29.5,-11.88888888888889,-17.333333333333332,-23.333333333333332,-30.8,3.125
2021-02-27,-24.444444444444443,-6.0,-13.9,-21.333333333333332,-23.642857142857142,-2.5714285714285716
2021-02-28,-28.375,-5.2,-23.333333333333332,-37.333333333333336,-26.714285714285715,-1.4
2021-03-01,-28.444444444444443,-16.666666666666668,-33.25,-31.0,-32.93333333333333,3.125
2021-03-02,-30.444444444444443,-17.5,-39.125,-31.666666666666668,-35.46666666666667,4.125
2021-03-03,-31.875,-17.444444444444443,-43.666666666666664,-31.5,-35.266666666666666,4.75
2021-03-04,-32.375,-17.444444444444443,-32.55555555555556,-26.5,-35.666666666666664,4.75
2021-03-05,-33.5,-17.22222222222222,-30.3,-25.166666666666668,-32.46666666666667,5.125
2021-03-06,-29.11111111111111,-13.222222222222221,-22.7,-26.166666666666668,-26.071428571428573,-0.2857142857142857
2021-03-07,-36.625,-17.8,-38.3,-41.333333333333336,-32.857142857142854,2.0
2021-03-08,-31.555555555555557,-20.9,-37.125,-35.166666666666664,-35.46666666666667,4.875
2021-03-09,-33.75,-20.444444444444443,-38.625,-35.833333333333336,-37.333333333333336,4.875
2021-03-10,-35.875,-22.625,-36.7,-33.333333333333336,-37.06666666666667,6.75
2021-03-11,-34.125,-18.666666666666668,-43.0,-26.333333333333332,-36.93333333333333,5.875
2021-03-12,-34.1,-16.1,-23.555555555555557,-22.833333333333332,-33.333333333333336,6.125
2021-03-13,-30.2,-13.88888888888889,-25.8,-27.666666666666668,-25.5,0.8571428571428571
2021-03-14,-37.25,-15.0,-37.4,-43.0,-31.428571428571427,2.8
2021-03-15,-31.375,-19.77777777777778,-36.25,-32.333333333333336,-34.666666666666664,5.5
2021-03-16,-33.375,-18.77777777777778,-37.0,-33.333333333333336,-36.06666666666667,5.75
2021-03-17,-31.75,-16.444444444444443,-38.0,-26.333333333333332,-34.93333333333333,5.5
2021-03-18,-30.77777777777778,-15.0,-32.285714285714285,-23.333333333333332,-34.8,5.5
2021-03-19,-30.4,-13.125,-16.11111111111111,-21.833333333333332,-31.8,5.25
2021-03-20,-25.88888888888889,-7.777777777777778,-16.3,-22.0,-22.214285714285715,-0.14285714285714285
2021-03-21,-33.875,-13.6,-32.0,-38.833333333333336,-29.428571428571427,2.2
2021-03-22,-28.375,-15.666666666666666,-29.625,-30.5,-34.333333333333336,5.375
2021-03-23,-29.444444444444443,-13.11111111111111,-35.5,-28.166666666666668,-37.333333333333336,5.125
2021-03-24,-26.5,-5.333333333333333,-40.111111111111114,-20.166666666666668,-35.13333333333333,4.875
2021-03-25,-21.666666666666668,7.222222222222222,-34.0,-17.0,-34.733333333333334,3.75
2021-03-26,-36.18181818181818,-2.3333333333333335,-25.11111111111111,-23.2,-37.93333333333333,5.75
2021-03-27,-65.63636363636364,-48.375,-58.45454545454545,-47.0,-49.142857142857146,8.285714285714286
2021-03-28,-90.14285714285714,-93.6,-81.25,-72.2,-64.14285714285714,19.5
2021-03-29,-20.125,-5.111111111111111,-31.5,-21.5,-32.8,3.25
2021-03-30,-22.0,-1.5555555555555556,-32.5,-21.333333333333332,-34.53333333333333,3.125
2021-03-31,-16.88888888888889,17.375,-29.77777777777778,-12.833333333333334,-33.266666666666666,2.0
2021-04-01,-19.11111111111111,25.25,-24.285714285714285,-10.6,-37.86666666666667,0.875
2021-04-02,-94.0,-96.44444444444444,-84.9,-78.8,-84.2,35.0
2021-04-03,-57.4,-36.375,-51.0,-41.166666666666664,-46.357142857142854,7.142857142857143
2021-04-04,-89.0,-93.2,-80.77777777777777,-73.2,-61.214285714285715,18.5
2021-04-05,-91.5,-95.88888888888889,-80.125,-79.6,-84.8,35.75
2021-04-06,-13.777777777777779,8.0,-23.75,-15.333333333333334,-34.0,-0.5555555555555556
2021-04-07,-21.125,-2.5555555555555554,-35.375,-19.0,-35.13333333333333,3.0
2021-04-08,-22.666666666666668,-1.4444444444444444,-31.285714285714285,-18.4,-33.333333333333336,3.25
2021-04-09,-32.5,-2.7777777777777777,-20.11111111111111,-17.833333333333332,-34.6,5.375
2021-04-10,-62.0,-43.75,-50.81818181818182,-44.5,-44.857142857142854,7.285714285714286
2021-04-11,-87.0,-91.4,-73.55555555555556,-68.0,-57.785714285714285,17.25
2021-04-12,-20.444444444444443,-6.0,-27.714285714285715,-21.333333333333332,-31.733333333333334,2.111111111111111
2021-04-13,-26.375,-10.444444444444445,-33.57142857142857,-22.5,-34.6,4.125
2021-04-14,-27.444444444444443,-11.125,-38.888888888888886,-20.166666666666668,-34.2,4.875
2021-04-15,-27.875,-10.222222222222221,-32.142857142857146,-21.4,-33.333333333333336,5.0
2021-04-16,-28.1,-8.777777777777779,-21.444444444444443,-17.166666666666668,-29.4,5.25
2021-04-17,-38.2,-19.875,-33.8,-27.333333333333332,-26.571428571428573,2.142857142857143
2021-04-18,-55.25,-37.0,-54.7,-48.5,-36.857142857142854,6.0
2021-04-19,-24.77777777777778,-10.777777777777779,-33.875,-22.666666666666668,-31.266666666666666,4.0
2021-04-20,-26.333333333333332,-11.88888888888889,-34.5,-21.333333333333332,-33.4,4.75
2021-04-21,-26.0,-11.222222222222221,-37.44444444444444,-19.333333333333332,-33.13333333333333,4.375
2021-04-22,-24.22222222222222,-8.777777777777779,-33.0,-19.4,-31.6,3.875
2021-04-23,-23.3,-5.888888888888889,-14.444444444444445,-20.4,-28.466666666666665,4.125
2021-04-24,-33.3,-15.88888888888889,-29.5,-23.166666666666668,-24.571428571428573,0.8571428571428571
2021-04-25,-50.375,-28.0,-50.9,-46.333333333333336,-34.714285714285715,5.6
2021-04-26,-19.444444444444443,-5.777777777777778,-28.375,-19.0,-30.733333333333334,3.75
2021-04-27,-22.444444444444443,-7.111111111111111,-29.75,-19.166666666666668,-31.933333333333334,4.0
2021-04-28,-22.77777777777778,-6.111111111111111,-35.55555555555556,-12.5,-32.266666666666666,3.75
2021-04-29,-22.77777777777778,-6.777777777777778,-18.25,-15.8,-32.333333333333336,3.625
2021-04-30,-22.6,-5.222222222222222,-15.333333333333334,-16.4,-27.8,3.125
2021-05-01,-33.9,-16.5,-28.7,-26.4,-24.785714285714285,0.7142857142857143
2021-05-02,-49.25,-28.0,-51.2,-44.333333333333336,-30.857142857142858,4.8
2021-05-03,-17.88888888888889,-5.777777777777778,-25.25,-16.5,-30.666666666666668,3.375
2021-05-04,-21.444444444444443,-5.333333333333333,-29.25,-17.0,-31.533333333333335,3.25
2021-05-05,-22.22222222222222,-6.25,-34.22222222222222,-14.333333333333334,-31.466666666666665,2.75
2021-05-06,-23.625,-6.666666666666667,-28.428571428571427,-15.2,-31.866666666666667,3.5
2021-05-07,-23.1,-3.6666666666666665,-12.333333333333334,-15.4,-26.933333333333334,3.5
2021-05-08,-21.3,-1.8888888888888888,-15.3,-17.6,-19.428571428571427,-1.4285714285714286
2021-05-09,-41.5,-22.2,-41.888888888888886,-39.666666666666664,-30.428571428571427,3.4
2021-05-10,-18.88888888888889,-7.111111111111111,-28.428571428571427,-13.0,-27.6,1.2222222222222223
2021-05-11,-22.666666666666668,-7.444444444444445,-29.375,-16.666666666666668,-29.133333333333333,1.7777777777777777
2021-05-12,-20.77777777777778,-4.333333333333333,-32.44444444444444,-8.0,-30.6,2.5
2021-05-13,-22.444444444444443,-6.125,-27.142857142857142,-11.8,-30.0,2.0
2021-05-14,-23.9,-5.111111111111111,-14.88888888888889,-13.8,-26.0,3.125
2021-05-15,-26.0,-9.75,-19.3,-18.4,-22.571428571428573,-0.2857142857142857
2021-05-16,-47.75,-29.8,-46.22222222222222,-38.166666666666664,-32.42857142857143,5.0
2021-05-17,-18.333333333333332,-6.111111111111111,-26.125,-10.333333333333334,-26.733333333333334,1.0
2021-05-18,-21.333333333333332,-5.777777777777778,-26.875,-9.333333333333334,-28.466666666666665,0.6666666666666666
2021-05-19,-20.22222222222222,-4.555555555555555,-29.571428571428573,-8.833333333333334,-28.4,1.875
2021-05-20,-20.444444444444443,-5.0,-23.142857142857142,-13.4,-28.133333333333333,0.5555555555555556
2021-05-21,-18.7,-2.3333333333333335,-7.0,-10.8,-25.266666666666666,0.0
2021-05-22,-18.7,1.5,-8.777777777777779,-14.4,-17.428571428571427,-3.4285714285714284
2021-05-23,-41.5,-15.4,-39.44444444444444,-37.166666666666664,-29.214285714285715,1.0
2021-05-24,-90.55555555555556,-95.375,-77.75,-71.8,-83.33333333333333,30.625
2021-05-25,-5.888888888888889,16.0,-19.0,2.5,-25.466666666666665,-3.6666666666666665
2021-05-26,-9.666666666666666,8.777777777777779,-22.428571428571427,-0.8333333333333334,-26.133333333333333,-2.0
2021-05-27,-11.777777777777779,5.444444444444445,-21.0,-3.2,-26.466666666666665,-2.5555555555555554
2021-05-28,-13.6,2.3333333333333335,-4.888888888888889,-3.0,-23.8,-2.7777777777777777
2021-05-29,-16.0,-2.0,-5.333333333333333,-5.4,-18.857142857142858,-6.0
2021-05-30,-40.5,-18.8,-37.77777777777778,-29.666666666666668,-32.42857142857143,0.2
2021-05-31,-8.0,2.2222222222222223,-18.142857142857142,-3.5,-26.4,-3.5555555555555554
2021-06-01,-14.0,0.2222222222222222,-25.142857142857142,-3.1666666666666665,-26.4,-3.7777777777777777
2021-06-02,-13.88888888888889,0.7777777777777778,-27.142857142857142,-1.8333333333333333,-26.933333333333334,-3.0
2021-06-03,-14.777777777777779,0.4444444444444444,-21.0,-5.4,-24.866666666666667,-3.111111111111111
2021-06-04,-15.1,-0.5555555555555556,-9.625,-5.6,-22.133333333333333,-1.75
2021-06-05,-13.2,0.3333333333333333,-2.625,-6.6,-17.928571428571427,-6.0
2021-06-06,-42.0,-25.4,-34.44444444444444,-33.333333333333336,-31.857142857142858,-0.2
2021-06-07,-10.333333333333334,-0.1111111111111111,-16.571428571428573,-4.666666666666667,-23.866666666666667,-3.3333333333333335
2021-06-08,-13.88888888888889,-2.5555555555555554,-23.333333333333332,-0.3333333333333333,-25.266666666666666,-3.6666666666666665
2021-06-09,-14.0,0.6666666666666666,-20.428571428571427,-4.4,-26.4,-3.5555555555555554
2021-06-10,-14.555555555555555,-0.1111111111111111,-21.428571428571427,-4.4,-24.8,-3.6666666666666665
2021-06-11,-15.3,-2.3333333333333335,-5.666666666666667,-5.2,-22.8,-2.888888888888889
2021-06-12,-15.4,-3.2222222222222223,0.5555555555555556,-4.2,-19.642857142857142,-5.571428571428571
2021-06-13,-42.625,-26.6,-33.44444444444444,-31.833333333333332,-32.642857142857146,0.2
2021-06-14,-10.88888888888889,-2.0,-17.428571428571427,-2.3333333333333335,-25.266666666666666,-4.333333333333333
2021-06-15,-14.0,-0.4444444444444444,-23.0,-0.8333333333333334,-25.4,-4.666666666666667
2021-06-16,-14.222222222222221,0.1111111111111111,-22.333333333333332,-1.2,-27.533333333333335,-5.444444444444445
2021-06-17,-16.77777777777778,-3.111111111111111,-15.285714285714286,-7.6,-27.066666666666666,-4.777777777777778
2021-06-18,-17.4,-3.7777777777777777,-0.7777777777777778,-8.6,-24.933333333333334,-3.875
2021-06-19,-14.9,1.375,3.857142857142857,-9.0,-20.285714285714285,-7.25
2021-06-20,-41.375,-23.2,-24.666666666666668,-31.333333333333332,-33.714285714285715,-1.6
2021-06-21,-15.0,-5.75,-16.333333333333332,-7.5,-28.666666666666668,-4.555555555555555
2021-06-22,-16.77777777777778,-6.444444444444445,-19.166666666666668,-6.166666666666667,-28.733333333333334,-5.0
2021-06-23,-15.444444444444445,-4.111111111111111,-15.857142857142858,-4.0,-28.466666666666665,-3.75
2021-06-24,-13.0,0.75,-14.571428571428571,-2.6,-28.2,-4.666666666666667
2021-06-25,-12.7,-0.3333333333333333,-2.875,-2.0,-25.266666666666666,-4.444444444444445
2021-06-26,-11.3,1.3333333333333333,4.75,-2.2,-20.428571428571427,-7.25
2021-06-27,-39.875,-18.8,-28.11111111111111,-28.0,-34.0,-1.0
2021-06-28,-10.222222222222221,-2.2222222222222223,-13.125,-5.833333333333333,-29.0,-4.555555555555555
2021-06-29,-13.444444444444445,-2.6666666666666665,-15.166666666666666,-2.6666666666666665,-29.6,-5.555555555555555
2021-06-30,-8.777777777777779,2.7777777777777777,-15.666666666666666,6.333333333333333,-27.933333333333334,-4.888888888888889
2021-07-01,-7.777777777777778,6.444444444444445,-11.166666666666666,-0.2,-27.066666666666666,-5.444444444444445
2021-07-02,-10.0,8.333333333333334,-6.125,-1.4,-24.533333333333335,-3.5
2021-07-03,-11.333333333333334,8.444444444444445,1.125,-4.0,-19.071428571428573,-7.625
2021-07-04,-63.125,-54.6,-63.2,-50.5,-48.142857142857146,6.6
2021-07-05,-9.11111111111111,-5.666666666666667,-14.0,-1.3333333333333333,-29.066666666666666,-2.4444444444444446
2021-07-06,-8.222222222222221,0.5555555555555556,-13.0,3.5,-26.2,-4.5
2021-07-07,-7.333333333333333,3.0,-10.333333333333334,5.0,-26.266666666666666,-5.888888888888889
2021-07-08,-8.555555555555555,0.5555555555555556,-13.333333333333334,2.4,-26.866666666666667,-5.444444444444445
2021-07-09,-10.8,-0.1111111111111111,0.75,-2.4,-25.133333333333333,-3.5
2021-07-10,-10.777777777777779,-0.7777777777777778,7.625,-2.2,-19.357142857142858,-7.75
2021-07-11,-25.75,-11.0,-10.0,-22.333333333333332,-27.5,-4.0
2021-07-12,-6.666666666666667,0.7777777777777778,-12.0,-0.3333333333333333,-26.333333333333332,-5.333333333333333
2021-07-13,-8.666666666666666,1.0,-9.5,0.5,-26.666666666666668,-6.222222222222222
2021-07-14,-7.888888888888889,4.222222222222222,-10.666666666666666,2.2,-27.133333333333333,-5.888888888888889
2021-07-15,-10.222222222222221,0.3333333333333333,-9.857142857142858,-0.6,-26.666666666666668,-5.555555555555555
2021-07-16,-10.7,3.2222222222222223,1.25,-3.0,-24.266666666666666,-4.25
2021-07-17,-10.666666666666666,2.0,7.75,-2.8,-18.714285714285715,-8.125
2021-07-18,-24.375,-9.6,-9.666666666666666,-19.6,-27.142857142857142,-3.2
2021-07-19,-6.555555555555555,3.2222222222222223,-7.333333333333333,1.6666666666666667,-25.466666666666665,-5.333333333333333
2021-07-20,-8.222222222222221,3.111111111111111,-11.833333333333334,3.5,-25.066666666666666,-5.777777777777778
2021-07-21,-7.444444444444445,4.888888888888889,-11.166666666666666,3.2,-26.133333333333333,-5.888888888888889
2021-07-22,-4.888888888888889,8.11111111111111,-7.666666666666667,3.2,-24.533333333333335,-6.444444444444445
2021-07-23,-5.3,9.222222222222221,5.25,3.2,-22.866666666666667,-5.555555555555555
2021-07-24,-5.333333333333333,7.666666666666667,10.75,-0.8,-17.785714285714285,-9.125
2021-07-25,-20.75,-2.8,-4.333333333333333,-20.333333333333332,-27.214285714285715,-4.0
2021-07-26,-2.2222222222222223,8.333333333333334,-6.333333333333333,1.3333333333333333,-25.466666666666665,-5.555555555555555
2021-07-27,-10.555555555555555,3.111111111111111,-8.666666666666666,0.16666666666666666,-26.8,-4.888888888888889
2021-07-28,-7.0,8.88888888888889,-9.5,5.6,-25.666666666666668,-6.0
2021-07-29,-6.555555555555555,10.444444444444445,-6.714285714285714,6.0,-26.466666666666665,-5.666666666666667
2021-07-30,-8.6,8.333333333333334,2.875,3.6,-24.6,-4.25
2021-07-31,-3.6666666666666665,11.777777777777779,14.125,2.2,-17.0,-9.25
2021-08-01,-33.75,-8.0,-21.11111111111111,-24.0,-29.857142857142858,-2.2
2021-08-02,-61.77777777777778,-67.875,-34.875,-45.666666666666664,-74.46666666666667,14.5
2021-08-03,1.4444444444444444,22.0,-4.142857142857143,5.2,-29.4,-7.0
2021-08-04,-1.3333333333333333,18.5,-6.166666666666667,6.0,-29.4,-5.888888888888889
2021-08-05,5.333333333333333,32.625,2.5,9.6,-28.466666666666665,-7.222222222222222
2021-08-06,-62.55555555555556,-64.75,-33.44444444444444,-48.285714285714285,-71.53333333333333,14.375
2021-08-07,-4.666666666666667,12.444444444444445,14.5,-2.2,-18.5,-7.25
2021-08-08,-33.625,-15.6,-20.444444444444443,-21.2,-29.142857142857142,-2.2
2021-08-09,-2.5555555555555554,8.444444444444445,-11.666666666666666,2.0,-27.933333333333334,-4.888888888888889
2021-08-10,-5.888888888888889,8.88888888888889,-13.833333333333334,5.0,-30.0,-5.444444444444445
2021-08-11,-9.777777777777779,5.0,-19.0,4.6,-31.0,-3.875
2021-08-12,-13.0,1.5555555555555556,-19.833333333333332,1.6,-30.0,-3.6666666666666665
2021-08-13,-16.1,-0.1111111111111111,-8.625,-4.0,-28.4,-1.5
2021-08-14,-15.3,-1.1111111111111112,-2.625,-5.8,-20.285714285714285,-6.0
2021-08-15,-39.125,-15.0,-29.11111111111111,-25.166666666666668,-30.857142857142858,0.0
2021-08-16,-7.888888888888889,3.4444444444444446,-11.5,2.0,-30.666666666666668,-4.0
2021-08-17,-33.666666666666664,-21.0,-36.8,-27.333333333333332,-42.733333333333334,-1.1111111111111112
2021-08-18,-19.125,-4.0,-29.166666666666668,0.0,-36.93333333333333,-4.75
2021-08-19,-14.75,0.3333333333333333,-19.166666666666668,-2.6,-31.133333333333333,-3.375
2021-08-20,-11.0,22.88888888888889,-1.875,-3.0,-28.4,-2.75
2021-08-21,-11.666666666666666,18.0,-2.5,-2.0,-18.428571428571427,-8.0
2021-08-22,-84.125,-88.6,-72.0,-54.2,-57.285714285714285,11.2
2021-08-23,-85.55555555555556,-90.75,-69.375,-59.6,-75.8,23.5
2021-08-24,-82.55555555555556,-89.0,-65.55555555555556,-60.2,-75.2,21.0
2021-08-25,4.777777777777778,32.125,-7.0,6.0,-29.533333333333335,-6.444444444444445
2021-08-26,-23.25,-3.7777777777777777,-22.875,-14.4,-39.4,3.125
2021-08-27,-23.7,0.4444444444444444,-20.25,-14.8,-35.06666666666667,3.25
2021-08-28,-7.0,22.88888888888889,6.0,3.0,-17.571428571428573,-7.625
2021-08-29,-79.125,-83.66666666666667,-66.125,-56.333333333333336,-52.857142857142854,9.6
2021-08-30,-82.44444444444444,-88.5,-65.5,-62.5,-73.06666666666666,21.0
2021-08-31,-81.88888888888889,-86.75,-63.22222222222222,-58.8,-72.73333333333333,20.5
2021-09-01,8.555555555555555,31.142857142857142,-6.333333333333333,10.8,-28.933333333333334,-6.888888888888889
2021-09-02,-0.4444444444444444,26.625,-11.333333333333334,2.6,-28.466666666666665,-5.333333333333333
2021-09-03,-9.0,18.88888888888889,-4.0,-3.4,-27.933333333333334,-3.3333333333333335
2021-09-04,-4.444444444444445,24.77777777777778,4.5,1.8,-16.285714285714285,-8.375
2021-09-05,-77.875,-81.83333333333333,-66.3,-52.0,-50.142857142857146,9.0
2021-09-06,-80.44444444444444,-86.5,-63.25,-63.833333333333336,-73.13333333333334,20.875
2021-09-07,-79.22222222222223,-86.75,-62.888888888888886,-63.5,-70.86666666666666,19.625
2021-09-08,5.333333333333333,32.625,-11.333333333333334,3.2,-27.6,-6.222222222222222
2021-09-09,-4.111111111111111,14.625,-19.666666666666668,-1.2,-28.733333333333334,-4.555555555555555
2021-09-10,-11.9,11.444444444444445,-7.875,-7.0,-27.266666666666666,-1.875
2021-09-11,-4.0,22.666666666666668,4.5,-0.6,-15.857142857142858,-8.375
2021-09-12,-75.625,-80.16666666666667,-64.2,-54.166666666666664,-49.07142857142857,8.2
