date,retail_and_recreation_percent_change_from_baseline_Peru,grocery_and_pharmacy_percent_change_from_baseline_Peru,parks_percent_change_from_baseline_Peru,transit_stations_percent_change_from_baseline_Peru,workplaces_percent_change_from_baseline_Peru,residential_percent_change_from_baseline_Peru
2020-03-28,-73.36144578313252,-56.44615384615385,-60.42537313432836,-78.6590909090909,-52.59183673469388,32.111111111111114
2020-03-29,-74.60714285714286,-59.90625,-63.798507462686565,-79.55952380952381,-44.52173913043478,27.4
2020-03-30,-71.2125,-56.96875,-57.65413533834587,-79.03488372093024,-56.627450980392155,33.01923076923077
2020-03-31,-71.64197530864197,-56.6031746031746,-58.75187969924812,-78.5764705882353,-57.61764705882353,32.32
2020-04-01,-71.83544303797468,-57.142857142857146,-58.446969696969695,-79.02380952380952,-58.333333333333336,33.21568627450981
2020-04-02,-71.44047619047619,-54.476190476190474,-58.13533834586466,-78.85882352941177,-57.89320388349515,33.11764705882353
2020-04-03,-74.3012048192771,-58.078125,-62.142857142857146,-80.97647058823529,-58.76699029126213,35.91304347826087
2020-04-04,-78.3170731707317,-64.1076923076923,-65.65648854961832,-82.63529411764706,-56.48979591836735,34.023809523809526
2020-04-05,-90.3972602739726,-93.98412698412699,-79.23255813953489,-90.66153846153846,-64.3936170212766,34.07692307692308
2020-04-06,-72.17105263157895,-54.22950819672131,-59.666666666666664,-80.36781609195403,-58.30392156862745,33.857142857142854
2020-04-07,-74.42857142857143,-59.21666666666667,-62.42748091603053,-81.16470588235295,-60.300970873786405,33.916666666666664
2020-04-08,-67.44155844155844,-39.65573770491803,-55.3134328358209,-76.44827586206897,-57.990196078431374,30.46
2020-04-09,-90.77611940298507,-94.10169491525424,-79.104,-90.94366197183099,-77.30188679245283,44.96666666666667
2020-04-10,-92.0,-94.39655172413794,-79.96825396825396,-92.46376811594203,-77.44859813084112,48.06896551724138
2020-04-11,-72.5679012345679,-51.62903225806452,-59.32089552238806,-79.29885057471265,-52.06122448979592,31.77777777777778
2020-04-12,-90.89855072463769,-94.21311475409836,-79.4015748031496,-91.234375,-63.62105263157895,34.925925925925924
2020-04-13,-68.53164556962025,-50.416666666666664,-55.278195488721806,-78.09411764705882,-55.009803921568626,32.4
2020-04-14,-71.66233766233766,-57.28333333333333,-58.628787878787875,-78.94047619047619,-57.25242718446602,32.729166666666664
2020-04-15,-73.07894736842105,-60.266666666666666,-59.71212121212121,-79.48192771084338,-57.59803921568628,33.4375
2020-04-16,-73.87179487179488,-61.61666666666667,-60.81818181818182,-79.62790697674419,-57.85436893203884,34.829787234042556
2020-04-17,-74.075,-61.32786885245902,-61.36363636363637,-80.62068965517241,-56.62135922330097,36.38297872340426
2020-04-18,-73.53086419753086,-59.854838709677416,-61.12781954887218,-79.71910112359551,-51.357142857142854,31.84090909090909
2020-04-19,-90.71428571428571,-94.33870967741936,-78.88461538461539,-91.0952380952381,-63.12765957446808,34.74074074074074
2020-04-20,-69.4,-54.22950819672131,-56.54545454545455,-78.29545454545455,-53.705882352941174,32.22
2020-04-21,-76.74666666666667,-69.40983606557377,-65.5891472868217,-82.10714285714286,-60.84615384615385,35.5
2020-04-22,-71.5,-59.22950819672131,-59.70454545454545,-78.75294117647059,-56.9126213592233,32.816326530612244
2020-04-23,-72.4,-60.540983606557376,-61.13636363636363,-79.08045977011494,-57.05882352941177,34.04081632653061
2020-04-24,-71.42857142857143,-58.91935483870968,-60.02255639097744,-78.97777777777777,-54.79611650485437,34.84
2020-04-25,-71.07317073170732,-57.12903225806452,-59.932330827067666,-78.17977528089888,-50.37755102040816,30.886363636363637
2020-04-26,-90.80281690140845,-94.52459016393442,-80.44186046511628,-91.4920634920635,-63.239583333333336,34.57692307692308
2020-04-27,-67.92307692307692,-55.095238095238095,-56.330827067669176,-76.95454545454545,-52.6078431372549,32.05882352941177
