date,retail_and_recreation_percent_change_from_baseline_Colombia,grocery_and_pharmacy_percent_change_from_baseline_Colombia,parks_percent_change_from_baseline_Colombia,transit_stations_percent_change_from_baseline_Colombia,workplaces_percent_change_from_baseline_Colombia,residential_percent_change_from_baseline_Colombia
2020-03-03,-3.4523809523809526,2.596330275229358,-8.179487179487179,-0.12658227848101267,18.294736842105262,-1.8828125
2020-03-04,-3.172932330827068,1.4954128440366972,-6.143911439114391,-1.4,16.03076923076923,-2.0076335877862594
2020-03-05,-3.030534351145038,1.5925925925925926,-5.9601449275362315,-0.31645569620253167,15.787564766839377,-1.9389312977099236
2020-03-06,-3.9420289855072466,-0.5663716814159292,-9.661073825503356,0.27380952380952384,22.222826086956523,-2.261904761904762
2020-03-07,-2.0463576158940397,2.2148760330578514,-9.703225806451613,-6.535714285714286,10.273809523809524,-0.22522522522522523
2020-03-08,6.567375886524823,4.972477064220183,-5.112179487179487,-10.097560975609756,4.366412213740458,0.75
2020-03-09,-8.1484375,-2.827272727272727,-12.313653136531366,-2.2375,16.822916666666668,-0.8203125
2020-03-10,-8.8828125,-4.651376146788991,-12.081180811808117,-3.580246913580247,17.294736842105262,-1.0708661417322836
2020-03-11,-8.174242424242424,-3.8454545454545452,-10.536764705882353,-3.430379746835443,14.75897435897436,-1.2790697674418605
2020-03-12,-8.38345864661654,-3.75,-10.827338129496402,-5.45679012345679,13.963730569948186,-0.9296875
2020-03-13,-9.907801418439716,-3.185840707964602,-14.53020134228188,-7.626506024096385,19.657608695652176,-1.0241935483870968
2020-03-14,-8.25,2.2416666666666667,-14.035031847133759,-14.588235294117647,9.05952380952381,0.981651376146789
2020-03-15,-14.20979020979021,5.174311926605505,-16.470031545741325,-20.63529411764706,0.7593984962406015,3.541176470588235
2020-03-16,-14.880952380952381,8.814814814814815,-17.444444444444443,-14.525,-0.23076923076923078,4.441666666666666
2020-03-17,-22.4921875,6.635514018691588,-20.655913978494624,-20.0,-7.586206896551724,7.533898305084746
2020-03-18,-27.4140625,0.8425925925925926,-22.586330935251798,-24.378048780487806,-14.284313725490197,10.165217391304347
2020-03-19,-29.492424242424242,-3.1142857142857143,-24.260714285714286,-26.641975308641975,-18.038277511961724,11.24561403508772
2020-03-20,-47.87218045112782,-17.93859649122807,-38.96308724832215,-48.01176470588236,-28.344660194174757,17.81651376146789
2020-03-21,-76.21212121212122,-54.00826446280992,-65.87074829931973,-66.46666666666667,-55.847290640394085,27.60810810810811
2020-03-22,-82.55384615384615,-64.50434782608696,-71.71478873239437,-72.09859154929578,-52.61818181818182,24.177419354838708
2020-03-23,-82.61946902654867,-66.34210526315789,-68.59375,-72.54166666666667,-71.96694214876032,34.68115942028985
2020-03-24,-65.07377049180327,-41.11711711711712,-53.41095890410959,-58.96341463414634,-51.09130434782609,24.61855670103093
2020-03-25,-81.2695652173913,-66.375,-69.41666666666667,-77.75757575757575,-65.96296296296296,32.926829268292686
2020-03-26,-80.14655172413794,-63.252252252252255,-68.17957746478874,-76.54411764705883,-66.12244897959184,33.3780487804878
2020-03-27,-80.8225806451613,-62.43589743589744,-69.02730375426621,-77.97260273972603,-63.21186440677966,35.23170731707317
2020-03-28,-81.70454545454545,-63.488,-71.93666666666667,-77.54285714285714,-61.01449275362319,30.324324324324323
