date,retail_and_recreation_percent_change_from_baseline_El Salvador,grocery_and_pharmacy_percent_change_from_baseline_El Salvador,parks_percent_change_from_baseline_El Salvador,transit_stations_percent_change_from_baseline_El Salvador,workplaces_percent_change_from_baseline_El Salvador,residential_percent_change_from_baseline_El Salvador
2020-11-05,-31.0,-16.625,-44.733333333333334,-35.75,-32.733333333333334,13.818181818181818
2020-11-06,-28.181818181818183,-12.875,-43.733333333333334,-30.75,-26.066666666666666,12.909090909090908
2020-11-07,-23.916666666666668,-12.666666666666666,-43.2,-29.75,-15.2,9.11111111111111
2020-11-08,-28.5,-18.875,-39.2,-31.0,-18.066666666666666,6.428571428571429
2020-11-09,-23.545454545454547,-10.875,-37.8,-28.625,-28.466666666666665,10.636363636363637
2020-11-10,-19.454545454545453,-6.125,-35.13333333333333,-29.571428571428573,-29.333333333333332,9.727272727272727
2020-11-11,-20.0,-8.0,-29.533333333333335,-27.142857142857142,-28.066666666666666,9.818181818181818
2020-11-12,-19.90909090909091,-8.25,-32.0,-28.428571428571427,-29.466666666666665,9.909090909090908
2020-11-13,-17.545454545454547,-1.875,-32.06666666666667,-24.285714285714285,-21.933333333333334,9.272727272727273
2020-11-14,-14.545454545454545,-0.4444444444444444,-31.333333333333332,-22.25,-12.733333333333333,5.6
2020-11-15,-16.416666666666668,-3.125,-27.066666666666666,-19.25,-15.266666666666667,3.375
2020-11-16,-15.818181818181818,2.25,-31.4,-23.571428571428573,-26.333333333333332,8.272727272727273
2020-11-17,-23.545454545454547,-6.75,-39.53333333333333,-30.142857142857142,-29.6,10.636363636363637
2020-11-18,-32.54545454545455,-18.25,-45.8,-33.75,-34.0,14.818181818181818
2020-11-19,-19.818181818181817,-5.375,-33.93333333333333,-26.571428571428573,-29.266666666666666,10.363636363636363
2020-11-20,-17.454545454545453,-2.75,-32.13333333333333,-20.571428571428573,-21.666666666666668,9.0
2020-11-21,-18.272727272727273,-9.0,-35.8,-20.25,-14.933333333333334,6.8
2020-11-22,-19.916666666666668,-10.625,-30.8,-19.875,-14.2,4.875
2020-11-23,-16.727272727272727,-3.4444444444444446,-31.666666666666668,-24.285714285714285,-26.866666666666667,8.727272727272727
2020-11-24,-13.363636363636363,1.25,-28.466666666666665,-21.0,-27.0,7.909090909090909
2020-11-25,-12.090909090909092,0.0,-23.933333333333334,-16.142857142857142,-27.266666666666666,7.636363636363637
2020-11-26,-12.545454545454545,-0.125,-27.2,-20.285714285714285,-27.533333333333335,7.454545454545454
2020-11-27,-10.0,3.5,-29.466666666666665,-15.125,-20.8,6.454545454545454
2020-11-28,-11.545454545454545,-1.1111111111111112,-28.933333333333334,-17.0,-11.666666666666666,4.3
2020-11-29,-12.25,-3.5,-24.533333333333335,-12.0,-10.2,3.0
2020-11-30,-9.909090909090908,6.666666666666667,-26.8,-16.857142857142858,-24.133333333333333,6.909090909090909
2020-12-01,-10.272727272727273,6.625,-25.6,-15.428571428571429,-25.333333333333332,6.7272727272727275
2020-12-02,-11.363636363636363,1.875,-21.2,-16.142857142857142,-24.666666666666668,7.545454545454546
2020-12-03,-11.818181818181818,0.625,-24.6,-17.285714285714285,-24.866666666666667,8.181818181818182
2020-12-04,-12.454545454545455,3.0,-26.466666666666665,-14.375,-18.733333333333334,7.363636363636363
2020-12-05,-10.181818181818182,-2.0,-23.866666666666667,-12.75,-9.2,3.9
2020-12-06,-11.916666666666666,-4.625,-20.866666666666667,-9.625,-9.266666666666667,2.5
2020-12-07,-11.363636363636363,1.75,-22.933333333333334,-17.571428571428573,-24.2,6.818181818181818
2020-12-08,-11.090909090909092,1.5,-22.133333333333333,-18.142857142857142,-23.6,7.0
2020-12-09,-11.454545454545455,-0.375,-19.466666666666665,-12.428571428571429,-24.0,7.636363636363637
2020-12-10,-10.363636363636363,2.5,-19.8,-12.285714285714286,-24.666666666666668,7.636363636363637
2020-12-11,-9.545454545454545,5.25,-20.2,-9.857142857142858,-18.333333333333332,7.545454545454546
2020-12-12,-8.636363636363637,2.875,-18.333333333333332,-5.0,-8.333333333333334,3.7
2020-12-13,-8.583333333333334,1.875,-14.733333333333333,0.0,-7.066666666666666,2.375
2020-12-14,-7.7272727272727275,6.875,-20.933333333333334,-10.285714285714286,-22.733333333333334,7.090909090909091
2020-12-15,-3.8181818181818183,15.625,-16.733333333333334,-6.0,-23.6,5.818181818181818
2020-12-16,-2.909090909090909,15.625,-13.933333333333334,-3.142857142857143,-22.533333333333335,6.181818181818182
2020-12-17,-1.0909090909090908,16.125,-13.866666666666667,-3.7142857142857144,-23.2,6.090909090909091
2020-12-18,-0.8181818181818182,19.625,-15.0,-9.142857142857142,-16.6,5.0
2020-12-19,0.18181818181818182,15.75,-14.933333333333334,-4.375,-6.2,1.1
2020-12-20,1.25,18.875,-9.866666666666667,5.285714285714286,-0.6666666666666666,-0.125
2020-12-21,7.0,29.125,-11.6,-5.142857142857143,-22.333333333333332,4.909090909090909
2020-12-22,9.909090909090908,37.375,-8.933333333333334,0.7142857142857143,-23.133333333333333,3.4166666666666665
2020-12-23,14.272727272727273,49.25,1.0666666666666667,3.7142857142857144,-22.2,3.0833333333333335
2020-12-24,0.9090909090909091,48.875,11.933333333333334,6.571428571428571,-37.8,5.583333333333333
2020-12-25,-40.36363636363637,-42.0,-14.6,-53.875,-72.13333333333334,21.0
2020-12-26,-7.090909090909091,0.625,-15.333333333333334,-20.375,-18.533333333333335,6.8
2020-12-27,-7.416666666666667,-3.375,-11.6,-14.714285714285714,-4.8,3.625
2020-12-28,2.4,17.75,-9.533333333333333,-16.428571428571427,-32.666666666666664,9.363636363636363
2020-12-29,7.2727272727272725,26.0,-5.666666666666667,-13.571428571428571,-33.6,8.090909090909092
2020-12-30,11.909090909090908,43.75,4.133333333333334,-5.571428571428571,-31.533333333333335,7.181818181818182
2020-12-31,-1.3636363636363635,47.625,12.6,1.1428571428571428,-38.8,6.833333333333333
2021-01-01,-38.27272727272727,-46.75,-3.533333333333333,-56.75,-73.2,20.4
2021-01-02,-13.363636363636363,-8.444444444444445,-14.466666666666667,-29.375,-29.333333333333332,8.88888888888889
2021-01-03,-14.166666666666666,-10.625,-16.333333333333332,-20.625,-14.8,5.375
2021-01-04,-10.545454545454545,6.375,-21.733333333333334,-24.0,-24.4,8.818181818181818
2021-01-05,-7.818181818181818,6.375,-19.8,-20.857142857142858,-24.933333333333334,8.363636363636363
2021-01-06,-8.545454545454545,3.125,-16.533333333333335,-19.285714285714285,-24.266666666666666,8.636363636363637
2021-01-07,-9.272727272727273,0.0,-21.333333333333332,-20.285714285714285,-24.466666666666665,8.545454545454545
2021-01-08,-9.181818181818182,1.75,-24.733333333333334,-18.571428571428573,-18.2,7.454545454545454
2021-01-09,-10.545454545454545,-3.3333333333333335,-27.666666666666668,-22.875,-10.6,4.5
2021-01-10,-12.5,-5.5,-22.866666666666667,-21.25,-11.066666666666666,3.375
2021-01-11,-8.090909090909092,0.625,-24.4,-20.714285714285715,-23.533333333333335,6.0
2021-01-12,-8.727272727272727,0.125,-25.333333333333332,-20.142857142857142,-25.133333333333333,5.636363636363637
2021-01-13,-11.272727272727273,-5.5,-24.466666666666665,-23.857142857142858,-27.4,4.2727272727272725
2021-01-14,-13.0,-5.75,-28.533333333333335,-23.25,-30.066666666666666,4.818181818181818
2021-01-15,-12.545454545454545,-2.0,-30.6,-22.75,-24.8,4.0
2021-01-16,-13.636363636363637,-5.888888888888889,-31.666666666666668,-23.125,-18.533333333333335,2.0
2021-01-17,-16.333333333333332,-10.0,-28.066666666666666,-23.625,-19.8,0.625
2021-01-18,-12.363636363636363,-2.5,-31.333333333333332,-21.5,-29.666666666666668,5.363636363636363
2021-01-19,-13.636363636363637,-3.625,-30.6,-26.0,-30.4,5.0
2021-01-20,-13.181818181818182,-5.375,-26.533333333333335,-22.285714285714285,-29.6,5.454545454545454
2021-01-21,-13.272727272727273,-5.625,-29.2,-20.0,-30.533333333333335,6.090909090909091
2021-01-22,-12.909090909090908,-3.5,-28.466666666666665,-20.142857142857142,-23.666666666666668,5.090909090909091
2021-01-23,-13.090909090909092,-6.444444444444445,-30.666666666666668,-22.625,-16.4,3.0
2021-01-24,-17.166666666666668,-11.125,-27.4,-21.75,-18.0,1.5
2021-01-25,-10.818181818181818,-1.1111111111111112,-28.266666666666666,-23.142857142857142,-27.733333333333334,5.090909090909091
2021-01-26,-10.727272727272727,-1.875,-27.2,-22.428571428571427,-28.066666666666666,4.818181818181818
2021-01-27,-13.181818181818182,-5.125,-23.866666666666667,-21.428571428571427,-28.066666666666666,5.545454545454546
2021-01-28,-13.090909090909092,-4.375,-27.6,-18.75,-28.066666666666666,5.0
2021-01-29,-11.727272727272727,1.75,-26.8,-17.25,-21.933333333333334,2.8181818181818183
2021-01-30,-9.454545454545455,3.75,-23.6,-18.75,-14.733333333333333,-0.8
2021-01-31,-13.0,-0.125,-23.333333333333332,-17.5,-16.266666666666666,-1.25
2021-02-01,-11.272727272727273,2.4444444444444446,-25.666666666666668,-19.571428571428573,-27.533333333333335,3.0
2021-02-02,-11.090909090909092,3.125,-24.666666666666668,-19.571428571428573,-29.066666666666666,3.272727272727273
2021-02-03,-14.272727272727273,0.25,-23.866666666666667,-23.285714285714285,-28.0,4.545454545454546
2021-02-04,-13.363636363636363,-2.625,-25.8,-22.375,-28.666666666666668,4.818181818181818
2021-02-05,-13.818181818181818,-2.2222222222222223,-26.2,-21.375,-21.6,4.7272727272727275
2021-02-06,-13.909090909090908,-2.888888888888889,-27.333333333333332,-23.25,-15.0,1.8
2021-02-07,-19.333333333333332,-10.25,-24.133333333333333,-25.375,-17.866666666666667,0.5
2021-02-08,-13.272727272727273,0.125,-27.066666666666666,-23.875,-27.333333333333332,4.636363636363637
2021-02-09,-12.909090909090908,0.625,-26.333333333333332,-24.0,-28.0,4.7272727272727275
2021-02-10,-13.454545454545455,-1.875,-22.8,-22.714285714285715,-27.6,4.454545454545454
2021-02-11,-13.090909090909092,-0.375,-26.666666666666668,-23.142857142857142,-29.133333333333333,3.090909090909091
2021-02-12,-10.454545454545455,4.5,-28.0,-19.25,-22.533333333333335,0.8181818181818182
2021-02-13,-6.636363636363637,6.888888888888889,-25.666666666666668,-18.75,-15.466666666666667,-3.2
2021-02-14,-1.0,6.75,-16.733333333333334,-18.125,-14.333333333333334,-5.75
2021-02-15,-8.181818181818182,9.625,-26.6,-19.5,-27.733333333333334,0.18181818181818182
2021-02-16,-9.363636363636363,10.375,-26.8,-21.0,-28.266666666666666,0.6363636363636364
2021-02-17,-9.818181818181818,5.125,-20.8,-20.428571428571427,-27.2,1.0909090909090908
2021-02-18,-10.818181818181818,3.5,-24.933333333333334,-19.857142857142858,-28.933333333333334,1.9090909090909092
2021-02-19,-11.0,7.0,-25.333333333333332,-18.875,-21.8,0.8181818181818182
2021-02-20,-7.454545454545454,7.333333333333333,-24.0,-20.875,-16.133333333333333,-2.7
2021-02-21,-10.416666666666666,3.125,-17.133333333333333,-19.625,-16.4,-3.875
2021-02-22,-8.727272727272727,7.0,-25.266666666666666,-20.875,-26.4,0.9090909090909091
2021-02-23,-7.909090909090909,9.75,-21.933333333333334,-19.714285714285715,-26.866666666666667,0.5454545454545454
2021-02-24,-7.2727272727272725,10.375,-12.933333333333334,-19.428571428571427,-25.866666666666667,0.36363636363636365
2021-02-25,-7.545454545454546,11.875,-22.933333333333334,-16.125,-28.133333333333333,1.0
2021-02-26,-5.454545454545454,16.75,-22.533333333333335,-12.25,-19.6,-0.45454545454545453
2021-02-27,-6.090909090909091,16.125,-24.133333333333333,-13.75,-12.533333333333333,-3.3
2021-02-28,-16.166666666666668,2.375,-14.266666666666667,-19.625,-16.066666666666666,-5.875
2021-03-01,-8.090909090909092,12.625,-25.933333333333334,-19.375,-29.6,1.0909090909090908
2021-03-02,-4.363636363636363,17.375,-23.133333333333333,-16.285714285714285,-26.933333333333334,0.7272727272727273
2021-03-03,-6.7272727272727275,12.25,-19.8,-15.714285714285714,-27.0,1.0909090909090908
2021-03-04,-6.454545454545454,10.875,-22.6,-14.375,-27.266666666666666,1.5454545454545454
2021-03-05,-6.090909090909091,11.5,-23.066666666666666,-13.125,-20.533333333333335,0.5454545454545454
2021-03-06,-5.181818181818182,9.25,-23.2,-15.875,-15.733333333333333,-2.5
2021-03-07,-11.416666666666666,2.0,-18.533333333333335,-19.75,-19.133333333333333,-3.75
2021-03-08,-6.909090909090909,9.5,-25.6,-16.571428571428573,-25.733333333333334,1.0909090909090908
2021-03-09,-8.818181818181818,9.625,-24.733333333333334,-17.285714285714285,-26.6,1.1818181818181819
2021-03-10,-9.090909090909092,8.125,-21.666666666666668,-14.857142857142858,-26.466666666666665,1.8181818181818181
2021-03-11,-9.0,9.875,-23.466666666666665,-14.5,-27.2,2.0
2021-03-12,-8.090909090909092,14.75,-22.6,-13.25,-20.066666666666666,0.7272727272727273
2021-03-13,-5.636363636363637,12.88888888888889,-23.333333333333332,-14.375,-15.6,-3.0
2021-03-14,-9.083333333333334,6.875,-18.666666666666668,-15.5,-19.066666666666666,-3.625
2021-03-15,-4.909090909090909,19.75,-24.4,-13.285714285714286,-23.466666666666665,-0.09090909090909091
2021-03-16,-4.2727272727272725,21.25,-22.6,-13.571428571428571,-24.666666666666668,-0.36363636363636365
2021-03-17,-5.2727272727272725,15.625,-17.666666666666668,-11.857142857142858,-23.533333333333335,0.15384615384615385
2021-03-18,-6.636363636363637,15.0,-20.4,-14.0,-24.733333333333334,0.9230769230769231
2021-03-19,-6.909090909090909,15.75,-20.933333333333334,-10.571428571428571,-18.4,-0.45454545454545453
2021-03-20,-2.3636363636363638,16.875,-18.933333333333334,-9.75,-13.2,-3.6
2021-03-21,-6.833333333333333,10.375,-16.466666666666665,-12.625,-17.2,-4.0
2021-03-22,-3.272727272727273,19.875,-21.866666666666667,-12.142857142857142,-21.666666666666668,-0.4166666666666667
2021-03-23,-3.090909090909091,18.25,-19.666666666666668,-12.571428571428571,-22.933333333333334,-0.4166666666666667
2021-03-24,-2.6363636363636362,17.75,-15.933333333333334,-9.428571428571429,-22.466666666666665,-0.25
2021-03-25,-2.0,19.75,-18.6,-9.142857142857142,-23.6,-0.38461538461538464
2021-03-26,0.0,23.875,-15.6,-5.714285714285714,-16.0,-1.7272727272727273
2021-03-27,0.8181818181818182,20.0,-17.4,-7.25,-12.4,-4.3
2021-03-28,-0.9166666666666666,15.5,-8.8,-7.625,-14.466666666666667,-5.625
2021-03-29,7.2,29.75,-10.066666666666666,-9.571428571428571,-34.4,0.9090909090909091
2021-03-30,10.9,36.625,-3.7333333333333334,-7.142857142857143,-35.0,-0.5833333333333334
2021-03-31,16.3,42.5,6.866666666666666,-1.0,-38.266666666666666,-0.8461538461538461
2021-04-01,9.1,36.5,19.733333333333334,-12.285714285714286,-55.266666666666666,2.5833333333333335
2021-04-02,-19.0,-11.875,6.666666666666667,-48.125,-67.93333333333334,11.4
2021-04-03,-13.636363636363637,-9.333333333333334,-6.733333333333333,-35.666666666666664,-53.733333333333334,3.3
2021-04-04,-9.0,3.125,-15.466666666666667,-19.75,-25.0,-2.75
2021-04-05,4.545454545454546,29.75,-18.066666666666666,-10.571428571428571,-31.733333333333334,1.7272727272727273
2021-04-06,-1.7272727272727273,23.375,-18.6,-11.285714285714286,-22.0,-0.6666666666666666
2021-04-07,-3.1818181818181817,18.25,-15.133333333333333,-10.142857142857142,-22.4,0.07692307692307693
2021-04-08,-1.4545454545454546,18.125,-17.533333333333335,-11.0,-21.8,-0.07692307692307693
2021-04-09,-3.272727272727273,19.25,-18.466666666666665,-7.75,-14.8,-0.36363636363636365
2021-04-10,-2.272727272727273,16.375,-21.666666666666668,-11.625,-11.6,-2.5
2021-04-11,-8.166666666666666,11.125,-19.0,-15.428571428571429,-15.533333333333333,-2.5
2021-04-12,-2.6363636363636362,18.75,-21.066666666666666,-10.0,-20.0,-0.5384615384615384
2021-04-13,-5.454545454545454,18.0,-21.266666666666666,-12.571428571428571,-21.533333333333335,-0.23076923076923078
2021-04-14,-2.1818181818181817,19.0,-16.2,-9.285714285714286,-21.866666666666667,-0.5384615384615384
2021-04-15,0.36363636363636365,26.875,-17.933333333333334,-7.142857142857143,-21.066666666666666,-0.3076923076923077
2021-04-16,2.0,27.875,-18.666666666666668,-2.7142857142857144,-13.466666666666667,-1.1818181818181819
2021-04-17,1.6363636363636365,23.25,-20.733333333333334,-5.625,-10.8,-3.2
2021-04-18,-2.9166666666666665,17.875,-16.866666666666667,-8.857142857142858,-15.2,-3.375
2021-04-19,-2.1818181818181817,20.75,-22.466666666666665,-8.142857142857142,-19.466666666666665,-0.3333333333333333
2021-04-20,-1.0,22.875,-19.066666666666666,-7.714285714285714,-20.466666666666665,-0.5833333333333334
2021-04-21,-0.45454545454545453,21.625,-16.066666666666666,-5.714285714285714,-20.466666666666665,-0.3333333333333333
2021-04-22,0.8181818181818182,24.0,-16.466666666666665,-7.714285714285714,-19.733333333333334,-0.46153846153846156
2021-04-23,1.8181818181818181,28.0,-17.4,-2.5714285714285716,-12.6,-1.1818181818181819
2021-04-24,2.8181818181818183,22.875,-18.2,-6.0,-10.533333333333333,-3.7
2021-04-25,-0.75,17.25,-17.2,-9.857142857142858,-13.2,-3.625
2021-04-26,1.6363636363636365,25.5,-19.066666666666666,-9.428571428571429,-17.466666666666665,-0.9230769230769231
2021-04-27,1.2727272727272727,25.0,-18.6,-8.285714285714286,-19.333333333333332,-0.9230769230769231
2021-04-28,2.090909090909091,24.5,-13.533333333333333,-1.0,-19.333333333333332,-0.6153846153846154
2021-04-29,3.090909090909091,28.625,-15.666666666666666,-4.428571428571429,-20.4,-0.9230769230769231
2021-04-30,7.909090909090909,39.875,-14.2,1.8571428571428572,-12.2,-2.8181818181818183
2021-05-01,0.36363636363636365,23.0,-12.866666666666667,-12.75,-33.333333333333336,0.0
2021-05-02,-3.909090909090909,23.142857142857142,-16.533333333333335,-8.428571428571429,-14.6,-3.0
2021-05-03,4.0,30.5,-17.133333333333333,-5.857142857142857,-18.066666666666666,-1.0769230769230769
2021-05-04,2.272727272727273,30.125,-16.733333333333334,-2.7142857142857144,-19.266666666666666,-1.0833333333333333
2021-05-05,3.090909090909091,26.5,-13.0,-2.7142857142857144,-19.0,-0.5384615384615384
2021-05-06,-1.8181818181818181,23.125,-20.466666666666665,-4.0,-20.466666666666665,-0.07692307692307693
2021-05-07,3.909090909090909,31.875,-16.533333333333335,-0.2857142857142857,-11.2,-1.4545454545454546
2021-05-08,8.545454545454545,33.0,-16.0,0.625,-8.666666666666666,-3.7
2021-05-09,13.555555555555555,36.714285714285715,-6.4,-0.625,-10.466666666666667,-5.75
2021-05-10,27.22222222222222,47.5,8.4,-10.142857142857142,-52.13333333333333,1.6666666666666667
2021-05-11,4.0,34.125,-15.6,0.42857142857142855,-17.866666666666667,-2.6923076923076925
2021-05-12,4.454545454545454,32.75,-11.133333333333333,3.4285714285714284,-18.933333333333334,-1.3076923076923077
2021-05-13,5.2727272727272725,32.125,-10.466666666666667,1.7142857142857142,-18.866666666666667,-1.1538461538461537
2021-05-14,6.636363636363637,37.5,-15.066666666666666,3.7142857142857144,-13.133333333333333,-1.2727272727272727
2021-05-15,10.545454545454545,40.375,-15.0,2.25,-10.466666666666667,-4.0
2021-05-16,5.333333333333333,34.0,-11.933333333333334,0.2857142857142857,-12.266666666666667,-4.875
2021-05-17,7.636363636363637,38.375,-14.733333333333333,2.857142857142857,-15.666666666666666,-1.9230769230769231
2021-05-18,6.636363636363637,36.625,-13.133333333333333,2.2857142857142856,-16.533333333333335,-1.5384615384615385
2021-05-19,6.818181818181818,36.25,-7.933333333333334,1.2857142857142858,-16.266666666666666,-0.9230769230769231
2021-05-20,8.181818181818182,38.375,-7.066666666666666,3.0,-16.6,-0.46153846153846156
2021-05-21,7.090909090909091,38.375,-12.0,4.285714285714286,-8.733333333333333,-1.0
2021-05-22,9.363636363636363,34.625,-15.0,3.375,-7.466666666666667,-3.1
2021-05-23,1.0909090909090908,27.125,-15.4,-4.285714285714286,-11.666666666666666,-2.375
2021-05-24,8.0,36.75,-12.333333333333334,1.2857142857142858,-13.733333333333333,-1.25
2021-05-25,6.909090909090909,35.375,-13.733333333333333,2.4285714285714284,-15.466666666666667,-1.3076923076923077
2021-05-26,9.454545454545455,39.0,-5.066666666666666,6.0,-14.533333333333333,-2.076923076923077
2021-05-27,11.090909090909092,39.125,-6.666666666666667,6.428571428571429,-14.8,-1.6923076923076923
2021-05-28,14.636363636363637,46.125,-5.133333333333334,9.428571428571429,-6.2,-3.6363636363636362
2021-05-29,13.727272727272727,43.125,-9.0,10.5,-8.266666666666667,-4.9
2021-05-30,5.818181818181818,38.142857142857146,-9.333333333333334,6.714285714285714,-13.8,-5.0
2021-05-31,12.4,46.125,-8.066666666666666,9.285714285714286,-12.133333333333333,-3.1538461538461537
2021-06-01,13.909090909090908,47.875,-5.4,10.142857142857142,-13.466666666666667,-3.3846153846153846
2021-06-02,12.545454545454545,42.875,-1.1333333333333333,12.428571428571429,-13.733333333333333,-3.1538461538461537
2021-06-03,11.181818181818182,40.75,-5.266666666666667,9.571428571428571,-14.2,-2.8461538461538463
2021-06-04,10.090909090909092,38.375,-7.466666666666667,11.142857142857142,-5.0,-2.8181818181818183
2021-06-05,12.545454545454545,39.125,-11.2,11.625,-8.466666666666667,-4.1
2021-06-06,5.909090909090909,32.0,-9.266666666666667,6.571428571428571,-13.133333333333333,-4.125
2021-06-07,9.1,38.625,-10.066666666666666,6.857142857142857,-11.0,-3.1538461538461537
2021-06-08,10.272727272727273,37.625,-8.133333333333333,7.142857142857143,-12.066666666666666,-3.230769230769231
2021-06-09,9.909090909090908,35.125,-4.733333333333333,9.285714285714286,-12.8,-2.5384615384615383
2021-06-10,10.181818181818182,37.375,-4.866666666666666,9.285714285714286,-12.6,-2.6153846153846154
2021-06-11,9.181818181818182,34.375,-7.866666666666666,9.0,-6.4,-3.090909090909091
2021-06-12,5.363636363636363,28.875,-17.866666666666667,2.25,-10.666666666666666,-2.7
2021-06-13,1.0833333333333333,26.0,-16.2,-0.8571428571428571,-16.866666666666667,-3.375
2021-06-14,8.818181818181818,37.25,-12.133333333333333,4.857142857142857,-13.4,-3.3846153846153846
2021-06-15,10.545454545454545,44.625,-9.666666666666666,8.571428571428571,-13.866666666666667,-3.8461538461538463
2021-06-16,16.09090909090909,51.25,-2.8,18.142857142857142,-15.266666666666667,-5.230769230769231
2021-06-17,21.727272727272727,45.625,-2.2,-4.142857142857143,-54.06666666666667,2.3333333333333335
2021-06-18,7.7272727272727275,37.625,-11.0,6.857142857142857,-11.666666666666666,-3.727272727272727
2021-06-19,7.818181818181818,32.125,-14.333333333333334,1.125,-14.733333333333333,-4.4
2021-06-20,0.7272727272727273,27.0,-15.8,-1.2857142857142858,-21.066666666666666,-4.875
2021-06-21,10.5,39.5,-9.8,2.857142857142857,-17.333333333333332,-4.3076923076923075
2021-06-22,16.09090909090909,42.25,-7.933333333333334,3.142857142857143,-25.133333333333333,-3.6666666666666665
2021-06-23,5.818181818181818,30.625,-12.4,3.5714285714285716,-19.4,-1.6153846153846154
2021-06-24,10.818181818181818,39.125,-5.733333333333333,8.714285714285714,-17.933333333333334,-3.769230769230769
2021-06-25,13.818181818181818,40.375,-6.133333333333334,9.857142857142858,-10.6,-4.2727272727272725
2021-06-26,11.545454545454545,34.375,-11.333333333333334,4.625,-12.2,-5.0
2021-06-27,4.7,30.125,-11.866666666666667,2.0,-18.333333333333332,-4.375
2021-06-28,11.454545454545455,38.5,-11.933333333333334,5.714285714285714,-15.933333333333334,-5.461538461538462
2021-06-29,7.454545454545454,33.25,-12.933333333333334,5.571428571428571,-18.533333333333335,-4.230769230769231
2021-06-30,16.818181818181817,47.5,-3.7333333333333334,13.142857142857142,-15.333333333333334,-3.923076923076923
2021-07-01,16.363636363636363,49.375,-5.933333333333334,12.714285714285714,-15.666666666666666,-3.923076923076923
2021-07-02,15.727272727272727,46.625,-5.466666666666667,14.142857142857142,-7.8,-3.909090909090909
2021-07-03,15.636363636363637,40.125,-10.866666666666667,9.25,-11.2,-4.6
2021-07-04,3.7,28.0,-17.266666666666666,7.857142857142857,-20.133333333333333,-3.625
2021-07-05,9.8,38.625,-13.333333333333334,6.714285714285714,-13.6,-2.5
2021-07-06,14.4,41.125,-7.533333333333333,8.857142857142858,-13.533333333333333,-3.6666666666666665
2021-07-07,15.818181818181818,42.875,1.6,12.571428571428571,-13.8,-4.230769230769231
2021-07-08,15.727272727272727,42.375,-2.0,10.714285714285714,-14.8,-3.769230769230769
2021-07-09,12.909090909090908,39.25,-6.0,11.142857142857142,-7.266666666666667,-4.0
2021-07-10,12.727272727272727,35.875,-13.066666666666666,6.5,-11.4,-4.3
2021-07-11,3.9,29.714285714285715,-12.466666666666667,2.5,-16.933333333333334,-3.875
2021-07-12,10.9,37.875,-10.8,6.0,-13.266666666666667,-3.230769230769231
2021-07-13,12.090909090909092,39.625,-10.066666666666666,10.428571428571429,-14.266666666666667,-3.8461538461538463
2021-07-14,14.272727272727273,40.125,-4.133333333333334,12.285714285714286,-14.066666666666666,-3.8461538461538463
2021-07-15,19.636363636363637,52.0,-1.0,14.857142857142858,-13.533333333333333,-4.461538461538462
2021-07-16,19.454545454545453,50.125,-2.533333333333333,17.285714285714285,-6.533333333333333,-4.454545454545454
2021-07-17,17.363636363636363,43.625,-9.733333333333333,11.375,-10.133333333333333,-4.9
2021-07-18,7.8,35.57142857142857,-10.333333333333334,3.857142857142857,-15.866666666666667,-4.25
2021-07-19,15.6,43.75,-4.733333333333333,12.571428571428571,-11.933333333333334,-3.923076923076923
2021-07-20,18.545454545454547,45.75,-3.1333333333333333,12.571428571428571,-13.8,-3.923076923076923
2021-07-21,16.90909090909091,42.5,2.1333333333333333,14.714285714285714,-13.4,-4.0
2021-07-22,17.363636363636363,42.375,-1.2,14.857142857142858,-14.466666666666667,-4.0
2021-07-23,18.818181818181817,47.125,-2.8,15.571428571428571,-6.0,-3.909090909090909
2021-07-24,15.272727272727273,39.875,-11.466666666666667,10.375,-10.333333333333334,-4.3
2021-07-25,10.9,33.875,-5.666666666666667,6.125,-15.866666666666667,-4.25
2021-07-26,15.222222222222221,40.375,-4.6,11.142857142857142,-13.333333333333334,-3.4615384615384617
2021-07-27,13.636363636363637,40.375,-8.533333333333333,15.0,-12.933333333333334,-3.769230769230769
2021-07-28,16.545454545454547,40.625,-1.3333333333333333,18.0,-12.666666666666666,-3.5384615384615383
2021-07-29,20.0,43.5,0.6666666666666666,16.428571428571427,-12.6,-3.923076923076923
2021-07-30,21.636363636363637,50.25,-0.6666666666666666,21.428571428571427,-5.066666666666666,-4.636363636363637
2021-07-31,20.363636363636363,46.5,-8.933333333333334,15.875,-8.133333333333333,-5.3
2021-08-01,18.9,45.857142857142854,-0.13333333333333333,12.714285714285714,-14.933333333333334,-5.5
2021-08-02,28.11111111111111,55.125,3.1333333333333333,15.428571428571429,-28.066666666666666,-1.75
2021-08-03,27.666666666666668,52.375,5.866666666666666,14.571428571428571,-33.0,-1.4166666666666667
2021-08-04,30.555555555555557,54.625,16.8,16.857142857142858,-36.2,-0.7692307692307693
2021-08-05,28.555555555555557,49.75,23.533333333333335,7.571428571428571,-45.333333333333336,1.3333333333333333
2021-08-06,7.6,22.375,11.333333333333334,-13.0,-58.0,7.363636363636363
2021-08-07,16.0,28.625,-2.4,3.25,-26.0,-1.4
2021-08-08,7.3,27.0,-7.2,6.285714285714286,-16.533333333333335,-3.375
2021-08-09,17.5,44.5,-3.466666666666667,17.714285714285715,-11.333333333333334,-3.923076923076923
2021-08-10,19.6,45.25,0.26666666666666666,16.0,-11.8,-4.153846153846154
2021-08-11,17.272727272727273,40.375,1.9333333333333333,16.714285714285715,-12.533333333333333,-3.923076923076923
