date,retail_and_recreation_percent_change_from_baseline_Belize,grocery_and_pharmacy_percent_change_from_baseline_Belize,parks_percent_change_from_baseline_Belize,transit_stations_percent_change_from_baseline_Belize,workplaces_percent_change_from_baseline_Belize,residential_percent_change_from_baseline_Belize
2021-10-19,4.0,19.666666666666668,20.666666666666668,-32.0,-29.5,3.3333333333333335
2021-10-20,-1.0,12.666666666666666,7.666666666666667,-28.333333333333332,-29.333333333333332,4.666666666666667
2021-10-21,2.5,19.0,19.666666666666668,-30.0,-29.166666666666668,5.0
2021-10-22,9.25,25.666666666666668,24.666666666666668,-28.666666666666668,-24.666666666666668,3.0
2021-10-23,5.25,33.666666666666664,35.0,-22.666666666666668,-14.0,-1.5
2021-10-24,-2.0,26.5,25.666666666666668,-30.333333333333332,-24.5,-1.0
2021-10-25,17.0,22.666666666666668,36.333333333333336,-20.0,-22.5,1.0
2021-10-26,13.0,26.666666666666668,34.333333333333336,-26.333333333333332,-26.0,2.3333333333333335
2021-10-27,12.75,25.0,28.666666666666668,-21.0,-25.833333333333332,1.6666666666666667
2021-10-28,12.0,28.666666666666668,34.0,-16.666666666666668,-25.666666666666668,1.3333333333333333
2021-10-29,20.75,35.333333333333336,35.666666666666664,-18.0,-23.666666666666668,0.3333333333333333
2021-10-30,17.5,44.333333333333336,56.666666666666664,-9.666666666666666,-8.4,-5.0
2021-10-31,5.333333333333333,40.5,40.0,-16.0,-23.25,-4.0
2021-11-01,20.333333333333332,29.0,39.0,-18.333333333333332,-20.666666666666668,-0.3333333333333333
2021-11-02,13.25,26.0,35.0,-25.666666666666668,-24.166666666666668,1.0
2021-11-03,9.5,21.0,25.0,-19.333333333333332,-25.833333333333332,2.6666666666666665
2021-11-04,10.0,24.666666666666668,31.333333333333332,-20.0,-24.5,1.3333333333333333
2021-11-05,13.0,25.666666666666668,36.333333333333336,-24.333333333333332,-22.166666666666668,0.3333333333333333
2021-11-06,15.0,42.333333333333336,60.333333333333336,-15.0,-7.4,-4.5
2021-11-07,3.3333333333333335,34.5,39.666666666666664,-25.333333333333332,-21.25,-3.0
2021-11-08,21.0,25.666666666666668,37.666666666666664,-16.666666666666668,-18.666666666666668,0.0
2021-11-09,17.0,28.666666666666668,41.666666666666664,-18.666666666666668,-22.333333333333332,0.6666666666666666
2021-11-10,18.0,23.333333333333332,29.666666666666668,-16.0,-22.5,1.6666666666666667
2021-11-11,18.0,29.666666666666668,40.666666666666664,-13.333333333333334,-22.166666666666668,1.3333333333333333
2021-11-12,18.0,28.666666666666668,37.666666666666664,-19.333333333333332,-20.833333333333332,0.6666666666666666
2021-11-13,16.5,40.666666666666664,56.0,-11.666666666666666,-7.0,-5.0
2021-11-14,2.6666666666666665,30.0,23.666666666666668,-22.666666666666668,-20.75,-2.0
2021-11-15,21.666666666666668,28.666666666666668,36.333333333333336,-14.666666666666666,-19.333333333333332,1.0
2021-11-16,19.25,37.0,35.333333333333336,-16.0,-23.0,1.6666666666666667
2021-11-17,17.25,28.666666666666668,25.666666666666668,-8.333333333333334,-22.166666666666668,3.0
2021-11-18,35.0,60.5,57.0,6.0,-21.833333333333332,-1.6666666666666667
2021-11-19,-4.75,0.0,38.0,-45.333333333333336,-58.0,10.666666666666666
2021-11-20,20.0,43.0,56.333333333333336,-4.333333333333333,-12.666666666666666,-3.0
2021-11-21,6.666666666666667,30.5,32.666666666666664,-8.0,-20.0,-2.0
2021-11-22,30.0,34.333333333333336,51.0,-9.0,-18.333333333333332,0.3333333333333333
2021-11-23,25.333333333333332,36.333333333333336,46.0,-14.666666666666666,-22.166666666666668,0.3333333333333333
2021-11-24,19.0,30.666666666666668,30.666666666666668,-9.333333333333334,-21.5,2.0
2021-11-25,31.0,41.333333333333336,58.666666666666664,-5.0,-21.5,0.6666666666666666
2021-11-26,29.5,40.0,45.666666666666664,-15.0,-20.5,-0.3333333333333333
2021-11-27,30.25,48.666666666666664,67.66666666666667,-2.3333333333333335,-4.4,-6.0
2021-11-28,23.0,47.0,46.666666666666664,-3.0,-14.25,-4.0
2021-11-29,33.0,36.333333333333336,51.333333333333336,-8.0,-16.0,-0.6666666666666666
2021-11-30,30.666666666666668,43.0,55.0,-10.0,-20.666666666666668,0.0
2021-12-01,31.0,36.0,44.0,-0.3333333333333333,-20.166666666666668,1.0
2021-12-02,28.0,40.0,51.0,-7.333333333333333,-19.833333333333332,1.0
2021-12-03,29.0,38.666666666666664,45.666666666666664,-14.666666666666666,-19.0,-0.6666666666666666
2021-12-04,31.25,52.666666666666664,67.33333333333333,-5.333333333333333,-4.4,-5.5
2021-12-05,24.333333333333332,50.0,52.333333333333336,6.5,-13.25,-3.0
2021-12-06,35.0,38.666666666666664,48.333333333333336,-8.666666666666666,-15.0,-0.6666666666666666
2021-12-07,31.0,38.0,45.666666666666664,-10.666666666666666,-18.166666666666668,0.6666666666666666
2021-12-08,31.333333333333332,35.333333333333336,37.333333333333336,-4.666666666666667,-17.166666666666668,0.6666666666666666
2021-12-09,27.666666666666668,41.333333333333336,50.666666666666664,-12.0,-16.0,0.3333333333333333
2021-12-10,30.0,36.0,46.333333333333336,-14.333333333333334,-14.833333333333334,-1.0
2021-12-11,37.25,50.333333333333336,67.0,2.0,2.8,-7.0
2021-12-12,32.666666666666664,56.0,46.666666666666664,1.0,-6.5,-4.0
2021-12-13,41.333333333333336,45.666666666666664,51.0,-7.666666666666667,-11.666666666666666,-1.0
2021-12-14,42.333333333333336,54.0,51.0,-8.333333333333334,-16.333333333333332,-0.6666666666666666
2021-12-15,41.0,51.0,36.666666666666664,1.0,-16.333333333333332,-0.3333333333333333
2021-12-16,40.0,57.666666666666664,45.666666666666664,-1.6666666666666667,-15.666666666666666,-0.6666666666666666
2021-12-17,48.75,63.666666666666664,54.0,-0.6666666666666666,-14.0,-3.0
2021-12-18,54.75,78.33333333333333,90.33333333333333,28.0,6.0,-10.0
2021-12-19,48.5,81.0,68.66666666666667,19.0,1.25,-7.0
2021-12-20,71.0,73.0,65.5,8.0,-18.833333333333332,-3.0
2021-12-21,74.33333333333333,87.5,70.66666666666667,13.666666666666666,-20.333333333333332,-3.3333333333333335
2021-12-22,76.0,99.5,70.33333333333333,19.666666666666668,-19.333333333333332,-4.333333333333333
2021-12-23,81.33333333333333,111.5,87.5,37.666666666666664,-21.833333333333332,-5.0
2021-12-24,65.0,102.0,71.5,17.666666666666668,-24.666666666666668,-5.666666666666667
2021-12-25,-34.25,-46.666666666666664,49.0,-53.333333333333336,-49.166666666666664,1.5
2021-12-26,22.666666666666668,33.5,75.66666666666667,-17.5,-18.75,-5.0
2021-12-27,-12.666666666666666,-2.6666666666666665,44.5,-30.666666666666668,-64.83333333333333,10.666666666666666
2021-12-28,40.333333333333336,45.333333333333336,60.0,-2.6666666666666665,-27.666666666666668,0.0
2021-12-29,38.666666666666664,46.0,56.666666666666664,7.0,-26.166666666666668,1.0
2021-12-30,41.666666666666664,61.0,79.66666666666667,17.333333333333332,-25.666666666666668,0.3333333333333333
2021-12-31,44.0,79.66666666666667,65.5,-2.3333333333333335,-27.0,-3.0
2022-01-01,-29.25,-27.5,47.333333333333336,-44.666666666666664,-44.333333333333336,1.5
2022-01-02,18.333333333333332,30.5,53.0,11.0,-14.25,-4.0
2022-01-03,22.666666666666668,31.333333333333332,38.0,-3.0,-25.0,3.0
2022-01-04,18.75,33.0,34.666666666666664,-11.666666666666666,-23.333333333333332,3.6666666666666665
2022-01-05,23.333333333333332,33.666666666666664,33.333333333333336,-5.333333333333333,-21.666666666666668,4.0
2022-01-06,21.666666666666668,35.666666666666664,53.0,-0.3333333333333333,-21.666666666666668,4.0
2022-01-07,20.0,30.666666666666668,41.666666666666664,-18.0,-17.666666666666668,4.0
2022-01-08,14.25,37.333333333333336,46.333333333333336,-3.3333333333333335,-3.0,-0.5
2022-01-09,5.666666666666667,33.0,37.333333333333336,-17.666666666666668,-13.0,0.0
2022-01-10,24.0,30.666666666666668,43.0,-15.0,-17.833333333333332,2.0
2022-01-11,15.75,29.0,31.333333333333332,-18.0,-19.0,3.6666666666666665
2022-01-12,16.0,26.0,26.666666666666668,-13.0,-18.833333333333332,5.333333333333333
2022-01-13,16.25,34.666666666666664,40.333333333333336,-12.0,-20.166666666666668,4.333333333333333
2022-01-14,24.75,42.0,34.0,-14.666666666666666,-20.166666666666668,5.0
2022-01-15,2.0,28.333333333333332,48.333333333333336,-7.666666666666667,-23.6,3.0
2022-01-16,3.6666666666666665,37.5,26.666666666666668,-5.5,-16.25,1.0
2022-01-17,32.0,41.0,41.0,-6.333333333333333,-16.166666666666668,4.0
2022-01-18,21.75,36.0,38.333333333333336,-16.666666666666668,-17.833333333333332,4.666666666666667
2022-01-19,18.5,30.666666666666668,29.0,-15.666666666666666,-18.833333333333332,5.666666666666667
2022-01-20,19.0,30.0,37.666666666666664,-14.0,-18.833333333333332,5.666666666666667
2022-01-21,16.25,26.0,22.666666666666668,-26.666666666666668,-20.5,7.333333333333333
2022-01-22,14.25,36.0,39.333333333333336,-13.666666666666666,-2.8,2.0
2022-01-23,10.0,30.0,26.0,-22.0,-12.0,2.0
2022-01-24,25.0,30.0,33.333333333333336,-19.0,-16.5,5.666666666666667
2022-01-25,21.0,34.333333333333336,33.0,-20.0,-16.333333333333332,5.0
2022-01-26,22.666666666666668,27.666666666666668,26.666666666666668,-10.0,-15.0,5.333333333333333
2022-01-27,23.666666666666668,39.333333333333336,34.333333333333336,-12.666666666666666,-15.833333333333334,4.666666666666667
2022-01-28,30.75,41.333333333333336,32.0,-17.333333333333332,-18.166666666666668,4.0
2022-01-29,23.25,45.0,43.333333333333336,-4.666666666666667,-3.4,-0.5
2022-01-30,17.666666666666668,38.0,32.0,-10.0,-12.0,1.0
2022-01-31,30.0,35.333333333333336,28.666666666666668,-14.0,-14.166666666666666,3.6666666666666665
2022-02-01,31.0,39.666666666666664,41.0,-9.333333333333334,-13.833333333333334,3.3333333333333335
2022-02-02,28.666666666666668,35.333333333333336,31.333333333333332,-3.3333333333333335,-10.5,4.0
2022-02-03,27.666666666666668,35.0,36.0,-13.0,-12.5,3.6666666666666665
2022-02-04,27.75,32.0,37.333333333333336,-16.666666666666668,-14.333333333333334,3.3333333333333335
2022-02-05,18.25,35.666666666666664,38.666666666666664,-5.333333333333333,1.4,0.0
2022-02-06,17.666666666666668,34.0,25.666666666666668,-1.0,-7.25,1.0
2022-02-07,33.0,33.333333333333336,38.666666666666664,-13.666666666666666,-7.666666666666667,1.0
2022-02-08,29.666666666666668,34.666666666666664,37.333333333333336,-16.0,-9.833333333333334,2.0
2022-02-09,28.0,34.333333333333336,35.666666666666664,-4.333333333333333,-7.666666666666667,2.6666666666666665
2022-02-10,30.666666666666668,37.0,43.666666666666664,-1.3333333333333333,-8.0,1.6666666666666667
2022-02-11,37.75,43.333333333333336,46.0,-10.0,-11.833333333333334,1.6666666666666667
2022-02-12,37.25,54.666666666666664,66.33333333333333,11.0,3.0,-4.0
2022-02-13,31.0,46.5,39.0,7.5,-4.75,-2.0
2022-02-14,57.666666666666664,53.333333333333336,43.666666666666664,-2.0,-6.0,-1.0
2022-02-15,23.666666666666668,30.333333333333332,29.333333333333332,-9.0,-8.333333333333334,2.3333333333333335
2022-02-16,29.333333333333332,38.333333333333336,36.0,-2.3333333333333335,-4.0,1.0
2022-02-17,30.666666666666668,41.0,48.333333333333336,1.3333333333333333,-5.166666666666667,-0.3333333333333333
2022-02-18,33.5,35.333333333333336,52.0,-8.333333333333334,-9.833333333333334,0.3333333333333333
2022-02-19,29.25,42.333333333333336,68.66666666666667,5.0,5.6,-3.0
2022-02-20,29.666666666666668,42.5,54.333333333333336,13.0,-8.75,-4.0
2022-02-21,36.333333333333336,38.333333333333336,51.0,-8.666666666666666,-3.6666666666666665,0.0
2022-02-22,33.666666666666664,39.0,48.0,-8.666666666666666,-2.5,0.3333333333333333
2022-02-23,36.333333333333336,38.666666666666664,51.0,3.3333333333333335,-1.5,0.6666666666666666
2022-02-24,37.333333333333336,48.666666666666664,63.666666666666664,3.0,-3.1666666666666665,-0.3333333333333333
2022-02-25,40.0,49.0,63.666666666666664,-6.0,-8.166666666666666,0.3333333333333333
2022-02-26,33.25,57.0,83.66666666666667,15.0,4.6,-4.5
2022-02-27,34.0,56.0,69.33333333333333,22.5,-5.75,-4.0
2022-02-28,38.666666666666664,42.333333333333336,54.0,-0.3333333333333333,-0.3333333333333333,0.0
2022-03-01,39.0,50.333333333333336,68.33333333333333,2.6666666666666665,0.16666666666666666,-0.3333333333333333
2022-03-02,31.333333333333332,40.333333333333336,54.333333333333336,3.0,-0.16666666666666666,1.0
2022-03-03,34.0,43.0,66.33333333333333,-1.0,-0.3333333333333333,1.6666666666666667
2022-03-04,37.25,41.666666666666664,83.33333333333333,1.0,-7.166666666666667,2.3333333333333335
2022-03-05,33.0,47.666666666666664,100.33333333333333,13.0,6.0,-2.0
2022-03-06,35.0,57.0,109.0,11.0,-3.0,-3.0
2022-03-07,4.0,-1.0,117.0,-32.333333333333336,-57.833333333333336,12.333333333333334
2022-03-08,39.666666666666664,43.333333333333336,70.0,9.666666666666666,3.3333333333333335,2.0
2022-03-09,38.0,35.0,76.33333333333333,5.0,5.0,3.6666666666666665
2022-03-10,35.333333333333336,38.666666666666664,68.5,4.666666666666667,5.0,5.0
2022-03-11,38.0,37.0,79.33333333333333,-6.666666666666667,-2.3333333333333335,6.333333333333333
2022-03-12,34.5,45.666666666666664,104.33333333333333,13.333333333333334,10.4,1.5
2022-03-13,20.666666666666668,48.0,59.0,11.5,-4.25,5.0
2022-03-14,38.333333333333336,37.0,55.0,-2.3333333333333335,4.166666666666667,7.666666666666667
2022-03-15,43.333333333333336,46.0,72.5,4.333333333333333,5.5,5.0
2022-03-16,39.666666666666664,40.0,55.5,5.333333333333333,6.5,5.0
2022-03-17,36.0,40.0,71.5,5.666666666666667,4.333333333333333,5.0
2022-03-18,38.0,36.333333333333336,77.33333333333333,-3.3333333333333335,-4.0,6.0
2022-03-19,36.0,45.0,98.0,13.0,9.8,1.0
2022-03-20,37.0,49.0,92.33333333333333,16.0,-0.5,2.0
2022-03-21,40.0,37.333333333333336,76.0,-0.3333333333333333,5.666666666666667,6.0
2022-03-22,39.333333333333336,43.0,77.0,-0.3333333333333333,5.333333333333333,5.0
2022-03-23,33.666666666666664,41.333333333333336,55.5,13.0,5.0,6.0
2022-03-24,31.666666666666668,37.0,67.5,3.3333333333333335,4.0,5.333333333333333
2022-03-25,35.75,40.0,61.0,-7.666666666666667,-6.333333333333333,6.0
2022-03-26,37.5,49.666666666666664,87.0,11.333333333333334,7.6,0.5
2022-03-27,30.666666666666668,54.0,87.66666666666667,21.0,-2.75,2.0
2022-03-28,32.333333333333336,33.333333333333336,53.0,-2.3333333333333335,3.5,6.666666666666667
2022-03-29,36.333333333333336,42.333333333333336,78.0,1.3333333333333333,5.333333333333333,5.333333333333333
2022-03-30,38.666666666666664,41.666666666666664,58.5,8.333333333333334,9.666666666666666,5.333333333333333
2022-03-31,36.0,43.0,75.0,4.666666666666667,4.333333333333333,4.333333333333333
2022-04-01,36.0,35.666666666666664,85.0,-4.666666666666667,-3.0,5.0
2022-04-02,30.25,45.666666666666664,110.0,4.0,10.8,1.5
2022-04-03,33.666666666666664,58.0,98.0,18.5,2.5,1.0
2022-04-04,38.333333333333336,37.666666666666664,66.5,-2.0,7.0,5.0
2022-04-05,37.666666666666664,43.666666666666664,66.5,-1.0,6.166666666666667,4.0
2022-04-06,36.333333333333336,36.666666666666664,53.5,8.0,5.833333333333333,4.666666666666667
2022-04-07,39.0,43.0,72.5,3.3333333333333335,3.5,4.333333333333333
2022-04-08,35.0,40.333333333333336,76.66666666666667,-2.6666666666666665,-4.166666666666667,5.0
2022-04-09,34.5,48.0,98.66666666666667,12.333333333333334,9.6,1.5
2022-04-10,35.5,63.0,103.33333333333333,17.5,2.25,1.0
2022-04-11,46.0,45.666666666666664,74.5,4.333333333333333,-6.666666666666667,6.333333333333333
2022-04-12,50.666666666666664,52.5,88.0,11.0,-8.333333333333334,5.0
2022-04-13,59.666666666666664,68.66666666666667,77.5,21.666666666666668,-8.666666666666666,4.0
2022-04-14,75.33333333333333,118.0,106.5,45.333333333333336,-15.333333333333334,2.0
2022-04-15,-33.0,-54.666666666666664,30.5,-51.333333333333336,-67.5,23.333333333333332
2022-04-16,20.25,32.666666666666664,128.33333333333334,1.0,-23.5,0.0
2022-04-17,45.666666666666664,34.5,114.0,17.0,-9.0,-4.0
2022-04-18,-1.3333333333333333,-11.5,83.5,-24.0,-63.5,11.333333333333334
2022-04-19,45.666666666666664,47.333333333333336,71.5,9.333333333333334,-13.5,5.0
2022-04-20,37.0,41.0,61.0,10.333333333333334,-12.5,7.0
2022-04-21,34.666666666666664,44.0,63.0,5.333333333333333,-12.166666666666666,6.666666666666667
2022-04-22,28.75,34.333333333333336,64.33333333333333,-6.333333333333333,-9.0,7.666666666666667
2022-04-23,29.25,45.666666666666664,87.66666666666667,12.666666666666666,9.6,2.0
2022-04-24,28.666666666666668,50.5,81.66666666666667,22.0,-1.25,1.0
2022-04-25,41.0,45.333333333333336,66.5,1.3333333333333333,4.833333333333333,5.333333333333333
2022-04-26,40.666666666666664,44.333333333333336,70.66666666666667,-5.666666666666667,5.0,5.0
2022-04-27,32.75,43.666666666666664,62.0,6.666666666666667,6.166666666666667,6.0
2022-04-28,43.666666666666664,54.0,67.0,6.0,5.833333333333333,4.333333333333333
2022-04-29,42.25,51.0,79.0,2.6666666666666665,-3.5,4.333333333333333
2022-04-30,38.5,55.0,104.66666666666667,16.0,10.6,0.0
2022-05-01,36.5,66.0,131.0,16.0,2.25,-1.0
2022-05-02,-6.333333333333333,-5.0,60.5,-35.0,-59.5,17.333333333333332
2022-05-03,47.666666666666664,53.0,57.0,4.0,6.0,3.3333333333333335
2022-05-04,39.0,49.0,64.33333333333333,5.666666666666667,6.166666666666667,5.0
2022-05-05,40.0,50.0,76.66666666666667,0.3333333333333333,6.333333333333333,4.0
2022-05-06,36.75,43.666666666666664,75.33333333333333,-2.3333333333333335,-1.3333333333333333,5.0
2022-05-07,36.5,56.0,94.33333333333333,5.666666666666667,13.6,0.0
2022-05-08,35.5,66.0,98.66666666666667,22.0,7.25,0.0
2022-05-09,41.333333333333336,45.0,61.5,-2.6666666666666665,3.6666666666666665,5.333333333333333
2022-05-10,48.0,49.666666666666664,63.0,-0.3333333333333333,4.5,3.6666666666666665
2022-05-11,38.666666666666664,44.333333333333336,50.5,2.3333333333333335,4.333333333333333,4.333333333333333
2022-05-12,46.0,52.666666666666664,63.5,3.0,-7.5,5.333333333333333
2022-05-13,37.0,42.666666666666664,82.66666666666667,-2.6666666666666665,-4.5,4.666666666666667
