date,retail_and_recreation_percent_change_from_baseline_Paraguay,grocery_and_pharmacy_percent_change_from_baseline_Paraguay,parks_percent_change_from_baseline_Paraguay,transit_stations_percent_change_from_baseline_Paraguay,workplaces_percent_change_from_baseline_Paraguay,residential_percent_change_from_baseline_Paraguay
2020-05-26,-32.125,-22.25,-38.857142857142854,-43.666666666666664,-7.888888888888889,13.75
2020-05-27,-29.235294117647058,-21.0625,-36.714285714285715,-42.77777777777778,-7.388888888888889,13.833333333333334
2020-05-28,-26.529411764705884,-16.625,-32.0,-39.55555555555556,-5.944444444444445,13.083333333333334
2020-05-29,-28.77777777777778,-15.61111111111111,-38.142857142857146,-41.27272727272727,-5.888888888888889,13.666666666666666
2020-05-30,-32.111111111111114,-15.588235294117647,-41.86666666666667,-42.916666666666664,-3.6666666666666665,14.0
2020-05-31,-48.8125,-31.785714285714285,-59.733333333333334,-56.09090909090909,-1.2222222222222223,17.2
2020-06-01,-31.125,-23.294117647058822,-41.57142857142857,-44.0,-9.88888888888889,14.909090909090908
2020-06-02,-26.823529411764707,-12.0,-36.42857142857143,-35.666666666666664,-5.833333333333333,13.416666666666666
2020-06-03,-29.0,-16.4375,-34.142857142857146,-36.77777777777778,-5.055555555555555,12.833333333333334
2020-06-04,-41.588235294117645,-29.0,-50.42857142857143,-48.0,-12.88888888888889,18.3
2020-06-05,-43.705882352941174,-27.529411764705884,-54.75,-55.333333333333336,-13.777777777777779,20.625
2020-06-06,-33.22222222222222,-13.0,-48.3125,-46.25,-4.111111111111111,16.25
2020-06-07,-41.625,-26.428571428571427,-52.0,-54.54545454545455,6.5,15.833333333333334
2020-06-08,-23.705882352941178,-15.647058823529411,-35.92857142857143,-38.77777777777778,-3.3333333333333335,11.461538461538462
2020-06-09,-27.764705882352942,-18.5,-35.642857142857146,-39.22222222222222,-5.277777777777778,12.0
2020-06-10,-25.764705882352942,-13.75,-33.92857142857143,-39.22222222222222,-5.888888888888889,12.416666666666666
2020-06-11,-21.529411764705884,-11.5625,-30.53846153846154,-34.888888888888886,-4.5,10.666666666666666
2020-06-12,-35.22222222222222,-22.055555555555557,-38.93333333333333,-50.916666666666664,-29.944444444444443,19.22222222222222
2020-06-13,-37.88235294117647,-19.764705882352942,-49.5625,-52.5,-7.166666666666667,16.875
2020-06-14,-42.5625,-29.0,-52.46666666666667,-55.45454545454545,5.888888888888889,15.5
2020-06-15,-23.6875,-16.58823529411765,-31.214285714285715,-38.666666666666664,-2.3333333333333335,11.538461538461538
2020-06-16,-22.294117647058822,-15.6875,-30.857142857142858,-35.22222222222222,-4.222222222222222,11.75
2020-06-17,-23.294117647058822,-17.0,-28.357142857142858,-36.55555555555556,-3.9444444444444446,11.666666666666666
2020-06-18,-23.294117647058822,-16.625,-31.0,-36.888888888888886,-3.4444444444444446,11.25
2020-06-19,-24.88888888888889,-17.22222222222222,-34.142857142857146,-40.0,-3.0,11.416666666666666
2020-06-20,-24.27777777777778,-9.235294117647058,-36.53333333333333,-39.333333333333336,-1.2222222222222223,12.5
2020-06-21,-35.0625,-23.785714285714285,-46.86666666666667,-50.09090909090909,13.666666666666666,11.666666666666666
2020-06-22,-25.11764705882353,-22.0,-30.428571428571427,-38.666666666666664,-4.333333333333333,11.76923076923077
2020-06-23,-24.235294117647058,-18.875,-31.785714285714285,-38.111111111111114,-5.444444444444445,11.833333333333334
2020-06-24,-26.88235294117647,-20.875,-32.07142857142857,-39.888888888888886,-5.277777777777778,12.166666666666666
2020-06-25,-33.72222222222222,-27.0,-40.857142857142854,-45.111111111111114,-9.444444444444445,15.363636363636363
2020-06-26,-34.77777777777778,-24.666666666666668,-43.0,-46.90909090909091,-7.833333333333333,17.1
2020-06-27,-32.333333333333336,-18.294117647058822,-43.4,-46.0,-6.0,16.0
2020-06-28,-41.6875,-29.142857142857142,-49.4,-53.90909090909091,-0.5555555555555556,15.0
2020-06-29,-25.75,-17.705882352941178,-37.42857142857143,-41.22222222222222,-6.388888888888889,13.333333333333334
2020-06-30,-26.875,-14.125,-38.857142857142854,-40.333333333333336,-8.333333333333334,12.416666666666666
2020-07-01,-24.176470588235293,-14.875,-34.57142857142857,-37.666666666666664,-6.388888888888889,12.416666666666666
2020-07-02,-24.176470588235293,-14.125,-34.642857142857146,-36.333333333333336,-5.833333333333333,13.166666666666666
2020-07-03,-25.666666666666668,-16.0,-36.8,-39.75,-5.166666666666667,13.833333333333334
2020-07-04,-25.77777777777778,-12.705882352941176,-37.666666666666664,-42.333333333333336,-3.4444444444444446,13.5
2020-07-05,-36.9375,-25.214285714285715,-47.93333333333333,-51.72727272727273,3.0555555555555554,14.2
2020-07-06,-23.125,-15.470588235294118,-35.142857142857146,-38.333333333333336,-5.611111111111111,12.25
2020-07-07,-34.529411764705884,-26.352941176470587,-50.142857142857146,-47.5,-13.277777777777779,15.083333333333334
2020-07-08,-30.647058823529413,-20.4375,-43.714285714285715,-43.44444444444444,-9.555555555555555,15.181818181818182
2020-07-09,-24.88235294117647,-17.0625,-36.0,-37.44444444444444,-5.611111111111111,12.583333333333334
2020-07-10,-25.61111111111111,-17.22222222222222,-35.13333333333333,-41.36363636363637,-4.388888888888889,12.833333333333334
2020-07-11,-27.5,-15.529411764705882,-37.6,-43.416666666666664,-2.611111111111111,12.625
2020-07-12,-34.4375,-24.285714285714285,-43.86666666666667,-49.36363636363637,1.7777777777777777,12.833333333333334
2020-07-13,-24.0625,-18.176470588235293,-33.857142857142854,-39.666666666666664,-6.611111111111111,11.583333333333334
2020-07-14,-25.125,-17.6875,-34.857142857142854,-38.55555555555556,-7.5,12.0
