date,retail_and_recreation_percent_change_from_baseline_Haiti,grocery_and_pharmacy_percent_change_from_baseline_Haiti,parks_percent_change_from_baseline_Haiti,transit_stations_percent_change_from_baseline_Haiti,workplaces_percent_change_from_baseline_Haiti,residential_percent_change_from_baseline_Haiti
2022-02-14,43.333333333333336,59.0,14.0,22.333333333333332,12.9,1.4
2022-02-15,24.0,26.0,3.0,21.0,14.222222222222221,4.75
2022-02-16,24.0,27.0,2.0,13.666666666666666,12.7,5.5
2022-02-17,23.666666666666668,28.0,5.666666666666667,15.333333333333334,16.11111111111111,6.0
2022-02-18,28.333333333333332,30.333333333333332,4.333333333333333,24.666666666666668,17.11111111111111,4.5
2022-02-19,28.666666666666668,28.0,10.666666666666666,13.333333333333334,9.5,6.5
2022-02-20,22.0,22.0,9.0,8.333333333333334,1.4,8.666666666666666
2022-02-21,30.333333333333332,28.333333333333332,6.6,24.333333333333332,10.9,2.8
2022-02-22,26.666666666666668,27.0,9.6,33.0,17.77777777777778,5.2
2022-02-23,28.333333333333332,28.0,18.8,16.0,16.4,7.25
2022-02-24,33.333333333333336,32.666666666666664,19.0,23.0,18.88888888888889,8.25
2022-02-25,30.666666666666668,32.333333333333336,16.6,26.666666666666668,10.11111111111111,9.25
2022-02-26,29.666666666666668,30.333333333333332,23.666666666666668,18.0,11.625,8.666666666666666
2022-02-27,22.0,17.333333333333332,28.833333333333332,10.333333333333334,1.4,9.0
2022-02-28,10.666666666666666,13.0,24.8,5.333333333333333,-20.5,14.25
2022-03-01,-3.0,0.6666666666666666,21.0,-14.666666666666666,-31.4,16.75
2022-03-02,-1.0,3.0,16.4,-10.0,-29.9,16.25
2022-03-03,30.666666666666668,29.666666666666668,38.4,26.666666666666668,13.777777777777779,11.5
2022-03-04,31.333333333333332,30.0,27.0,25.0,14.11111111111111,13.75
2022-03-05,31.666666666666668,26.333333333333332,16.833333333333332,12.333333333333334,8.571428571428571,13.333333333333334
2022-03-06,30.333333333333332,28.666666666666668,24.5,16.666666666666668,8.0,13.333333333333334
2022-03-07,40.666666666666664,32.333333333333336,47.0,32.333333333333336,22.0,11.25
2022-03-08,46.0,35.0,55.2,31.0,25.77777777777778,13.0
2022-03-09,46.666666666666664,38.0,66.0,39.333333333333336,30.555555555555557,14.5
2022-03-10,47.666666666666664,37.333333333333336,67.0,39.666666666666664,35.666666666666664,16.5
2022-03-11,43.666666666666664,37.333333333333336,62.6,35.0,33.77777777777778,17.5
2022-03-12,46.0,37.666666666666664,63.6,24.666666666666668,24.8,18.0
2022-03-13,46.333333333333336,34.0,52.8,27.666666666666668,21.2,19.666666666666668
2022-03-14,49.333333333333336,35.333333333333336,71.6,36.333333333333336,33.4,16.5
2022-03-15,50.0,35.666666666666664,70.8,35.666666666666664,36.888888888888886,17.5
2022-03-16,49.333333333333336,36.666666666666664,73.8,29.666666666666668,35.888888888888886,17.0
2022-03-17,45.333333333333336,34.333333333333336,69.4,31.333333333333332,37.0,17.5
2022-03-18,47.0,37.666666666666664,62.2,34.333333333333336,32.888888888888886,16.5
2022-03-19,49.0,36.333333333333336,62.8,24.0,24.0,17.0
2022-03-20,56.666666666666664,40.333333333333336,59.4,29.0,23.0,18.0
2022-03-21,50.666666666666664,34.0,74.0,36.333333333333336,32.77777777777778,16.5
2022-03-22,51.333333333333336,32.0,75.2,29.666666666666668,36.22222222222222,16.75
2022-03-23,48.666666666666664,31.333333333333332,74.8,27.0,35.77777777777778,16.75
2022-03-24,48.666666666666664,29.0,68.4,31.0,36.44444444444444,17.25
2022-03-25,48.0,32.333333333333336,60.4,34.666666666666664,32.44444444444444,17.0
2022-03-26,49.333333333333336,30.0,63.2,21.333333333333332,19.666666666666668,15.333333333333334
2022-03-27,45.666666666666664,27.0,49.2,17.0,15.4,17.666666666666668
2022-03-28,45.333333333333336,26.666666666666668,64.8,37.333333333333336,33.111111111111114,16.5
2022-03-29,12.666666666666666,-5.666666666666667,50.0,-2.0,12.333333333333334,26.25
2022-03-30,42.0,26.333333333333332,63.2,21.666666666666668,25.88888888888889,19.25
2022-03-31,52.333333333333336,34.333333333333336,60.0,35.0,34.22222222222222,16.75
2022-04-01,48.666666666666664,34.666666666666664,58.0,37.0,33.0,16.5
2022-04-02,51.333333333333336,32.333333333333336,63.0,27.0,23.333333333333332,15.333333333333334
2022-04-03,55.666666666666664,32.666666666666664,57.2,25.333333333333332,24.2,16.333333333333332
2022-04-04,47.333333333333336,27.0,65.4,33.666666666666664,34.111111111111114,16.75
2022-04-05,49.666666666666664,33.666666666666664,67.4,39.666666666666664,35.888888888888886,16.5
2022-04-06,49.666666666666664,35.333333333333336,69.2,29.0,33.44444444444444,16.75
2022-04-07,49.333333333333336,38.333333333333336,69.8,32.333333333333336,32.22222222222222,17.0
2022-04-08,49.0,42.0,60.4,31.0,29.333333333333332,16.75
2022-04-09,48.333333333333336,37.0,62.4,22.666666666666668,20.0,15.333333333333334
2022-04-10,53.0,37.0,58.6,29.333333333333332,21.4,15.333333333333334
2022-04-11,48.333333333333336,33.666666666666664,72.2,33.333333333333336,18.6,16.75
2022-04-12,48.666666666666664,36.666666666666664,70.0,32.333333333333336,20.444444444444443,18.5
2022-04-13,49.333333333333336,41.333333333333336,73.0,31.666666666666668,14.6,19.0
2022-04-14,53.333333333333336,55.0,66.5,41.333333333333336,2.4,19.25
2022-04-15,6.0,0.3333333333333333,54.2,-4.333333333333333,-31.7,27.75
2022-04-16,33.0,34.0,62.4,10.666666666666666,8.125,19.0
2022-04-17,39.0,25.333333333333332,56.4,15.666666666666666,7.2,18.0
2022-04-18,45.666666666666664,33.333333333333336,69.6,30.333333333333332,15.5,17.5
2022-04-19,43.666666666666664,34.333333333333336,65.8,33.666666666666664,30.555555555555557,18.0
2022-04-20,44.666666666666664,36.666666666666664,72.4,29.0,30.555555555555557,17.25
2022-04-21,42.333333333333336,33.666666666666664,68.6,32.666666666666664,32.44444444444444,18.5
2022-04-22,45.0,40.666666666666664,63.2,41.0,32.22222222222222,16.5
2022-04-23,47.666666666666664,35.333333333333336,64.2,32.666666666666664,22.8,16.333333333333332
2022-04-24,47.666666666666664,29.0,57.2,30.666666666666668,20.6,19.0
2022-04-25,42.333333333333336,24.0,70.0,27.666666666666668,27.444444444444443,19.0
2022-04-26,38.0,23.0,66.0,20.0,34.44444444444444,19.75
2022-04-27,38.666666666666664,26.666666666666668,69.4,18.666666666666668,33.77777777777778,19.25
2022-04-28,38.666666666666664,28.333333333333332,55.75,27.333333333333332,36.111111111111114,19.25
2022-04-29,40.666666666666664,31.333333333333332,59.8,29.0,33.888888888888886,18.5
2022-04-30,45.666666666666664,31.666666666666668,65.0,23.666666666666668,21.333333333333332,18.0
2022-05-01,45.666666666666664,29.666666666666668,55.8,22.0,20.4,18.333333333333332
2022-05-02,39.0,26.333333333333332,60.0,16.333333333333332,22.555555555555557,17.75
2022-05-03,40.0,27.666666666666668,61.4,13.333333333333334,32.666666666666664,17.25
2022-05-04,36.666666666666664,24.333333333333332,64.2,16.666666666666668,28.555555555555557,18.0
2022-05-05,39.333333333333336,26.0,47.5,19.333333333333332,33.0,17.0
2022-05-06,40.333333333333336,29.0,56.6,29.333333333333332,31.88888888888889,16.25
2022-05-07,47.333333333333336,29.333333333333332,56.2,20.0,20.833333333333332,15.0
2022-05-08,53.666666666666664,33.666666666666664,52.6,19.333333333333332,21.4,16.0
2022-05-09,46.666666666666664,26.0,63.8,25.0,34.77777777777778,15.5
2022-05-10,44.666666666666664,25.0,61.4,29.666666666666668,34.22222222222222,15.75
2022-05-11,44.666666666666664,28.0,67.4,28.0,34.111111111111114,14.75
2022-05-12,41.333333333333336,29.666666666666668,53.25,28.333333333333332,36.666666666666664,16.5
2022-05-13,38.333333333333336,28.333333333333332,57.6,27.333333333333332,31.88888888888889,17.0
