date,retail_and_recreation_percent_change_from_baseline_Haiti,grocery_and_pharmacy_percent_change_from_baseline_Haiti,parks_percent_change_from_baseline_Haiti,transit_stations_percent_change_from_baseline_Haiti,workplaces_percent_change_from_baseline_Haiti,residential_percent_change_from_baseline_Haiti
2021-04-17,0.6666666666666666,-1.6666666666666667,-16.666666666666668,-0.3333333333333333,-22.22222222222222,0.5
2021-04-18,-7.333333333333333,-11.0,-20.333333333333332,-10.0,-27.125,2.6666666666666665
2021-04-19,2.0,-6.666666666666667,-21.333333333333332,10.0,-17.0,-1.5
2021-04-20,-1.3333333333333333,-6.333333333333333,-19.333333333333332,-3.5,-15.7,-0.25
2021-04-21,-5.666666666666667,-11.0,-22.666666666666668,-7.5,-23.0,1.25
2021-04-22,-7.333333333333333,-11.666666666666666,-24.5,-1.6666666666666667,-20.8,2.0
2021-04-23,-9.333333333333334,-8.0,-28.166666666666668,-16.333333333333332,-22.1,1.0
2021-04-24,-1.6666666666666667,-3.3333333333333335,-15.333333333333334,-20.333333333333332,-21.77777777777778,-1.0
2021-04-25,-8.333333333333334,-12.0,-17.833333333333332,-21.333333333333332,-29.125,2.0
2021-04-26,-4.666666666666667,-7.333333333333333,-20.0,-15.666666666666666,-17.8,-0.25
2021-04-27,-5.0,-7.0,-20.5,-15.5,-15.4,-0.25
2021-04-28,-7.333333333333333,-8.0,-21.833333333333332,-19.75,-18.2,1.5
2021-04-29,-3.6666666666666665,-1.0,-16.0,-10.0,-18.0,0.25
2021-04-30,0.6666666666666666,2.3333333333333335,-18.833333333333332,9.0,-16.2,-1.5
2021-05-01,-16.0,-13.666666666666666,-15.166666666666666,-21.333333333333332,-34.22222222222222,2.0
2021-05-02,-12.0,-11.666666666666666,-17.5,-24.333333333333332,-30.285714285714285,3.3333333333333335
2021-05-03,4.666666666666667,-0.3333333333333333,-18.666666666666668,2.6666666666666665,-17.9,-3.0
2021-05-04,1.3333333333333333,0.0,-20.333333333333332,-4.333333333333333,-15.3,-0.25
2021-05-05,-0.3333333333333333,-3.0,-18.166666666666668,-14.5,-16.8,0.25
2021-05-06,-0.3333333333333333,-1.6666666666666667,-18.666666666666668,-5.666666666666667,-16.7,-0.5
2021-05-07,1.3333333333333333,0.3333333333333333,-18.333333333333332,3.3333333333333335,-15.8,-1.25
2021-05-08,1.6666666666666667,-1.6666666666666667,-13.0,-5.666666666666667,-21.22222222222222,0.5
2021-05-09,-4.333333333333333,-6.0,-12.5,-11.0,-28.0,1.3333333333333333
2021-05-10,5.0,-0.3333333333333333,-17.666666666666668,-4.333333333333333,-16.3,-1.25
2021-05-11,4.666666666666667,1.0,-16.5,-9.666666666666666,-14.0,-1.0
2021-05-12,7.333333333333333,6.666666666666667,-14.333333333333334,-11.25,-13.6,-1.25
2021-05-13,4.666666666666667,5.0,-14.666666666666666,1.6666666666666667,-15.6,0.0
2021-05-14,9.0,11.0,-17.833333333333332,3.0,-14.8,-1.25
2021-05-15,8.333333333333334,13.0,-7.0,-4.0,-20.88888888888889,-0.75
2021-05-16,1.3333333333333333,4.0,-12.666666666666666,-10.333333333333334,-26.25,1.3333333333333333
2021-05-17,12.666666666666666,13.333333333333334,-12.166666666666666,4.666666666666667,-20.9,-1.75
2021-05-18,-21.0,-18.333333333333332,-13.833333333333334,-30.666666666666668,-50.9,9.25
2021-05-19,5.0,11.0,-11.5,-11.25,-18.8,-0.75
2021-05-20,7.0,11.0,-12.333333333333334,7.333333333333333,-15.6,-0.25
2021-05-21,8.0,15.333333333333334,-8.833333333333334,5.0,-14.2,-0.5
2021-05-22,6.0,8.666666666666666,-9.0,-4.333333333333333,-17.666666666666668,-0.5
2021-05-23,2.6666666666666665,3.0,-6.0,-6.333333333333333,-23.125,1.3333333333333333
2021-05-24,8.666666666666666,9.666666666666666,-10.333333333333334,8.333333333333334,-14.0,-0.75
2021-05-25,6.0,10.333333333333334,-6.166666666666667,-3.6666666666666665,-10.555555555555555,-0.75
2021-05-26,9.333333333333334,14.333333333333334,-4.833333333333333,-5.5,-11.8,-0.5
2021-05-27,14.0,19.333333333333332,-0.8333333333333334,14.333333333333334,-12.3,-1.0
2021-05-28,16.0,22.333333333333332,0.16666666666666666,18.0,-11.88888888888889,-2.25
2021-05-29,19.333333333333332,23.666666666666668,5.166666666666667,6.333333333333333,-16.444444444444443,-2.0
2021-05-30,18.0,31.666666666666668,5.333333333333333,-0.3333333333333333,-25.125,-1.0
2021-05-31,15.666666666666666,17.666666666666668,-1.1666666666666667,17.0,-13.4,-3.0
2021-06-01,13.666666666666666,17.333333333333332,-0.3333333333333333,11.666666666666666,-13.1,-1.0
2021-06-02,13.666666666666666,20.333333333333332,2.5,-2.75,-15.3,0.5
2021-06-03,-9.333333333333334,1.0,-0.16666666666666666,-13.666666666666666,-42.4,9.0
2021-06-04,12.0,17.666666666666668,0.6666666666666666,7.333333333333333,-15.3,2.0
2021-06-05,11.0,16.0,0.16666666666666666,-2.6666666666666665,-17.555555555555557,1.5
2021-06-06,1.3333333333333333,2.6666666666666665,-3.3333333333333335,-13.333333333333334,-26.125,3.6666666666666665
2021-06-07,13.666666666666666,15.0,-0.5,3.6666666666666665,-15.9,-0.8
2021-06-08,10.0,13.666666666666666,-3.1666666666666665,-21.0,-15.0,1.25
2021-06-09,11.333333333333334,13.333333333333334,-4.0,-19.25,-15.9,1.75
2021-06-10,13.0,14.333333333333334,1.0,-16.666666666666668,-13.5,1.25
2021-06-11,12.666666666666666,14.666666666666666,-1.3333333333333333,-4.0,-15.6,2.0
2021-06-12,14.666666666666666,13.666666666666666,-0.5,-23.333333333333332,-20.0,0.75
2021-06-13,2.3333333333333335,4.333333333333333,-3.1666666666666665,-27.0,-26.571428571428573,4.0
2021-06-14,6.333333333333333,8.0,-1.3333333333333333,-30.333333333333332,-20.2,2.5
2021-06-15,10.0,9.0,-7.333333333333333,-24.666666666666668,-18.6,2.25
2021-06-16,10.666666666666666,10.666666666666666,-1.1666666666666667,-13.75,-21.3,2.5
2021-06-17,7.333333333333333,11.0,-1.3333333333333333,-6.0,-21.9,3.5
2021-06-18,3.6666666666666665,7.666666666666667,-9.333333333333334,-10.0,-25.4,3.75
2021-06-19,3.0,4.333333333333333,-5.833333333333333,-17.333333333333332,-23.77777777777778,1.5
2021-06-20,-5.666666666666667,-9.666666666666666,-14.0,-13.333333333333334,-34.25,3.0
2021-06-21,-1.3333333333333333,-4.0,-12.0,-10.666666666666666,-28.2,1.75
2021-06-22,2.0,1.3333333333333333,-9.5,-12.0,-27.2,1.25
2021-06-23,-2.0,-1.6666666666666667,-10.666666666666666,-16.25,-28.4,2.5
2021-06-24,1.0,0.6666666666666666,-5.0,-11.666666666666666,-27.4,2.75
2021-06-25,1.0,2.6666666666666665,-7.0,-9.333333333333334,-27.1,3.0
2021-06-26,2.0,1.0,-5.0,-16.666666666666668,-25.77777777777778,4.666666666666667
2021-06-27,-3.6666666666666665,-9.0,-9.666666666666666,-15.333333333333334,-31.25,4.0
2021-06-28,7.666666666666667,1.0,-9.0,-7.0,-28.5,-1.5
2021-06-29,5.0,-0.3333333333333333,-8.0,-7.666666666666667,-27.5,1.75
2021-06-30,0.6666666666666666,2.0,-4.0,-12.5,-27.8,4.0
2021-07-01,-1.0,-4.0,-5.666666666666667,-12.0,-28.2,5.5
2021-07-02,7.333333333333333,8.0,-7.333333333333333,-5.333333333333333,-26.3,4.25
2021-07-03,-2.6666666666666665,2.6666666666666665,-10.5,-16.333333333333332,-31.0,5.666666666666667
2021-07-04,-6.666666666666667,-13.333333333333334,-9.166666666666666,-19.0,-32.666666666666664,4.666666666666667
2021-07-05,12.333333333333334,7.0,-2.5,-2.6666666666666665,-24.7,1.0
2021-07-06,13.666666666666666,5.333333333333333,0.5,-1.3333333333333333,-23.6,1.75
2021-07-07,-65.0,-73.33333333333333,-28.666666666666668,-68.75,-65.9,23.5
2021-07-08,-56.0,-59.333333333333336,-26.666666666666668,-67.66666666666667,-57.5,20.5
2021-07-09,-28.333333333333332,-14.333333333333334,-21.333333333333332,-38.333333333333336,-45.0,13.25
2021-07-10,-7.333333333333333,-1.3333333333333333,-14.166666666666666,-24.666666666666668,-29.88888888888889,8.333333333333334
2021-07-11,-15.0,-14.333333333333334,-14.833333333333334,-16.666666666666668,-31.875,7.666666666666667
2021-07-12,-8.0,-11.0,-14.333333333333334,-21.0,-34.8,8.0
2021-07-13,0.0,-5.333333333333333,-10.666666666666666,-22.25,-29.5,4.5
2021-07-14,-1.0,-5.666666666666667,-9.0,-16.25,-31.0,4.75
2021-07-15,2.3333333333333335,-1.0,-4.333333333333333,-6.666666666666667,-27.1,4.5
2021-07-16,4.0,5.333333333333333,-8.0,-7.333333333333333,-30.9,3.75
2021-07-17,-0.6666666666666666,-5.333333333333333,-9.0,-15.333333333333334,-26.444444444444443,5.666666666666667
2021-07-18,-4.666666666666667,-10.0,-9.833333333333334,-14.666666666666666,-28.625,4.666666666666667
2021-07-19,8.0,0.6666666666666666,-5.333333333333333,-5.0,-28.1,2.5
2021-07-20,9.666666666666666,4.0,-0.8333333333333334,-7.333333333333333,-26.1,1.25
2021-07-21,16.666666666666668,13.0,5.166666666666667,-6.0,-28.6,0.5
2021-07-22,-16.0,-29.666666666666668,-7.0,-24.0,-50.2,9.0
2021-07-23,-35.333333333333336,-46.666666666666664,-19.166666666666668,-34.0,-57.7,15.0
2021-07-24,5.333333333333333,6.0,-9.0,-12.0,-27.11111111111111,4.666666666666667
2021-07-25,-4.666666666666667,-7.666666666666667,-8.166666666666666,-9.333333333333334,-30.0,2.6666666666666665
2021-07-26,12.0,3.0,-4.666666666666667,-5.333333333333333,-29.8,0.0
2021-07-27,10.666666666666666,5.666666666666667,0.0,-2.6666666666666665,-28.5,0.5
2021-07-28,9.333333333333334,3.3333333333333335,0.5,-11.75,-28.5,2.0
2021-07-29,15.0,9.666666666666666,-0.6666666666666666,1.6666666666666667,-27.0,1.0
2021-07-30,13.333333333333334,9.666666666666666,-4.833333333333333,6.333333333333333,-27.2,1.0
2021-07-31,13.333333333333334,8.0,2.1666666666666665,-3.3333333333333335,-22.11111111111111,-0.5
2021-08-01,7.333333333333333,0.6666666666666666,-1.3333333333333333,-6.0,-29.625,1.0
2021-08-02,16.0,7.666666666666667,-3.5,-1.3333333333333333,-29.0,-0.25
2021-08-03,9.0,5.0,-4.666666666666667,-1.6666666666666667,-29.4,0.75
2021-08-04,13.666666666666666,5.666666666666667,-0.8333333333333334,-7.5,-28.3,0.25
2021-08-05,10.333333333333334,4.0,-1.0,-0.3333333333333333,-26.5,1.75
2021-08-06,6.333333333333333,1.6666666666666667,-3.8333333333333335,-3.6666666666666665,-27.8,1.25
2021-08-07,8.0,0.6666666666666666,-2.1666666666666665,-2.6666666666666665,-23.0,-0.5
2021-08-08,4.666666666666667,-4.333333333333333,-1.3333333333333333,-4.0,-26.75,2.0
2021-08-09,13.666666666666666,3.0,-3.5,1.6666666666666667,-28.9,1.75
2021-08-10,18.0,8.0,4.0,2.6666666666666665,-25.5,0.5
2021-08-11,17.333333333333332,8.333333333333334,4.5,-6.75,-28.4,1.25
2021-08-12,13.0,5.666666666666667,1.6666666666666667,-4.333333333333333,-27.3,3.0
2021-08-13,14.333333333333334,8.333333333333334,0.6666666666666666,-0.3333333333333333,-27.8,2.5
2021-08-14,10.666666666666666,3.0,3.1666666666666665,2.6666666666666665,-27.333333333333332,0.25
2021-08-15,1.0,-4.0,-0.6666666666666666,-5.333333333333333,-31.25,3.6666666666666665
2021-08-16,-0.6666666666666666,-1.0,-7.666666666666667,-0.6666666666666666,-37.8,4.0
2021-08-17,6.666666666666667,0.3333333333333333,-3.8333333333333335,-17.0,-38.2,2.75
2021-08-18,21.0,12.333333333333334,4.833333333333333,-2.0,-29.7,0.0
2021-08-19,20.666666666666668,15.333333333333334,8.5,5.333333333333333,-29.3,1.0
2021-08-20,21.333333333333332,12.666666666666666,0.6666666666666666,11.333333333333334,-29.7,2.75
2021-08-21,21.666666666666668,10.0,4.666666666666667,3.6666666666666665,-23.444444444444443,-1.0
2021-08-22,12.0,1.3333333333333333,1.1666666666666667,-5.333333333333333,-27.875,1.0
2021-08-23,28.0,13.666666666666666,4.333333333333333,10.666666666666666,-30.9,-0.5
2021-08-24,24.0,11.666666666666666,5.666666666666667,0.3333333333333333,-30.7,0.5
2021-08-25,18.666666666666668,8.333333333333334,2.6666666666666665,-2.75,-30.6,2.0
2021-08-26,23.0,13.666666666666666,3.6666666666666665,7.666666666666667,-28.5,0.25
2021-08-27,21.666666666666668,14.666666666666666,1.1666666666666667,20.0,-28.2,1.25
2021-08-28,22.0,12.0,8.0,3.3333333333333335,-20.333333333333332,-0.25
2021-08-29,18.333333333333332,6.333333333333333,2.5,3.3333333333333335,-26.428571428571427,2.0
2021-08-30,25.666666666666668,13.333333333333334,3.0,9.666666666666666,-29.1,0.0
2021-08-31,23.666666666666668,16.0,1.5,6.0,-28.7,1.0
2021-09-01,23.666666666666668,17.0,6.333333333333333,7.0,-29.6,1.75
2021-09-02,20.333333333333332,16.333333333333332,7.333333333333333,0.6666666666666666,-26.3,2.25
2021-09-03,18.0,17.0,-1.3333333333333333,4.333333333333333,-26.7,2.5
2021-09-04,20.666666666666668,13.0,5.5,-3.3333333333333335,-21.0,1.0
2021-09-05,15.0,8.666666666666666,-0.5,-7.0,-27.5,1.6666666666666667
2021-09-06,13.333333333333334,8.666666666666666,0.0,-18.0,-30.4,2.75
2021-09-07,15.0,15.0,1.5,-10.333333333333334,-28.6,2.0
2021-09-08,16.666666666666668,11.333333333333334,3.5,-7.25,-28.4,2.25
2021-09-09,15.0,9.666666666666666,1.0,-1.3333333333333333,-26.5,2.0
2021-09-10,15.0,11.333333333333334,-6.666666666666667,-1.0,-25.7,3.75
2021-09-11,20.666666666666668,10.0,-0.5,1.3333333333333333,-20.22222222222222,3.3333333333333335
2021-09-12,18.0,12.0,2.0,0.6666666666666666,-24.375,2.0
2021-09-13,22.333333333333332,14.666666666666666,3.1666666666666665,1.3333333333333333,-26.1,1.5
2021-09-14,19.666666666666668,15.0,2.5,0.0,-26.6,2.0
2021-09-15,20.0,14.0,2.3333333333333335,1.0,-28.8,2.5
2021-09-16,17.0,11.333333333333334,-1.0,-1.6666666666666667,-28.4,3.5
2021-09-17,25.666666666666668,20.0,0.6666666666666666,8.666666666666666,-27.3,2.25
2021-09-18,24.0,14.333333333333334,3.0,5.333333333333333,-20.333333333333332,1.0
2021-09-19,13.333333333333334,7.0,-1.6666666666666667,-0.3333333333333333,-24.857142857142858,4.0
2021-09-20,0.6666666666666666,2.6666666666666665,-1.6666666666666667,-18.333333333333332,-47.0,9.5
2021-09-21,27.333333333333332,21.0,3.0,9.333333333333334,-24.9,0.5
2021-09-22,22.666666666666668,15.0,2.8333333333333335,2.75,-24.3,1.25
2021-09-23,20.666666666666668,12.0,4.333333333333333,5.333333333333333,-21.1,1.75
2021-09-24,22.0,14.666666666666666,-0.3333333333333333,6.666666666666667,-23.7,0.75
2021-09-25,18.666666666666668,11.333333333333334,0.0,1.0,-17.88888888888889,3.6666666666666665
2021-09-26,11.0,7.333333333333333,-3.0,-0.6666666666666666,-23.428571428571427,4.0
2021-09-27,21.0,12.0,-3.5,-1.0,-24.2,1.25
2021-09-28,19.333333333333332,11.333333333333334,-0.16666666666666666,1.0,-23.7,1.0
2021-09-29,17.666666666666668,13.0,0.5,-4.25,-24.7,0.5
2021-09-30,18.666666666666668,15.333333333333334,2.3333333333333335,7.666666666666667,-21.7,0.25
2021-10-01,17.0,16.333333333333332,-1.6666666666666667,10.333333333333334,-24.4,1.75
2021-10-02,17.666666666666668,12.333333333333334,-1.6666666666666667,-0.3333333333333333,-20.333333333333332,2.6666666666666665
2021-10-03,3.6666666666666665,3.0,-11.333333333333334,-8.0,-27.75,5.0
2021-10-04,-17.666666666666668,-27.666666666666668,-10.0,-27.666666666666668,-36.4,10.25
2021-10-05,24.0,20.333333333333332,2.5,2.3333333333333335,-23.0,1.75
2021-10-06,24.666666666666668,20.0,5.666666666666667,1.5,-22.8,1.75
2021-10-07,24.0,19.333333333333332,7.833333333333333,12.333333333333334,-21.0,2.5
2021-10-08,18.333333333333332,15.333333333333334,-1.1666666666666667,5.0,-23.7,2.25
2021-10-09,21.333333333333332,13.333333333333334,-0.6666666666666666,-6.333333333333333,-19.0,3.6666666666666665
2021-10-10,14.0,7.666666666666667,-2.1666666666666665,-5.0,-25.428571428571427,5.0
2021-10-11,21.0,13.0,5.333333333333333,0.6666666666666666,-22.6,1.0
2021-10-12,16.0,10.666666666666666,1.1666666666666667,-4.0,-22.2,2.25
2021-10-13,15.666666666666666,12.333333333333334,-0.8333333333333334,-10.25,-22.5,1.5
2021-10-14,11.0,8.666666666666666,3.6666666666666665,-4.0,-19.8,2.0
2021-10-15,16.333333333333332,16.0,0.6666666666666666,0.6666666666666666,-19.9,1.25
2021-10-16,14.0,11.333333333333334,0.6666666666666666,-7.0,-21.88888888888889,5.333333333333333
2021-10-17,3.0,4.333333333333333,-6.333333333333333,-9.333333333333334,-27.571428571428573,5.666666666666667
2021-10-18,-49.333333333333336,-58.333333333333336,-16.333333333333332,-58.333333333333336,-50.0,19.25
2021-10-19,-31.0,-30.666666666666668,-19.0,-36.75,-44.0,15.25
2021-10-20,5.0,11.333333333333334,-5.0,-13.0,-30.0,4.75
2021-10-21,-12.333333333333334,-13.0,-10.166666666666666,-18.333333333333332,-26.2,6.75
2021-10-22,-14.0,-10.333333333333334,-19.166666666666668,-24.0,-31.8,7.25
2021-10-23,-2.3333333333333335,0.0,-12.833333333333334,-16.666666666666668,-26.11111111111111,7.333333333333333
2021-10-24,-13.333333333333334,-10.333333333333334,-15.666666666666666,-12.0,-30.857142857142858,8.666666666666666
2021-10-25,-56.0,-64.0,-30.0,-61.333333333333336,-58.3,22.25
2021-10-26,-52.0,-59.0,-31.166666666666668,-53.25,-53.8,21.75
2021-10-27,-46.666666666666664,-45.333333333333336,-26.166666666666668,-51.5,-52.1,19.0
2021-10-28,-9.0,-6.0,-13.333333333333334,-22.333333333333332,-32.9,8.75
2021-10-29,-4.333333333333333,2.0,-17.166666666666668,-12.333333333333334,-30.3,7.5
2021-10-30,0.0,1.6666666666666667,-16.333333333333332,-14.333333333333334,-23.22222222222222,6.0
2021-10-31,-9.666666666666666,-14.0,-20.5,-16.333333333333332,-29.75,7.666666666666667
2021-11-01,-23.333333333333332,-29.0,-19.833333333333332,-37.0,-54.4,13.0
2021-11-02,-29.666666666666668,-31.0,-22.5,-31.0,-54.2,14.0
2021-11-03,-1.3333333333333333,-5.666666666666667,-14.5,-17.25,-31.2,6.5
2021-11-04,-3.3333333333333335,-6.333333333333333,-11.666666666666666,-12.333333333333334,-27.2,7.0
2021-11-05,-8.0,-5.333333333333333,-17.666666666666668,-11.666666666666666,-27.2,8.25
2021-11-06,-5.333333333333333,-4.666666666666667,-16.666666666666668,-16.333333333333332,-25.0,8.0
2021-11-07,-15.0,-14.666666666666666,-18.166666666666668,-9.333333333333334,-30.375,8.666666666666666
2021-11-08,-7.333333333333333,-8.0,-17.333333333333332,-18.0,-29.4,6.75
2021-11-09,-14.0,-13.0,-17.0,-27.333333333333332,-31.0,8.0
2021-11-10,-6.0,-3.3333333333333335,-12.166666666666666,-20.25,-25.8,4.0
2021-11-11,-12.333333333333334,-10.0,-14.0,-21.333333333333332,-28.7,7.25
2021-11-12,-6.0,-3.6666666666666665,-18.5,-18.333333333333332,-24.8,5.5
2021-11-13,-6.666666666666667,-6.666666666666667,-17.0,-20.666666666666668,-23.88888888888889,8.0
2021-11-14,-6.333333333333333,-9.666666666666666,-16.833333333333332,-12.0,-25.428571428571427,7.0
2021-11-15,6.0,1.6666666666666667,-11.833333333333334,-6.333333333333333,-24.2,3.0
2021-11-16,9.0,5.666666666666667,-9.166666666666666,-4.333333333333333,-22.3,3.5
2021-11-17,16.0,16.0,-3.3333333333333335,-6.0,-20.8,2.25
2021-11-18,-16.0,-16.333333333333332,-13.166666666666666,-26.666666666666668,-50.1,13.0
2021-11-19,15.0,9.333333333333334,-8.0,0.3333333333333333,-20.6,4.0
2021-11-20,15.0,6.666666666666667,-6.5,-8.666666666666666,-21.333333333333332,6.0
2021-11-21,6.333333333333333,2.0,-9.5,-6.333333333333333,-26.857142857142858,6.666666666666667
2021-11-22,17.333333333333332,10.0,-3.8333333333333335,4.333333333333333,-20.7,1.75
2021-11-23,13.333333333333334,6.666666666666667,-6.333333333333333,-1.6666666666666667,-19.8,3.5
2021-11-24,16.333333333333332,12.0,-7.5,-9.25,-20.7,3.75
2021-11-25,16.333333333333332,12.0,-3.1666666666666665,1.0,-20.1,3.25
2021-11-26,21.0,14.0,-5.833333333333333,15.0,-16.8,2.25
2021-11-27,20.0,12.333333333333334,-5.5,-3.6666666666666665,-19.11111111111111,5.0
2021-11-28,10.666666666666666,5.333333333333333,-8.5,-5.666666666666667,-22.714285714285715,5.666666666666667
2021-11-29,16.333333333333332,11.666666666666666,-5.166666666666667,6.666666666666667,-17.2,1.25
2021-11-30,16.666666666666668,10.666666666666666,-8.0,-7.0,-16.1,1.75
2021-12-01,21.666666666666668,15.666666666666666,-3.0,0.75,-16.1,2.25
2021-12-02,16.666666666666668,10.666666666666666,-4.666666666666667,-2.6666666666666665,-15.5,2.5
2021-12-03,24.333333333333332,16.666666666666668,-7.666666666666667,9.666666666666666,-14.8,2.25
2021-12-04,25.333333333333332,15.0,-4.5,9.0,-15.666666666666666,4.333333333333333
2021-12-05,18.0,12.0,-7.5,-0.3333333333333333,-19.285714285714285,4.0
2021-12-06,25.333333333333332,16.0,0.2,10.666666666666666,-14.8,0.75
2021-12-07,22.0,17.333333333333332,0.6666666666666666,6.333333333333333,-12.444444444444445,0.75
2021-12-08,21.333333333333332,21.0,5.4,0.0,-13.0,1.0
2021-12-09,21.0,20.0,-0.16666666666666666,7.666666666666667,-7.6,2.0
2021-12-10,10.0,9.0,-11.666666666666666,4.666666666666667,-10.222222222222221,3.5
2021-12-11,23.666666666666668,17.333333333333332,-3.6666666666666665,0.3333333333333333,-8.333333333333334,2.25
2021-12-12,15.666666666666666,11.0,-8.166666666666666,-2.0,-14.5,3.6666666666666665
2021-12-13,17.0,11.333333333333334,-7.833333333333333,-0.3333333333333333,-11.5,2.25
2021-12-14,23.333333333333332,21.333333333333332,-1.1666666666666667,9.333333333333334,-9.222222222222221,1.0
2021-12-15,27.666666666666668,23.0,-3.6666666666666665,12.0,-9.8,0.75
2021-12-16,29.0,27.666666666666668,-4.0,21.666666666666668,-8.2,2.0
2021-12-17,29.0,31.666666666666668,-3.8333333333333335,26.666666666666668,-10.333333333333334,2.0
2021-12-18,35.0,28.333333333333332,1.0,22.666666666666668,-9.777777777777779,0.0
2021-12-19,29.666666666666668,25.0,-0.6666666666666666,9.333333333333334,-11.0,2.0
2021-12-20,33.0,27.666666666666668,0.8,27.0,-17.9,1.5
2021-12-21,36.0,29.666666666666668,-0.3333333333333333,33.0,-19.7,2.0
2021-12-22,41.666666666666664,38.0,8.333333333333334,32.0,-21.8,0.75
2021-12-23,48.666666666666664,48.333333333333336,16.0,34.0,-24.3,1.0
2021-12-24,55.333333333333336,67.0,10.0,23.666666666666668,-32.2,0.25
2021-12-25,6.333333333333333,-4.666666666666667,5.666666666666667,-11.666666666666666,-34.0,2.25
2021-12-26,26.666666666666668,28.0,9.0,9.333333333333334,-16.142857142857142,1.6666666666666667
2021-12-27,34.0,32.666666666666664,10.6,19.0,-30.8,3.25
2021-12-28,29.0,30.666666666666668,9.833333333333334,15.666666666666666,-27.5,4.0
2021-12-29,30.666666666666668,31.0,14.4,16.333333333333332,-31.6,4.25
2021-12-30,37.333333333333336,42.333333333333336,21.4,24.666666666666668,-30.8,2.75
2021-12-31,45.333333333333336,66.0,18.2,18.333333333333332,-34.2,2.5
2022-01-01,-17.666666666666668,-29.666666666666668,7.0,-29.666666666666668,-51.8,8.0
2022-01-02,1.6666666666666667,9.333333333333334,7.666666666666667,-11.666666666666666,-30.125,5.0
2022-01-03,8.666666666666666,11.666666666666666,-1.2,-2.0,-37.1,7.0
2022-01-04,9.0,11.333333333333334,-0.16666666666666666,1.0,-28.2,6.75
2022-01-05,11.333333333333334,15.333333333333334,1.2,0.3333333333333333,-24.8,6.75
2022-01-06,9.333333333333334,13.0,0.6666666666666666,-1.3333333333333333,-23.2,7.75
2022-01-07,10.666666666666666,13.333333333333334,-3.6666666666666665,1.0,-22.6,7.5
2022-01-08,13.0,14.666666666666666,1.1666666666666667,-1.0,-13.333333333333334,5.75
2022-01-09,11.666666666666666,11.666666666666666,-2.5,0.0,-15.571428571428571,6.666666666666667
2022-01-10,19.0,20.666666666666668,0.6,13.0,-12.2,4.0
2022-01-11,19.0,19.333333333333332,1.3333333333333333,9.333333333333334,-6.666666666666667,4.5
2022-01-12,17.0,19.333333333333332,3.2,1.5,-8.1,5.0
2022-01-13,18.666666666666668,18.0,4.166666666666667,10.0,-5.0,3.75
2022-01-14,20.0,21.666666666666668,-1.0,15.666666666666666,-4.0,5.0
2022-01-15,26.333333333333332,22.333333333333332,7.333333333333333,10.333333333333334,-1.5555555555555556,3.75
2022-01-16,23.333333333333332,20.0,2.5,8.0,-10.166666666666666,6.0
2022-01-17,28.666666666666668,26.333333333333332,3.4,17.333333333333332,0.0,2.25
2022-01-18,26.0,27.333333333333332,3.8333333333333335,15.666666666666666,1.3333333333333333,3.75
2022-01-19,28.333333333333332,27.333333333333332,5.333333333333333,8.0,0.5,4.25
2022-01-20,27.0,28.0,6.833333333333333,15.333333333333334,5.2,4.25
2022-01-21,28.333333333333332,32.666666666666664,1.1666666666666667,22.333333333333332,3.6666666666666665,3.5
2022-01-22,27.666666666666668,22.0,2.8333333333333335,7.0,0.6666666666666666,4.0
2022-01-23,21.0,17.0,2.6666666666666665,5.666666666666667,-3.2,6.0
2022-01-24,25.666666666666668,19.0,0.0,14.333333333333334,-0.1,2.5
2022-01-25,24.0,22.333333333333332,2.8333333333333335,17.666666666666668,4.333333333333333,3.0
2022-01-26,30.333333333333332,26.333333333333332,3.4,13.75,4.4,3.25
2022-01-27,29.666666666666668,27.333333333333332,6.666666666666667,24.333333333333332,7.3,3.5
2022-01-28,31.0,31.666666666666668,2.1666666666666665,20.0,9.333333333333334,3.0
2022-01-29,29.666666666666668,25.666666666666668,5.5,8.333333333333334,3.6666666666666665,4.5
2022-01-30,23.333333333333332,22.333333333333332,-3.8333333333333335,11.666666666666666,-9.0,6.333333333333333
2022-01-31,6.666666666666667,7.0,-17.833333333333332,-5.0,-16.1,8.75
2022-02-01,30.333333333333332,29.0,-2.5,29.666666666666668,0.5,3.5
2022-02-02,29.333333333333332,29.666666666666668,2.0,9.0,3.0,3.25
2022-02-03,29.666666666666668,28.666666666666668,1.2,26.333333333333332,8.1,4.25
2022-02-04,29.333333333333332,34.333333333333336,0.0,23.333333333333332,8.666666666666666,3.5
2022-02-05,32.0,31.333333333333332,2.5,8.0,6.0,5.0
2022-02-06,15.0,16.0,-1.1666666666666667,1.0,-4.0,8.0
2022-02-07,-31.666666666666668,-35.666666666666664,-19.333333333333332,-39.333333333333336,-20.5,19.75
2022-02-08,18.666666666666668,25.666666666666668,-2.1666666666666665,5.333333333333333,10.222222222222221,6.5
2022-02-09,23.666666666666668,27.0,2.3333333333333335,4.25,8.4,5.5
2022-02-10,24.333333333333332,30.0,7.0,15.666666666666666,11.5,5.75
2022-02-11,26.333333333333332,31.0,2.5,17.666666666666668,11.222222222222221,4.5
2022-02-12,30.333333333333332,31.666666666666668,6.666666666666667,7.666666666666667,9.666666666666666,5.25
2022-02-13,25.333333333333332,33.666666666666664,5.0,3.6666666666666665,0.6,6.666666666666667
