date,retail_and_recreation_percent_change_from_baseline_Guatemala,grocery_and_pharmacy_percent_change_from_baseline_Guatemala,parks_percent_change_from_baseline_Guatemala,transit_stations_percent_change_from_baseline_Guatemala,workplaces_percent_change_from_baseline_Guatemala,residential_percent_change_from_baseline_Guatemala
2021-12-12,30.522727272727273,30.333333333333332,14.337349397590362,3.1785714285714284,13.774647887323944,-3.806451612903226
2021-12-13,28.772727272727273,37.10526315789474,-0.013513513513513514,-2.3448275862068964,3.130841121495327,0.5686274509803921
2021-12-14,34.18604651162791,42.567567567567565,2.189189189189189,-1.5185185185185186,2.9906542056074765,0.2692307692307692
2021-12-15,39.31818181818182,51.13513513513514,5.259740259740259,4.7407407407407405,3.4766355140186915,-0.46153846153846156
2021-12-16,46.0,59.588235294117645,8.618421052631579,12.777777777777779,1.528301886792453,-1.2884615384615385
2021-12-17,39.46511627906977,50.37837837837838,11.324675324675324,7.5,5.529411764705882,-1.6666666666666667
2021-12-18,40.680851063829785,48.025,13.91139240506329,20.75862068965517,17.925925925925927,-6.238095238095238
2021-12-19,44.95348837209303,48.2,21.40963855421687,21.0,21.102941176470587,-6.28125
2021-12-20,43.30232558139535,53.0,5.931506849315069,11.555555555555555,0.11214953271028037,-0.6666666666666666
2021-12-21,48.73809523809524,62.361111111111114,10.63013698630137,11.884615384615385,0.10377358490566038,-1.0769230769230769
2021-12-22,50.80952380952381,73.47222222222223,15.0,20.51851851851852,-0.6037735849056604,-1.6730769230769231
2021-12-23,59.27906976744186,93.96969696969697,24.013513513513512,33.0,-6.327102803738318,-2.25
2021-12-24,37.906976744186046,108.19444444444444,42.15714285714286,16.923076923076923,-26.038095238095238,1.5098039215686274
2021-12-25,-20.535714285714285,-25.977272727272727,-7.840909090909091,-39.8,-56.16842105263158,9.147058823529411
2021-12-26,24.91111111111111,17.166666666666668,12.095238095238095,-2.4074074074074074,-0.6301369863013698,-0.3225806451612903
2021-12-27,35.27272727272727,38.18421052631579,5.253521126760563,2.6923076923076925,-12.431192660550458,4.921568627450981
2021-12-28,40.883720930232556,46.08108108108108,12.027397260273972,0.9629629629629629,-6.607476635514018,2.730769230769231
2021-12-29,42.95348837209303,55.08108108108108,14.662162162162161,9.185185185185185,-6.775700934579439,2.3846153846153846
2021-12-30,55.627906976744185,82.05882352941177,22.534246575342465,21.11111111111111,-10.869158878504672,1.1923076923076923
2021-12-31,38.674418604651166,102.36111111111111,43.929577464788736,16.96,-27.047619047619047,2.9607843137254903
2022-01-01,-9.464285714285714,-21.441860465116278,0.8588235294117647,-34.74193548387097,-55.88297872340426,7.542857142857143
2022-01-02,25.711111111111112,17.38888888888889,10.341463414634147,-3.76,-8.68918918918919,-0.6774193548387096
2022-01-03,24.272727272727273,33.18421052631579,-3.191780821917808,-3.3333333333333335,-9.036697247706423,5.8431372549019605
2022-01-04,24.348837209302324,37.567567567567565,0.7333333333333333,-3.24,-0.7407407407407407,4.607843137254902
2022-01-05,23.837209302325583,38.205128205128204,1.8026315789473684,-2.4615384615384617,0.27358490566037735,4.846153846153846
2022-01-06,25.627906976744185,39.4,3.1973684210526314,2.6153846153846154,1.0,4.538461538461538
2022-01-07,18.3953488372093,30.46153846153846,-0.8,-8.241379310344827,4.990196078431373,5.285714285714286
2022-01-08,17.632653061224488,27.930232558139537,-0.39285714285714285,4.533333333333333,14.634146341463415,2.4871794871794872
2022-01-09,14.91304347826087,21.63888888888889,4.105882352941176,-2.740740740740741,7.444444444444445,2.8
2022-01-10,17.636363636363637,29.358974358974358,-3.0547945205479454,-8.5,3.111111111111111,4.666666666666667
2022-01-11,19.977272727272727,32.432432432432435,-1.0547945205479452,-4.153846153846154,2.30188679245283,4.96078431372549
2022-01-12,16.681818181818183,27.76923076923077,-3.3417721518987342,-3.3461538461538463,2.150943396226415,6.254901960784314
2022-01-13,21.045454545454547,33.86486486486486,-0.35064935064935066,-1.0,2.1792452830188678,6.098039215686274
2022-01-14,20.930232558139537,32.55263157894737,0.22077922077922077,-4.592592592592593,6.980392156862745,6.163265306122449
2022-01-15,24.5,38.023809523809526,4.119047619047619,7.933333333333334,17.301204819277107,2.8
2022-01-16,19.65909090909091,26.8,5.0476190476190474,1.6538461538461537,8.628571428571428,3.6666666666666665
2022-01-17,22.431818181818183,34.10526315789474,0.08333333333333333,-3.4074074074074074,4.420560747663552,6.196078431372549
2022-01-18,23.162790697674417,34.86486486486486,-0.136986301369863,-7.2592592592592595,4.264150943396227,6.352941176470588
2022-01-19,21.318181818181817,31.36842105263158,-1.5733333333333333,-3.4615384615384617,4.895238095238096,7.784313725490196
2022-01-20,22.772727272727273,33.83783783783784,-1.4933333333333334,-2.2222222222222223,4.25,7.980392156862745
2022-01-21,19.25581395348837,31.18421052631579,-1.0649350649350648,-5.321428571428571,9.465346534653465,7.530612244897959
2022-01-22,18.816326530612244,28.097560975609756,0.26506024096385544,6.566666666666666,17.074074074074073,5.384615384615385
2022-01-23,16.266666666666666,20.63888888888889,3.1604938271604937,-2.5714285714285716,10.217391304347826,5.233333333333333
2022-01-24,3.1555555555555554,14.538461538461538,-10.216216216216216,-26.93103448275862,0.14018691588785046,10.82
