date,retail_and_recreation_percent_change_from_baseline_Brazil,grocery_and_pharmacy_percent_change_from_baseline_Brazil,parks_percent_change_from_baseline_Brazil,transit_stations_percent_change_from_baseline_Brazil,workplaces_percent_change_from_baseline_Brazil,residential_percent_change_from_baseline_Brazil
2020-08-03,-23.413422818791947,10.377613776137762,-29.582637729549248,-32.96185737976783,-4.385249457700651,11.094409937888198
2020-08-04,-23.0262123197903,11.355036855036856,-29.232945091514143,-30.904679376083187,-5.713914174252276,11.083743842364532
2020-08-05,-20.69390402075227,15.689106487148102,-25.851307189542485,-29.73611111111111,-5.391153512575889,10.606617647058824
2020-08-06,-18.09831824062096,18.82875,-22.681208053691275,-28.20738137082601,-5.839982653946227,10.212530712530713
2020-08-07,-16.6734693877551,22.64626682986536,-22.77391304347826,-25.60513643659711,-2.0252173913043476,9.826946847960444
2020-08-08,-16.06242774566474,27.843870967741935,-21.507425742574256,-25.158432708688245,1.9178719008264462,7.782958199356913
2020-08-09,-35.95403899721448,9.524956970740103,-28.165853658536584,-32.68867924528302,9.738324684951817,5.96642685851319
2020-08-10,-19.89039242219215,11.167076167076168,-26.473773265651438,-29.45362563237774,-3.871037776812853,10.064596273291926
2020-08-11,-22.168199737187912,8.670343137254902,-27.731543624161073,-29.79202772963605,-5.224870017331023,10.518472906403941
2020-08-12,-23.41038961038961,8.122249388753056,-28.17156862745098,-30.8265306122449,-5.429934924078091,11.055350553505535
2020-08-13,-21.785992217898833,9.71785268414482,-26.17685950413223,-29.58041958041958,-5.0971379011274935,10.842751842751843
2020-08-14,-22.011862396204034,12.77007299270073,-25.80691642651297,-28.944267515923567,-2.0559895833333335,10.788366336633663
2020-08-15,-26.51264367816092,11.892307692307693,-26.775712515489467,-32.193333333333335,-1.7297435897435898,9.489396411092985
2020-08-16,-37.04943502824859,-1.3480475382003396,-30.646844660194176,-39.39488117001828,-1.1942238267148015,9.457286432160805
2020-08-17,-30.456431535269708,1.8421052631578947,-47.32692307692308,-32.05882352941177,-11.459813084112149,11.058530510585305
2020-08-18,-30.695121951219512,2.0300429184549356,-48.39423076923077,-31.771084337349397,-11.171903881700555,10.82273838630807
2020-08-19,-28.65714285714286,3.7662337662337664,-44.21649484536083,-29.952095808383234,-10.89318600368324,10.579852579852579
2020-08-20,-28.646341463414632,5.357142857142857,-47.16842105263158,-31.0,-11.866300366300367,10.701840490797546
2020-08-21,-31.74721189591078,2.769230769230769,-51.689655172413794,-33.44117647058823,-10.29050279329609,12.08717310087173
2020-08-22,-32.405693950177934,5.034090909090909,-55.115107913669064,-34.01197604790419,-4.912466843501326,10.588235294117647
2020-08-23,-42.593607305936075,-5.285714285714286,-55.95973154362416,-39.688311688311686,-1.1762114537444934,9.8975
2020-08-24,-27.8125,3.1,-44.23762376237624,-30.202380952380953,-8.39811320754717,10.213844252163165
2020-08-25,-26.469135802469136,5.482456140350878,-43.27450980392157,-28.337423312883434,-9.947955390334572,9.876528117359413
2020-08-26,-25.87136929460581,5.896103896103896,-38.30769230769231,-27.41717791411043,-8.217068645640074,9.502409638554218
2020-08-27,-25.145228215767634,6.709821428571429,-35.526881720430104,-27.00625,-8.37962962962963,9.208685162846804
2020-08-28,-24.183908045977013,9.481327800829876,-38.32710280373832,-24.801204819277107,-6.093808630393997,9.298416565164434
2020-08-29,-24.931407942238266,11.363984674329503,-39.72727272727273,-24.167701863354036,0.02710027100271003,7.202247191011236
2020-08-30,-35.028169014084504,1.922680412371134,-40.61971830985915,-31.186666666666667,0.695067264573991,7.034653465346534
2020-08-31,-27.334728033472803,5.568888888888889,-45.87128712871287,-28.970238095238095,-7.688090737240076,9.19704433497537
2020-09-01,-25.102459016393443,10.25,-44.55769230769231,-26.220858895705522,-9.314126394052044,8.98910411622276
2020-09-02,-22.441176470588236,11.6431718061674,-38.291666666666664,-23.98125,-8.0,8.473557692307692
2020-09-03,-20.386554621848738,13.438914027149321,-32.7,-22.417721518987342,-7.987012987012987,8.375150784077201
2020-09-04,-16.77734375,20.566523605150216,-34.25714285714286,-17.587878787878786,-5.611320754716981,7.559322033898305
2020-09-05,-16.31923076923077,22.995967741935484,-30.692307692307693,-15.451612903225806,-2.549597855227882,4.754746835443038
2020-09-06,-26.689320388349515,13.68131868131868,-20.15909090909091,-27.604166666666668,-2.0088495575221237,5.438902743142145
2020-09-07,-44.71042471042471,-14.351020408163265,-14.311111111111112,-46.38728323699422,-61.25496183206107,14.82468694096601
2020-09-08,-20.21097046413502,14.871559633027523,-37.64356435643565,-19.943037974683545,-11.16206261510129,6.822249093107618
2020-09-09,-20.3135593220339,13.080717488789238,-37.04210526315789,-20.575,-7.293135435992578,7.7084826762246115
2020-09-10,-17.5,16.164383561643834,-28.855555555555554,-19.0,-7.395910780669145,7.8506024096385545
2020-09-11,-12.228704784130688,16.869182389937105,-19.70756062767475,-22.31139646869984,0.43359375,8.191230207064555
2020-09-12,-13.011198208286674,16.918741808650065,-16.441656210790462,-22.223154362416107,3.5919212843086483,6.698564593301436
2020-09-13,-21.714670255720055,11.47719298245614,-15.275600505689,-26.713754646840147,2.213507625272331,6.592592592592593
2020-09-14,-15.998684210526315,9.658031088082902,-24.961794019933556,-26.10082644628099,0.642329421990439,8.666257668711657
2020-09-15,-15.416988416988417,12.337628865979381,-27.13179571663921,-24.294827586206896,-0.7742496737712049,8.96
2020-09-16,-16.508838383838384,8.785529715762275,-24.68225806451613,-25.397260273972602,-1.48046875,9.001215066828676
2020-09-17,-15.492424242424242,10.095424836601307,-22.751623376623378,-24.405923344947734,-1.2122395833333333,8.76173285198556
2020-09-18,-14.584686774941995,13.24497487437186,-22.292957746478873,-23.920967741935485,1.949240780911063,8.727825030376671
2020-09-19,-14.16204217536071,15.36897001303781,-17.397741530740277,-23.299159663865545,3.536082474226804,7.043338683788122
2020-09-20,-26.87632978723404,7.354275741710297,-24.55432098765432,-31.279850746268657,1.2783803326102676,7.8675
2020-09-21,-20.33245382585752,6.802310654685495,-32.98076923076923,-28.480263157894736,-1.2298001737619462,9.743811881188119
2020-09-22,-23.374522292993632,6.686548223350254,-38.893846153846155,-29.35993208828523,-2.586296617519514,9.965853658536586
2020-09-23,-22.77556109725686,8.835820895522389,-35.69969512195122,-27.904923599320885,-1.5127982646420823,8.95607476635514
2020-09-24,-21.42875157629256,8.793324775353017,-31.189522342064716,-26.04310344827586,-1.0568576388888888,8.650186567164178
2020-09-25,-20.08294930875576,12.894088669950738,-30.61118690313779,-24.746434231378764,2.17442366246194,8.582230623818525
2020-09-26,-20.31888888888889,13.555555555555555,-23.573333333333334,-25.033333333333335,4.568759730150493,7.1291866028708135
2020-09-27,-28.320427236315087,6.290657439446367,-23.274725274725274,-29.203358208955223,2.195809248554913,7.130730050933786
2020-09-28,-24.813229571984436,6.506918238993711,-36.12982998454405,-28.44006568144499,0.5313043478260869,9.144486692015208
2020-09-29,-21.977070063694267,10.316856780735108,-33.9858934169279,-25.62627986348123,-0.4941329856584094,8.109345794392523
2020-09-30,-18.76005025125628,16.847204968944098,-30.326053042121686,-22.54340277777778,-0.8198002605297439,6.755083179297597
2020-10-01,-16.281053952321205,21.020565552699228,-24.602564102564102,-20.263525305410123,0.12456597222222222,5.503225806451613
2020-10-02,-14.132558139534884,19.939356435643564,-24.502139800285306,-16.4048,2.9190600522193213,5.864738805970149
2020-10-03,-14.818080357142858,19.512226512226512,-26.20098643649815,-16.10034013605442,3.6132368148914167,5.289442467378411
2020-10-04,-24.59481582537517,12.048526863084922,-26.95273631840796,-24.577861163227016,0.5574712643678161,6.222222222222222
2020-10-05,-16.404980340760158,14.881462799495587,-29.47172859450727,-17.691542288557216,0.019097222222222224,6.032740879326473
2020-10-06,-12.144329896907216,20.878940731399748,-27.094616639477977,-13.674176776429809,0.19765421372719374,4.968663594470046
2020-10-07,-9.847522236340534,23.113580246913582,-24.165594855305468,-13.892733564013842,1.8049522154648132,5.410303587856486
2020-10-08,-8.099744245524297,23.263694267515923,-24.21986970684039,-13.059649122807018,2.6349413298565842,5.985253456221198
2020-10-09,-9.012956419316843,21.61298377028714,-25.805949008498583,-11.088091353996738,4.209403569873748,6.402985074626866
2020-10-10,-2.2875143184421534,29.27734375,-10.293147208121827,-4.46140350877193,6.229123173277662,3.8785377358490565
2020-10-11,-10.279391424619641,26.21061946902655,1.8219354838709678,-20.372693726937268,3.9624005784526393,4.883838383838384
2020-10-12,-29.658130601792575,-8.262942779291553,9.391465677179962,-29.689655172413794,-52.34792027729636,12.060518731988473
2020-10-13,-11.30078125,18.003783102143757,-26.385852090032156,-8.320490367775832,1.2095652173913043,5.691597414589104
2020-10-14,-13.170886075949367,17.258706467661693,-26.88871224165342,-12.647569444444445,1.9253472222222223,7.334875115633673
2020-10-15,-11.574144486692015,21.308673469387756,-27.896825396825395,-12.098765432098766,1.022579244463743,7.5654596100278555
2020-10-16,-12.85081585081585,19.36024844720497,-28.942465753424656,-13.760517799352751,4.225413402959095,7.8069353327085285
2020-10-17,-11.935955056179775,19.523809523809526,-22.75307125307125,-11.946037099494097,8.186315789473683,6.3428571428571425
2020-10-18,-20.447902571041947,13.706896551724139,-19.006119951040393,-18.737430167597765,4.587289992695398,6.8274111675126905
2020-10-19,-19.72265625,7.8327044025157235,-31.22047244094488,-17.43894389438944,0.8877284595300261,8.359508041627247
2020-10-20,-15.858611825192803,15.99498746867168,-31.51962323390895,-14.668953687821613,1.843682153712549,7.746505125815471
2020-10-21,-13.427490542244641,17.437577255871446,-25.204113924050635,-13.102564102564102,3.2898739678400695,7.584415584415584
2020-10-22,-11.759142496847415,18.519083969465647,-21.728455284552844,-11.512195121951219,3.4785062961354756,7.197053406998158
