date,retail_and_recreation_percent_change_from_baseline_Nicaragua,grocery_and_pharmacy_percent_change_from_baseline_Nicaragua,parks_percent_change_from_baseline_Nicaragua,transit_stations_percent_change_from_baseline_Nicaragua,workplaces_percent_change_from_baseline_Nicaragua,residential_percent_change_from_baseline_Nicaragua
2020-02-15,4.909090909090909,4.4,1.3571428571428572,2.125,3.9411764705882355,-0.8
2020-02-16,3.6,5.25,-0.2857142857142857,3.7142857142857144,2.25,0.0
2020-02-17,-0.375,4.666666666666667,1.6153846153846154,3.4285714285714284,14.411764705882353,-1.125
2020-02-18,-2.625,-1.1111111111111112,-2.642857142857143,2.0,12.277777777777779,-1.0
2020-02-19,-5.875,-6.111111111111111,-1.4615384615384615,-2.5714285714285716,11.941176470588236,-1.125
2020-02-20,-3.0,-2.2,-2.357142857142857,3.4285714285714284,11.0,-0.25
2020-02-21,-0.9,-0.4444444444444444,1.1428571428571428,3.2857142857142856,15.941176470588236,-1.125
2020-02-22,-1.9090909090909092,0.7,-2.0714285714285716,-0.375,4.823529411764706,0.0
2020-02-23,-1.9,-1.25,-2.857142857142857,1.0,1.625,1.0
2020-02-24,-3.375,0.0,-2.076923076923077,1.7142857142857142,15.647058823529411,-0.625
2020-02-25,-5.375,-3.111111111111111,-2.076923076923077,-1.2857142857142858,14.647058823529411,-0.5
2020-02-26,-6.5,-6.444444444444445,1.2307692307692308,-2.7142857142857144,13.941176470588236,-0.625
2020-02-27,-5.875,-4.666666666666667,-4.5,-2.7142857142857144,11.823529411764707,0.0
2020-02-28,-0.6,-0.4444444444444444,-0.7857142857142857,0.14285714285714285,15.235294117647058,-1.125
2020-02-29,1.0,7.0,-1.4285714285714286,1.125,5.529411764705882,-0.4
2020-03-01,3.7,6.375,-3.142857142857143,2.857142857142857,2.8,0.0
2020-03-02,-0.625,4.333333333333333,-3.2857142857142856,1.5714285714285714,17.235294117647058,-0.875
2020-03-03,-2.5,1.6666666666666667,-1.0,1.7142857142857142,15.529411764705882,-0.875
2020-03-04,-4.5,-2.6666666666666665,-1.7692307692307692,1.5714285714285714,15.176470588235293,-0.875
2020-03-05,-1.375,2.3333333333333335,1.7142857142857142,3.4285714285714284,13.647058823529411,-0.625
2020-03-06,-0.1,3.5555555555555554,0.35714285714285715,4.285714285714286,17.176470588235293,-1.75
2020-03-07,1.4545454545454546,4.8,0.5,0.875,5.0588235294117645,-0.4
2020-03-08,1.5,4.875,-1.9285714285714286,2.5714285714285716,3.7333333333333334,1.0
2020-03-09,-2.875,2.111111111111111,-1.5833333333333333,1.4285714285714286,17.647058823529413,-0.75
2020-03-10,-3.5,1.0,-3.0,1.2857142857142858,17.88235294117647,-0.875
2020-03-11,-4.5,-0.8888888888888888,-2.6153846153846154,-1.8571428571428572,15.705882352941176,-0.75
2020-03-12,-6.375,0.1111111111111111,-2.9285714285714284,-0.7142857142857143,15.0,-0.625
2020-03-13,-2.9,5.333333333333333,-2.0,1.2857142857142858,18.352941176470587,-1.75
2020-03-14,-0.2727272727272727,11.4,-1.7857142857142858,0.0,4.647058823529412,-0.8
2020-03-15,-2.2,9.125,-2.2142857142857144,2.0,3.5,0.0
2020-03-16,-3.125,9.11111111111111,0.15384615384615385,1.5714285714285714,17.470588235294116,-1.25
2020-03-17,-5.5,6.666666666666667,-5.6923076923076925,0.2857142857142857,16.176470588235293,-0.625
2020-03-18,-8.0,2.888888888888889,-4.642857142857143,-2.4285714285714284,14.705882352941176,-0.375
2020-03-19,-18.8,10.0,-13.142857142857142,-5.857142857142857,6.470588235294118,3.5
2020-03-20,-25.0,-4.222222222222222,-16.928571428571427,-11.5,3.2941176470588234,5.428571428571429
2020-03-21,-36.72727272727273,-11.909090909090908,-26.571428571428573,-26.454545454545453,-7.529411764705882,9.75
2020-03-22,-46.45454545454545,-23.5,-32.6,-27.571428571428573,-10.411764705882353,10.666666666666666
2020-03-23,-30.7,-14.3,-20.357142857142858,-23.375,-2.888888888888889,8.333333333333334
2020-03-24,-34.6,-19.2,-23.214285714285715,-24.75,-6.333333333333333,9.0
2020-03-25,-35.3,-22.7,-23.357142857142858,-27.125,-7.055555555555555,9.166666666666666
2020-03-26,-37.3,-24.7,-25.214285714285715,-25.0,-9.277777777777779,10.833333333333334
2020-03-27,-37.63636363636363,-22.181818181818183,-25.142857142857142,-28.25,-10.176470588235293,10.833333333333334
2020-03-28,-41.25,-21.09090909090909,-29.642857142857142,-36.45454545454545,-14.352941176470589,12.333333333333334
2020-03-29,-47.36363636363637,-26.88888888888889,-33.857142857142854,-33.714285714285715,-13.823529411764707,11.333333333333334
2020-03-30,-30.8,-16.4,-21.714285714285715,-26.875,-8.176470588235293,9.166666666666666
2020-03-31,-30.9,-15.7,-20.0,-23.714285714285715,-7.722222222222222,8.166666666666666
2020-04-01,-30.555555555555557,-16.6,-20.714285714285715,-24.714285714285715,-8.055555555555555,9.0
2020-04-02,-31.9,-16.8,-18.857142857142858,-22.857142857142858,-9.777777777777779,10.0
2020-04-03,-29.636363636363637,-14.545454545454545,-17.928571428571427,-20.571428571428573,-8.176470588235293,8.666666666666666
2020-04-04,-35.81818181818182,-15.272727272727273,-22.214285714285715,-28.0,-14.117647058823529,10.666666666666666
2020-04-05,-42.63636363636363,-23.375,-27.142857142857142,-31.285714285714285,-13.5,9.666666666666666
2020-04-06,-29.1,-12.4,-17.714285714285715,-25.0,-28.5,12.2
2020-04-07,-31.1,-14.4,-19.285714285714285,-25.857142857142858,-29.61111111111111,12.2
2020-04-08,-30.1,-10.9,-17.214285714285715,-22.285714285714285,-35.111111111111114,12.0
2020-04-09,-49.72727272727273,-36.4,-27.714285714285715,-49.888888888888886,-55.833333333333336,21.666666666666668
2020-04-10,-58.583333333333336,-55.5,-35.285714285714285,-67.1,-59.0,25.333333333333332
2020-04-11,-53.25,-38.54545454545455,-34.142857142857146,-53.9,-40.88235294117647,17.0
2020-04-12,-50.27272727272727,-37.375,-33.857142857142854,-45.142857142857146,-22.647058823529413,10.666666666666666
2020-04-13,-32.2,-19.90909090909091,-23.285714285714285,-33.25,-25.166666666666668,11.6
2020-04-14,-32.8,-19.6,-23.785714285714285,-31.25,-24.5,12.0
2020-04-15,-28.6,-13.6,-19.285714285714285,-27.25,-17.22222222222222,9.833333333333334
2020-04-16,-27.1,-12.4,-18.071428571428573,-24.375,-17.88888888888889,10.666666666666666
2020-04-17,-29.727272727272727,-13.5,-18.428571428571427,-25.0,-11.294117647058824,10.0
2020-04-18,-32.18181818181818,-14.636363636363637,-22.142857142857142,-27.8,-10.705882352941176,10.333333333333334
2020-04-19,-37.09090909090909,-19.5,-25.933333333333334,-28.142857142857142,-11.3125,9.0
2020-04-20,-24.5,-11.5,-16.5,-19.142857142857142,-1.411764705882353,7.714285714285714
2020-04-21,-26.4,-13.9,-20.0,-19.142857142857142,-1.4705882352941178,6.714285714285714
2020-04-22,-28.0,-18.0,-21.214285714285715,-22.142857142857142,-2.823529411764706,7.571428571428571
2020-04-23,-29.3,-18.2,-19.714285714285715,-21.428571428571427,-3.2222222222222223,8.0
2020-04-24,-28.818181818181817,-17.818181818181817,-21.714285714285715,-20.857142857142858,-4.411764705882353,8.5
2020-04-25,-32.0,-17.636363636363637,-24.642857142857142,-23.77777777777778,-8.0,9.25
2020-04-26,-37.90909090909091,-22.125,-28.785714285714285,-31.571428571428573,-10.4375,9.333333333333334
2020-04-27,-27.4,-17.363636363636363,-20.642857142857142,-22.571428571428573,1.1176470588235294,7.857142857142857
2020-04-28,-27.7,-15.6,-19.142857142857142,-20.714285714285715,-0.058823529411764705,4.125
2020-04-29,-26.2,-14.0,-18.285714285714285,-20.285714285714285,-0.4117647058823529,6.857142857142857
2020-04-30,-19.5,-5.0,-15.285714285714286,-14.0,-2.2777777777777777,6.142857142857143
2020-05-01,-34.36363636363637,-15.8,-25.357142857142858,-29.428571428571427,-39.44444444444444,19.333333333333332
2020-05-02,-28.545454545454547,-10.545454545454545,-22.0,-24.77777777777778,-12.647058823529411,10.0
2020-05-03,-35.27272727272727,-19.625,-25.933333333333334,-29.857142857142858,-10.3125,8.666666666666666
2020-05-04,-25.0,-13.181818181818182,-17.285714285714285,-21.25,-0.5294117647058824,7.857142857142857
2020-05-05,-26.2,-11.6,-17.714285714285715,-24.125,-1.2352941176470589,8.428571428571429
2020-05-06,-27.1,-13.1,-17.857142857142858,-21.428571428571427,-1.4705882352941178,8.571428571428571
2020-05-07,-29.2,-14.5,-20.214285714285715,-21.714285714285715,-3.8823529411764706,9.571428571428571
2020-05-08,-31.181818181818183,-15.0,-20.571428571428573,-23.714285714285715,-1.2352941176470589,10.833333333333334
2020-05-09,-35.54545454545455,-17.454545454545453,-26.214285714285715,-34.27272727272727,-10.0,12.0
2020-05-10,-44.54545454545455,-25.5,-34.06666666666667,-38.714285714285715,-13.9375,11.666666666666666
2020-05-11,-32.0,-16.3,-23.0,-29.5,-6.0,10.857142857142858
2020-05-12,-34.0,-18.2,-24.571428571428573,-30.142857142857142,-7.529411764705882,11.714285714285714
2020-05-13,-36.2,-21.9,-23.642857142857142,-36.625,-9.555555555555555,12.714285714285714
2020-05-14,-36.3,-17.4,-26.785714285714285,-35.857142857142854,-10.777777777777779,11.857142857142858
2020-05-15,-33.45454545454545,-9.666666666666666,-24.071428571428573,-31.625,-9.352941176470589,13.333333333333334
2020-05-16,-38.81818181818182,-13.727272727272727,-28.714285714285715,-37.54545454545455,-14.294117647058824,14.0
2020-05-17,-46.81818181818182,-23.5,-36.0,-44.142857142857146,-16.529411764705884,12.666666666666666
2020-05-18,-33.6,-18.181818181818183,-26.214285714285715,-35.285714285714285,-11.823529411764707,13.2
2020-05-19,-40.9,-27.2,-32.42857142857143,-38.0,-15.166666666666666,14.6
2020-05-20,-37.3,-22.363636363636363,-31.285714285714285,-41.75,-16.166666666666668,14.2
2020-05-21,-38.54545454545455,-23.1,-31.714285714285715,-37.125,-17.055555555555557,15.8
2020-05-22,-39.72727272727273,-22.9,-33.07142857142857,-40.22222222222222,-15.941176470588236,15.0
2020-05-23,-43.416666666666664,-24.90909090909091,-35.785714285714285,-44.90909090909091,-17.470588235294116,16.333333333333332
2020-05-24,-51.81818181818182,-32.888888888888886,-41.333333333333336,-52.375,-20.058823529411764,14.666666666666666
2020-05-25,-37.9,-24.636363636363637,-33.07142857142857,-38.875,-16.166666666666668,15.0
2020-05-26,-40.2,-25.4,-33.714285714285715,-40.25,-18.055555555555557,14.2
2020-05-27,-44.0,-32.09090909090909,-39.42857142857143,-44.55555555555556,-19.833333333333332,15.8
2020-05-28,-43.18181818181818,-28.09090909090909,-37.214285714285715,-42.125,-20.666666666666668,16.2
2020-05-29,-39.81818181818182,-16.4,-34.785714285714285,-40.625,-18.529411764705884,16.2
2020-05-30,-35.25,-10.6,-34.0,-40.18181818181818,-17.705882352941178,12.666666666666666
2020-05-31,-55.54545454545455,-32.888888888888886,-47.4,-55.0,-25.294117647058822,14.666666666666666
2020-06-01,-37.8,-19.3,-35.857142857142854,-41.5,-18.38888888888889,15.2
2020-06-02,-40.1,-23.727272727272727,-34.214285714285715,-39.875,-19.5,14.0
2020-06-03,-41.6,-27.818181818181817,-36.642857142857146,-42.875,-20.444444444444443,13.8
2020-06-04,-45.27272727272727,-27.7,-40.285714285714285,-44.375,-23.38888888888889,16.2
2020-06-05,-42.0,-22.181818181818183,-34.785714285714285,-44.4,-19.333333333333332,16.0
2020-06-06,-43.083333333333336,-21.0,-37.92857142857143,-46.45454545454545,-20.11764705882353,15.666666666666666
2020-06-07,-48.81818181818182,-25.875,-39.2,-50.333333333333336,-20.0,13.666666666666666
2020-06-08,-34.7,-18.545454545454547,-31.5,-39.666666666666664,-16.88888888888889,13.0
2020-06-09,-39.1,-23.6,-32.285714285714285,-43.5,-18.833333333333332,13.2
2020-06-10,-37.9,-23.8,-32.642857142857146,-42.375,-19.27777777777778,13.6
2020-06-11,-38.8,-24.2,-33.57142857142857,-40.625,-21.166666666666668,15.0
2020-06-12,-39.36363636363637,-21.4,-33.07142857142857,-41.77777777777778,-18.11111111111111,14.0
2020-06-13,-39.166666666666664,-19.1,-34.93333333333333,-42.90909090909091,-18.470588235294116,14.0
2020-06-14,-45.18181818181818,-24.5,-37.53333333333333,-46.125,-18.058823529411764,12.666666666666666
2020-06-15,-30.5,-14.2,-29.214285714285715,-37.55555555555556,-16.0,12.333333333333334
2020-06-16,-32.6,-13.5,-27.285714285714285,-37.125,-17.11111111111111,12.666666666666666
2020-06-17,-34.4,-19.1,-29.0,-39.125,-18.22222222222222,13.0
2020-06-18,-36.8,-20.8,-32.42857142857143,-36.285714285714285,-20.055555555555557,14.166666666666666
2020-06-19,-35.54545454545455,-17.727272727272727,-29.142857142857142,-38.55555555555556,-16.61111111111111,12.333333333333334
2020-06-20,-37.416666666666664,-18.09090909090909,-32.642857142857146,-41.0,-17.529411764705884,13.0
2020-06-21,-46.54545454545455,-26.625,-40.666666666666664,-47.0,-19.823529411764707,13.0
2020-06-22,-30.8,-12.8,-27.642857142857142,-36.75,-17.11111111111111,12.833333333333334
2020-06-23,-25.9,-9.9,-24.785714285714285,-35.0,-16.833333333333332,11.5
2020-06-24,-36.8,-22.727272727272727,-32.57142857142857,-41.75,-21.22222222222222,12.666666666666666
2020-06-25,-35.1,-20.2,-28.928571428571427,-34.714285714285715,-19.833333333333332,13.666666666666666
2020-06-26,-35.54545454545455,-17.09090909090909,-29.714285714285715,-37.5,-18.705882352941178,13.333333333333334
2020-06-27,-39.333333333333336,-21.363636363636363,-34.4,-42.09090909090909,-21.41176470588235,13.666666666666666
2020-06-28,-45.09090909090909,-27.125,-39.0,-47.888888888888886,-21.11764705882353,12.333333333333334
2020-06-29,-32.3,-17.454545454545453,-29.571428571428573,-34.875,-22.666666666666668,13.0
2020-06-30,-27.4,-10.2,-26.142857142857142,-31.285714285714285,-20.72222222222222,11.0
2020-07-01,-31.0,-15.2,-27.785714285714285,-32.57142857142857,-21.27777777777778,11.666666666666666
2020-07-02,-31.8,-14.1,-26.142857142857142,-31.428571428571427,-22.833333333333332,13.0
2020-07-03,-30.363636363636363,-12.090909090909092,-26.428571428571427,-30.571428571428573,-18.11111111111111,12.166666666666666
2020-07-04,-31.454545454545453,-12.909090909090908,-28.571428571428573,-35.3,-18.352941176470587,12.0
2020-07-05,-36.27272727272727,-19.0,-30.733333333333334,-42.44444444444444,-17.764705882352942,10.333333333333334
2020-07-06,-26.4,-11.2,-21.785714285714285,-30.714285714285715,-19.27777777777778,11.5
