date,retail_and_recreation_percent_change_from_baseline_Bahamas,grocery_and_pharmacy_percent_change_from_baseline_Bahamas,parks_percent_change_from_baseline_Bahamas,transit_stations_percent_change_from_baseline_Bahamas,workplaces_percent_change_from_baseline_Bahamas,residential_percent_change_from_baseline_Bahamas
2021-02-01,-28.333333333333332,-21.666666666666668,1.6666666666666667,-52.0,-26.0,-6.333333333333333
2021-02-02,-31.333333333333332,-21.666666666666668,-3.0,-53.5,-26.75,-5.333333333333333
2021-02-03,-36.333333333333336,-26.666666666666668,1.6666666666666667,-47.5,-25.5,-3.3333333333333335
2021-02-04,-37.0,-25.333333333333332,2.0,-54.0,-25.5,-1.3333333333333333
2021-02-05,-29.0,-21.666666666666668,8.666666666666666,-46.0,-23.0,-3.3333333333333335
2021-02-06,-33.666666666666664,-23.0,4.333333333333333,-55.5,-24.0,-2.5
2021-02-07,-45.0,-28.0,7.666666666666667,-61.5,-28.0,-3.5
2021-02-08,-33.0,-26.666666666666668,10.0,-52.5,-26.5,-2.6666666666666665
2021-02-09,-31.333333333333332,-24.333333333333332,10.333333333333334,-48.5,-25.25,-3.6666666666666665
2021-02-10,-32.666666666666664,-24.333333333333332,9.666666666666666,-45.0,-26.25,-3.6666666666666665
2021-02-11,-32.333333333333336,-21.0,7.666666666666667,-43.5,-27.25,-6.0
2021-02-12,-26.0,-16.333333333333332,12.333333333333334,-45.0,-26.0,-10.333333333333334
2021-02-13,-25.333333333333332,-16.666666666666668,12.333333333333334,-54.0,-27.0,-9.5
2021-02-14,-37.0,-24.5,11.666666666666666,-59.5,-29.333333333333332,-8.5
2021-02-15,-27.666666666666668,-22.666666666666668,16.0,-49.0,-26.75,-10.0
2021-02-16,-28.333333333333332,-19.0,12.0,-46.0,-26.25,-10.0
2021-02-17,-29.666666666666668,-20.0,12.333333333333334,-44.0,-26.0,-9.666666666666666
2021-02-18,-30.666666666666668,-21.0,8.666666666666666,-48.5,-27.0,-8.666666666666666
2021-02-19,-23.666666666666668,-14.333333333333334,11.666666666666666,-45.5,-28.75,-9.666666666666666
2021-02-20,-27.666666666666668,-18.666666666666668,5.333333333333333,-55.0,-25.666666666666668,-8.5
2021-02-21,-46.0,-27.0,1.6666666666666667,-60.0,-34.333333333333336,-6.5
2021-02-22,-23.666666666666668,-18.0,16.666666666666668,-50.5,-31.25,-8.0
2021-02-23,-27.333333333333332,-21.666666666666668,14.333333333333334,-47.5,-25.25,-10.333333333333334
2021-02-24,-25.0,-16.666666666666668,14.666666666666666,-46.5,-26.0,-10.0
2021-02-25,-26.333333333333332,-14.666666666666666,12.666666666666666,-48.0,-27.75,-10.333333333333334
2021-02-26,-18.333333333333332,-10.0,16.0,-43.0,-25.5,-12.333333333333334
2021-02-27,-20.666666666666668,-12.666666666666666,17.0,-54.5,-24.0,-11.5
2021-02-28,-37.5,-18.5,17.0,-56.5,-28.0,-9.5
2021-03-01,-20.333333333333332,-14.666666666666666,20.666666666666668,-51.5,-27.0,-11.666666666666666
2021-03-02,-23.666666666666668,-14.666666666666666,16.666666666666668,-49.0,-26.25,-11.0
2021-03-03,-27.0,-18.0,15.0,-44.0,-24.75,-11.0
2021-03-04,-29.666666666666668,-16.0,10.333333333333334,-48.0,-25.25,-9.666666666666666
2021-03-05,-23.0,-14.0,14.0,-43.0,-22.75,-11.666666666666666
2021-03-06,-26.0,-18.0,10.0,-54.0,-24.0,-9.5
2021-03-07,-39.5,-24.0,10.0,-58.5,-29.666666666666668,-7.5
2021-03-08,-24.333333333333332,-17.666666666666668,16.0,-52.0,-25.5,-9.666666666666666
2021-03-09,-25.666666666666668,-18.666666666666668,12.333333333333334,-44.5,-24.75,-9.666666666666666
2021-03-10,-26.333333333333332,-18.333333333333332,14.0,-41.5,-23.5,-9.333333333333334
2021-03-11,-28.333333333333332,-17.333333333333332,11.333333333333334,-43.5,-24.75,-10.333333333333334
2021-03-12,-21.0,-12.666666666666666,16.0,-43.0,-24.25,-11.333333333333334
2021-03-13,-23.666666666666668,-15.333333333333334,13.666666666666666,-45.5,-24.0,-10.5
2021-03-14,-40.0,-25.5,16.333333333333332,-53.5,-28.0,-8.5
2021-03-15,-22.666666666666668,-17.0,21.333333333333332,-47.5,-24.75,-11.333333333333334
2021-03-16,-24.333333333333332,-17.0,18.0,-46.0,-24.5,-11.666666666666666
2021-03-17,-26.333333333333332,-19.0,18.333333333333332,-40.5,-22.25,-11.333333333333334
2021-03-18,-26.333333333333332,-15.0,15.666666666666666,-44.5,-22.75,-11.333333333333334
2021-03-19,-20.0,-11.333333333333334,19.333333333333332,-36.5,-22.5,-12.666666666666666
2021-03-20,-24.0,-14.0,14.666666666666666,-48.0,-22.666666666666668,-10.5
2021-03-21,-37.5,-21.5,17.333333333333332,-52.5,-27.0,-9.5
2021-03-22,-21.666666666666668,-13.333333333333334,23.333333333333332,-46.0,-24.25,-12.333333333333334
2021-03-23,-22.0,-11.333333333333334,19.333333333333332,-41.0,-23.25,-12.666666666666666
2021-03-24,-23.666666666666668,-15.333333333333334,19.666666666666668,-34.5,-23.75,-12.0
2021-03-25,-23.333333333333332,-12.666666666666666,16.333333333333332,-38.5,-24.5,-12.333333333333334
2021-03-26,-16.666666666666668,-11.0,23.0,-29.5,-23.0,-13.666666666666666
2021-03-27,-21.666666666666668,-12.666666666666666,14.666666666666666,-37.5,-22.0,-11.5
2021-03-28,-32.5,-18.5,20.666666666666668,-45.0,-26.666666666666668,-10.5
2021-03-29,-12.0,-6.666666666666667,30.0,-37.0,-29.75,-12.333333333333334
2021-03-30,-12.333333333333334,-5.333333333333333,25.666666666666668,-33.5,-30.5,-12.333333333333334
2021-03-31,-13.333333333333334,-5.333333333333333,27.333333333333332,-22.0,-31.75,-13.0
2021-04-01,-8.333333333333334,12.666666666666666,25.333333333333332,-13.5,-34.0,-12.333333333333334
2021-04-02,-57.333333333333336,-51.0,15.666666666666666,-44.0,-73.0,7.0
2021-04-03,-21.0,-9.0,8.666666666666666,-42.5,-34.25,-7.5
2021-04-04,-38.0,-29.0,18.0,-50.5,-29.666666666666668,-8.5
2021-04-05,-43.0,-55.333333333333336,29.333333333333332,-42.5,-74.0,7.0
2021-04-06,-19.666666666666668,-8.0,17.333333333333332,-35.0,-30.0,-10.666666666666666
2021-04-07,-21.666666666666668,-14.0,21.666666666666668,-30.0,-28.25,-10.666666666666666
2021-04-08,-21.666666666666668,-11.666666666666666,16.333333333333332,-34.5,-27.25,-10.0
2021-04-09,-15.333333333333334,-9.333333333333334,19.666666666666668,-33.5,-25.0,-11.333333333333334
2021-04-10,-19.666666666666668,-13.666666666666666,16.666666666666668,-36.0,-21.0,-10.5
2021-04-11,-37.0,-20.5,13.333333333333334,-41.5,-27.333333333333332,-9.0
2021-04-12,-20.0,-15.333333333333334,20.0,-41.5,-23.75,-11.0
2021-04-13,-19.666666666666668,-13.666666666666666,19.0,-36.5,-22.75,-12.333333333333334
2021-04-14,-21.0,-14.0,19.0,-38.0,-21.5,-12.333333333333334
2021-04-15,-20.666666666666668,-11.0,14.666666666666666,-41.0,-22.0,-12.0
2021-04-16,-15.333333333333334,-10.666666666666666,17.666666666666668,-35.0,-20.5,-13.0
2021-04-17,-18.666666666666668,-12.0,13.0,-44.5,-19.333333333333332,-10.5
2021-04-18,-30.5,-17.5,15.333333333333334,-49.5,-26.333333333333332,-9.0
2021-04-19,-16.0,-13.0,19.0,-43.5,-23.25,-11.333333333333334
2021-04-20,-16.666666666666668,-10.0,16.666666666666668,-41.5,-23.75,-12.333333333333334
2021-04-21,-20.666666666666668,-12.0,14.333333333333334,-35.5,-24.75,-10.0
2021-04-22,-21.0,-12.333333333333334,9.333333333333334,-39.0,-22.75,-10.666666666666666
2021-04-23,-12.333333333333334,-7.333333333333333,17.333333333333332,-35.0,-19.5,-12.666666666666666
2021-04-24,-16.333333333333332,-13.666666666666666,12.333333333333334,-41.0,-20.666666666666668,-9.5
2021-04-25,-29.5,-18.5,13.666666666666666,-46.0,-27.333333333333332,-8.5
2021-04-26,-13.0,-9.333333333333334,21.666666666666668,-41.0,-21.75,-12.0
2021-04-27,-15.333333333333334,-10.666666666666666,17.0,-40.5,-21.0,-12.0
2021-04-28,-12.333333333333334,-6.666666666666667,16.666666666666668,-32.0,-21.75,-12.333333333333334
2021-04-29,-14.0,-4.333333333333333,15.333333333333334,-35.0,-21.5,-12.666666666666666
2021-04-30,-8.0,-1.6666666666666667,17.666666666666668,-32.5,-19.25,-13.333333333333334
2021-05-01,-14.666666666666666,-8.0,12.333333333333334,-40.0,-21.0,-11.5
2021-05-02,-25.5,-13.5,17.0,-45.0,-26.333333333333332,-9.5
2021-05-03,-10.333333333333334,-6.0,24.333333333333332,-40.0,-22.25,-13.333333333333334
2021-05-04,-10.333333333333334,-6.0,19.333333333333332,-33.0,-21.25,-13.0
2021-05-05,-14.666666666666666,-9.666666666666666,20.0,-29.0,-22.0,-13.666666666666666
2021-05-06,-17.666666666666668,-8.333333333333334,15.333333333333334,-32.0,-22.75,-12.666666666666666
2021-05-07,-9.0,-5.666666666666667,18.333333333333332,-28.0,-18.5,-14.0
2021-05-08,-7.666666666666667,-0.3333333333333333,15.333333333333334,-32.5,-20.666666666666668,-11.5
2021-05-09,-22.0,-17.5,26.666666666666668,-43.0,-27.0,-11.0
2021-05-10,-14.333333333333334,-9.333333333333334,24.666666666666668,-33.0,-22.25,-13.666666666666666
2021-05-11,-13.333333333333334,-10.666666666666666,18.333333333333332,-36.0,-21.0,-12.666666666666666
2021-05-12,-17.666666666666668,-9.666666666666666,18.0,-27.0,-21.5,-11.666666666666666
2021-05-13,-17.0,-10.666666666666666,11.666666666666666,-32.0,-22.0,-11.666666666666666
2021-05-14,-8.666666666666666,-5.666666666666667,14.666666666666666,-28.5,-19.5,-12.333333333333334
2021-05-15,-12.333333333333334,-4.333333333333333,13.333333333333334,-37.0,-20.0,-10.0
2021-05-16,-23.0,-10.5,13.666666666666666,-40.0,-25.666666666666668,-8.5
2021-05-17,-6.0,-5.0,25.0,-35.0,-18.75,-13.666666666666666
2021-05-18,-6.333333333333333,-4.0,21.0,-32.0,-18.0,-13.333333333333334
2021-05-19,-12.333333333333334,-6.666666666666667,18.666666666666668,-27.0,-18.25,-12.333333333333334
2021-05-20,-11.333333333333334,-3.3333333333333335,13.666666666666666,-31.5,-19.75,-12.666666666666666
2021-05-21,-4.333333333333333,0.6666666666666666,13.666666666666666,-23.0,-17.25,-13.666666666666666
2021-05-22,-10.0,-1.6666666666666667,8.333333333333334,-29.0,-16.666666666666668,-10.5
2021-05-23,-22.5,-8.5,15.0,-38.5,-23.0,-8.5
2021-05-24,-33.666666666666664,-46.0,25.666666666666668,-38.5,-71.5,7.0
2021-05-25,-8.0,1.0,19.0,-30.5,-20.75,-12.333333333333334
2021-05-26,-9.333333333333334,-4.666666666666667,17.666666666666668,-21.0,-19.75,-12.333333333333334
2021-05-27,-7.666666666666667,3.0,18.666666666666668,-29.0,-19.75,-12.666666666666666
2021-05-28,-0.6666666666666666,6.333333333333333,25.0,-23.5,-17.5,-15.0
2021-05-29,-7.0,1.6666666666666667,18.333333333333332,-28.0,-16.0,-12.5
2021-05-30,-19.0,-4.5,20.333333333333332,-36.0,-23.666666666666668,-10.5
2021-05-31,-3.6666666666666665,-0.6666666666666666,26.0,-32.0,-20.5,-13.333333333333334
2021-06-01,-7.0,-3.0,19.333333333333332,-27.5,-20.75,-13.333333333333334
2021-06-02,-10.333333333333334,-1.3333333333333333,17.666666666666668,-25.0,-20.0,-12.333333333333334
2021-06-03,4.333333333333333,16.0,24.0,-17.5,-21.25,-15.0
2021-06-04,-33.666666666666664,-35.333333333333336,29.333333333333332,-28.0,-69.75,4.0
2021-06-05,-11.0,2.3333333333333335,15.333333333333334,-28.5,-19.666666666666668,-10.5
2021-06-06,-22.0,-11.0,18.666666666666668,-29.5,-25.333333333333332,-9.5
2021-06-07,-3.0,-1.6666666666666667,37.0,-26.0,-20.5,-14.0
2021-06-08,-5.0,-0.6666666666666666,29.333333333333332,-28.0,-18.75,-15.0
2021-06-09,-7.0,-2.0,28.333333333333332,-20.0,-19.75,-14.666666666666666
2021-06-10,-9.0,-1.3333333333333333,23.333333333333332,-23.5,-19.5,-15.0
2021-06-11,-4.333333333333333,0.0,25.0,-16.5,-17.0,-15.666666666666666
2021-06-12,-12.0,-6.333333333333333,16.666666666666668,-24.0,-19.0,-12.0
2021-06-13,-20.5,-8.5,17.333333333333332,-29.5,-27.0,-10.5
2021-06-14,-8.333333333333334,-5.333333333333333,27.333333333333332,-29.5,-21.75,-14.0
2021-06-15,-4.666666666666667,-2.3333333333333335,25.666666666666668,-21.5,-21.75,-14.666666666666666
2021-06-16,-10.666666666666666,-6.0,21.666666666666668,-14.0,-22.25,-14.333333333333334
2021-06-17,-9.666666666666666,-2.6666666666666665,17.333333333333332,-23.5,-23.5,-14.333333333333334
2021-06-18,-1.6666666666666667,0.3333333333333333,21.0,-16.0,-20.5,-15.0
2021-06-19,-5.666666666666667,1.6666666666666667,16.333333333333332,-17.5,-17.666666666666668,-14.5
2021-06-20,-17.0,-9.5,28.333333333333332,-30.5,-29.0,-12.5
2021-06-21,-4.0,-7.333333333333333,33.0,-24.0,-23.25,-14.666666666666666
2021-06-22,-2.6666666666666665,-6.666666666666667,25.666666666666668,-22.0,-24.75,-15.0
2021-06-23,-7.666666666666667,-7.333333333333333,23.333333333333332,-12.5,-23.25,-15.0
2021-06-24,-8.0,-4.0,19.333333333333332,-15.0,-24.0,-14.666666666666666
2021-06-25,-1.3333333333333333,0.6666666666666666,21.666666666666668,-11.0,-22.5,-15.666666666666666
2021-06-26,-6.333333333333333,-3.0,15.0,-12.5,-20.333333333333332,-13.5
2021-06-27,-14.5,-6.0,18.666666666666668,-28.0,-24.666666666666668,-11.5
2021-06-28,3.3333333333333335,2.0,29.666666666666668,-18.5,-28.5,-16.0
2021-06-29,-1.6666666666666667,2.0,24.0,-17.0,-26.5,-16.0
2021-06-30,-1.6666666666666667,1.3333333333333333,27.666666666666668,-9.5,-27.0,-14.0
2021-07-01,-7.666666666666667,-1.3333333333333333,17.0,-13.0,-27.25,-12.666666666666666
2021-07-02,-4.0,3.0,18.666666666666668,-16.5,-23.25,-13.333333333333334
2021-07-03,-7.0,-5.333333333333333,15.333333333333334,-8.5,-16.0,-12.5
2021-07-04,-14.0,-6.0,20.666666666666668,-28.5,-23.0,-11.5
2021-07-05,-1.0,-2.0,28.333333333333332,-22.0,-28.25,-13.666666666666666
2021-07-06,-1.6666666666666667,-1.0,25.666666666666668,-13.5,-25.5,-14.333333333333334
2021-07-07,-5.666666666666667,-4.0,25.666666666666668,-4.0,-26.25,-13.333333333333334
2021-07-08,-7.0,-2.3333333333333335,22.666666666666668,-8.5,-27.75,-14.0
2021-07-09,-3.0,3.3333333333333335,21.333333333333332,-4.5,-25.25,-14.666666666666666
2021-07-10,-9.666666666666666,-4.0,13.666666666666666,-8.0,-21.0,-13.5
2021-07-11,-11.0,-4.0,22.0,-21.0,-24.666666666666668,-12.5
2021-07-12,-28.0,-43.0,29.0,-29.5,-73.0,3.5
2021-07-13,-7.0,0.6666666666666666,15.333333333333334,-10.5,-27.0,-14.0
2021-07-14,-6.666666666666667,-1.6666666666666667,22.0,-8.0,-27.0,-13.333333333333334
2021-07-15,-5.666666666666667,3.6666666666666665,16.666666666666668,-14.5,-26.75,-13.666666666666666
2021-07-16,-1.3333333333333333,2.3333333333333335,21.666666666666668,-12.0,-22.5,-15.0
2021-07-17,-7.333333333333333,-3.3333333333333335,13.333333333333334,-9.5,-16.0,-13.5
2021-07-18,-12.5,-5.0,18.0,-15.5,-23.333333333333332,-11.5
2021-07-19,1.6666666666666667,0.3333333333333333,28.333333333333332,-14.0,-25.5,-15.0
2021-07-20,-2.0,0.3333333333333333,23.666666666666668,-14.0,-26.25,-14.333333333333334
2021-07-21,-4.666666666666667,-2.3333333333333335,23.666666666666668,-7.0,-25.5,-13.666666666666666
2021-07-22,-7.333333333333333,-1.3333333333333333,16.333333333333332,-10.0,-25.75,-14.333333333333334
2021-07-23,-2.6666666666666665,2.0,18.333333333333332,-8.0,-23.0,-14.666666666666666
2021-07-24,-12.333333333333334,-5.333333333333333,5.666666666666667,-6.5,-18.0,-10.5
2021-07-25,-13.5,-5.5,15.666666666666666,-18.0,-22.0,-11.5
2021-07-26,-2.0,-0.6666666666666666,26.0,-23.5,-25.75,-14.333333333333334
2021-07-27,-2.6666666666666665,3.0,22.0,-13.0,-26.0,-13.666666666666666
2021-07-28,-1.0,8.0,22.0,-2.5,-27.25,-14.0
2021-07-29,-4.333333333333333,3.3333333333333335,17.0,-2.5,-27.5,-13.0
2021-07-30,-0.3333333333333333,5.0,18.0,-7.5,-25.75,-14.0
2021-07-31,-8.333333333333334,-2.0,9.666666666666666,-2.5,-16.0,-12.5
2021-08-01,-13.5,-3.0,16.333333333333332,-19.5,-25.333333333333332,-11.5
2021-08-02,-35.0,-46.666666666666664,8.333333333333334,-26.5,-71.5,8.0
2021-08-03,-9.333333333333334,-1.3333333333333333,14.333333333333334,-9.0,-31.5,-11.333333333333334
2021-08-04,-6.333333333333333,-1.6666666666666667,18.333333333333332,-2.5,-29.25,-13.0
2021-08-05,-9.666666666666666,-1.3333333333333333,15.333333333333334,-6.0,-30.25,-12.0
2021-08-06,-4.666666666666667,-0.3333333333333333,16.333333333333332,-14.0,-24.25,-12.0
2021-08-07,-14.666666666666666,-8.0,8.0,-7.5,-17.0,-10.5
2021-08-08,-18.0,-5.0,12.0,-21.0,-24.0,-9.5
2021-08-09,-4.666666666666667,-4.0,22.333333333333332,-25.0,-30.5,-12.0
2021-08-10,-6.666666666666667,-2.3333333333333335,18.666666666666668,-14.0,-30.0,-11.666666666666666
2021-08-11,-12.333333333333334,-8.666666666666666,14.333333333333334,-13.0,-30.0,-10.333333333333334
2021-08-12,-15.666666666666666,-6.666666666666667,6.333333333333333,-6.5,-32.5,-9.333333333333334
2021-08-13,-9.333333333333334,1.0,12.0,-22.0,-28.5,-10.333333333333334
2021-08-14,-14.333333333333334,-5.666666666666667,2.6666666666666665,-12.5,-21.0,-9.5
2021-08-15,-21.0,-4.0,9.666666666666666,-22.5,-25.0,-8.5
2021-08-16,-4.0,-3.6666666666666665,19.0,-22.0,-30.5,-11.333333333333334
2021-08-17,-6.333333333333333,-1.6666666666666667,16.666666666666668,-17.5,-31.75,-10.666666666666666
2021-08-18,-9.333333333333334,-2.6666666666666665,15.333333333333334,-9.5,-28.5,-10.333333333333334
2021-08-19,-12.666666666666666,-4.333333333333333,11.0,-7.0,-29.5,-9.666666666666666
2021-08-20,-9.333333333333334,0.3333333333333333,16.0,-24.5,-27.5,-10.0
2021-08-21,-14.0,-7.0,9.666666666666666,-16.5,-19.666666666666668,-10.5
2021-08-22,-17.0,-4.5,13.333333333333334,-22.0,-25.666666666666668,-8.5
2021-08-23,-5.333333333333333,-3.3333333333333335,23.0,-26.5,-27.75,-11.333333333333334
2021-08-24,-7.333333333333333,-3.3333333333333335,19.666666666666668,-24.5,-29.0,-11.0
2021-08-25,-13.333333333333334,-8.666666666666666,9.333333333333334,-16.0,-28.75,-9.0
2021-08-26,-10.666666666666666,-3.3333333333333335,13.666666666666666,-6.0,-27.75,-10.333333333333334
2021-08-27,-1.0,6.0,16.333333333333332,-20.5,-25.25,-12.0
2021-08-28,-2.6666666666666665,4.666666666666667,12.0,-19.0,-17.0,-11.5
2021-08-29,-11.0,4.5,16.0,-24.5,-21.666666666666668,-9.5
2021-08-30,1.0,1.6666666666666667,28.0,-27.0,-27.75,-12.0
2021-08-31,-0.6666666666666666,1.0,22.0,-22.0,-26.0,-12.0
2021-09-01,-7.0,-3.3333333333333335,18.333333333333332,-19.5,-26.75,-11.0
2021-09-02,-11.666666666666666,-3.3333333333333335,13.666666666666666,-16.5,-28.0,-10.0
2021-09-03,-6.0,-0.3333333333333333,17.333333333333332,-25.5,-23.75,-11.333333333333334
2021-09-04,-9.666666666666666,-3.3333333333333335,10.666666666666666,-27.5,-15.0,-10.5
2021-09-05,-16.5,2.0,17.0,-35.5,-20.333333333333332,-8.5
2021-09-06,-7.0,-6.0,22.333333333333332,-32.0,-26.75,-10.333333333333334
2021-09-07,-8.0,-4.333333333333333,18.333333333333332,-28.0,-26.0,-11.0
2021-09-08,-11.0,-4.0,16.333333333333332,-26.5,-26.5,-10.0
2021-09-09,-12.333333333333334,-5.333333333333333,15.0,-29.0,-31.0,-10.0
2021-09-10,-7.333333333333333,-1.3333333333333333,15.666666666666666,-30.0,-24.75,-10.333333333333334
2021-09-11,-13.666666666666666,-6.333333333333333,9.333333333333334,-30.5,-17.666666666666668,-9.5
2021-09-12,-18.5,-2.5,13.666666666666666,-39.5,-21.666666666666668,-7.5
2021-09-13,-8.0,-6.0,20.333333333333332,-36.0,-26.0,-9.666666666666666
2021-09-14,-7.666666666666667,-4.666666666666667,20.0,-33.0,-26.25,-11.333333333333334
2021-09-15,-5.333333333333333,0.3333333333333333,21.0,-18.0,-28.25,-11.333333333333334
2021-09-16,-9.0,-4.0,26.666666666666668,-30.0,-40.5,-13.333333333333334
2021-09-17,-7.666666666666667,-4.666666666666667,17.666666666666668,-32.0,-29.5,-9.333333333333334
2021-09-18,-11.333333333333334,-6.0,8.666666666666666,-30.5,-20.666666666666668,-9.5
2021-09-19,-15.0,-3.0,16.333333333333332,-43.0,-27.333333333333332,-8.0
2021-09-20,-4.666666666666667,-5.333333333333333,25.666666666666668,-35.5,-26.0,-10.666666666666666
2021-09-21,-5.333333333333333,-2.0,19.333333333333332,-33.0,-26.75,-10.666666666666666
2021-09-22,-7.0,-4.333333333333333,22.0,-29.0,-25.0,-10.333333333333334
2021-09-23,-11.666666666666666,-3.3333333333333335,16.0,-26.5,-26.0,-10.0
2021-09-24,-5.333333333333333,-1.6666666666666667,21.0,-29.0,-21.75,-11.333333333333334
2021-09-25,-12.666666666666666,-7.0,6.666666666666667,-33.0,-19.666666666666668,-9.5
2021-09-26,-19.5,-6.0,12.0,-38.0,-27.0,-7.0
2021-09-27,-3.3333333333333335,-5.333333333333333,24.333333333333332,-34.5,-25.0,-11.333333333333334
2021-09-28,-4.666666666666667,-2.3333333333333335,12.333333333333334,-34.5,-25.25,-10.333333333333334
2021-09-29,-3.0,2.0,25.333333333333332,-23.0,-24.25,-12.0
2021-09-30,-4.333333333333333,1.0,25.333333333333332,-21.0,-24.5,-12.0
2021-10-01,-0.3333333333333333,1.3333333333333333,24.333333333333332,-26.0,-22.0,-13.0
2021-10-02,-6.0,-1.3333333333333333,14.666666666666666,-32.5,-17.0,-10.5
2021-10-03,-13.0,2.0,22.0,-35.5,-25.333333333333332,-9.5
2021-10-04,-4.333333333333333,-6.333333333333333,27.0,-33.0,-23.75,-12.333333333333334
2021-10-05,-5.333333333333333,-4.0,21.0,-30.0,-24.75,-12.0
2021-10-06,-9.333333333333334,-9.666666666666666,17.666666666666668,-26.5,-23.5,-11.333333333333334
2021-10-07,-9.333333333333334,-6.0,16.0,-13.5,-24.0,-11.333333333333334
2021-10-08,-1.6666666666666667,-1.0,21.333333333333332,-18.0,-19.75,-14.0
2021-10-09,-9.0,-5.666666666666667,10.666666666666666,-23.5,-16.0,-10.5
2021-10-10,-16.0,-5.5,14.0,-35.0,-24.666666666666668,-8.5
2021-10-11,-31.333333333333332,-41.666666666666664,20.333333333333332,-32.0,-71.5,6.5
2021-10-12,-6.333333333333333,-2.0,19.0,-20.0,-25.25,-11.666666666666666
2021-10-13,-8.666666666666666,-6.333333333333333,19.666666666666668,-13.0,-20.75,-11.333333333333334
2021-10-14,-9.333333333333334,-5.333333333333333,18.0,-16.5,-23.0,-11.666666666666666
2021-10-15,-1.6666666666666667,-1.6666666666666667,23.666666666666668,-24.5,-17.75,-13.333333333333334
2021-10-16,-6.333333333333333,-3.6666666666666665,14.333333333333334,-27.0,-15.666666666666666,-11.5
2021-10-17,-11.0,-2.5,23.333333333333332,-19.0,-21.666666666666668,-9.5
2021-10-18,-2.0,-3.0,33.666666666666664,-23.5,-22.25,-12.666666666666666
2021-10-19,-3.3333333333333335,-3.0,28.333333333333332,-23.5,-21.25,-12.333333333333334
2021-10-20,-5.333333333333333,-2.3333333333333335,27.666666666666668,-18.0,-19.75,-11.666666666666666
2021-10-21,-10.0,-5.333333333333333,14.333333333333334,-13.0,-21.75,-11.333333333333334
2021-10-22,-9.0,-9.0,13.333333333333334,-24.5,-20.25,-10.666666666666666
2021-10-23,-4.333333333333333,-3.0,12.666666666666666,-25.0,-14.0,-11.5
2021-10-24,-10.5,-4.0,18.0,-27.0,-23.333333333333332,-9.5
2021-10-25,-5.333333333333333,-7.666666666666667,24.666666666666668,-20.0,-23.25,-11.666666666666666
2021-10-26,0.6666666666666666,-3.0,26.0,-23.5,-20.75,-13.0
2021-10-27,-0.3333333333333333,0.6666666666666666,30.333333333333332,-14.5,-22.5,-13.666666666666666
2021-10-28,-2.3333333333333335,1.3333333333333333,23.0,-5.0,-22.5,-13.333333333333334
2021-10-29,3.6666666666666665,2.6666666666666665,22.666666666666668,-16.0,-22.25,-13.666666666666666
2021-10-30,-2.3333333333333335,-2.0,16.666666666666668,-23.5,-15.333333333333334,-12.5
2021-10-31,-5.0,2.0,25.0,-19.5,-19.333333333333332,-11.5
2021-11-01,0.6666666666666666,0.6666666666666666,31.333333333333332,-20.0,-25.5,-13.666666666666666
2021-11-02,-2.6666666666666665,-1.3333333333333333,26.666666666666668,-19.5,-20.0,-13.333333333333334
2021-11-03,-5.666666666666667,-3.0,26.0,-11.0,-18.0,-13.666666666666666
2021-11-04,-8.333333333333334,-3.0,25.666666666666668,-8.5,-18.75,-13.333333333333334
2021-11-05,-10.0,-8.0,17.666666666666668,-15.5,-17.0,-12.0
2021-11-06,-9.0,-4.333333333333333,9.0,-23.5,-13.666666666666666,-10.5
2021-11-07,-8.0,1.0,20.0,-18.5,-19.0,-10.0
2021-11-08,-1.0,-4.0,28.333333333333332,-20.0,-18.25,-12.666666666666666
2021-11-09,-1.6666666666666667,-3.3333333333333335,24.666666666666668,-18.0,-18.5,-13.333333333333334
2021-11-10,-4.0,-7.0,25.0,-9.5,-16.75,-12.666666666666666
2021-11-11,-11.666666666666666,-9.666666666666666,14.666666666666666,-7.0,-19.0,-11.0
2021-11-12,-3.0,-2.0,20.666666666666668,-17.0,-17.0,-13.333333333333334
2021-11-13,-4.0,-4.333333333333333,15.333333333333334,-17.5,-15.0,-12.5
2021-11-14,-2.0,-1.0,24.333333333333332,-17.0,-18.0,-12.0
2021-11-15,0.3333333333333333,-4.666666666666667,31.333333333333332,-16.5,-19.0,-13.0
2021-11-16,0.0,-3.6666666666666665,27.666666666666668,-14.5,-16.75,-13.0
2021-11-17,-4.0,-3.6666666666666665,24.0,-11.0,-18.25,-13.0
2021-11-18,-6.333333333333333,-4.666666666666667,19.666666666666668,-7.5,-19.25,-12.333333333333334
2021-11-19,1.3333333333333333,-2.3333333333333335,23.666666666666668,-5.0,-15.5,-13.666666666666666
2021-11-20,-3.3333333333333335,-2.6666666666666665,14.666666666666666,-11.5,-11.666666666666666,-13.0
2021-11-21,-0.5,3.0,25.666666666666668,-15.0,-14.333333333333334,-12.5
2021-11-22,0.6666666666666666,-3.0,30.666666666666668,-15.5,-20.25,-13.333333333333334
2021-11-23,4.0,-2.0,23.0,-6.5,-18.25,-13.666666666666666
2021-11-24,0.0,3.6666666666666665,26.0,-0.5,-19.0,-13.666666666666666
2021-11-25,-7.0,-3.3333333333333335,33.0,-10.5,-21.0,-14.333333333333334
2021-11-26,9.333333333333334,7.333333333333333,25.0,-13.0,-16.25,-14.666666666666666
2021-11-27,5.0,3.6666666666666665,19.666666666666668,-10.0,-11.0,-15.0
