date,retail_and_recreation_percent_change_from_baseline_Bahamas,grocery_and_pharmacy_percent_change_from_baseline_Bahamas,parks_percent_change_from_baseline_Bahamas,transit_stations_percent_change_from_baseline_Bahamas,workplaces_percent_change_from_baseline_Bahamas,residential_percent_change_from_baseline_Bahamas
2021-11-28,1.5,5.5,29.666666666666668,-7.5,-15.333333333333334,-13.0
2021-11-29,8.666666666666666,4.0,36.333333333333336,-9.5,-18.75,-14.666666666666666
2021-11-30,7.0,1.3333333333333333,29.333333333333332,-4.0,-17.5,-15.0
2021-12-01,1.3333333333333333,2.0,26.333333333333332,1.0,-16.25,-14.666666666666666
2021-12-02,-1.0,2.3333333333333335,24.666666666666668,-4.5,-17.5,-12.666666666666666
2021-12-03,7.333333333333333,4.333333333333333,27.0,-1.0,-12.75,-14.333333333333334
2021-12-04,5.333333333333333,-2.6666666666666665,19.666666666666668,-14.0,-10.333333333333334,-13.5
2021-12-05,2.0,0.5,26.333333333333332,-8.0,-14.666666666666666,-12.5
2021-12-06,5.333333333333333,-0.6666666666666666,33.0,-10.5,-18.25,-13.333333333333334
2021-12-07,3.6666666666666665,-2.0,27.666666666666668,-11.5,-16.75,-13.666666666666666
2021-12-08,3.0,-0.6666666666666666,28.333333333333332,-3.0,-15.25,-13.0
2021-12-09,-0.3333333333333333,-0.6666666666666666,22.0,-4.0,-15.25,-13.333333333333334
2021-12-10,7.333333333333333,2.0,27.0,0.0,-11.25,-15.333333333333334
2021-12-11,5.333333333333333,-1.6666666666666667,20.666666666666668,-0.5,-8.333333333333334,-15.0
2021-12-12,6.0,3.5,26.333333333333332,-8.5,-11.333333333333334,-13.5
2021-12-13,9.666666666666666,1.3333333333333333,28.666666666666668,-11.0,-16.75,-14.333333333333334
2021-12-14,8.0,2.6666666666666665,25.0,1.0,-15.75,-14.0
2021-12-15,8.666666666666666,3.6666666666666665,29.666666666666668,6.0,-16.75,-14.666666666666666
2021-12-16,9.666666666666666,5.333333333333333,26.333333333333332,8.5,-17.75,-15.0
2021-12-17,13.666666666666666,6.666666666666667,33.666666666666664,13.5,-16.25,-16.666666666666668
2021-12-18,10.333333333333334,2.6666666666666665,22.666666666666668,14.5,-8.0,-16.5
2021-12-19,23.5,11.5,32.0,8.0,-6.666666666666667,-16.0
2021-12-20,27.0,16.666666666666668,42.333333333333336,3.5,-25.5,-15.0
2021-12-21,27.333333333333332,20.0,36.333333333333336,17.5,-25.25,-15.666666666666666
2021-12-22,25.333333333333332,29.0,36.0,26.5,-26.0,-15.333333333333334
2021-12-23,30.666666666666668,39.333333333333336,39.666666666666664,23.0,-28.5,-17.0
2021-12-24,30.333333333333332,53.333333333333336,43.0,6.0,-34.25,-15.333333333333334
2021-12-25,-52.0,-51.0,44.666666666666664,-38.0,-57.5,-6.5
2021-12-26,-7.5,-19.5,37.0,-17.5,-21.0,-10.5
2021-12-27,-24.0,-42.0,37.666666666666664,-16.5,-69.75,6.0
2021-12-28,5.666666666666667,7.666666666666667,24.0,4.5,-34.5,-8.333333333333334
2021-12-29,-1.3333333333333333,1.0,19.666666666666668,8.5,-34.0,-7.333333333333333
2021-12-30,-2.6666666666666665,8.0,15.666666666666666,-3.0,-35.5,-7.666666666666667
2021-12-31,0.6666666666666666,17.333333333333332,20.333333333333332,-14.0,-34.5,-7.333333333333333
2022-01-01,-37.333333333333336,-39.333333333333336,10.0,-27.0,-38.666666666666664,-2.0
2022-01-02,-12.5,-5.5,11.666666666666666,-9.0,-21.666666666666668,-6.5
2022-01-03,-29.666666666666668,-26.0,20.333333333333332,-17.0,-70.0,8.0
2022-01-04,-5.0,7.333333333333333,5.666666666666667,-7.0,-29.75,-6.666666666666667
2022-01-05,-9.0,0.0,13.333333333333334,3.0,-24.5,-5.666666666666667
2022-01-06,-12.666666666666666,0.0,6.333333333333333,-18.0,-28.0,-4.0
2022-01-07,-8.666666666666666,-0.3333333333333333,10.333333333333334,-15.5,-23.75,-4.666666666666667
2022-01-08,-12.333333333333334,-5.333333333333333,5.666666666666667,-21.0,-16.666666666666668,-5.5
2022-01-09,-15.5,-3.5,3.3333333333333335,-29.5,-20.0,-4.5
2022-01-10,-32.0,-28.5,15.666666666666666,-31.5,-70.0,9.5
2022-01-11,-9.333333333333334,3.6666666666666665,6.0,-27.0,-24.25,-5.0
2022-01-12,-11.666666666666666,-0.6666666666666666,8.666666666666666,-15.5,-25.0,-4.0
2022-01-13,-13.333333333333334,-3.0,11.333333333333334,-23.5,-21.75,-3.3333333333333335
2022-01-14,-5.0,-0.6666666666666666,9.333333333333334,-19.5,-19.0,-3.6666666666666665
2022-01-15,-9.666666666666666,-3.6666666666666665,5.666666666666667,-22.0,-11.333333333333334,-4.0
2022-01-16,-11.0,-2.5,5.333333333333333,-32.0,-17.0,-3.5
2022-01-17,-2.6666666666666665,-2.3333333333333335,17.666666666666668,-27.5,-20.25,-3.0
2022-01-18,-5.666666666666667,-2.6666666666666665,14.0,-20.0,-19.0,-3.3333333333333335
2022-01-19,-8.666666666666666,-3.6666666666666665,16.0,-4.5,-16.0,-2.6666666666666665
2022-01-20,-9.333333333333334,-1.3333333333333333,14.666666666666666,-14.0,-19.75,-2.3333333333333335
2022-01-21,-2.0,-0.3333333333333333,11.666666666666666,-16.0,-12.75,-3.6666666666666665
2022-01-22,-1.3333333333333333,-1.3333333333333333,6.0,-22.5,-6.666666666666667,-5.0
2022-01-23,-3.5,1.5,14.0,-20.5,-10.666666666666666,-4.5
2022-01-24,2.0,4.0,25.0,-24.5,-13.25,-6.333333333333333
2022-01-25,-0.6666666666666666,0.6666666666666666,19.333333333333332,-11.5,-11.25,-7.333333333333333
2022-01-26,-4.0,0.6666666666666666,17.0,0.5,-11.5,-6.333333333333333
2022-01-27,-1.6666666666666667,5.333333333333333,17.666666666666668,-9.0,-16.75,-6.0
2022-01-28,7.0,11.666666666666666,22.333333333333332,-6.5,-10.25,-8.0
2022-01-29,-1.6666666666666667,9.666666666666666,7.333333333333333,-21.0,-8.0,-6.0
2022-01-30,-2.0,3.5,20.333333333333332,-20.0,-11.666666666666666,-4.5
2022-01-31,6.0,7.333333333333333,27.666666666666668,-13.0,-11.0,-8.0
2022-02-01,2.6666666666666665,3.6666666666666665,24.0,-11.5,-10.25,-8.333333333333334
2022-02-02,-0.6666666666666666,0.3333333333333333,21.0,-2.0,-9.0,-7.333333333333333
2022-02-03,-2.6666666666666665,3.6666666666666665,16.666666666666668,-6.5,-10.25,-7.333333333333333
2022-02-04,3.3333333333333335,5.666666666666667,19.666666666666668,-6.5,-5.5,-8.666666666666666
2022-02-05,-1.6666666666666667,2.0,14.666666666666666,-13.0,-5.333333333333333,-7.0
2022-02-06,-1.0,3.0,22.0,-17.5,-8.0,-6.0
2022-02-07,4.0,2.3333333333333335,29.0,-20.5,-10.75,-8.0
2022-02-08,-0.6666666666666666,-0.3333333333333333,21.333333333333332,-16.5,-10.25,-8.333333333333334
2022-02-09,-4.666666666666667,-3.3333333333333335,14.0,-4.0,-9.5,-7.333333333333333
2022-02-10,-2.0,4.0,18.333333333333332,-9.5,-9.5,-7.666666666666667
2022-02-11,6.333333333333333,7.333333333333333,25.333333333333332,0.5,-4.25,-10.0
2022-02-12,6.333333333333333,8.0,17.666666666666668,-8.0,-3.3333333333333335,-8.0
2022-02-13,11.0,9.5,30.666666666666668,-12.0,-3.3333333333333335,-8.5
2022-02-14,12.0,7.666666666666667,28.666666666666668,-15.0,-10.25,-10.333333333333334
2022-02-15,2.3333333333333335,2.6666666666666665,18.666666666666668,-6.0,-9.25,-8.666666666666666
2022-02-16,-2.0,2.0,15.333333333333334,3.0,-10.25,-7.333333333333333
2022-02-17,-0.6666666666666666,4.0,18.0,-3.5,-8.75,-8.666666666666666
2022-02-18,4.0,6.0,23.0,-3.0,-4.75,-10.0
2022-02-19,-1.6666666666666667,-0.6666666666666666,16.666666666666668,-4.5,-2.0,-7.5
2022-02-20,3.5,4.5,22.0,-12.0,-6.0,-7.0
2022-02-21,4.666666666666667,2.3333333333333335,33.0,-9.0,-9.5,-9.0
2022-02-22,2.6666666666666665,2.3333333333333335,32.0,-4.0,-6.75,-9.333333333333334
2022-02-23,1.6666666666666667,-0.3333333333333333,34.333333333333336,13.5,-7.25,-8.666666666666666
2022-02-24,3.0,7.666666666666667,37.333333333333336,7.0,-9.5,-9.0
2022-02-25,8.666666666666666,12.666666666666666,36.666666666666664,7.5,-12.0,-8.666666666666666
2022-02-26,1.6666666666666667,4.0,31.666666666666668,4.0,-2.3333333333333335,-9.5
2022-02-27,6.5,4.0,39.333333333333336,1.5,-6.666666666666667,-8.5
2022-02-28,5.666666666666667,5.0,48.333333333333336,-3.0,-16.0,-6.666666666666667
2022-03-01,4.0,9.0,42.666666666666664,-1.0,-8.75,-8.666666666666666
2022-03-02,-2.0,3.3333333333333335,44.333333333333336,4.0,-7.5,-7.666666666666667
2022-03-03,-4.0,5.0,39.666666666666664,-3.5,-7.5,-6.0
2022-03-04,4.0,6.666666666666667,41.666666666666664,-1.0,-2.75,-5.0
2022-03-05,-2.0,2.3333333333333335,31.666666666666668,-7.0,-6.333333333333333,-4.0
2022-03-06,2.5,1.0,39.0,-13.0,-9.0,-3.0
2022-03-07,0.3333333333333333,2.0,57.0,-16.0,-8.75,-3.6666666666666665
2022-03-08,-2.0,0.0,55.0,-4.0,-8.75,-1.6666666666666667
2022-03-09,-4.333333333333333,-2.0,56.0,6.5,-7.25,0.3333333333333333
2022-03-10,-4.333333333333333,-0.6666666666666666,56.0,0.0,-8.25,2.0
2022-03-11,1.0,0.6666666666666666,59.666666666666664,-1.5,-3.25,1.0
2022-03-12,-1.6666666666666667,0.0,40.666666666666664,-5.0,-3.3333333333333335,1.0
2022-03-13,0.5,-0.5,47.0,-8.5,-8.666666666666666,2.5
2022-03-14,-2.0,-1.6666666666666667,63.333333333333336,-8.5,-8.5,3.3333333333333335
2022-03-15,1.3333333333333333,-0.6666666666666666,60.666666666666664,-3.0,-5.0,2.0
2022-03-16,-0.3333333333333333,0.6666666666666666,59.666666666666664,3.5,-6.75,2.0
2022-03-17,-2.3333333333333335,-0.6666666666666666,50.333333333333336,0.0,-5.75,1.6666666666666667
2022-03-18,7.0,3.6666666666666665,55.333333333333336,1.0,-3.0,-0.3333333333333333
2022-03-19,0.6666666666666666,0.3333333333333333,48.0,-2.0,-4.333333333333333,0.0
2022-03-20,8.0,2.0,47.666666666666664,-7.0,-7.0,1.0
2022-03-21,4.0,3.0,64.66666666666667,-9.5,-5.25,1.6666666666666667
2022-03-22,3.0,3.6666666666666665,54.0,-2.0,-5.25,2.0
2022-03-23,-1.0,-0.3333333333333333,55.333333333333336,4.0,-5.75,2.3333333333333335
2022-03-24,-1.0,0.3333333333333333,47.666666666666664,1.0,-6.0,1.6666666666666667
2022-03-25,-1.3333333333333333,0.3333333333333333,40.0,0.5,-4.75,4.0
2022-03-26,3.0,-0.6666666666666666,39.333333333333336,8.0,-2.3333333333333335,0.0
2022-03-27,7.0,2.5,44.0,-9.5,-8.333333333333334,1.0
2022-03-28,2.3333333333333335,3.0,58.333333333333336,-7.0,-7.25,2.0
2022-03-29,9.333333333333334,8.0,58.0,-7.0,-7.75,1.0
2022-03-30,5.666666666666667,8.0,56.0,3.0,-5.75,1.6666666666666667
2022-03-31,4.333333333333333,6.333333333333333,50.333333333333336,1.5,-3.75,1.3333333333333333
2022-04-01,8.0,8.0,51.333333333333336,5.5,-1.75,-1.0
2022-04-02,1.0,2.3333333333333335,37.666666666666664,-5.0,-4.333333333333333,-0.5
2022-04-03,6.0,4.5,42.0,-11.0,-8.666666666666666,1.0
2022-04-04,0.6666666666666666,6.0,58.333333333333336,0.0,-5.75,1.0
2022-04-05,2.6666666666666665,4.0,54.333333333333336,0.0,-5.5,1.0
2022-04-06,1.6666666666666667,1.6666666666666667,54.666666666666664,12.0,-5.25,1.0
2022-04-07,0.6666666666666666,2.3333333333333335,49.0,1.0,-6.5,1.6666666666666667
2022-04-08,6.333333333333333,5.333333333333333,46.666666666666664,12.5,-3.75,0.6666666666666666
2022-04-09,3.3333333333333335,2.0,39.333333333333336,5.5,-2.0,0.0
2022-04-10,10.0,5.0,42.666666666666664,-1.5,-8.333333333333334,0.5
2022-04-11,8.333333333333334,6.666666666666667,59.0,2.0,-14.0,3.0
2022-04-12,6.333333333333333,4.0,54.666666666666664,8.0,-13.25,3.0
2022-04-13,4.0,7.666666666666667,52.666666666666664,25.0,-17.25,3.0
2022-04-14,14.0,26.0,52.666666666666664,24.5,-19.5,-0.3333333333333333
2022-04-15,-42.666666666666664,-38.0,30.666666666666668,-2.5,-65.0,19.5
2022-04-16,-2.3333333333333335,1.3333333333333333,30.666666666666668,0.5,-11.333333333333334,1.5
2022-04-17,5.5,-5.0,44.333333333333336,-8.0,-9.333333333333334,-1.0
2022-04-18,-23.333333333333332,-40.0,54.333333333333336,-1.5,-67.25,16.0
2022-04-19,3.6666666666666665,6.0,51.333333333333336,18.5,-12.5,1.6666666666666667
2022-04-20,0.3333333333333333,5.0,46.666666666666664,20.0,-11.5,3.3333333333333335
2022-04-21,-3.6666666666666665,3.3333333333333335,40.0,6.5,-11.5,2.6666666666666665
2022-04-22,3.6666666666666665,10.666666666666666,39.666666666666664,16.5,-7.25,3.0
2022-04-23,1.6666666666666667,5.666666666666667,34.666666666666664,5.0,-3.0,1.0
2022-04-24,5.0,5.0,37.666666666666664,4.0,-5.666666666666667,1.0
2022-04-25,5.0,9.333333333333334,52.666666666666664,7.0,-8.0,2.0
2022-04-26,6.666666666666667,6.0,52.666666666666664,10.5,-6.5,1.0
2022-04-27,6.0,6.666666666666667,51.333333333333336,17.0,-7.25,0.0
2022-04-28,3.6666666666666665,9.333333333333334,47.0,6.5,-8.5,0.0
2022-04-29,9.333333333333334,11.333333333333334,50.333333333333336,15.5,-4.75,-1.6666666666666667
2022-04-30,1.6666666666666667,3.0,34.0,3.5,-5.333333333333333,-0.5
2022-05-01,10.0,9.0,41.333333333333336,0.5,-7.333333333333333,0.5
2022-05-02,7.666666666666667,7.0,54.333333333333336,3.5,-7.5,0.6666666666666666
2022-05-03,6.0,6.666666666666667,48.333333333333336,6.5,-6.25,1.0
2022-05-04,-2.6666666666666665,1.6666666666666667,46.333333333333336,8.5,-7.25,3.0
2022-05-05,1.6666666666666667,4.333333333333333,42.333333333333336,10.0,-7.75,0.6666666666666666
2022-05-06,5.666666666666667,7.333333333333333,45.0,13.5,-4.5,-1.6666666666666667
2022-05-07,2.0,4.0,30.666666666666668,6.5,-5.333333333333333,-1.0
2022-05-08,9.5,3.0,43.0,-6.5,-14.0,0.0
2022-05-09,3.3333333333333335,3.0,52.666666666666664,4.5,-9.5,1.6666666666666667
2022-05-10,4.333333333333333,3.3333333333333335,49.0,7.0,-6.0,1.0
2022-05-11,-0.6666666666666666,1.3333333333333333,48.333333333333336,10.5,-6.75,2.0
2022-05-12,-2.0,3.6666666666666665,40.666666666666664,6.5,-8.75,2.0
2022-05-13,1.0,3.6666666666666665,37.333333333333336,7.0,-4.5,1.0
