date,retail_and_recreation_percent_change_from_baseline_Mexico,grocery_and_pharmacy_percent_change_from_baseline_Mexico,parks_percent_change_from_baseline_Mexico,transit_stations_percent_change_from_baseline_Mexico,workplaces_percent_change_from_baseline_Mexico,residential_percent_change_from_baseline_Mexico
2021-11-04,3.484848484848485,29.454545454545453,-18.333333333333332,7.090909090909091,-4.0606060606060606,5.0606060606060606
2021-11-05,1.3333333333333333,29.484848484848484,-17.484848484848484,4.34375,1.9696969696969697,4.818181818181818
2021-11-06,3.0606060606060606,30.666666666666668,-15.636363636363637,7.65625,16.484848484848484,2.0
2021-11-07,4.0606060606060606,27.939393939393938,-14.424242424242424,8.875,19.666666666666668,1.9696969696969697
2021-11-08,1.8484848484848484,29.545454545454547,-16.363636363636363,6.545454545454546,0.5454545454545454,4.0
2021-11-09,3.0606060606060606,27.0,-16.03030303030303,6.787878787878788,-2.8181818181818183,4.424242424242424
2021-11-10,10.181818181818182,33.15151515151515,-15.242424242424242,9.93939393939394,-1.7878787878787878,3.696969696969697
2021-11-11,10.151515151515152,32.696969696969695,-15.0,10.848484848484848,-2.212121212121212,3.727272727272727
2021-11-12,10.454545454545455,37.18181818181818,-13.212121212121213,14.8125,2.272727272727273,3.272727272727273
2021-11-13,14.030303030303031,40.333333333333336,-8.909090909090908,22.625,16.666666666666668,-0.09090909090909091
2021-11-14,19.454545454545453,37.42424242424242,-3.121212121212121,10.9375,22.515151515151516,-0.6363636363636364
2021-11-15,19.151515151515152,41.84848484848485,-7.151515151515151,11.787878787878787,-44.39393939393939,9.787878787878787
2021-11-16,13.848484848484848,37.72727272727273,-11.030303030303031,19.303030303030305,-1.5151515151515151,2.696969696969697
2021-11-17,8.484848484848484,34.303030303030305,-12.545454545454545,13.0,-1.696969696969697,3.909090909090909
2021-11-18,7.303030303030303,32.333333333333336,-14.121212121212121,10.575757575757576,-1.9696969696969697,4.333333333333333
2021-11-19,3.787878787878788,31.727272727272727,-14.121212121212121,8.625,3.272727272727273,4.181818181818182
2021-11-20,6.2727272727272725,33.39393939393939,-7.878787878787879,11.25,17.21212121212121,1.4242424242424243
2021-11-21,7.696969696969697,31.696969696969695,-8.181818181818182,12.84375,21.939393939393938,1.0909090909090908
2021-11-22,4.333333333333333,31.78787878787879,-12.909090909090908,9.393939393939394,1.3333333333333333,3.6666666666666665
2021-11-23,5.484848484848484,29.545454545454547,-12.030303030303031,10.151515151515152,-1.8181818181818181,4.03030303030303
2021-11-24,7.121212121212121,31.727272727272727,-12.090909090909092,12.909090909090908,-1.121212121212121,3.9393939393939394
2021-11-25,8.090909090909092,32.42424242424242,-12.181818181818182,12.212121212121213,-1.9696969696969697,3.9696969696969697
2021-11-26,5.606060606060606,33.24242424242424,-13.787878787878787,9.5625,2.1818181818181817,4.515151515151516
2021-11-27,6.848484848484849,34.84848484848485,-9.424242424242424,12.40625,17.757575757575758,1.0303030303030303
2021-11-28,9.363636363636363,33.63636363636363,-5.757575757575758,16.5625,22.90909090909091,0.5151515151515151
2021-11-29,9.818181818181818,36.45454545454545,-11.424242424242424,12.515151515151516,3.3333333333333335,2.909090909090909
2021-11-30,14.090909090909092,40.24242424242424,-7.575757575757576,15.696969696969697,0.45454545454545453,2.6666666666666665
2021-12-01,15.272727272727273,42.63636363636363,-5.454545454545454,16.727272727272727,0.18181818181818182,2.787878787878788
2021-12-02,13.696969696969697,40.121212121212125,-7.151515151515151,14.969696969696969,0.30303030303030304,3.121212121212121
2021-12-03,10.242424242424242,39.84848484848485,-4.545454545454546,14.4375,6.0,2.606060606060606
2021-12-04,11.121212121212121,39.484848484848484,-2.090909090909091,17.59375,18.78787878787879,-0.2727272727272727
2021-12-05,13.303030303030303,37.39393939393939,0.0,19.71875,24.515151515151516,-0.2727272727272727
2021-12-06,10.575757575757576,38.84848484848485,-6.242424242424242,13.696969696969697,4.424242424242424,2.606060606060606
2021-12-07,12.93939393939394,37.06060606060606,-4.878787878787879,15.121212121212121,3.4242424242424243,2.696969696969697
2021-12-08,16.515151515151516,40.39393939393939,-2.9696969696969697,16.606060606060606,5.0606060606060606,2.303030303030303
2021-12-09,16.363636363636363,39.72727272727273,-4.545454545454546,16.21212121212121,5.484848484848484,2.4242424242424243
2021-12-10,13.666666666666666,40.72727272727273,-2.9696969696969697,14.4375,10.696969696969697,1.6363636363636365
2021-12-11,15.454545454545455,43.303030303030305,1.8484848484848484,22.03125,26.666666666666668,-1.6363636363636365
2021-12-12,17.696969696969695,38.63636363636363,2.484848484848485,20.46875,33.54545454545455,-1.606060606060606
