date,retail_and_recreation_percent_change_from_baseline_Ecuador,grocery_and_pharmacy_percent_change_from_baseline_Ecuador,parks_percent_change_from_baseline_Ecuador,transit_stations_percent_change_from_baseline_Ecuador,workplaces_percent_change_from_baseline_Ecuador,residential_percent_change_from_baseline_Ecuador
2020-09-27,-24.13888888888889,-15.84,-20.390243902439025,-30.64814814814815,-4.212121212121212,9.24390243902439
2020-09-28,-20.20967741935484,-5.530612244897959,-23.2972972972973,-28.910714285714285,-30.21167883211679,17.597014925373134
2020-09-29,-20.73015873015873,-4.645833333333333,-23.646017699115045,-27.894736842105264,-31.7007299270073,16.611940298507463
2020-09-30,-20.59375,-2.6530612244897958,-25.0625,-28.87272727272727,-32.369565217391305,14.8
2020-10-01,-19.734375,1.2083333333333333,-23.99122807017544,-26.660714285714285,-31.39855072463768,13.897058823529411
2020-10-02,-17.21212121212121,2.75,-20.286956521739132,-27.54385964912281,-28.744525547445257,15.323529411764707
2020-10-03,-16.855072463768117,4.72,-19.330578512396695,-23.24074074074074,-8.8,9.235294117647058
2020-10-04,-18.267605633802816,-6.591836734693878,-17.349593495934958,-26.833333333333332,-6.202020202020202,6.904761904761905
2020-10-05,-13.838709677419354,3.0,-18.59090909090909,-23.90740740740741,-32.220588235294116,13.388059701492537
2020-10-06,-13.5,2.702127659574468,-17.81081081081081,-23.203703703703702,-31.145985401459853,12.735294117647058
2020-10-07,-13.46031746031746,1.2448979591836735,-20.336283185840706,-24.98148148148148,-29.681159420289855,13.333333333333334
2020-10-08,-8.777777777777779,3.6666666666666665,-19.035398230088497,-21.462962962962962,-29.27536231884058,13.478260869565217
2020-10-09,-9.984375,2.7551020408163267,-14.724137931034482,-27.603448275862068,-42.507246376811594,18.253731343283583
2020-10-10,-11.597014925373134,-1.1,-10.239316239316238,-24.0,-8.824074074074074,10.156862745098039
2020-10-11,-15.367647058823529,-13.6,-11.074380165289256,-21.333333333333332,-2.4123711340206184,6.428571428571429
2020-10-12,-11.870967741935484,-0.9574468085106383,-18.724770642201836,-22.685185185185187,-29.335766423357665,13.850746268656716
2020-10-13,-11.548387096774194,-0.4583333333333333,-20.2972972972973,-23.59259259259259,-29.693430656934307,14.720588235294118
2020-10-14,-12.206349206349206,1.8541666666666667,-20.80701754385965,-23.574074074074073,-28.507246376811594,15.257142857142858
2020-10-15,-12.619047619047619,5.404255319148936,-21.17699115044248,-23.660714285714285,-28.52173913043478,15.927536231884059
2020-10-16,-14.015384615384615,5.16,-21.136752136752136,-25.92982456140351,-26.73722627737226,17.544117647058822
2020-10-17,-15.558823529411764,4.24,-17.975206611570247,-19.90740740740741,-4.6880733944954125,10.450980392156863
2020-10-18,-18.085714285714285,-7.416666666666667,-15.991869918699187,-22.528301886792452,-0.8469387755102041,8.142857142857142
2020-10-19,-15.53968253968254,-0.4375,-22.63063063063063,-24.303571428571427,-28.375,16.029411764705884
2020-10-20,-14.903225806451612,2.6382978723404253,-20.91891891891892,-24.134615384615383,-29.364963503649633,15.855072463768115
2020-10-21,-15.34920634920635,0.1875,-21.859649122807017,-26.90566037735849,-27.71014492753623,16.2
2020-10-22,-13.80952380952381,2.148936170212766,-17.43362831858407,-26.0,-28.087591240875913,15.927536231884059
2020-10-23,-14.151515151515152,2.2083333333333335,-15.820512820512821,-28.789473684210527,-25.48905109489051,17.220588235294116
2020-10-24,-15.117647058823529,2.44,-12.305084745762711,-23.10909090909091,-1.9906542056074767,10.333333333333334
2020-10-25,-16.788732394366196,-6.617021276595745,-11.295081967213115,-24.314814814814813,1.09375,7.595238095238095
2020-10-26,-13.241935483870968,0.851063829787234,-17.03669724770642,-24.53846153846154,-26.57777777777778,15.544117647058824
2020-10-27,-13.64516129032258,1.0,-18.536363636363635,-23.150943396226417,-28.63235294117647,15.333333333333334
2020-10-28,-14.64516129032258,-1.2291666666666667,-23.25,-23.923076923076923,-27.884057971014492,15.142857142857142
2020-10-29,-12.444444444444445,1.8085106382978724,-23.4070796460177,-22.462962962962962,-27.35036496350365,14.797101449275363
2020-10-30,-12.26865671641791,4.479166666666667,-21.043478260869566,-19.839285714285715,-24.733333333333334,15.279411764705882
2020-10-31,-6.367647058823529,11.86,-9.427350427350428,-11.481481481481481,-0.6944444444444444,7.346153846153846
2020-11-01,-6.597014925373134,-1.0425531914893618,-3.440677966101695,-18.923076923076923,0.8125,5.186046511627907
2020-11-02,-8.4,-0.25,-4.376237623762377,-32.666666666666664,-52.56934306569343,15.573529411764707
2020-11-03,-14.426229508196721,-2.8125,-18.37962962962963,-24.945454545454545,-49.44927536231884,15.735294117647058
2020-11-04,-12.920634920634921,3.1458333333333335,-23.43362831858407,-21.88235294117647,-27.666666666666668,13.971428571428572
2020-11-05,-13.796875,1.9148936170212767,-24.008849557522122,-23.48148148148148,-27.992753623188406,14.55072463768116
2020-11-06,-16.907692307692308,-0.6530612244897959,-24.58974358974359,-27.859649122807017,-25.659259259259258,16.485294117647058
2020-11-07,-16.08823529411765,-0.68,-22.126050420168067,-21.51851851851852,-1.7037037037037037,10.450980392156863
2020-11-08,-18.633802816901408,-9.96,-20.282258064516128,-24.77777777777778,1.443298969072165,8.547619047619047
2020-11-09,-12.555555555555555,0.2916666666666667,-23.227272727272727,-25.054545454545455,-28.110294117647058,14.970588235294118
2020-11-10,-11.612903225806452,1.7446808510638299,-21.714285714285715,-23.98181818181818,-27.970802919708028,14.602941176470589
2020-11-11,-12.746031746031745,0.0,-24.142857142857142,-25.59259259259259,-26.652173913043477,14.814285714285715
2020-11-12,-13.507936507936508,-0.4375,-25.017391304347825,-26.12962962962963,-27.557971014492754,15.347826086956522
2020-11-13,-13.96923076923077,1.2083333333333333,-23.256410256410255,-26.636363636363637,-25.177777777777777,16.485294117647058
2020-11-14,-12.53623188405797,3.0,-19.28688524590164,-20.38888888888889,-1.009433962264151,9.673076923076923
2020-11-15,-15.6,-5.8979591836734695,-19.48780487804878,-23.61111111111111,1.9895833333333333,7.833333333333333
2020-11-16,-12.950819672131148,1.6041666666666667,-23.45045045045045,-24.90909090909091,-26.644444444444446,15.220588235294118
2020-11-17,-12.698412698412698,0.041666666666666664,-25.097345132743364,-24.423076923076923,-27.437956204379564,15.231884057971014
2020-11-18,-13.609375,-0.3541666666666667,-25.719298245614034,-26.454545454545453,-27.043478260869566,15.214285714285714
2020-11-19,-14.142857142857142,1.1666666666666667,-26.228070175438596,-26.62962962962963,-27.145985401459853,15.565217391304348
2020-11-20,-14.909090909090908,2.0408163265306123,-25.96551724137931,-27.339285714285715,-25.875912408759124,16.83823529411765
2020-11-21,-14.149253731343284,2.34,-21.764705882352942,-21.63157894736842,-1.25,9.596153846153847
2020-11-22,-16.042857142857144,-5.0,-20.846774193548388,-24.056603773584907,2.216494845360825,7.4186046511627906
2020-11-23,-14.435483870967742,-0.1276595744680851,-26.09009009009009,-25.703703703703702,-27.11764705882353,15.411764705882353
2020-11-24,-12.483870967741936,2.2291666666666665,-24.880733944954127,-24.4,-27.0,14.898550724637682
2020-11-25,-13.126984126984127,0.16666666666666666,-25.0625,-25.30909090909091,-25.630434782608695,14.971428571428572
2020-11-26,-13.5625,0.851063829787234,-25.640350877192983,-26.30909090909091,-25.861313868613138,15.028985507246377
2020-11-27,-12.454545454545455,4.229166666666667,-24.02542372881356,-27.526315789473685,-23.57777777777778,16.014705882352942
2020-11-28,-12.223880597014926,4.76,-20.425,-20.857142857142858,0.8207547169811321,9.254901960784315
2020-11-29,-12.714285714285714,-2.5714285714285716,-18.84426229508197,-23.22222222222222,5.479166666666667,6.976190476190476
2020-11-30,-11.53225806451613,3.5208333333333335,-23.82882882882883,-23.509090909090908,-24.903703703703705,14.5
2020-12-01,-11.114754098360656,6.9787234042553195,-22.70909090909091,-22.566037735849058,-25.897058823529413,14.217391304347826
2020-12-02,-11.0,6.0,-25.045045045045047,-23.363636363636363,-24.635036496350367,14.957142857142857
2020-12-03,-9.492063492063492,9.27659574468085,-23.157894736842106,-20.547169811320753,-24.467153284671532,14.73913043478261
2020-12-04,-10.909090909090908,8.5,-22.05982905982906,-23.660714285714285,-21.8,15.544117647058824
2020-12-05,-8.26865671641791,9.92,-17.383333333333333,-15.654545454545454,1.6603773584905661,8.461538461538462
2020-12-06,-9.285714285714286,1.3695652173913044,-14.508196721311476,-19.40740740740741,6.723404255319149,6.136363636363637
2020-12-07,-6.983870967741935,8.708333333333334,-18.238532110091743,-19.685185185185187,-25.844444444444445,13.970149253731343
2020-12-08,-10.35483870967742,5.957446808510638,-22.28181818181818,-20.636363636363637,-23.573529411764707,13.782608695652174
2020-12-09,-12.619047619047619,3.6875,-23.194690265486727,-23.745454545454546,-24.817518248175183,14.514285714285714
2020-12-10,-11.203125,8.957446808510639,-19.24561403508772,-21.37037037037037,-24.861313868613138,14.735294117647058
2020-12-11,-11.26865671641791,9.510204081632653,-18.0,-21.333333333333332,-22.066666666666666,15.911764705882353
2020-12-12,-8.485294117647058,12.387755102040817,-11.647058823529411,-14.0,2.9523809523809526,8.365384615384615
2020-12-13,-10.695652173913043,3.217391304347826,-9.276422764227643,-16.21153846153846,8.2,6.488372093023256
2020-12-14,-8.82258064516129,10.680851063829786,-16.69724770642202,-17.454545454545453,-24.22222222222222,14.17910447761194
2020-12-15,-6.60655737704918,15.893617021276595,-15.62037037037037,-16.0,-24.698529411764707,13.573529411764707
2020-12-16,-5.064516129032258,17.67391304347826,-17.036363636363635,-16.903846153846153,-22.8,13.579710144927537
2020-12-17,-4.222222222222222,18.51063829787234,-17.517543859649123,-18.01851851851852,-23.764705882352942,14.102941176470589
2020-12-18,-6.03030303030303,18.166666666666668,-16.5,-17.982142857142858,-20.845588235294116,14.485294117647058
2020-12-19,-2.426470588235294,21.395833333333332,-8.491525423728813,-8.214285714285714,5.8,6.461538461538462
2020-12-20,-4.6,14.043478260869565,-6.762295081967213,-10.764705882352942,12.591397849462366,5.25
2020-12-21,-3.032258064516129,22.680851063829788,-13.787037037037036,-11.642857142857142,-22.007407407407406,12.716417910447761
2020-12-22,-5.564516129032258,22.282608695652176,-17.416666666666668,-13.709090909090909,-24.66176470588235,13.411764705882353
2020-12-23,0.3548387096774194,34.6,-13.88495575221239,-10.76923076923077,-22.437956204379564,12.228571428571428
2020-12-24,6.05,58.46511627906977,-5.153153153153153,-8.169811320754716,-23.56934306569343,10.585714285714285
2020-12-25,-30.53731343283582,-9.1875,-26.06086956521739,-43.68333333333333,-54.2536231884058,21.984848484848484
2020-12-26,-19.681159420289855,6.1,-20.925619834710744,-24.375,-7.339449541284404,12.372549019607844
2020-12-27,-18.0,-1.1875,-16.776859504132233,-20.358490566037737,6.371134020618556,9.30952380952381
2020-12-28,-5.245901639344262,16.041666666666668,-13.850467289719626,-16.464285714285715,-26.291970802919707,14.029850746268657
2020-12-29,-2.5737704918032787,21.847826086956523,-12.415094339622641,-11.781818181818181,-26.496350364963504,12.420289855072463
2020-12-30,2.2295081967213113,33.97727272727273,-9.357798165137615,-8.018518518518519,-25.233576642335766,11.728571428571428
2020-12-31,5.883333333333334,54.395348837209305,5.056603773584905,-13.169811320754716,-27.845588235294116,9.757142857142858
2021-01-01,-45.984848484848484,-46.90196078431372,-32.504347826086956,-60.327586206896555,-66.5985401459854,23.615384615384617
2021-01-02,-23.52112676056338,-3.2941176470588234,-19.54237288135593,-26.68421052631579,-20.964285714285715,14.607843137254902
2021-01-03,-21.12676056338028,-9.770833333333334,-17.0,-12.392156862745098,-2.42,9.880952380952381
2021-01-04,-12.80327868852459,9.148936170212766,-19.91743119266055,-18.77777777777778,-27.323529411764707,15.701492537313433
2021-01-05,-11.161290322580646,11.26086956521739,-19.28181818181818,-18.75925925925926,-28.0,15.411764705882353
2021-01-06,-10.238095238095237,9.108695652173912,-19.767857142857142,-19.686274509803923,-25.405797101449274,15.347826086956522
2021-01-07,-11.412698412698413,7.617021276595745,-20.92920353982301,-21.72222222222222,-26.81021897810219,15.735294117647058
2021-01-08,-13.246153846153845,4.530612244897959,-22.720338983050848,-24.357142857142858,-24.78102189781022,16.897058823529413
2021-01-09,-11.388059701492537,5.86,-20.458333333333332,-17.555555555555557,-1.853211009174312,9.666666666666666
2021-01-10,-12.661764705882353,-4.645833333333333,-18.065573770491802,-18.294117647058822,1.9583333333333333,7.357142857142857
2021-01-11,-10.451612903225806,4.340425531914893,-22.554545454545455,-19.054545454545455,-26.66176470588235,13.897058823529411
2021-01-12,-12.64516129032258,1.851063829787234,-24.936936936936938,-20.296296296296298,-29.21167883211679,13.594202898550725
2021-01-13,-16.0,-3.625,-28.982142857142858,-25.566037735849058,-30.71014492753623,12.028571428571428
2021-01-14,-18.53968253968254,-6.916666666666667,-31.565217391304348,-27.925925925925927,-33.61594202898551,12.441176470588236
2021-01-15,-20.045454545454547,-6.333333333333333,-31.367521367521366,-30.810344827586206,-32.948905109489054,13.661764705882353
2021-01-16,-20.785714285714285,-5.705882352941177,-29.78688524590164,-27.945454545454545,-13.185840707964601,8.098039215686274
2021-01-17,-19.98611111111111,-13.42,-25.153225806451612,-27.0,-8.0,5.534883720930233
2021-01-18,-18.322580645161292,-7.9787234042553195,-31.82300884955752,-28.796296296296298,-33.98540145985402,13.044776119402986
2021-01-19,-18.225806451612904,-5.291666666666667,-31.309734513274336,-26.87037037037037,-34.720588235294116,12.855072463768115
2021-01-20,-18.177419354838708,-4.775510204081633,-30.991304347826087,-28.166666666666668,-33.45985401459854,13.26086956521739
2021-01-21,-18.580645161290324,-5.666666666666667,-31.017391304347825,-27.11111111111111,-33.391304347826086,13.705882352941176
2021-01-22,-21.6,-8.081632653061224,-32.48760330578512,-30.071428571428573,-31.554744525547445,15.882352941176471
2021-01-23,-18.264705882352942,-3.823529411764706,-26.801652892561982,-24.767857142857142,-9.00909090909091,8.549019607843137
2021-01-24,-19.4,-14.553191489361701,-25.6260162601626,-26.12962962962963,-5.76,6.690476190476191
2021-01-25,-17.868852459016395,-5.361702127659575,-29.857142857142858,-26.836363636363636,-32.35036496350365,13.552238805970148
2021-01-26,-17.265625,-4.520833333333333,-29.920353982300885,-25.20754716981132,-33.2043795620438,13.073529411764707
2021-01-27,-18.923076923076923,-7.958333333333333,-30.895652173913042,-28.854545454545455,-31.78102189781022,14.043478260869565
2021-01-28,-18.184615384615384,-5.895833333333333,-29.191304347826087,-26.11111111111111,-32.35766423357664,13.81159420289855
2021-01-29,-17.575757575757574,-0.75,-26.153846153846153,-28.396551724137932,-29.715328467153284,13.382352941176471
2021-01-30,-14.897058823529411,4.020408163265306,-21.447154471544714,-22.763636363636362,-8.891891891891891,6.0576923076923075
2021-01-31,-13.173913043478262,-2.5319148936170213,-16.098360655737704,-23.58490566037736,-2.479591836734694,3.1627906976744184
2021-02-01,-13.95,5.276595744680851,-22.24770642201835,-24.236363636363638,-30.875,9.676470588235293
2021-02-02,-10.904761904761905,7.872340425531915,-21.605504587155963,-19.470588235294116,-31.705882352941178,9.159420289855072
2021-02-03,-13.8125,2.3541666666666665,-24.776785714285715,-25.814814814814813,-31.565217391304348,9.857142857142858
2021-02-04,-14.158730158730158,0.3617021276595745,-25.805309734513273,-21.98148148148148,-32.81021897810219,11.159420289855072
2021-02-05,-16.833333333333332,1.5625,-24.948275862068964,-23.140350877192983,-29.654411764705884,12.558823529411764
2021-02-06,-16.619718309859156,2.2,-21.6,-7.849056603773585,-6.198198198198198,5.923076923076923
2021-02-07,-0.3880597014925373,15.680851063829786,11.504273504273504,9.816326530612244,5.344086021505376,-3.888888888888889
2021-02-08,-12.870967741935484,1.7083333333333333,-25.27927927927928,-16.055555555555557,-32.846715328467155,11.373134328358208
2021-02-09,-12.88888888888889,3.893617021276596,-24.25225225225225,-16.71153846153846,-32.496350364963504,11.044117647058824
2021-02-10,-12.26984126984127,5.125,-24.405405405405407,-20.5,-31.68840579710145,10.871428571428572
2021-02-11,-12.225806451612904,6.297872340425532,-24.56140350877193,-20.59259259259259,-32.35766423357664,10.014705882352942
2021-02-12,-11.538461538461538,9.081632653061224,-24.466101694915253,-22.228070175438596,-32.175182481751825,9.602941176470589
2021-02-13,-5.388059701492537,15.32,-14.822033898305085,-9.018867924528301,-9.477477477477477,1.5849056603773586
2021-02-14,2.6923076923076925,12.466666666666667,-0.27049180327868855,-11.78,-1.03,-1.488888888888889
2021-02-15,-13.473684210526315,-1.4375,-10.088235294117647,-31.98076923076923,-58.88405797101449,10.208955223880597
2021-02-16,-22.95,-10.53191489361702,-20.22222222222222,-30.471698113207548,-61.24087591240876,10.205882352941176
2021-02-17,-10.619047619047619,11.170212765957446,-21.883928571428573,-17.557692307692307,-32.07971014492754,7.1571428571428575
2021-02-18,-11.777777777777779,9.23404255319149,-24.72566371681416,-20.25,-32.55072463768116,9.279411764705882
2021-02-19,-14.6,6.520833333333333,-24.647058823529413,-24.68421052631579,-30.32846715328467,11.073529411764707
2021-02-20,-13.432835820895523,8.2,-21.834710743801654,-18.0,-8.891891891891891,4.769230769230769
2021-02-21,-14.681159420289855,-2.0217391304347827,-19.664,-18.547169811320753,-4.7272727272727275,3.255813953488372
2021-02-22,-11.693548387096774,7.617021276595745,-25.545454545454547,-20.181818181818183,-31.394160583941606,9.101449275362318
2021-02-23,-9.693548387096774,8.72340425531915,-23.473214285714285,-14.90566037735849,-32.18978102189781,8.608695652173912
2021-02-24,-11.301587301587302,6.659574468085107,-25.044642857142858,-17.692307692307693,-31.065217391304348,9.3
2021-02-25,-11.285714285714286,6.723404255319149,-24.495652173913044,-18.01923076923077,-31.029197080291972,9.840579710144928
2021-02-26,-10.661538461538461,9.729166666666666,-22.94871794871795,-20.910714285714285,-28.927007299270073,10.397058823529411
2021-02-27,-8.432835820895523,13.333333333333334,-19.884297520661157,-15.0,-6.891891891891892,3.769230769230769
2021-02-28,-11.08695652173913,3.369565217391304,-17.8,-15.568627450980392,-3.5,2.1818181818181817
2021-03-01,-8.887096774193548,10.893617021276595,-25.572727272727274,-19.22222222222222,-31.525547445255473,8.852941176470589
2021-03-02,-10.112903225806452,11.021739130434783,-25.699115044247787,-18.436363636363637,-32.69565217391305,9.117647058823529
2021-03-03,-7.809523809523809,13.27659574468085,-24.283185840707965,-18.11764705882353,-31.36231884057971,9.043478260869565
2021-03-04,-7.507936507936508,13.74468085106383,-22.663716814159294,-16.574074074074073,-31.40875912408759,8.579710144927537
2021-03-05,-9.015151515151516,13.041666666666666,-22.612068965517242,-18.912280701754387,-29.56934306569343,10.294117647058824
2021-03-06,-6.208955223880597,15.574468085106384,-16.677685950413224,-12.462962962962964,-7.454545454545454,2.7169811320754715
2021-03-07,-10.735294117647058,4.239130434782608,-18.93548387096774,-11.76923076923077,-4.07,2.3863636363636362
2021-03-08,-4.288135593220339,12.369565217391305,-22.394495412844037,-15.517857142857142,-30.78676470588235,7.391304347826087
2021-03-09,-8.065573770491802,12.217391304347826,-22.675675675675677,-15.89090909090909,-31.883211678832115,8.414285714285715
2021-03-10,-8.88888888888889,12.555555555555555,-24.964285714285715,-15.538461538461538,-30.32608695652174,8.757142857142858
2021-03-11,-9.031746031746032,11.638297872340425,-22.530973451327434,-16.173076923076923,-30.846715328467152,9.101449275362318
2021-03-12,-8.738461538461538,13.520833333333334,-21.603448275862068,-18.473684210526315,-28.63235294117647,9.558823529411764
2021-03-13,-7.242424242424242,15.416666666666666,-17.81512605042017,-10.763636363636364,-6.981651376146789,3.358490566037736
2021-03-14,-9.338235294117647,6.434782608695652,-15.114754098360656,-12.673076923076923,-3.101010101010101,2.022222222222222
2021-03-15,-6.516666666666667,15.808510638297872,-21.172727272727272,-12.777777777777779,-29.437956204379564,7.942028985507246
2021-03-16,-4.819672131147541,18.108695652173914,-19.75925925925926,-11.803921568627452,-30.153284671532848,7.885714285714286
2021-03-17,-5.507936507936508,17.08695652173913,-20.765765765765767,-13.803921568627452,-28.81159420289855,8.042857142857143
2021-03-18,-4.904761904761905,17.02127659574468,-20.80909090909091,-15.018867924528301,-28.861313868613138,8.608695652173912
2021-03-19,-5.753846153846154,17.083333333333332,-18.853448275862068,-16.232142857142858,-26.452554744525546,8.926470588235293
2021-03-20,-4.7164179104477615,18.836734693877553,-14.709401709401709,-11.0,-4.837837837837838,2.7169811320754715
2021-03-21,-6.115942028985507,9.26086956521739,-9.78225806451613,-12.351851851851851,-0.24,1.511111111111111
2021-03-22,-5.950819672131147,15.595744680851064,-19.52777777777778,-13.24074074074074,-28.058823529411764,7.7101449275362315
2021-03-23,-5.098360655737705,16.847826086956523,-18.672727272727272,-11.211538461538462,-29.108695652173914,7.101449275362318
2021-03-24,-6.566666666666666,15.456521739130435,-20.669642857142858,-16.185185185185187,-28.605839416058394,8.242857142857142
2021-03-25,-5.032786885245901,17.73913043478261,-18.17699115044248,-13.20754716981132,-28.64963503649635,8.214285714285714
2021-03-26,-5.634920634920635,17.145833333333332,-17.213675213675213,-18.375,-26.525547445255473,9.632352941176471
2021-03-27,-5.955223880597015,16.46808510638298,-15.760330578512397,-11.296296296296296,-4.201834862385321,3.547169811320755
2021-03-28,-8.926470588235293,5.914893617021277,-13.139344262295081,-13.641509433962264,0.5306122448979592,2.6363636363636362
2021-03-29,-7.433333333333334,14.063829787234043,-20.46728971962617,-14.69811320754717,-28.264705882352942,8.347826086956522
2021-03-30,-6.442622950819672,17.152173913043477,-19.854545454545455,-13.547169811320755,-28.562043795620436,8.214285714285714
2021-03-31,-4.721311475409836,22.955555555555556,-18.463636363636365,-12.81132075471698,-28.681159420289855,8.057142857142857
2021-04-01,-1.6507936507936507,30.068181818181817,-18.126126126126128,-6.269230769230769,-29.78102189781022,7.428571428571429
2021-04-02,-32.720588235294116,-1.14,-36.2991452991453,-40.758620689655174,-57.175182481751825,19.279411764705884
2021-04-03,-22.3,7.583333333333333,-27.132231404958677,-26.29824561403509,-15.097345132743364,9.096153846153847
2021-04-04,-24.056338028169016,-1.8297872340425532,-28.944,-21.28301886792453,-5.6138613861386135,6.953488372093023
2021-04-05,-7.161290322580645,17.22222222222222,-19.7,-12.072727272727272,-29.022058823529413,9.279411764705882
2021-04-06,-7.950819672131147,18.954545454545453,-21.45045045045045,-13.23076923076923,-30.971014492753625,8.857142857142858
2021-04-07,-9.459016393442623,17.22222222222222,-23.51818181818182,-14.132075471698114,-31.007246376811594,9.657142857142857
2021-04-08,-6.234375,18.6,-19.741071428571427,-12.962264150943396,-29.44927536231884,9.44927536231884
2021-04-09,-11.96875,16.4375,-23.153846153846153,-12.706896551724139,-27.580882352941178,11.485294117647058
2021-04-10,-6.462686567164179,22.42222222222222,-16.175,9.607843137254902,-2.4954128440366974,3.792452830188679
2021-04-11,14.469696969696969,41.84090909090909,21.93103448275862,36.36,9.797872340425531,-4.533333333333333
2021-04-12,-4.39344262295082,18.76595744680851,-18.796296296296298,-5.566037735849057,-29.416058394160583,8.797101449275363
2021-04-13,-1.75,23.09090909090909,-17.238532110091743,-6.6923076923076925,-28.956204379562045,7.8428571428571425
2021-04-14,-3.5901639344262297,19.844444444444445,-20.44144144144144,-10.73076923076923,-29.869565217391305,8.485714285714286
2021-04-15,-3.3968253968253967,21.68888888888889,-22.336283185840706,-13.363636363636363,-29.00729927007299,9.414285714285715
2021-04-16,-6.619047619047619,21.659574468085108,-21.025862068965516,-18.120689655172413,-27.191176470588236,11.058823529411764
2021-04-17,-7.9411764705882355,19.680851063829788,-19.628099173553718,-13.381818181818181,-5.324074074074074,5.788461538461538
2021-04-18,-9.028985507246377,11.0,-17.79032258064516,-10.52,-1.2,4.409090909090909
2021-04-19,-6.213114754098361,18.108695652173914,-22.121495327102803,-32.517857142857146,-29.22962962962963,11.161764705882353
2021-04-20,-4.540983606557377,22.0,-19.419642857142858,-31.754716981132077,-29.759124087591243,9.742857142857142
2021-04-21,-4.868852459016393,21.822222222222223,-21.454545454545453,-12.96078431372549,-29.28985507246377,9.7
2021-04-22,-2.338709677419355,31.543478260869566,-18.973214285714285,-10.807692307692308,-28.18978102189781,9.2
2021-04-23,-7.421875,46.234042553191486,-18.137931034482758,-18.596491228070175,-27.817518248175183,11.0
2021-04-24,-72.265625,-74.5,-66.19266055045871,-68.81818181818181,-55.660714285714285,30.46938775510204
2021-04-25,-72.49152542372882,-78.20754716981132,-66.66964285714286,-70.41463414634147,-50.46078431372549,25.57894736842105
2021-04-26,-2.0655737704918034,27.58695652173913,-17.10185185185185,-9.814814814814815,-26.823529411764707,9.46376811594203
2021-04-27,-6.967213114754099,18.891304347826086,-22.458715596330276,-12.307692307692308,-29.666666666666668,10.507246376811594
2021-04-28,-5.180327868852459,21.977777777777778,-21.490909090909092,-12.807692307692308,-29.014492753623188,10.542857142857143
2021-04-29,-0.5079365079365079,31.931818181818183,-18.354545454545455,-5.117647058823529,-28.855072463768117,9.457142857142857
2021-04-30,0.40625,54.369565217391305,-17.801724137931036,-19.69090909090909,-39.60144927536232,12.852941176470589
2021-05-01,-67.3076923076923,-72.62745098039215,-63.45762711864407,-64.57142857142857,-54.23076923076923,28.367346938775512
2021-05-02,-67.7258064516129,-75.6470588235294,-62.922413793103445,-66.95238095238095,-47.60952380952381,24.026315789473685
2021-05-03,7.8474576271186445,42.333333333333336,-10.00943396226415,0.0,-25.651851851851852,7.63768115942029
2021-05-04,2.5166666666666666,34.888888888888886,-14.074074074074074,-3.764705882352941,-27.169117647058822,8.428571428571429
2021-05-05,1.6229508196721312,32.53488372093023,-16.01834862385321,-6.529411764705882,-27.471014492753625,9.057142857142857
2021-05-06,2.935483870967742,36.84090909090909,-16.39090909090909,-5.673076923076923,-27.028985507246375,9.042857142857143
2021-05-07,7.234375,62.71111111111111,-7.724137931034483,-3.207547169811321,-22.54074074074074,7.614285714285714
2021-05-08,-63.26865671641791,-66.27450980392157,-58.609756097560975,-64.53658536585365,-49.41525423728814,25.877551020408163
2021-05-09,-57.779411764705884,-66.07692307692308,-55.46341463414634,-63.3,-36.5377358490566,19.125
2021-05-10,7.406779661016949,39.8,-9.650943396226415,0.46,-25.147058823529413,7.385714285714286
2021-05-11,2.283333333333333,32.36363636363637,-13.796296296296296,-3.8,-26.66176470588235,9.32857142857143
2021-05-12,3.066666666666667,32.81818181818182,-14.559633027522937,-3.64,-26.768115942028984,10.0
2021-05-13,2.7096774193548385,33.674418604651166,-15.881818181818181,-4.784313725490196,-26.138686131386862,10.057971014492754
2021-05-14,5.538461538461538,55.58695652173913,-9.070175438596491,-4.584905660377358,-23.125925925925927,9.521739130434783
2021-05-15,-62.701492537313435,-68.3,-59.435483870967744,-62.54761904761905,-49.779661016949156,26.448979591836736
2021-05-16,-62.86153846153846,-71.41176470588235,-58.47540983606557,-66.58974358974359,-41.57943925233645,22.342105263157894
2021-05-17,8.322033898305085,42.51111111111111,-10.339622641509434,4.326530612244898,-22.392592592592592,7.927536231884058
2021-05-18,5.169491525423729,37.83720930232558,-10.266666666666667,-1.0980392156862746,-24.474074074074075,9.142857142857142
2021-05-19,3.7868852459016393,31.697674418604652,-13.809090909090909,-6.803921568627451,-23.496350364963504,9.985714285714286
2021-05-20,5.645161290322581,33.16279069767442,-11.309090909090909,-5.0588235294117645,-23.279411764705884,9.842857142857143
2021-05-21,7.7846153846153845,35.48936170212766,-6.612612612612613,-2.6923076923076925,-19.022222222222222,9.927536231884059
2021-05-22,7.537313432835821,32.24444444444445,-3.658119658119658,-0.9803921568627451,1.925233644859813,4.377358490566038
2021-05-23,5.6923076923076925,16.288888888888888,-0.575,-9.959183673469388,3.510204081632653,3.909090909090909
2021-05-24,8.322033898305085,27.266666666666666,-3.4857142857142858,-7.12,-42.36231884057971,11.985294117647058
2021-05-25,7.3559322033898304,32.04651162790697,-8.392156862745098,2.163265306122449,-21.75,8.485714285714286
2021-05-26,8.278688524590164,30.906976744186046,-9.25925925925926,-0.66,-22.13768115942029,8.814285714285715
