location,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202113,202114,202115,202116,202117,202118,202119,202120,202121,202122,202123,202124,202125,202126,202127,202128,202129,202130,202131,202132,202133,202134,202135,202136,202137,202138,202139,202140,202141,202142,202143,202144,202145,202146,202147,202148,202149,202150,202151,202152,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202213,202214,202215,202216,202217,202218,202219,202220,202221
Costa Rica,0.0,0.0,0.195,0.0,0.0,0.195,0.195,0.39,0.0,0.0,0.585,0.0,0.0,0.0,0.39,0.0,0.0,0.78,1.5570000000000002,3.697,6.421,10.119,12.453999999999999,10.312,9.535,11.48,9.924,20.430999999999997,18.68,20.626,19.848000000000003,20.432,17.902,15.956000000000001,17.318,13.232,14.204,12.064,15.955000000000004,16.151,23.741,19.653,17.512,19.264,23.349999999999998,21.599,19.848000000000003,16.735,13.232000000000001,8.173,9.534,7.199999999999999,6.420999999999999,5.643000000000001,6.616,6.811,5.059,11.870000000000001,10.312999999999999,12.647,17.124000000000002,26.075000000000003,35.414,42.421,38.332,37.165,32.885999999999996,29.383,25.101,16.346,16.93,19.654,13.038,17.317999999999998,18.291,16.928,19.653,23.156,26.658,36.193000000000005,37.945,46.702,43.588,38.722,35.998999999999995,28.994,16.151,20.433000000000003,12.259,10.508,7.004999999999999,4.865,3.892,1.557,0.584,1.946,3.6979999999999995,6.6160000000000005,8.756,15.956,21.016,25.492,23.740999999999996,20.433,16.15,15.178,12.843,7.784,8.173,3.697,5.838,5.059,4.281,3.113,4.476,5.448,4.476
Cuba,0.0,0.0,0.088,0.088,0.265,0.795,1.3250000000000002,1.5030000000000001,1.149,0.706,0.44099999999999995,0.176,0.088,0.0,0.088,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.088,0.088,0.265,0.53,0.53,0.265,0.44099999999999995,0.177,0.088,0.088,0.265,0.0,0.176,0.088,0.0,0.088,0.264,0.0,0.0,0.265,0.44099999999999995,0.176,1.238,1.9429999999999998,1.6780000000000002,1.414,2.12,2.298,2.0309999999999997,2.032,1.855,1.854,1.8549999999999998,1.3239999999999998,1.502,4.152,5.037000000000001,5.567,5.214,5.5680000000000005,4.683,6.1850000000000005,4.3309999999999995,5.478,5.036,6.275,8.04,10.072,26.595,31.808999999999997,37.287,44.267,43.03,41.704,44.443999999999996,41.618,46.211,40.38100000000001,32.782,28.54,21.472,18.201999999999998,10.251,4.9479999999999995,2.3850000000000002,1.589,0.9709999999999999,0.53,0.5289999999999999,0.353,0.0,0.264,0.176,0.176,0.5289999999999999,1.5890000000000002,2.651,3.271,2.561,1.502,0.706,0.353,0.352,0.088,0.176,0.088,0.44099999999999995,0.176,0.264,0.265,0.088,0.176,0.0,0.0
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.856,0.0,27.712,27.712,69.28,110.847,69.28,27.712,27.712,27.712,0.0,27.712,13.856,27.712,27.712,41.567,0.0,27.712,41.568,0.0,13.856,13.856,27.712,0.0,27.712,55.424,0.0,55.423,13.856,0.0,13.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.182,1.643,3.652,5.295,5.934,4.565,3.651,4.929,3.561,2.556,2.739,2.464,2.9210000000000003,6.391,5.204000000000001,5.203000000000001,7.12,5.6610000000000005,5.9350000000000005,9.585,8.125,10.955,8.672,8.582,11.686,9.22,7.3950000000000005,3.9259999999999997,2.192,3.378,2.2830000000000004,1.552,1.4620000000000002,1.46,1.554,2.19,1.462,1.369,1.277,1.46,2.0090000000000003,1.095,0.73,0.73,5.843,10.316,11.594,10.591,8.399,4.931,5.205,4.657,4.473,2.648,2.9210000000000003,3.742,2.281,3.104,2.647,2.738,3.834,3.104,1.552,1.643,4.382000000000001,3.3790000000000004,3.195,4.564,2.465,1.917,1.461,1.734,0.913,0.182,1.186,1.642,0.182,0.182,1.1880000000000002,0.73,1.278,0.913,1.368,1.461,1.8270000000000002,1.735,1.369,1.551,1.46,0.7310000000000001,0.548,0.365,1.004,0.9119999999999999,0.45699999999999996,1.004,1.0030000000000001,1.189,1.6440000000000001,1.735,1.0050000000000001,0.7310000000000001,0.182,0.274,0.091,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0
Ecuador,0.0,0.0,0.168,1.621,5.423,6.9879999999999995,5.926,6.708,27.223999999999997,18.615000000000002,49.025999999999996,20.572,13.305000000000001,11.18,12.297999999999998,15.764,13.975,15.430000000000001,9.503,12.241,10.398,10.901,9.0,6.372000000000001,10.231,12.69,7.658,14.533999999999999,10.063,8.498,12.41,32.312,9.447,8.552,5.032000000000001,5.086,9.056000000000001,5.478,12.242999999999999,18.168,5.702000000000001,3.801,2.013,3.41,5.926,5.366,13.752,11.514,7.324000000000001,12.074,11.459999999999999,11.181000000000001,12.186000000000002,9.671,11.013,11.011000000000001,12.913,12.801,14.143,23.534000000000002,26.441,18.839000000000002,21.076,23.198999999999998,12.745999999999999,15.093,12.521,12.075,8.33,7.715,7.995,4.7509999999999994,4.361000000000001,44.386,7.994000000000001,7.659,6.317,6.821,6.205,4.1930000000000005,10.622,4.306,2.628,1.9570000000000003,3.41,0.9510000000000001,1.6780000000000002,0.448,4.5280000000000005,1.9,3.3550000000000004,12.745000000000001,3.578,1.957,2.794,1.8449999999999998,1.119,27.951,3.8020000000000005,9.727,11.347000000000001,6.932,14.030999999999999,6.597,2.292,2.907,1.7890000000000001,3.9140000000000006,0.168,2.2359999999999998,2.907,1.678,0.391,0.0,0.504,0.336,0.224
El Salvador,0.0,0.0,0.0,0.0,0.306,0.45899999999999996,0.153,0.153,0.306,0.766,1.2269999999999999,1.074,1.38,1.073,2.302,2.148,6.136,9.052000000000001,5.981,8.438,8.439,8.898,9.358,9.052,6.596,7.364000000000001,5.523000000000001,3.835,3.375,2.7609999999999997,4.142,3.683,3.836,3.529,4.143,4.143,4.143,3.835,4.909,5.369000000000001,5.061,6.29,7.210000000000001,4.602,10.892000000000001,9.359,9.359,8.131,7.364,8.284,7.824000000000001,7.517000000000001,7.211,7.055000000000001,3.99,3.222,2.915,3.529,3.068,3.222,3.988,3.375,4.296,3.683,3.9899999999999998,2.915,3.376,4.448,4.449,4.908,5.521000000000001,5.828,8.285,10.126,9.512,10.125000000000002,6.596000000000001,7.517000000000001,8.284,8.131,9.972,11.353,10.894,14.574,12.119,12.886,9.052,7.364,6.136,3.835,1.994,1.841,1.6860000000000002,1.534,1.841,0.9199999999999999,0.306,0.766,2.301,3.989,6.596,7.517,6.596000000000001,4.603,3.221,1.379,1.8399999999999999,0.92,0.45899999999999996,0.306,0.613,0.306,0.153,0.0,0.153,0.153,0.153
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.545,123.87700000000001,212.36100000000002,504.359,398.177,141.574,132.72500000000002,35.393,17.696,0.0,17.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.696,17.696,44.242000000000004,8.848,17.696,8.848,0.0,17.697,0.0,8.848,8.848,0.0,0.0,8.848,8.848,0.0,0.0,8.848,17.696,8.848
Guatemala,0.0,0.0,0.055,0.0,0.0,0.055,0.22,0.219,0.165,0.385,0.33,0.9860000000000001,1.9180000000000001,6.247,6.6290000000000004,6.356999999999999,8.658000000000001,9.534,11.999000000000002,14.849,12.055,12.328,11.452,7.891000000000001,9.699,7.068,5.316,4.604,6.9590000000000005,4.439,2.959,3.8899999999999997,6.191,4.329,5.7540000000000004,3.561,3.7800000000000002,8.055,3.672,3.452,7.508,10.082,7.286999999999999,3.1229999999999998,7.946,9.754000000000001,10.959999999999999,6.904,10.85,11.123,6.904,5.425000000000001,4.438000000000001,4.329,5.2059999999999995,4.932,4.439,5.095000000000001,8.712,10.083,7.068,8.329,7.014,5.7540000000000004,5.370000000000001,7.507,7.452,8.548,17.261000000000003,18.739,12.274000000000001,10.027000000000001,9.041,10.741,16.713,15.998999999999999,15.725999999999999,17.426,18.465,22.082,15.453,15.563,16.109,13.042000000000002,13.698,19.124,18.521,15.780000000000001,15.671,6.795,3.3419999999999996,3.0140000000000002,2.686,1.5880000000000003,1.534,0.6030000000000001,0.548,1.9740000000000002,3.8360000000000003,4.383,5.316000000000001,6.356,6.4110000000000005,8.713000000000001,4.603,3.6169999999999995,3.3970000000000002,2.3569999999999998,2.193,2.303,2.6860000000000004,3.7809999999999997,2.8500000000000005,5.425,5.151,5.808,2.685
Guyana,0.0,1.265,0.0,0.0,3.7960000000000003,2.53,0.0,1.265,2.53,1.265,0.0,0.0,1.265,0.0,0.0,0.0,0.0,2.53,2.53,2.53,1.265,0.0,2.53,0.0,10.123000000000001,5.061,11.388,7.590999999999999,10.124,11.389000000000001,13.92,18.980999999999998,6.326,10.123000000000001,8.857000000000001,11.389,5.061,6.326,7.5920000000000005,2.53,3.7960000000000003,6.326,3.7960000000000003,2.531,3.7960000000000003,3.7960000000000003,0.0,6.327,3.7960000000000003,7.5920000000000005,3.7960000000000003,7.5920000000000005,6.327,7.590999999999999,7.590999999999999,13.919,12.655000000000001,18.98,18.979999999999997,11.388,21.509999999999998,20.245,15.185000000000002,13.918,31.633000000000003,26.570999999999998,21.509999999999998,22.775,18.98,18.979,13.919,18.979,11.388,15.183,16.448,17.715,22.774,22.775,34.164,24.040000000000003,40.489999999999995,45.55,48.080999999999996,31.631999999999998,34.163,34.163,20.244999999999997,25.306999999999995,17.714,17.715,17.714,18.979,15.184,15.183000000000002,17.715,11.388,15.184000000000001,17.715,45.55,32.897999999999996,17.714,12.653,22.775,7.592,3.7960000000000003,1.265,2.53,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,3.7960000000000003,1.265
Haiti,0.0,0.0,0.0,0.0,0.0,0.174,0.087,0.087,0.174,0.347,0.52,0.174,0.7809999999999999,1.3,0.6930000000000001,1.56,0.694,0.9530000000000001,1.127,1.2990000000000002,0.78,0.43399999999999994,0.867,1.82,0.347,0.347,0.433,0.26,0.347,0.43399999999999994,0.173,0.087,0.087,0.0,0.087,0.0,0.0,0.0,0.0,0.087,0.0,0.087,0.087,0.087,0.0,0.087,0.173,0.087,0.0,0.087,0.087,0.0,0.0,0.0,0.087,0.0,0.174,0.0,0.087,0.0,0.261,0.78,0.52,0.433,1.387,1.645,2.166,1.3,3.379,3.118,3.033,1.386,3.118,1.9060000000000001,1.559,1.126,0.52,0.174,0.173,0.173,0.6930000000000001,0.952,0.347,1.9929999999999999,1.126,0.087,0.347,1.213,1.993,0.26,1.04,2.08,0.954,0.607,0.0,0.087,0.693,0.52,0.0,0.087,7.971,0.26,0.606,0.52,0.0,0.346,0.0,0.0,0.52,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
